START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: R01
CREATED-BY: Win-Test 4.20.0, modified by DXHF upload.
CALLSIGN: DL0DX/P
CLAIMED-SCORE: 115992
OPERATORS: DC4AB DH9EO DL1KID DL2DE DL2GK DL5KUT DL6WA DM1MF DM5MD DO8EW
QSO:  7197 PH 2019-09-07 1336 DL0DX/P       59  0022   ON6UJ/P       59  027
QSO:  7151 PH 2019-09-07 1336 DL0DX/P       59  0023   DL2A/P        59  050
QSO:  7140 PH 2019-09-07 1339 DL0DX/P       59  0024   HB9DND/P      59  034
QSO:  7137 PH 2019-09-07 1339 DL0DX/P       59  0025   ON6MS/P       59  033
QSO:  7129 PH 2019-09-07 1340 DL0DX/P       59  0026   DF0HO/P       59  030
QSO:  7127 PH 2019-09-07 1341 DL0DX/P       59  0027   ON4OS/P       59  032
QSO:  7120 PH 2019-09-07 1342 DL0DX/P       59  0028   G4FUH/P       59  009
QSO:  7115 PH 2019-09-07 1342 DL0DX/P       59  0029   ON6SI/P       59  031
QSO:  7104 PH 2019-09-07 1343 DL0DX/P       59  0030   OZ2AR/P       59  027
QSO: 14192 PH 2019-09-07 1401 DL0DX/P       59  0031   LA1K/P        59  055
QSO: 14165 PH 2019-09-07 1404 DL0DX/P       59  0032   IU5GBQ        59  026
QSO: 14172 PH 2019-09-07 1405 DL0DX/P       59  0033   7Z1SJ         59  045
QSO: 14220 PH 2019-09-07 1410 DL0DX/P       59  0034   3Z7H/P        59  044
QSO: 14261 PH 2019-09-07 1414 DL0DX/P       59  0035   OE7XKJ/P      59  150
QSO: 14267 PH 2019-09-07 1415 DL0DX/P       59  0036   DL0CS/P       59  063
QSO: 14284 PH 2019-09-07 1416 DL0DX/P       59  0037   DL1T/P        59  022
QSO: 14286 PH 2019-09-07 1417 DL0DX/P       59  0038   DL0LA/P       59  089
QSO: 14294 PH 2019-09-07 1421 DL0DX/P       59  0039   DL0FA/P       59  055
QSO: 14301 PH 2019-09-07 1422 DL0DX/P       59  0040   GM4JYB        59  019
QSO: 14306 PH 2019-09-07 1424 DL0DX/P       59  0041   DF0TX/P       59  036
QSO: 14306 PH 2019-09-07 1425 DL0DX/P       59  0042   LA1QRO/P      59  015
QSO: 14243 PH 2019-09-07 1433 DL0DX/P       59  0043   DA2A/P        59  035
QSO: 14268 PH 2019-09-07 1434 DL0DX/P       59  0044   OZ2EDR/P      59  035
QSO: 14280 PH 2019-09-07 1437 DL0DX/P       59  0045   LA1ARG/P      59  132
QSO: 14281 PH 2019-09-07 1438 DL0DX/P       59  0046   OZ7KJ/P       59  045
QSO: 14290 PH 2019-09-07 1440 DL0DX/P       59  0047   DL0RD/P       59  012
QSO: 14290 PH 2019-09-07 1441 DL0DX/P       59  0048   IU3LYJ        59  025
QSO: 14290 PH 2019-09-07 1442 DL0DX/P       59  0049   LA7G/P        59  022
QSO: 21237 PH 2019-09-07 1447 DL0DX/P       59  0050   SP5TE/P       59  036
QSO: 21255 PH 2019-09-07 1447 DL0DX/P       59  0051   LA1K/P        59  199
QSO: 21263 PH 2019-09-07 1448 DL0DX/P       59  0052   S52WW         59  204
QSO: 21269 PH 2019-09-07 1449 DL0DX/P       59  0053   S59DCD/P      59  073
QSO: 21282 PH 2019-09-07 1450 DL0DX/P       59  0054   OH/DL2JRM/P   59  151
QSO: 21285 PH 2019-09-07 1452 DL0DX/P       59  0055   YL1ZX/P       59  123
QSO: 21258 PH 2019-09-07 1453 DL0DX/P       59  0056   OE4C/P        59  141
QSO: 21276 PH 2019-09-07 1456 DL0DX/P       59  0057   DA2A/P        59  045
QSO:  7199 PH 2019-09-07 1501 DL0DX/P       59  0058   OZ0W/P        59  056
QSO:  7170 PH 2019-09-07 1504 DL0DX/P       59  0059   DK0TU/P       59  045
QSO:  7151 PH 2019-09-07 1508 DL0DX/P       59  0060   DK0TEU/P      59  077
QSO:  7147 PH 2019-09-07 1510 DL0DX/P       59  0061   DK0WO/P       59  064
QSO:  7134 PH 2019-09-07 1512 DL0DX/P       59  0062   SN5T/P        59  078
QSO:  7131 PH 2019-09-07 1514 DL0DX/P       59  0063   DL0OVA/P      59  118
QSO:  7142 PH 2019-09-07 1516 DL0DX/P       59  0064   DL1T/P        59  045
QSO:  7110 PH 2019-09-07 1518 DL0DX/P       59  0065   EI3Z/P        59  033
QSO:  7110 PH 2019-09-07 1520 DL0DX/P       59  0066   DK1A/P        59  040
QSO:  7110 PH 2019-09-07 1520 DL0DX/P       59  0067   M0KNV/P       59  009
QSO:  7110 PH 2019-09-07 1521 DL0DX/P       59  0068   G3AMW/P       59  016
QSO:  7110 PH 2019-09-07 1522 DL0DX/P       59  0069   OZ2EDR/P      59  021
QSO:  7110 PH 2019-09-07 1523 DL0DX/P       59  0070   GX3EFX        59  001
QSO:  7110 PH 2019-09-07 1523 DL0DX/P       59  0071   G3ULT/P       59  050
QSO:  7110 PH 2019-09-07 1524 DL0DX/P       59  0072   M0TSL/P       59  053
QSO:  7110 PH 2019-09-07 1526 DL0DX/P       59  0073   G3RXQ         59  062
QSO:  7110 PH 2019-09-07 1526 DL0DX/P       59  0074   DM5K/P        59  033
QSO:  7110 PH 2019-09-07 1527 DL0DX/P       59  0075   G5Z/P         59  036
QSO:  7110 PH 2019-09-07 1527 DL0DX/P       59  0076   G8FXC         59  011
QSO:  7110 PH 2019-09-07 1528 DL0DX/P       59  0077   G4APV         59  001
QSO:  7110 PH 2019-09-07 1529 DL0DX/P       59  0078   PI4RCA/P      59  052
QSO:  7110 PH 2019-09-07 1529 DL0DX/P       59  0079   DM3O/P        59  063
QSO:  7110 PH 2019-09-07 1530 DL0DX/P       59  0080   DL0EO/P       59  044
QSO:  7110 PH 2019-09-07 1533 DL0DX/P       59  0081   G0GNI         59  016
QSO:  7110 PH 2019-09-07 1533 DL0DX/P       59  0082   M5MK/P        59  087
QSO:  7110 PH 2019-09-07 1536 DL0DX/P       59  0083   M0ZVB         59  007
QSO:  7110 PH 2019-09-07 1537 DL0DX/P       59  0084   EI7GSB        59  001
QSO:  7110 PH 2019-09-07 1537 DL0DX/P       59  0085   PE1RWL/P      59  001
QSO:  7110 PH 2019-09-07 1538 DL0DX/P       59  0086   OZ7SKB/P      59  019
QSO:  7110 PH 2019-09-07 1539 DL0DX/P       59  0087   EA3HJO/P      59  155
QSO:  7110 PH 2019-09-07 1540 DL0DX/P       59  0088   DK1W/P        59  053
QSO:  7110 PH 2019-09-07 1541 DL0DX/P       59  0089   G3BXF         59  005
QSO:  7110 PH 2019-09-07 1543 DL0DX/P       59  0090   G4ALE/P       59  055
QSO:  7110 PH 2019-09-07 1543 DL0DX/P       59  0091   EI7T/P        59  037
QSO:  7110 PH 2019-09-07 1544 DL0DX/P       59  0092   M0AID         59  018
QSO:  7110 PH 2019-09-07 1544 DL0DX/P       59  0093   GM3BSQ/P      59  059
QSO:  7110 PH 2019-09-07 1545 DL0DX/P       59  0094   DL0VG/P       59  074
QSO:  7110 PH 2019-09-07 1546 DL0DX/P       59  0095   DF4U/P        59  057
QSO:  7110 PH 2019-09-07 1547 DL0DX/P       59  0096   DL0PDM/P      59  064
QSO:  7110 PH 2019-09-07 1548 DL0DX/P       59  0097   DK3XC/P       59  001
QSO:  7110 PH 2019-09-07 1551 DL0DX/P       59  0098   M6OXO/P       59  033
QSO:  7110 PH 2019-09-07 1553 DL0DX/P       59  0099   G0RFD         59  005
QSO:  7123 PH 2019-09-07 1556 DL0DX/P       59  0100   DM3B/P        59  096
QSO:  7148 PH 2019-09-07 1559 DL0DX/P       59  0101   DK5EO         59  001
QSO:  7152 PH 2019-09-07 1600 DL0DX/P       59  0102   M0YRF/P       59  094
QSO:  3709 PH 2019-09-07 1609 DL0DX/P       59  0103   LA1QRO/P      59  044
QSO:  3713 PH 2019-09-07 1612 DL0DX/P       59  0104   DA3X/P        59  087
QSO:  3713 PH 2019-09-07 1612 DL0DX/P       59  0105   DL1ASA/P      59  087
QSO:  3713 PH 2019-09-07 1613 DL0DX/P       59  0106   DL0GN/P       59  062
QSO:  3713 PH 2019-09-07 1614 DL0DX/P       59  0107   DO9SR         59  003
QSO:  3714 PH 2019-09-07 1618 DL0DX/P       59  0108   OZ7RJ/P       59  032
QSO:  3719 PH 2019-09-07 1621 DL0DX/P       59  0109   ON4RAT/P      59  237
QSO:  3720 PH 2019-09-07 1622 DL0DX/P       59  0110   PI4D/P        59  026
QSO:  3724 PH 2019-09-07 1625 DL0DX/P       59  0111   ON6WL/P       59  139
QSO:  3729 PH 2019-09-07 1628 DL0DX/P       59  0112   DK0MM/P       59  137
QSO:  3733 PH 2019-09-07 1630 DL0DX/P       59  0113   DA3X/P        59  099
QSO:  3737 PH 2019-09-07 1633 DL0DX/P       59  0114   DF0CF/P       59  065
QSO:  3741 PH 2019-09-07 1634 DL0DX/P       59  0115   OP6A/P        59  262
QSO:  3749 PH 2019-09-07 1638 DL0DX/P       59  0116   ON4MCL/P      59  288
QSO:  3766 PH 2019-09-07 1642 DL0DX/P       59  0117   DL0LB/P       59  090
QSO:  3773 PH 2019-09-07 1643 DL0DX/P       59  0118   DL0GZ/P       59  082
QSO:  3776 PH 2019-09-07 1645 DL0DX/P       59  0119   DP6T/P        59  146
QSO:  3780 PH 2019-09-07 1647 DL0DX/P       59  0120   DL7PIA/P      59  191
QSO:  3784 PH 2019-09-07 1648 DL0DX/P       59  0121   ON5CLR/P      59  081
QSO:  3745 PH 2019-09-07 1656 DL0DX/P       59  0122   DF4U/P        59  081
QSO:  3739 PH 2019-09-07 1701 DL0DX/P       59  0123   ON4MLB/P      59  020
QSO:  3732 PH 2019-09-07 1705 DL0DX/P       59  0124   HB9NFB/P      59  109
QSO:  3737 PH 2019-09-07 1706 DL0DX/P       59  0125   ON6CK/P       59  156
QSO:  3730 PH 2019-09-07 1708 DL0DX/P       59  0126   DO5AL/P       59  031
QSO:  3728 PH 2019-09-07 1713 DL0DX/P       59  0127   G4BP/P        59  137
QSO: 14205 PH 2019-09-07 1735 DL0DX/P       59  0128   EK0W/P        59  041
QSO:  7149 PH 2019-09-07 1759 DL0DX/P       59  0129   4L/KU1CW      59  054
QSO:  7154 PH 2019-09-07 1803 DL0DX/P       59  0130   RW14          59  263
QSO:  7157 PH 2019-09-07 1806 DL0DX/P       59  0131   IZ0PAU/P      59  187
QSO:  7170 PH 2019-09-07 1811 DL0DX/P       59  0132   IZ7FLP/0      59  141
QSO:  7177 PH 2019-09-07 1814 DL0DX/P       59  0133   R8TT          59  056
QSO:  7185 PH 2019-09-07 1817 DL0DX/P       59  0134   UA5C          59  254
QSO:  7193 PH 2019-09-07 1821 DL0DX/P       59  0135   OE4C/P        59  343
QSO:  7195 PH 2019-09-07 1823 DL0DX/P       59  0136   DK2R/P        59  174
QSO:  7189 PH 2019-09-07 1827 DL0DX/P       59  0137   DL0LI/P       59  250
QSO:  7114 PH 2019-09-07 1829 DL0DX/P       59  0138   HF5L/P        59  145
QSO:  7178 PH 2019-09-07 1835 DL0DX/P       59  0139   LA1K/P        59  167
QSO:  7154 PH 2019-09-07 1839 DL0DX/P       59  0140   RW1F          59  337
QSO:  7167 PH 2019-09-07 1853 DL0DX/P       59  0141   DL7PIA/P      59  291
QSO:  7173 PH 2019-09-07 1855 DL0DX/P       59  0142   IQ0QJ         59  150
QSO:  3713 PH 2019-09-07 1903 DL0DX/P       59  0143   DM4X/P        59  293
QSO:  3721 PH 2019-09-07 1907 DL0DX/P       59  0144   OT5G/P        59  292
QSO:  3729 PH 2019-09-07 1908 DL0DX/P       59  0145   G4EKT/P       59  087
QSO:  3741 PH 2019-09-07 1910 DL0DX/P       59  0146   OP6A/P        59  438
QSO:  3745 PH 2019-09-07 1911 DL0DX/P       59  0147   DK0B/P        59  246
QSO:  3751 PH 2019-09-07 1914 DL0DX/P       59  0148   DK0WO/P       59  198
QSO:  3764 PH 2019-09-07 1920 DL0DX/P       59  0149   OK1LRD/M      59  102
QSO:  3767 PH 2019-09-07 1922 DL0DX/P       59  0150   ON2OS/P       59  195
QSO:  3613 PH 2019-09-07 1925 DL0DX/P       59  0151   DF0MN/P       59  186
QSO:  3616 PH 2019-09-07 1926 DL0DX/P       59  0152   OT5X/P        59  227
QSO:  3631 PH 2019-09-07 1927 DL0DX/P       59  0153   DK0BB/P       59  127
QSO:  3645 PH 2019-09-07 1929 DL0DX/P       59  0154   DL4L/P        59  239
QSO:  3678 PH 2019-09-07 1930 DL0DX/P       59  0155   G4FNL/P       59  271
QSO:  3705 PH 2019-09-07 1931 DL0DX/P       59  0156   ON6MS/P       59  169
QSO:  3740 PH 2019-09-07 1934 DL0DX/P       59  0157   DK0FC/P       59  212
QSO:  3764 PH 2019-09-07 1937 DL0DX/P       59  0158   DL0VG/P       59  122
QSO:  3770 PH 2019-09-07 1938 DL0DX/P       59  0159   DL0FA/P       59  261
QSO:  3645 PH 2019-09-07 1941 DL0DX/P       59  0160   DL4L/P        59  254
QSO:  3710 PH 2019-09-07 1943 DL0DX/P       59  0161   DA0C/P        59  204
QSO:  3719 PH 2019-09-07 1945 DL0DX/P       59  0162   GW4EZW/P      59  181
QSO:  3732 PH 2019-09-07 1946 DL0DX/P       59  0163   ON5LL/P       59  340
QSO:  3747 PH 2019-09-07 1948 DL0DX/P       59  0164   OR4D/P        59  150
QSO:  3751 PH 2019-09-07 1949 DL0DX/P       59  0165   ON6UJ/P       59  146
QSO:  3755 PH 2019-09-07 1950 DL0DX/P       59  0166   ON4TWS/P      59  266
QSO:  3628 PH 2019-09-07 1959 DL0DX/P       59  0167   DK0HR/P       59  360
QSO:  3636 PH 2019-09-07 2002 DL0DX/P       59  0168   ON2CP/P       59  259
QSO:  3679 PH 2019-09-07 2005 DL0DX/P       59  0169   HB9LU/P       59  391
QSO:  3766 PH 2019-09-07 2013 DL0DX/P       59  0170   ON4OS/P       59  273
QSO:  3772 PH 2019-09-07 2016 DL0DX/P       59  0171   G3WKS/P       59  188
QSO:  3793 PH 2019-09-07 2021 DL0DX/P       59  0172   DK2R/P        59  262
QSO:  3618 PH 2019-09-07 2023 DL0DX/P       59  0173   HB4FB/P       59  118
QSO:  3632 PH 2019-09-07 2024 DL0DX/P       59  0174   OO6P/P        59  165
QSO:  3654 PH 2019-09-07 2025 DL0DX/P       59  0175   PI4RCA/P      59  101
QSO:  3657 PH 2019-09-07 2027 DL0DX/P       59  0176   DK0HB/P       59  184
QSO:  3727 PH 2019-09-07 2031 DL0DX/P       59  0177   G3VRE/P       59  102
QSO:  3749 PH 2019-09-07 2032 DL0DX/P       59  0178   DA2A/P        59  191
QSO:  3673 PH 2019-09-07 2038 DL0DX/P       59  0179   DL9RDW        59  076
QSO:  3673 PH 2019-09-07 2039 DL0DX/P       59  0180   DK0FL/P       59  102
QSO:  3673 PH 2019-09-07 2040 DL0DX/P       59  0181   DD6DR         59  002
QSO:  3673 PH 2019-09-07 2041 DL0DX/P       59  0182   LA3BPA        59  029
QSO:  3673 PH 2019-09-07 2042 DL0DX/P       59  0183   LX1NW         59  031
QSO:  3673 PH 2019-09-07 2043 DL0DX/P       59  0184   DK0ED/P       59  326
QSO:  3673 PH 2019-09-07 2044 DL0DX/P       59  0185   G4MGR/P       59  124
QSO:  3673 PH 2019-09-07 2047 DL0DX/P       59  0186   DO1CAL        59  013
QSO:  3673 PH 2019-09-07 2048 DL0DX/P       59  0187   G3ULT/P       59  180
QSO:  3673 PH 2019-09-07 2050 DL0DX/P       59  0188   G3LUT/P       59  180
QSO:  3673 PH 2019-09-07 2052 DL0DX/P       59  0189   DO6RR/P       59  012
QSO:  3673 PH 2019-09-07 2053 DL0DX/P       59  0190   HB9KG/P       59  098
QSO:  3673 PH 2019-09-07 2054 DL0DX/P       59  0191   ON7SA/P       59  202
QSO:  3673 PH 2019-09-07 2056 DL0DX/P       59  0192   DK0V/P        59  128
QSO:  3673 PH 2019-09-07 2056 DL0DX/P       59  0193   DL2EH         59  012
QSO:  3673 PH 2019-09-07 2058 DL0DX/P       59  0194   HB9R/P        59  079
QSO:  3673 PH 2019-09-07 2101 DL0DX/P       59  0195   ON6UB/P       59  111
QSO:  3673 PH 2019-09-07 2103 DL0DX/P       59  0196   DL0GC/P       59  296
QSO:  3673 PH 2019-09-07 2104 DL0DX/P       59  0197   G3MDG/P       59  148
QSO:  3724 PH 2019-09-07 2108 DL0DX/P       59  0198   ON7WR         59  061
QSO:  3790 PH 2019-09-07 2112 DL0DX/P       59  0199   OZ2AR/P       59  173
QSO:  3780 PH 2019-09-07 2130 DL0DX/P       59  0200   ON4TRC/P      59  265
QSO:  3611 PH 2019-09-07 2137 DL0DX/P       59  0201   PI4VPO/P      59  212
QSO:  3703 PH 2019-09-07 2144 DL0DX/P       59  0202   SN7X          59  150
QSO:  3729 PH 2019-09-07 2150 DL0DX/P       59  0203   PA7TT/P       59  120
QSO:  3783 PH 2019-09-07 2154 DL0DX/P       59  0204   M0WCO/P       59  391
QSO:  3791 PH 2019-09-07 2156 DL0DX/P       59  0205   DF0ID/P       59  203
QSO:  3603 PH 2019-09-07 2157 DL0DX/P       59  0206   DK7C/P        59  299
QSO:  3614 PH 2019-09-07 2212 DL0DX/P       59  0207   ON4CP/P       59  358
QSO:  3620 PH 2019-09-07 2214 DL0DX/P       59  0208   DM3C/P        59  379
QSO:  3625 PH 2019-09-07 2219 DL0DX/P       59  0209   EI2WRC/P      59  180
QSO:  3631 PH 2019-09-07 2222 DL0DX/P       59  0210   DF0SX/P       59  252
QSO:  3635 PH 2019-09-07 2227 DL0DX/P       59  0211   HB9AW/P       59  408
QSO:  3641 PH 2019-09-07 2229 DL0DX/P       59  0212   DK0TU/P       59  202
QSO:  3644 PH 2019-09-07 2232 DL0DX/P       59  0213   DL0NO/P       59  172
QSO:  3647 PH 2019-09-07 2238 DL0DX/P       59  0214   IQ0PG/P       59  211
QSO:  3703 PH 2019-09-07 2245 DL0DX/P       59  0215   SN7XSN        59  184
QSO:  3707 PH 2019-09-07 2247 DL0DX/P       59  0216   DL0BR/P       59  214
QSO:  3719 PH 2019-09-07 2252 DL0DX/P       59  0217   G0FBB/P       59  210
QSO:  3726 PH 2019-09-07 2259 DL0DX/P       59  0218   G3UES/P       59  142
QSO:  3729 PH 2019-09-07 2303 DL0DX/P       59  0219   DQ4W/P        59  063
QSO:  3734 PH 2019-09-07 2313 DL0DX/P       59  0220   S54W/P        59  566
QSO:  3736 PH 2019-09-07 2315 DL0DX/P       59  0221   PI4AMF/P      59  509
QSO:  3741 PH 2019-09-07 2319 DL0DX/P       59  0222   OU7M/P        59  115
QSO:  3748 PH 2019-09-07 2325 DL0DX/P       59  0223   M0SQC/P       59  095
QSO:  3750 PH 2019-09-07 2328 DL0DX/P       59  0224   DL3IF/P       59  305
QSO:  3754 PH 2019-09-07 2329 DL0DX/P       59  0225   DL0CK/P       59  252
QSO:  3764 PH 2019-09-07 2334 DL0DX/P       59  0226   DL0FD/P       59  405
QSO:  3779 PH 2019-09-07 2338 DL0DX/P       59  0227   OE7XKJ/P      59  790
QSO:  3784 PH 2019-09-07 2341 DL0DX/P       59  0228   OE4C/P        59  625
QSO:  3790 PH 2019-09-07 2343 DL0DX/P       59  0229   DL0SN/P       59  484
QSO:  3793 PH 2019-09-07 2345 DL0DX/P       59  0230   DL0HN/P       59  323
QSO:  3745 PH 2019-09-07 2354 DL0DX/P       59  0231   DL0CS/P       59  641
QSO:  3728 PH 2019-09-07 2358 DL0DX/P       59  0232   DL0RT/P       59  555
QSO:  3723 PH 2019-09-08 0002 DL0DX/P       59  0233   IQ4FE/P       59  551
QSO:  3710 PH 2019-09-08 0007 DL0DX/P       59  0234   GM5G/P        59  230
QSO:  3666 PH 2019-09-08 0020 DL0DX/P       59  0235   ON4ATH/P      59  133
QSO:  3650 PH 2019-09-08 0022 DL0DX/P       59  0236   DK8K/P        59  313
QSO:  3624 PH 2019-09-08 0028 DL0DX/P       59  0237   OZ4EDR/P      59  075
QSO:  3620 PH 2019-09-08 0029 DL0DX/P       59  0238   ON4CDZ/P      59  115
QSO:  3680 PH 2019-09-08 0038 DL0DX/P       59  0239   3Z7H/P        59  354
QSO:  3733 PH 2019-09-08 0047 DL0DX/P       59  0240   S55W/P        59  632
QSO:  3738 PH 2019-09-08 0050 DL0DX/P       59  0241   DK0MN/P       59  549
QSO:  7150 PH 2019-09-08 0106 DL0DX/P       59  0242   DP9A/P        59  426
QSO:  7156 PH 2019-09-08 0107 DL0DX/P       59  0243   PI4AMF/P      59  632
QSO:  7165 PH 2019-09-08 0108 DL0DX/P       59  0244   DL0IPS/P      59  284
QSO:  7175 PH 2019-09-08 0109 DL0DX/P       59  0245   G3VRE/P       59  231
QSO:  7110 PH 2019-09-08 0113 DL0DX/P       59  0246   ER1CS/P       59  056
QSO:  7100 PH 2019-09-08 0114 DL0DX/P       59  0247   EK0W/P        59  165
QSO:  7130 PH 2019-09-08 0117 DL0DX/P       59  0248   EI8DY         59  014
QSO:  7130 PH 2019-09-08 0120 DL0DX/P       59  0249   GW6W/P        59  105
QSO:  7130 PH 2019-09-08 0123 DL0DX/P       59  0250   OZ3EDR/P      59  089
QSO:  7130 PH 2019-09-08 0123 DL0DX/P       59  0251   LA1AFP/P      59  158
QSO:  7130 PH 2019-09-08 0124 DL0DX/P       59  0252   DM5B/P        59  192
QSO:  7115 PH 2019-09-08 0131 DL0DX/P       59  0253   UA9MA         59  012
QSO:  7186 PH 2019-09-08 0136 DL0DX/P       59  0254   IQ0PG/P       59  295
QSO:  1870 PH 2019-09-08 0216 DL0DX/P       59  0255   HB4FB/P       59  266
QSO:  1873 PH 2019-09-08 0217 DL0DX/P       59  0256   DL0LI/P       59  496
QSO:  1875 PH 2019-09-08 0218 DL0DX/P       59  0257   DL0CS/P       59  727
QSO:  1883 PH 2019-09-08 0219 DL0DX/P       59  0258   DP9A/P        59  466
QSO:  1891 PH 2019-09-08 0220 DL0DX/P       59  0259   DP4B/P        59  326
QSO:  1893 PH 2019-09-08 0220 DL0DX/P       59  0260   ON4KSD/P      59  306
QSO:  1895 PH 2019-09-08 0221 DL0DX/P       59  0261   DL0WMS/P      59  275
QSO:  1898 PH 2019-09-08 0222 DL0DX/P       59  0262   DA3X/P        59  434
QSO:  1887 PH 2019-09-08 0226 DL0DX/P       59  0263   DK0BB/P       59  310
QSO:  1887 PH 2019-09-08 0226 DL0DX/P       59  0264   DK0BM/P       59  267
QSO:  1887 PH 2019-09-08 0227 DL0DX/P       59  0265   DL0RA/P       59  250
QSO:  1887 PH 2019-09-08 0228 DL0DX/P       59  0266   DL0GZ/P       59  389
QSO:  1887 PH 2019-09-08 0230 DL0DX/P       59  0267   HB9BC/P       59  145
QSO:  1887 PH 2019-09-08 0230 DL0DX/P       59  0268   DK0CN/P       59  409
QSO:  1887 PH 2019-09-08 0231 DL0DX/P       59  0269   DK0MN/P       59  605
QSO:  1887 PH 2019-09-08 0231 DL0DX/P       59  0270   DL0GN/P       59  326
QSO:  1887 PH 2019-09-08 0232 DL0DX/P       59  0271   DK0OH/P       59  274
QSO:  1887 PH 2019-09-08 0232 DL0DX/P       59  0272   DF0LE/P       59  213
QSO:  1887 PH 2019-09-08 0233 DL0DX/P       59  0273   DM3O/P        59  348
QSO:  1887 PH 2019-09-08 0234 DL0DX/P       59  0274   DA2A/P        59  457
QSO:  1887 PH 2019-09-08 0235 DL0DX/P       59  0275   DL0LA/P       59  662
QSO:  1887 PH 2019-09-08 0236 DL0DX/P       59  0276   DK2RZ         59  042
QSO:  1887 PH 2019-09-08 0236 DL0DX/P       59  0277   DL0HN/P       59  384
QSO:  1887 PH 2019-09-08 0236 DL0DX/P       59  0278   ON6UJ/P       59  347
QSO:  1887 PH 2019-09-08 0237 DL0DX/P       59  0279   DL0MZ/P       59  356
QSO:  1887 PH 2019-09-08 0238 DL0DX/P       59  0280   DF0CQ/P       59  462
QSO:  1887 PH 2019-09-08 0243 DL0DX/P       59  0281   DL7A/P        59  321
QSO:  1887 PH 2019-09-08 0247 DL0DX/P       59  0282   DL0FU/P       59  341
QSO:  1887 PH 2019-09-08 0248 DL0DX/P       59  0283   DP5V/P        59  249
QSO:  1887 PH 2019-09-08 0248 DL0DX/P       59  0284   DF0HO/P       59  491
QSO:  1887 PH 2019-09-08 0248 DL0DX/P       59  0285   DM3C/P        59  539
QSO:  1887 PH 2019-09-08 0249 DL0DX/P       59  0286   DK0FC/P       59  494
QSO:  1887 PH 2019-09-08 0250 DL0DX/P       59  0287   ON4TWS/P      59  733
QSO:  1887 PH 2019-09-08 0250 DL0DX/P       59  0288   DL0WO/P       59  534
QSO:  1887 PH 2019-09-08 0251 DL0DX/P       59  0289   DF0TX/P       59  357
QSO:  1887 PH 2019-09-08 0251 DL0DX/P       59  0290   OT2L/P        59  240
QSO:  1887 PH 2019-09-08 0252 DL0DX/P       59  0291   OQ2A/P        59  421
QSO:  1887 PH 2019-09-08 0254 DL0DX/P       59  0292   DF4U/P        59  307
QSO:  1887 PH 2019-09-08 0256 DL0DX/P       59  0293   OR5N/P        59  377
QSO:  1887 PH 2019-09-08 0258 DL0DX/P       59  0294   ON5LL/P       59  641
QSO:  1887 PH 2019-09-08 0300 DL0DX/P       59  0295   DM3B/P        59  321
QSO:  1887 PH 2019-09-08 0300 DL0DX/P       59  0296   DR3X/P        59  503
QSO:  1887 PH 2019-09-08 0301 DL0DX/P       59  0297   DK0AU/P       59  253
