START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: W37
CREATED-BY: Win-Test 4.28.0, modified by DXHF upload.
CALLSIGN: DL0WMS/P
CLAIMED-SCORE: 168918
OPERATORS: DK4MDA DL1RFW DL3ABL DL6CWM DL6MHW DL9OK DL9MGE DO2HKR DO4FB DO7ATU
QSO:  7154 PH 2019-09-07 1322 DL0WMS/P      59  0018   OZ0W/P        59  006
QSO:  7154 PH 2019-09-07 1323 DL0WMS/P      59  0019   OZ3EDR/P      59  004
QSO:  7154 PH 2019-09-07 1324 DL0WMS/P      59  0020   LA4O          59  005
QSO:  7154 PH 2019-09-07 1326 DL0WMS/P      59  0021   G3MDG/P       59  015
QSO:  7154 PH 2019-09-07 1326 DL0WMS/P      59  0022   PA3GPA        59  004
QSO:  7154 PH 2019-09-07 1332 DL0WMS/P      59  0023   DL4SCZ        59  013
QSO:  7154 PH 2019-09-07 1333 DL0WMS/P      59  0024   PI4ADH/P      59  012
QSO: 28505 PH 2019-09-07 1341 DL0WMS/P      59  0025   OH/DL2JRM/P   59  070
QSO: 14251 PH 2019-09-07 1346 DL0WMS/P      59  0026   RW1F          59  112
QSO: 14250 PH 2019-09-07 1347 DL0WMS/P      59  0027   EU1WW         59  005
QSO: 14240 PH 2019-09-07 1348 DL0WMS/P      59  0028   M0BB/P        59  050
QSO: 14223 PH 2019-09-07 1351 DL0WMS/P      59  0029   IQ0QJ         59  035
QSO: 14217 PH 2019-09-07 1352 DL0WMS/P      59  0030   DK0MN/P       59  052
QSO: 14156 PH 2019-09-07 1404 DL0WMS/P      59  0031   ON4TWS/P      59  034
QSO: 14160 PH 2019-09-07 1405 DL0WMS/P      59  0032   EI7KD         59  040
QSO: 14164 PH 2019-09-07 1406 DL0WMS/P      59  0033   YL1ZX/P       59  070
QSO: 14169 PH 2019-09-07 1408 DL0WMS/P      59  0034   ON6NB/P       59  039
QSO: 14177 PH 2019-09-07 1413 DL0WMS/P      59  0035   EK0W/P        59  005
QSO: 14185 PH 2019-09-07 1417 DL0WMS/P      59  0036   HB9DND/P      59  054
QSO: 14192 PH 2019-09-07 1420 DL0WMS/P      59  0037   LA1K/P        59  078
QSO: 14196 PH 2019-09-07 1421 DL0WMS/P      59  0038   G3PYE/P       59  086
QSO: 14220 PH 2019-09-07 1428 DL0WMS/P      59  0039   3Z7H/P        59  053
QSO: 14238 PH 2019-09-07 1432 DL0WMS/P      59  0040   OO6P/P        59  059
QSO: 14246 PH 2019-09-07 1437 DL0WMS/P      59  0041   DL7PIA/P      59  043
QSO: 14262 PH 2019-09-07 1442 DL0WMS/P      59  0042   UA5C          59  142
QSO: 14277 PH 2019-09-07 1445 DL0WMS/P      59  0043   HB9AW/P       59  056
QSO: 14291 PH 2019-09-07 1504 DL0WMS/P      59  0044   G4ARN/P       59  055
QSO: 14210 PH 2019-09-07 1539 DL0WMS/P      59  0045   IZ0PAU/P      59  121
QSO: 14203 PH 2019-09-07 1541 DL0WMS/P      59  0046   4X1DX         59  053
QSO: 14193 PH 2019-09-07 1542 DL0WMS/P      59  0047   JA3YBK        59  052
QSO: 14176 PH 2019-09-07 1543 DL0WMS/P      59  0048   HA3NU         59  001
QSO: 14172 PH 2019-09-07 1544 DL0WMS/P      59  0049   7Z1SJ         59  045
QSO: 14144 PH 2019-09-07 1549 DL0WMS/P      59  0050   IU5GBQ        59  045
QSO: 14198 PH 2019-09-07 1559 DL0WMS/P      59  0051   EI7KD         59  040
QSO: 14212 PH 2019-09-07 1612 DL0WMS/P      59  0052   S59DCD/P      59  137
QSO: 14224 PH 2019-09-07 1614 DL0WMS/P      59  0053   IT9FRX        59  112
QSO: 14238 PH 2019-09-07 1619 DL0WMS/P      59  0054   S54I/P        59  207
QSO: 14243 PH 2019-09-07 1620 DL0WMS/P      59  0055   IK2IQD        59  066
QSO: 14281 PH 2019-09-07 1622 DL0WMS/P      59  0056   HA5N/P        59  126
QSO: 14293 PH 2019-09-07 1624 DL0WMS/P      59  0057   S55W/P        59  225
QSO: 14270 PH 2019-09-07 1629 DL0WMS/P      59  0058   9A5O          59  088
QSO: 14247 PH 2019-09-07 1632 DL0WMS/P      59  0059   IQ4FE/P       59  200
QSO: 14239 PH 2019-09-07 1634 DL0WMS/P      59  0060   S53Q/P        59  260
QSO: 14220 PH 2019-09-07 1647 DL0WMS/P      59  0061   IQ0QJ         59  109
QSO: 14235 PH 2019-09-07 1649 DL0WMS/P      59  0062   5B4NC/P       59  059
QSO: 14265 PH 2019-09-07 1655 DL0WMS/P      59  0063   SZ8LSV/P      59  092
QSO: 14280 PH 2019-09-07 1658 DL0WMS/P      59  0064   OE4C/P        59  291
QSO: 14242 PH 2019-09-07 1714 DL0WMS/P      59  0065   IZ4GWE        59  009
QSO:  7159 PH 2019-09-07 1723 DL0WMS/P      59  0066   DL0MZ/P       59  122
QSO:  7165 PH 2019-09-07 1724 DL0WMS/P      59  0067   S52WW         59  485
QSO:  7180 PH 2019-09-07 1726 DL0WMS/P      59  0068   DF0SX/P       59  124
QSO:  7184 PH 2019-09-07 1728 DL0WMS/P      59  0069   DP6M/P        59  154
QSO:  3790 PH 2019-09-07 1729 DL0WMS/P      59  0070   DP6M/P        59  155
QSO:  7182 PH 2019-09-07 1733 DL0WMS/P      59  0071   DL0RT/P       59  196
QSO:  7178 PH 2019-09-07 1735 DL0WMS/P      59  0072   LA1K/P        59  135
QSO:  7165 PH 2019-09-07 1737 DL0WMS/P      59  0073   S52WW         59  510
QSO:  7155 PH 2019-09-07 1740 DL0WMS/P      59  0074   UA9MA         59  064
QSO:  7157 PH 2019-09-07 1748 DL0WMS/P      59  0075   IK6BGJ        59  095
QSO:  7151 PH 2019-09-07 1756 DL0WMS/P      59  0076   IT9FRX        59  168
QSO:  7169 PH 2019-09-07 1800 DL0WMS/P      59  0077   IZ7FLP/0      59  139
QSO:  7177 PH 2019-09-07 1806 DL0WMS/P      59  0078   R8TT          59  056
QSO:  7154 PH 2019-09-07 1812 DL0WMS/P      59  0079   RW1W          59  277
QSO:  7140 PH 2019-09-07 1818 DL0WMS/P      59  0080   DK0MN/P       59  279
QSO:  7135 PH 2019-09-07 1823 DL0WMS/P      59  0081   DK0CN/P       59  159
QSO:  3741 PH 2019-09-07 1827 DL0WMS/P      59  0082   OP4A/P        59  390
QSO:  3792 PH 2019-09-07 1829 DL0WMS/P      59  0083   DL0FD/P       59  230
QSO:  3705 PH 2019-09-07 1836 DL0WMS/P      59  0084   DL0VE/P       59  236
QSO:  3710 PH 2019-09-07 1843 DL0WMS/P      59  0085   DA0C/P        59  157
QSO:  3713 PH 2019-09-07 1845 DL0WMS/P      59  0086   DM4X/P        59  275
QSO:  3718 PH 2019-09-07 1846 DL0WMS/P      59  0087   DP9A/P        59  198
QSO:  3724 PH 2019-09-07 1847 DL0WMS/P      59  0088   SP1GA         59  205
QSO:  3735 PH 2019-09-07 1850 DL0WMS/P      59  0089   ON6CK/P       59  282
QSO:  3739 PH 2019-09-07 1853 DL0WMS/P      59  0090   S56B          59  224
QSO:  3746 PH 2019-09-07 1855 DL0WMS/P      59  0091   DK0B/P        59  229
QSO:  3764 PH 2019-09-07 1901 DL0WMS/P      59  0092   OK1LRD/M      59  075
QSO:  3767 PH 2019-09-07 1904 DL0WMS/P      59  0093   ON4OS/P       59  159
QSO:  3789 PH 2019-09-07 1910 DL0WMS/P      59  0094   OR4D/P        59  115
QSO:  3787 PH 2019-09-07 1916 DL0WMS/P      59  0095   DL0LBS/P      59  150
QSO:  3784 PH 2019-09-07 1918 DL0WMS/P      59  0096   DK1RU         59  006
QSO:  3775 PH 2019-09-07 1920 DL0WMS/P      59  0097   LA1ARQ        59  060
QSO:  3770 PH 2019-09-07 1922 DL0WMS/P      59  0098   DL0FA/P       59  253
QSO:  3758 PH 2019-09-07 1927 DL0WMS/P      59  0099   OZ2AR/P       59  155
QSO:  3740 PH 2019-09-07 1929 DL0WMS/P      59  0100   DK0FC/P       59  203
QSO:  3735 PH 2019-09-07 1930 DL0WMS/P      59  0101   S52WW         59  632
QSO:  3732 PH 2019-09-07 1932 DL0WMS/P      59  0102   ON5LL/P       59  323
QSO:  3726 PH 2019-09-07 1933 DL0WMS/P      59  0103   DK0MM/P       59  325
QSO:  3718 PH 2019-09-07 1936 DL0WMS/P      59  0104   DM3C/P        59  266
QSO:  3703 PH 2019-09-07 1938 DL0WMS/P      59  0105   SN7X          59  099
QSO:  7102 PH 2019-09-07 1943 DL0WMS/P      59  0106   SZ4KRD/P      59  089
QSO:  7109 PH 2019-09-07 1946 DL0WMS/P      59  0107   DL0WO/P       59  188
QSO:  7112 PH 2019-09-07 1948 DL0WMS/P      59  0108   M0YRF/P       59  181
QSO:  7114 PH 2019-09-07 1949 DL0WMS/P      59  0109   PI4D/P        59  044
QSO:  7118 PH 2019-09-07 1951 DL0WMS/P      59  0110   DF0HO/P       59  220
QSO:  7128 PH 2019-09-07 1954 DL0WMS/P      59  0111   5Q1A/P        59  299
QSO:  7135 PH 2019-09-07 2001 DL0WMS/P      59  0112   DK0BM/P       59  161
QSO:  7140 PH 2019-09-07 2005 DL0WMS/P      59  0113   M0BB/P        59  227
QSO:  7143 PH 2019-09-07 2007 DL0WMS/P      59  0114   DM3C/P        59  287
QSO:  7146 PH 2019-09-07 2009 DL0WMS/P      59  0115   M5MK/P        59  212
QSO:  7149 PH 2019-09-07 2010 DL0WMS/P      59  0116   S55W/P        59  423
QSO:  7152 PH 2019-09-07 2011 DL0WMS/P      59  0117   DK0FR/P       59  214
QSO:  7157 PH 2019-09-07 2013 DL0WMS/P      59  0118   GM3BSQ/P      59  124
QSO:  7158 PH 2019-09-07 2015 DL0WMS/P      59  0119   HA5N/P        59  239
QSO:  1850 PH 2019-09-07 2018 DL0WMS/P      59  0120   DL2ZA         59  053
QSO:  1846 PH 2019-09-07 2023 DL0WMS/P      59  0121   ON6MS/P       59  205
QSO:  1852 PH 2019-09-07 2026 DL0WMS/P      59  0122   ON4WRC/P      59  126
QSO:  1856 PH 2019-09-07 2029 DL0WMS/P      59  0123   OK1LRD/M      59  145
QSO:  1857 PH 2019-09-07 2030 DL0WMS/P      59  0124   DK8K/P        59  182
QSO:  1861 PH 2019-09-07 2032 DL0WMS/P      59  0125   DK0MR/P       59  273
QSO:  1864 PH 2019-09-07 2034 DL0WMS/P      59  0126   DL0FD/P       59  302
QSO:  1866 PH 2019-09-07 2036 DL0WMS/P      59  0127   DL0ST/P       59  211
QSO:  1870 PH 2019-09-07 2038 DL0WMS/P      59  0128   DP9A/P        59  264
QSO:  1873 PH 2019-09-07 2040 DL0WMS/P      59  0129   DK0B/P        59  341
QSO:  1877 PH 2019-09-07 2042 DL0WMS/P      59  0130   DF0CQ/P       59  278
QSO:  1880 PH 2019-09-07 2045 DL0WMS/P      59  0131   DF0SX/P       59  220
QSO:  1883 PH 2019-09-07 2046 DL0WMS/P      59  0132   DK0IU/P       59  203
QSO:  1888 PH 2019-09-07 2049 DL0WMS/P      59  0133   DL5E/P        59  268
QSO:  1892 PH 2019-09-07 2052 DL0WMS/P      59  0134   DK8R/P        59  101
QSO:  1899 PH 2019-09-07 2053 DL0WMS/P      59  0135   DP6M/P        59  335
QSO:  1906 PH 2019-09-07 2056 DL0WMS/P      59  0136   HB9G/P        59  153
QSO:  1909 PH 2019-09-07 2058 DL0WMS/P      59  0137   DF0PU/P       59  109
QSO:  1904 PH 2019-09-07 2106 DL0WMS/P      59  0138   OT5K          59  249
QSO:  1885 PH 2019-09-07 2108 DL0WMS/P      59  0139   DK7C/P        59  275
QSO:  1878 PH 2019-09-07 2112 DL0WMS/P      59  0140   OP6A/P        59  539
QSO:  1867 PH 2019-09-07 2117 DL0WMS/P      59  0141   DA3X/P        59  260
QSO:  1864 PH 2019-09-07 2127 DL0WMS/P      59  0142   ON6NB/P       59  269
QSO:  1854 PH 2019-09-07 2131 DL0WMS/P      59  0143   DK0FC/P       59  349
QSO:  1852 PH 2019-09-07 2134 DL0WMS/P      59  0144   UA5C          59  316
QSO:  1847 PH 2019-09-07 2140 DL0WMS/P      59  0145   IQ4FE/P       59  436
QSO:  1845 PH 2019-09-07 2142 DL0WMS/P      59  0146   ON6CK/P       59  393
QSO:  1857 PH 2019-09-07 2145 DL0WMS/P      59  0147   ON5LL/P       59  467
QSO:  3773 PH 2019-09-07 2207 DL0WMS/P      59  0148   DL0RT/P       59  426
QSO:  3747 PH 2019-09-07 2212 DL0WMS/P      59  0149   DR3X/P        59  338
QSO:  3755 PH 2019-09-07 2215 DL0WMS/P      59  0150   DL0WO/P       59  373
QSO:  3761 PH 2019-09-07 2216 DL0WMS/P      59  0151   UN9L          59  053
QSO:  3758 PH 2019-09-07 2217 DL0WMS/P      59  0152   DQ4W/P        59  015
QSO:  3752 PH 2019-09-07 2218 DL0WMS/P      59  0153   ON4TWS/P      59  432
QSO:  3789 PH 2019-09-07 2222 DL0WMS/P      59  0154   DF0PU/P       59  155
QSO:  3791 PH 2019-09-07 2225 DL0WMS/P      59  0155   DL0MZ/P       59  251
QSO:  3792 PH 2019-09-07 2225 DL0WMS/P      59  0156   DL1ABR        59  125
QSO:  3792 PH 2019-09-07 2226 DL0WMS/P      59  0157   DO5CTH        59  012
QSO:  3792 PH 2019-09-07 2227 DL0WMS/P      59  0158   RW1F          59  505
QSO:  3792 PH 2019-09-07 2228 DL0WMS/P      59  0159   G5FZ/P        59  122
QSO:  3792 PH 2019-09-07 2229 DL0WMS/P      59  0160   DK1W/P        59  142
QSO:  3792 PH 2019-09-07 2229 DL0WMS/P      59  0161   DF0WZ/P       59  181
QSO:  3792 PH 2019-09-07 2231 DL0WMS/P      59  0162   DK5JM         59  197
QSO:  3792 PH 2019-09-07 2231 DL0WMS/P      59  0163   DL0HH/P       59  081
QSO:  3792 PH 2019-09-07 2232 DL0WMS/P      59  0164   DK0BM/P       59  206
QSO:  3792 PH 2019-09-07 2233 DL0WMS/P      59  0165   DL0CK/P       59  228
QSO:  3792 PH 2019-09-07 2234 DL0WMS/P      59  0166   DO9SR         59  067
QSO:  3792 PH 2019-09-07 2235 DL0WMS/P      59  0167   DK0HH/P       59  237
QSO:  3792 PH 2019-09-07 2235 DL0WMS/P      59  0168   DL0BR/P       59  201
QSO:  3792 PH 2019-09-07 2236 DL0WMS/P      59  0169   DJ9RB         59  036
QSO:  3792 PH 2019-09-07 2237 DL0WMS/P      59  0170   DO1TOM        59  039
QSO:  3792 PH 2019-09-07 2238 DL0WMS/P      59  0171   DO1LR         59  019
QSO:  3792 PH 2019-09-07 2240 DL0WMS/P      59  0172   LA2L/P        59  028
QSO:  3792 PH 2019-09-07 2242 DL0WMS/P      59  0173   DL5E/P        59  319
QSO:  3792 PH 2019-09-07 2243 DL0WMS/P      59  0174   DK0ED/P       59  403
QSO:  3792 PH 2019-09-07 2244 DL0WMS/P      59  0175   ON4KSD/P      59  252
QSO:  3792 PH 2019-09-07 2246 DL0WMS/P      59  0176   DG1HXJ        59  157
QSO:  3792 PH 2019-09-07 2248 DL0WMS/P      59  0177   DL0PDM/P      59  223
QSO:  3792 PH 2019-09-07 2249 DL0WMS/P      59  0178   DA3X/P        59  312
QSO:  3792 PH 2019-09-07 2249 DL0WMS/P      59  0179   DL0LI/P       59  390
QSO:  3792 PH 2019-09-07 2250 DL0WMS/P      59  0180   DF0A/P        59  285
QSO:  3792 PH 2019-09-07 2251 DL0WMS/P      59  0181   OZ4EDR        59  045
QSO:  3792 PH 2019-09-07 2252 DL0WMS/P      59  0182   DO4BEN/P      59  049
QSO:  3792 PH 2019-09-07 2256 DL0WMS/P      59  0183   DL1ASA/P      59  272
QSO:  3792 PH 2019-09-07 2257 DL0WMS/P      59  0184   DK0CW/P       59  096
QSO:  3792 PH 2019-09-07 2300 DL0WMS/P      59  0185   ON4TRC/P      59  290
QSO:  3792 PH 2019-09-07 2301 DL0WMS/P      59  0186   DK0V/P        59  175
QSO:  3792 PH 2019-09-07 2302 DL0WMS/P      59  0187   DM3O/P        59  243
QSO:  3786 PH 2019-09-07 2313 DL0WMS/P      59  0188   YL1ZX/P       59  382
QSO:  3784 PH 2019-09-07 2314 DL0WMS/P      59  0189   OE4C/P        59  598
QSO:  3780 PH 2019-09-07 2316 DL0WMS/P      59  0190   OE7XKJ/P      59  765
QSO:  3762 PH 2019-09-07 2318 DL0WMS/P      59  0191   DR4W/P        59  054
QSO:  3756 PH 2019-09-07 2319 DL0WMS/P      59  0192   DK8K/P        59  296
QSO:  3751 PH 2019-09-07 2322 DL0WMS/P      59  0193   OZ7KJ/P       59  096
QSO:  3751 PH 2019-09-07 2323 DL0WMS/P      59  0194   DK7C/P        59  348
QSO:  3750 PH 2019-09-07 2327 DL0WMS/P      59  0195   DL3IF/P       59  303
QSO:  3726 PH 2019-09-07 2331 DL0WMS/P      59  0196   G4EKT/P       59  232
QSO:  3724 PH 2019-09-07 2332 DL0WMS/P      59  0197   IQ4FE/P       59  530
QSO:  3790 PH 2019-09-07 2340 DL0WMS/P      59  0198   DL0SN/P       59  482
QSO:  3793 PH 2019-09-07 2342 DL0WMS/P      59  0199   DL0HN/P       59  319
QSO:  3743 PH 2019-09-07 2345 DL0WMS/P      59  0200   DL0GC/P       59  402
QSO:  3736 PH 2019-09-07 2350 DL0WMS/P      59  0201   ON4MCL/P      59  655
QSO:  3713 PH 2019-09-07 2353 DL0WMS/P      59  0202   ON4CP/P       59  412
QSO:  3709 PH 2019-09-07 2354 DL0WMS/P      59  0203   G3VRE/P       59  215
QSO:  3776 PH 2019-09-07 2357 DL0WMS/P      59  0204   DL0VG/P       59  174
QSO:  3755 PH 2019-09-07 2359 DL0WMS/P      59  0205   PI4AM/P       59  559
QSO:  3733 PH 2019-09-08 0006 DL0WMS/P      59  0206   S55W/P        59  609
QSO:  3737 PH 2019-09-08 0009 DL0WMS/P      59  0207   OR5N/P        59  302
QSO:  3748 PH 2019-09-08 0020 DL0WMS/P      59  0208   SQ5WH/P       59  069
QSO:  3750 PH 2019-09-08 0022 DL0WMS/P      59  0209   DA7M/P        59  041
QSO:  3750 PH 2019-09-08 0025 DL0WMS/P      59  0210   DM3B/P        59  282
QSO:  3750 PH 2019-09-08 0026 DL0WMS/P      59  0211   OZ3EDR/P      59  071
QSO:  3750 PH 2019-09-08 0027 DL0WMS/P      59  0212   LY4ZZ         59  065
QSO:  3750 PH 2019-09-08 0029 DL0WMS/P      59  0213   DL0CS/P       59  662
QSO:  3750 PH 2019-09-08 0029 DL0WMS/P      59  0214   S55W/P        59  623
QSO:  3750 PH 2019-09-08 0030 DL0WMS/P      59  0215   DM5R/P        59  208
QSO:  3750 PH 2019-09-08 0030 DL0WMS/P      59  0216   DL0PDM/P      59  281
QSO:  3750 PH 2019-09-08 0031 DL0WMS/P      59  0217   DK0MR/P       59  388
QSO:  3750 PH 2019-09-08 0031 DL0WMS/P      59  0218   DL0SX/P       59  091
QSO:  3750 PH 2019-09-08 0032 DL0WMS/P      59  0219   DO5CTH        59  044
QSO:  3750 PH 2019-09-08 0033 DL0WMS/P      59  0220   ON6UJ/P       59  293
QSO:  3750 PH 2019-09-08 0034 DL0WMS/P      59  0221   ON6SI/P       59  434
QSO:  1848 PH 2019-09-08 0040 DL0WMS/P      59  0222   DL0RT/P       59  580
QSO:  1845 PH 2019-09-08 0042 DL0WMS/P      59  0223   DL0LBS/P      59  315
QSO:  1845 PH 2019-09-08 0042 DL0WMS/P      59  0224   DL0MZ/P       59  323
QSO:  1845 PH 2019-09-08 0045 DL0WMS/P      59  0225   ON6WL/P       59  514
QSO:  1845 PH 2019-09-08 0046 DL0WMS/P      59  0226   DL0CK/P       59  280
QSO:  1845 PH 2019-09-08 0047 DL0WMS/P      59  0227   ON6UB/P       59  212
QSO:  1845 PH 2019-09-08 0049 DL0WMS/P      59  0228   DR3X/P        59  433
QSO:  1845 PH 2019-09-08 0052 DL0WMS/P      59  0229   LY4ZZ         59  181
QSO:  1845 PH 2019-09-08 0053 DL0WMS/P      59  0230   DL0CS/P       59  676
QSO:  1845 PH 2019-09-08 0054 DL0WMS/P      59  0231   DP6T/P        59  466
QSO:  1845 PH 2019-09-08 0054 DL0WMS/P      59  0232   DL7A/P        59  275
QSO:  1845 PH 2019-09-08 0056 DL0WMS/P      59  0233   ON6SI/P       59  445
QSO:  1845 PH 2019-09-08 0057 DL0WMS/P      59  0234   DL0PDM/P      59  294
QSO:  1845 PH 2019-09-08 0059 DL0WMS/P      59  0235   ON7SA/P       59  278
QSO:  1845 PH 2019-09-08 0100 DL0WMS/P      59  0236   DP5V/P        59  200
QSO:  1867 PH 2019-09-08 0104 DL0WMS/P      59  0237   DL1T/P        59  187
QSO:  1867 PH 2019-09-08 0104 DL0WMS/P      59  0238   OR5N/P        59  338
QSO:  1867 PH 2019-09-08 0105 DL0WMS/P      59  0239   HF5L/P        59  314
QSO:  1867 PH 2019-09-08 0106 DL0WMS/P      59  0240   DL0WO/P       59  494
QSO:  1867 PH 2019-09-08 0108 DL0WMS/P      59  0241   DK0MN/P       59  560
QSO:  1867 PH 2019-09-08 0110 DL0WMS/P      59  0242   DK0ED/P       59  455
QSO:  1867 PH 2019-09-08 0110 DL0WMS/P      59  0243   DK0MM/P       59  732
QSO:  1867 PH 2019-09-08 0111 DL0WMS/P      59  0244   DM3B/P        59  296
QSO:  1867 PH 2019-09-08 0111 DL0WMS/P      59  0245   DL0GN/P       59  288
QSO:  1867 PH 2019-09-08 0113 DL0WMS/P      59  0246   DK0OD/P       59  255
QSO:  1867 PH 2019-09-08 0114 DL0WMS/P      59  0247   DL0GZ/P       59  341
QSO:  1867 PH 2019-09-08 0120 DL0WMS/P      59  0248   S53Q/P        59  479
QSO:  3764 PH 2019-09-08 0127 DL0WMS/P      59  0249   G4FUH/P       59  328
QSO:  3756 PH 2019-09-08 0130 DL0WMS/P      59  0250   DL2A/P        59  259
QSO:  3753 PH 2019-09-08 0131 DL0WMS/P      59  0251   M0MCV         59  109
QSO:  3749 PH 2019-09-08 0133 DL0WMS/P      59  0252   DK0TU/P       59  327
QSO:  3738 PH 2019-09-08 0140 DL0WMS/P      59  0253   PA7TT/P       59  280
QSO:  3712 PH 2019-09-08 0142 DL0WMS/P      59  0254   DK0OD/P       59  275
QSO:  3705 PH 2019-09-08 0144 DL0WMS/P      59  0255   G3ULT/P       59  325
QSO:  3720 PH 2019-09-08 0146 DL0WMS/P      59  0256   S54I/P        59  453
QSO:  3734 PH 2019-09-08 0150 DL0WMS/P      59  0257   SN5T/P        59  356
QSO:  3752 PH 2019-09-08 0151 DL0WMS/P      59  0258   DK0MN/P       59  591
QSO:  7195 PH 2019-09-08 0159 DL0WMS/P      59  0259   SZ1SV         59  038
QSO:  7189 PH 2019-09-08 0201 DL0WMS/P      59  0260   DK0MM/P       59  759
QSO:  7186 PH 2019-09-08 0202 DL0WMS/P      59  0261   IQ0PG/P       59  313
QSO:  7182 PH 2019-09-08 0204 DL0WMS/P      59  0262   DK0HR/P       59  585
QSO:  7182 PH 2019-09-08 0205 DL0WMS/P      59  0263   DK0V/P        59  234
QSO:  7142 PH 2019-09-08 0207 DL0WMS/P      59  0264   DF0PU/P       59  259
QSO:  7136 PH 2019-09-08 0209 DL0WMS/P      59  0265   N9NB          59  000
QSO:  1895 PH 2019-09-08 0213 DL0WMS/P      59  0266   DL0HN/P       59  378
QSO:  1895 PH 2019-09-08 0214 DL0WMS/P      59  0267   DK0OH/P       59  269
QSO:  1895 PH 2019-09-08 0214 DL0WMS/P      59  0268   DF4U/P        59  285
QSO:  1895 PH 2019-09-08 0214 DL0WMS/P      59  0269   DP4B/P        59  323
QSO:  1895 PH 2019-09-08 0215 DL0WMS/P      59  0270   DK2RZ         59  036
QSO:  1895 PH 2019-09-08 0218 DL0WMS/P      59  0271   OO6P/P        59  319
QSO:  1895 PH 2019-09-08 0219 DL0WMS/P      59  0272   DA2A/P        59  454
QSO:  1895 PH 2019-09-08 0219 DL0WMS/P      59  0273   DK0NL/P       59  174
QSO:  1895 PH 2019-09-08 0221 DL0WMS/P      59  0274   OQ2A/P        59  408
QSO:  1895 PH 2019-09-08 0221 DL0WMS/P      59  0275   DL0DX/P       59  261
QSO:  1895 PH 2019-09-08 0221 DL0WMS/P      59  0276   DL0LI/P       59  499
QSO:  1895 PH 2019-09-08 0222 DL0WMS/P      59  0277   DM3O/P        59  345
QSO:  1895 PH 2019-09-08 0223 DL0WMS/P      59  0278   DK0BM/P       59  265
QSO:  1895 PH 2019-09-08 0226 DL0WMS/P      59  0279   DF0WZ/P       55  240
QSO:  1895 PH 2019-09-08 0227 DL0WMS/P      59  0280   DK0BB/P       59  311
QSO:  1895 PH 2019-09-08 0229 DL0WMS/P      59  0281   DR1E/P        59  305
QSO:  1884 PH 2019-09-08 0235 DL0WMS/P      59  0282   DM3C/P        59  534
QSO:  1874 PH 2019-09-08 0237 DL0WMS/P      59  0283   HB4FB/P       59  286
QSO:  1866 PH 2019-09-08 0239 DL0WMS/P      59  0284   DK0CN/P       59  413
QSO:  1862 PH 2019-09-08 0241 DL0WMS/P      59  0285   DF0TX/P       59  352
QSO:  1855 PH 2019-09-08 0242 DL0WMS/P      59  0286   ON4TRC/P      59  379
QSO:  1857 PH 2019-09-08 0245 DL0WMS/P      59  0287   OT2L/P        59  238
QSO:  1857 PH 2019-09-08 0245 DL0WMS/P      59  0288   DF0WZ/P       59  246
QSO:  1857 PH 2019-09-08 0246 DL0WMS/P      59  0289   DK0AU/P       59  250
QSO:  1857 PH 2019-09-08 0247 DL0WMS/P      59  0290   DK2R/P        59  510
QSO:  1857 PH 2019-09-08 0248 DL0WMS/P      59  0291   DR4M/P        59  171
