START-OF-LOG: 2.0
Callsign:  UK/JI2MED
Contest: CQ-WW-CW
Category: SINGLE-OP ALL LOW
Claimed-score: 
SOAPBOX: Created by zLog
SOAPBOX: Rig IC756PRO
SOAPBOX: 2ele quad es Cushcraft R8
SOAPBOX: This is to certify that in this contest I have operated my transmitter
SOAPBOX: within the limitations of my license and have fully observed the
QSO:  7000 CW 2005-11-26 0156 UK/JI2MED     599 17     TA3DD         599 20     0
QSO:  7000 CW 2005-11-26 0158 UK/JI2MED     599 17     DQ4W          599 14     0
QSO:  7000 CW 2005-11-26 0200 UK/JI2MED     599 17     9A7T          599 15     0
QSO:  7000 CW 2005-11-26 0202 UK/JI2MED     599 17     YU1LA         599 15     0
QSO: 14000 CW 2005-11-26 0209 UK/JI2MED     599 17     JU1DX         599 23     0
QSO: 14000 CW 2005-11-26 0210 UK/JI2MED     599 17     A52CDX        599 22     0
QSO: 14000 CW 2005-11-26 0212 UK/JI2MED     599 17     ZX5J          599 11     0
QSO: 14000 CW 2005-11-26 0221 UK/JI2MED     599 17     RA0AA         599 18     0
QSO: 14000 CW 2005-11-26 0221 UK/JI2MED     599 17     JK3GWT        599 25     0
QSO: 14000 CW 2005-11-26 0222 UK/JI2MED     599 17     UX0ZX         599 16     0
QSO: 14000 CW 2005-11-26 0223 UK/JI2MED     599 17     UY5BA         599 16     0
QSO: 14000 CW 2005-11-26 0225 UK/JI2MED     599 17     UA0AWW        599 18     0
QSO: 14000 CW 2005-11-26 0227 UK/JI2MED     599 17     JE6UWU        599 25     0
QSO: 14000 CW 2005-11-26 0230 UK/JI2MED     599 17     UX4UA         599 16     0
QSO: 14000 CW 2005-11-26 0231 UK/JI2MED     599 17     UT7I          599 16     0
QSO: 14000 CW 2005-11-26 0233 UK/JI2MED     599 17     UA0ACG        599 18     0
QSO: 14000 CW 2005-11-26 0233 UK/JI2MED     599 17     UA0SDX        599 18     0
QSO: 14000 CW 2005-11-26 0234 UK/JI2MED     599 17     UT5ID         599 16     0
QSO: 14000 CW 2005-11-26 0235 UK/JI2MED     599 17     UA9AFZ        599 17     0
QSO: 14000 CW 2005-11-26 0236 UK/JI2MED     599 17     UT4EW         599 16     0
QSO: 14000 CW 2005-11-26 0237 UK/JI2MED     599 17     RV9UP         599 18     0
QSO: 14000 CW 2005-11-26 0239 UK/JI2MED     599 17     RA0SS/QRP     599 18     0
QSO: 14000 CW 2005-11-26 0239 UK/JI2MED     599 17     RZ9IB         599 18     0
QSO: 14000 CW 2005-11-26 0242 UK/JI2MED     599 17     RA0JX         599 19     0
QSO: 14000 CW 2005-11-26 0242 UK/JI2MED     599 17     RV9YK         599 18     0
QSO: 14000 CW 2005-11-26 0243 UK/JI2MED     599 17     RK0SA         599 18     0
QSO: 14000 CW 2005-11-26 0245 UK/JI2MED     599 17     UA9OW         599 18     0
QSO: 14000 CW 2005-11-26 0247 UK/JI2MED     599 17     RW9UU         599 18     0
QSO: 14000 CW 2005-11-26 0249 UK/JI2MED     599 17     UA9UX         599 18     0
QSO: 14000 CW 2005-11-26 0250 UK/JI2MED     599 17     RA6MS         599 16     0
QSO: 14000 CW 2005-11-26 0252 UK/JI2MED     599 17     UA0VF         599 18     0
QSO: 14000 CW 2005-11-26 0252 UK/JI2MED     599 17     RA9YA         599 18     0
QSO: 14000 CW 2005-11-26 0255 UK/JI2MED     599 17     JA1VJQ        599 25     0
QSO: 14000 CW 2005-11-26 0257 UK/JI2MED     599 17     VU2PAI        599 22     0
QSO: 14000 CW 2005-11-26 0301 UK/JI2MED     599 17     RU0ST         599 18     0
QSO: 14000 CW 2005-11-26 0302 UK/JI2MED     599 17     JS1OYN        599 25     0
QSO: 14000 CW 2005-11-26 0302 UK/JI2MED     599 17     UA0QBR        599 19     0
QSO: 14000 CW 2005-11-26 0302 UK/JI2MED     599 17     UA0AGI        599 18     0
QSO: 14000 CW 2005-11-26 0303 UK/JI2MED     599 17     UA9CCL        599 17     0
QSO: 14000 CW 2005-11-26 0304 UK/JI2MED     599 17     UA9MFB        599 17     0
QSO: 14000 CW 2005-11-26 0305 UK/JI2MED     599 17     UA9NN         599 17     0
QSO: 14000 CW 2005-11-26 0307 UK/JI2MED     599 17     RV9JE         599 17     0
QSO: 14000 CW 2005-11-26 0308 UK/JI2MED     599 17     RZ9OS         599 18     0
QSO: 14000 CW 2005-11-26 0309 UK/JI2MED     599 17     JH7XGN        599 25     0
QSO: 14000 CW 2005-11-26 0309 UK/JI2MED     599 17     RZ6HDL        599 16     0
QSO: 14000 CW 2005-11-26 0310 UK/JI2MED     599 17     RX0QA         599 19     0
QSO: 14000 CW 2005-11-26 0311 UK/JI2MED     599 17     JA1HNW        599 25     0
QSO: 14000 CW 2005-11-26 0313 UK/JI2MED     599 17     RU9UG         599 18     0
QSO: 14000 CW 2005-11-26 0314 UK/JI2MED     599 17     RK9UE         599 18     0
QSO: 14000 CW 2005-11-26 0318 UK/JI2MED     599 17     RA4HVX        599 16     0
QSO: 14000 CW 2005-11-26 0320 UK/JI2MED     599 17     JE4VVM        599 25     0
QSO: 14000 CW 2005-11-26 0321 UK/JI2MED     599 17     UA6JBQ        599 16     0
QSO: 14000 CW 2005-11-26 0321 UK/JI2MED     599 17     JA5BJC        599 25     0
QSO: 14000 CW 2005-11-26 0325 UK/JI2MED     599 17     EY7AF         599 17     0
QSO: 14000 CW 2005-11-26 0327 UK/JI2MED     599 17     JF1SQC        599 25     0
QSO: 14000 CW 2005-11-26 0328 UK/JI2MED     599 17     JH4UYB        599 25     0
QSO: 14000 CW 2005-11-26 0329 UK/JI2MED     599 17     JM1LPN        599 25     0
QSO: 21000 CW 2005-11-26 0332 UK/JI2MED     599 17     JA3YBK        599 25     0
QSO: 21000 CW 2005-11-26 0333 UK/JI2MED     599 17     JR1CBC        599 25     0
QSO: 21000 CW 2005-11-26 0335 UK/JI2MED     599 17     BD4ALC        599 24     0
QSO: 21000 CW 2005-11-26 0335 UK/JI2MED     599 17     JA7YAA        599 25     0
QSO: 21000 CW 2005-11-26 0338 UK/JI2MED     599 17     JA1BNW        599 25     0
QSO: 21000 CW 2005-11-26 0339 UK/JI2MED     599 17     JA1QOW        599 25     0
QSO: 21000 CW 2005-11-26 0339 UK/JI2MED     599 17     JF3BFS        599 25     0
QSO: 21000 CW 2005-11-26 0340 UK/JI2MED     599 17     JF2WKE        599 25     0
QSO: 21000 CW 2005-11-26 0341 UK/JI2MED     599 17     JF3GKE        599 25     0
QSO: 21000 CW 2005-11-26 0344 UK/JI2MED     599 17     JR1NKN        599 25     0
QSO: 21000 CW 2005-11-26 0344 UK/JI2MED     599 17     UA0FAI        599 19     0
QSO: 21000 CW 2005-11-26 0345 UK/JI2MED     599 17     UA0SR         599 18     0
QSO: 21000 CW 2005-11-26 0347 UK/JI2MED     599 17     JH7CJM        599 25     0
QSO: 21000 CW 2005-11-26 0347 UK/JI2MED     599 17     JA8KSW/1      599 25     0
QSO: 21000 CW 2005-11-26 0349 UK/JI2MED     599 17     HL5BLI        599 25     0
QSO: 21000 CW 2005-11-26 0349 UK/JI2MED     599 17     JA1PS         599 25     0
QSO: 21000 CW 2005-11-26 0350 UK/JI2MED     599 17     PR2J          599 11     0
QSO: 21000 CW 2005-11-26 0351 UK/JI2MED     599 17     JA5BJC        599 25     0
QSO: 21000 CW 2005-11-26 0352 UK/JI2MED     599 17     JA2HMF        599 25     0
QSO: 21000 CW 2005-11-26 0353 UK/JI2MED     599 17     JF1SQC        599 25     0
QSO: 21000 CW 2005-11-26 0358 UK/JI2MED     599 17     JF2SKV        599 25     0
QSO: 21000 CW 2005-11-26 0358 UK/JI2MED     599 17     JA7NVF        599 25     0
QSO: 21000 CW 2005-11-26 0359 UK/JI2MED     599 17     JR0ETA        599 25     0
QSO: 21000 CW 2005-11-26 0401 UK/JI2MED     599 17     9M2CNC        599 28     0
QSO: 21000 CW 2005-11-26 0402 UK/JI2MED     599 17     9M2TO         599 28     0
QSO: 21000 CW 2005-11-26 0405 UK/JI2MED     599 17     JA1PCY        599 25     0
QSO: 21000 CW 2005-11-26 0409 UK/JI2MED     599 17     KG6DX         599 27     0
QSO: 21000 CW 2005-11-26 0411 UK/JI2MED     599 17     VR2MY         599 24     0
QSO: 21000 CW 2005-11-26 0412 UK/JI2MED     599 17     JA5DQH        599 25     0
QSO: 21000 CW 2005-11-26 0413 UK/JI2MED     599 17     JT1BH         599 23     0
QSO: 21000 CW 2005-11-26 0414 UK/JI2MED     599 17     JA2KVB        599 25     0
QSO: 21000 CW 2005-11-26 0415 UK/JI2MED     599 17     UA0SDX        599 18     0
QSO: 21000 CW 2005-11-26 0416 UK/JI2MED     599 17     JI1RXQ        599 25     0
QSO: 21000 CW 2005-11-26 0417 UK/JI2MED     599 17     RW6HX         599 16     0
QSO: 21000 CW 2005-11-26 0418 UK/JI2MED     599 17     JR4DAH        599 25     0
QSO: 21000 CW 2005-11-26 0421 UK/JI2MED     599 17     JJ1KXB        599 25     0
QSO: 21000 CW 2005-11-26 0421 UK/JI2MED     599 17     JH2NWP        599 25     0
QSO: 21000 CW 2005-11-26 0423 UK/JI2MED     599 17     JA5GE         599 25     0
QSO: 21000 CW 2005-11-26 0427 UK/JI2MED     599 17     CX5AO         599 13     0
QSO: 21000 CW 2005-11-26 0432 UK/JI2MED     599 17     RU9AZ/9       599 18     0
QSO: 21000 CW 2005-11-26 0432 UK/JI2MED     599 17     JE2QIZ        599 25     0
QSO: 21000 CW 2005-11-26 0433 UK/JI2MED     599 17     4X4DZ         599 20     0
QSO: 21000 CW 2005-11-26 0433 UK/JI2MED     599 17     VK9AA         599 29     0
QSO: 21000 CW 2005-11-26 0434 UK/JI2MED     599 17     JA3FYC        599 25     0
QSO: 21000 CW 2005-11-26 0436 UK/JI2MED     599 17     RV1AW/0       599 19     0
QSO: 21000 CW 2005-11-26 0436 UK/JI2MED     599 17     HL2AEJ        599 25     0
QSO: 21000 CW 2005-11-26 0437 UK/JI2MED     599 17     AY8A          599 13     0
QSO: 21000 CW 2005-11-26 0437 UK/JI2MED     599 17     JA2ZJW        599 25     0
QSO: 21000 CW 2005-11-26 0437 UK/JI2MED     599 17     JK1OPL        599 25     0
QSO: 21000 CW 2005-11-26 0438 UK/JI2MED     599 17     JH4JPO        599 25     0
QSO: 21000 CW 2005-11-26 0438 UK/JI2MED     599 17     JA8JLC        599 25     0
QSO: 21000 CW 2005-11-26 0438 UK/JI2MED     599 17     JE2SOY        599 25     0
QSO: 21000 CW 2005-11-26 0439 UK/JI2MED     599 17     JI1AQY        599 25     0
QSO: 21000 CW 2005-11-26 0439 UK/JI2MED     599 17     JE7KCI        599 25     0
QSO: 21000 CW 2005-11-26 0440 UK/JI2MED     599 17     JH1IAQ        599 25     0
QSO: 21000 CW 2005-11-26 0440 UK/JI2MED     599 17     JH7XMO        599 25     0
QSO: 21000 CW 2005-11-26 0441 UK/JI2MED     599 17     JA6BGA        599 25     0
QSO: 21000 CW 2005-11-26 0441 UK/JI2MED     599 17     JA1GBC        599 25     0
QSO: 21000 CW 2005-11-26 0441 UK/JI2MED     599 17     JF2QNM        599 25     0
QSO: 21000 CW 2005-11-26 0442 UK/JI2MED     599 17     JK1MIG        599 25     0
QSO: 21000 CW 2005-11-26 0442 UK/JI2MED     599 17     JH0RNN        599 25     0
QSO: 21000 CW 2005-11-26 0442 UK/JI2MED     599 17     7L4IOU        599 25     0
QSO: 21000 CW 2005-11-26 0443 UK/JI2MED     599 17     JA3AVO        599 25     0
QSO: 21000 CW 2005-11-26 0443 UK/JI2MED     599 17     RA0ZD         599 19     0
QSO: 21000 CW 2005-11-26 0443 UK/JI2MED     599 17     JH9KVF        599 25     0
QSO: 21000 CW 2005-11-26 0444 UK/JI2MED     599 17     JN1IZR        599 25     0
QSO: 21000 CW 2005-11-26 0444 UK/JI2MED     599 17     JA2LHG        599 25     0
QSO: 21000 CW 2005-11-26 0445 UK/JI2MED     599 17     JH4TKQ        599 25     0
QSO: 21000 CW 2005-11-26 0445 UK/JI2MED     599 17     JG3FWI        599 25     0
QSO: 21000 CW 2005-11-26 0446 UK/JI2MED     599 17     JA7BJS        599 25     0
QSO: 21000 CW 2005-11-26 0447 UK/JI2MED     599 17     JH1DGY        599 25     0
QSO: 21000 CW 2005-11-26 0447 UK/JI2MED     599 17     JR5EPQ        599 25     0
QSO: 21000 CW 2005-11-26 0448 UK/JI2MED     599 17     JA0RUG        599 25     0
QSO: 21000 CW 2005-11-26 0448 UK/JI2MED     599 17     JR1RKA        599 25     0
QSO: 21000 CW 2005-11-26 0449 UK/JI2MED     599 17     JQ1COB        599 25     0
QSO: 21000 CW 2005-11-26 0449 UK/JI2MED     599 17     JA1PUK        599 25     0
QSO: 21000 CW 2005-11-26 0450 UK/JI2MED     599 17     B7P           599 24     0
QSO: 21000 CW 2005-11-26 0451 UK/JI2MED     599 17     LU4DX         599 13     0
QSO: 21000 CW 2005-11-26 0452 UK/JI2MED     599 17     JA1QVR        599 25     0
QSO: 21000 CW 2005-11-26 0452 UK/JI2MED     599 17     JR1BLX        599 25     0
QSO: 21000 CW 2005-11-26 0453 UK/JI2MED     599 17     JF3SAD        599 25     0
QSO: 21000 CW 2005-11-26 0453 UK/JI2MED     599 17     JA3KNN        599 25     0
QSO: 21000 CW 2005-11-26 0455 UK/JI2MED     599 17     JA5SUD        599 25     0
QSO: 21000 CW 2005-11-26 0455 UK/JI2MED     599 17     RA9JR         599 17     0
QSO: 21000 CW 2005-11-26 0455 UK/JI2MED     599 17     UA0LDW        599 19     0
QSO: 21000 CW 2005-11-26 0456 UK/JI2MED     599 17     JA6QDU        599 25     0
QSO: 21000 CW 2005-11-26 0457 UK/JI2MED     599 17     JI5KGQ        599 25     0
QSO: 21000 CW 2005-11-26 0457 UK/JI2MED     599 17     JA1LNZ        599 25     0
QSO: 21000 CW 2005-11-26 0458 UK/JI2MED     599 17     JE1UKM        599 25     0
QSO: 21000 CW 2005-11-26 0458 UK/JI2MED     599 17     JA2BVL        599 25     0
QSO: 21000 CW 2005-11-26 0500 UK/JI2MED     599 17     JJ1GTK        599 25     0
QSO: 21000 CW 2005-11-26 0501 UK/JI2MED     599 17     JM1NKT        599 25     0
QSO: 21000 CW 2005-11-26 0501 UK/JI2MED     599 17     JA6CYL/6      599 25     0
QSO: 21000 CW 2005-11-26 0502 UK/JI2MED     599 17     JA6BJV        599 25     0
QSO: 21000 CW 2005-11-26 0605 UK/JI2MED     599 17     JH4UYB        599 25     0
QSO: 21000 CW 2005-11-26 0605 UK/JI2MED     599 17     UA4LU         599 16     0
QSO: 21000 CW 2005-11-26 0607 UK/JI2MED     599 17     JS1IFK        599 25     0
QSO: 21000 CW 2005-11-26 0608 UK/JI2MED     599 17     UY5HF         599 16     0
QSO: 21000 CW 2005-11-26 0608 UK/JI2MED     599 17     JH7QXJ        599 25     0
QSO: 21000 CW 2005-11-26 0608 UK/JI2MED     599 17     JA1KJK        599 25     0
QSO: 21000 CW 2005-11-26 0609 UK/JI2MED     599 17     JL3SIK        599 25     0
QSO: 21000 CW 2005-11-26 0610 UK/JI2MED     599 17     RK9KWI        599 17     0
QSO: 21000 CW 2005-11-26 0610 UK/JI2MED     599 17     RU3UN         599 16     0
QSO: 21000 CW 2005-11-26 0611 UK/JI2MED     599 17     JA7LMZ        599 25     0
QSO: 21000 CW 2005-11-26 0611 UK/JI2MED     599 17     RW3GU/3       599 16     0
QSO: 21000 CW 2005-11-26 0612 UK/JI2MED     599 17     DS2UEN        599 25     0
QSO: 21000 CW 2005-11-26 0613 UK/JI2MED     599 17     JA4AQR        599 25     0
QSO: 21000 CW 2005-11-26 0614 UK/JI2MED     599 17     UR8MA         599 16     0
QSO: 21000 CW 2005-11-26 0615 UK/JI2MED     599 17     HS0ZAR        599 26     0
QSO: 21000 CW 2005-11-26 0615 UK/JI2MED     599 17     JH0NEC        599 25     0
QSO: 21000 CW 2005-11-26 0615 UK/JI2MED     599 17     RK3BY         599 16     0
QSO: 21000 CW 2005-11-26 0617 UK/JI2MED     599 17     JA3VQW        599 25     0
QSO: 21000 CW 2005-11-26 0617 UK/JI2MED     599 17     JA3EXJ        599 25     0
QSO: 21000 CW 2005-11-26 0617 UK/JI2MED     599 17     JR5HXU        599 25     0
QSO: 21000 CW 2005-11-26 0618 UK/JI2MED     599 17     RA3AUM        599 16     0
QSO: 21000 CW 2005-11-26 0619 UK/JI2MED     599 17     3DA0NW        599 38     0
QSO: 21000 CW 2005-11-26 0619 UK/JI2MED     599 17     RL3A          599 16     0
QSO: 21000 CW 2005-11-26 0620 UK/JI2MED     599 17     EX0M          599 17     0
QSO: 21000 CW 2005-11-26 0620 UK/JI2MED     599 17     RZ6AZZ        599 16     0
QSO: 21000 CW 2005-11-26 0620 UK/JI2MED     599 17     JJ3FBS        599 25     0
QSO: 21000 CW 2005-11-26 0621 UK/JI2MED     599 17     UA0AKY        599 18     0
QSO: 21000 CW 2005-11-26 0621 UK/JI2MED     599 17     JH1XFR        599 25     0
QSO: 21000 CW 2005-11-26 0621 UK/JI2MED     599 17     RZ0AT         599 18     0
QSO: 21000 CW 2005-11-26 0622 UK/JI2MED     599 17     RU3DM         599 16     0
QSO: 21000 CW 2005-11-26 0622 UK/JI2MED     599 17     BU2AI         599 24     0
QSO: 21000 CW 2005-11-26 0623 UK/JI2MED     599 17     VK2GWK        599 30     0
QSO: 21000 CW 2005-11-26 0623 UK/JI2MED     599 17     JF1IRW        599 25     0
QSO: 21000 CW 2005-11-26 0624 UK/JI2MED     599 17     UR5FAV        599 16     0
QSO: 21000 CW 2005-11-26 0624 UK/JI2MED     599 17     RL3AB         599 16     0
QSO: 21000 CW 2005-11-26 0625 UK/JI2MED     599 17     RZ3VA         599 16     0
QSO: 21000 CW 2005-11-26 0625 UK/JI2MED     599 17     VR2BG         599 24     0
QSO: 21000 CW 2005-11-26 0625 UK/JI2MED     599 17     JA8RWU        599 25     0
QSO: 21000 CW 2005-11-26 0626 UK/JI2MED     599 17     UZ4E          599 16     0
QSO: 21000 CW 2005-11-26 0626 UK/JI2MED     599 17     UY5ZZ         599 16     0
QSO: 21000 CW 2005-11-26 0626 UK/JI2MED     599 17     RV6LFE        599 16     0
QSO: 21000 CW 2005-11-26 0627 UK/JI2MED     599 17     UR7EU         599 16     0
QSO: 21000 CW 2005-11-26 0627 UK/JI2MED     599 17     UT7L          599 16     0
QSO: 21000 CW 2005-11-26 0627 UK/JI2MED     599 17     UA3BS         599 16     0
QSO: 21000 CW 2005-11-26 0628 UK/JI2MED     599 17     UT2UZ         599 16     0
QSO: 21000 CW 2005-11-26 0628 UK/JI2MED     599 17     JR0BQD/M      599 25     0
QSO: 21000 CW 2005-11-26 0628 UK/JI2MED     599 17     RZ6FA         599 16     0
QSO: 21000 CW 2005-11-26 0629 UK/JI2MED     599 17     JA7XVZ        599 25     0
QSO: 21000 CW 2005-11-26 0629 UK/JI2MED     599 17     JN1BMX        599 25     0
QSO: 21000 CW 2005-11-26 0630 UK/JI2MED     599 17     RX3RZ         599 16     0
QSO: 21000 CW 2005-11-26 0630 UK/JI2MED     599 17     UU7J          599 16     0
QSO: 21000 CW 2005-11-26 0630 UK/JI2MED     599 17     JP1QDH        599 25     0
QSO: 21000 CW 2005-11-26 0632 UK/JI2MED     599 17     JM1VBW        599 25     0
QSO: 21000 CW 2005-11-26 0632 UK/JI2MED     599 17     RA3AN         599 16     0
QSO: 21000 CW 2005-11-26 0632 UK/JI2MED     599 17     UA3AO         599 16     0
QSO: 21000 CW 2005-11-26 0633 UK/JI2MED     599 17     UY8IF         599 16     0
QSO: 21000 CW 2005-11-26 0633 UK/JI2MED     599 17     UX6IZ         599 16     0
QSO: 21000 CW 2005-11-26 0634 UK/JI2MED     599 17     JA5TX         599 25     0
QSO: 21000 CW 2005-11-26 0635 UK/JI2MED     599 17     RN3QP         599 16     0
QSO: 21000 CW 2005-11-26 0636 UK/JI2MED     599 17     RX3AEX        599 16     0
QSO: 21000 CW 2005-11-26 0637 UK/JI2MED     599 17     JA2DHF        599 25     0
QSO: 21000 CW 2005-11-26 0637 UK/JI2MED     599 17     UA9MC         599 17     0
QSO: 21000 CW 2005-11-26 0638 UK/JI2MED     599 17     JA1BZM        599 25     0
QSO: 21000 CW 2005-11-26 0638 UK/JI2MED     599 17     JH8SLS        599 25     0
QSO: 21000 CW 2005-11-26 0639 UK/JI2MED     599 17     UR5HAC        599 16     0
QSO: 21000 CW 2005-11-26 0639 UK/JI2MED     599 17     RF3A          599 16     0
QSO: 21000 CW 2005-11-26 0639 UK/JI2MED     599 17     JA2KKA        599 25     0
QSO: 21000 CW 2005-11-26 0641 UK/JI2MED     599 17     H2E           599 20     0
QSO: 21000 CW 2005-11-26 0641 UK/JI2MED     599 17     JA7COI        599 25     0
QSO: 21000 CW 2005-11-26 0642 UK/JI2MED     599 17     UX7IA         599 16     0
QSO: 21000 CW 2005-11-26 0642 UK/JI2MED     599 17     UY5AB         599 16     0
QSO: 21000 CW 2005-11-26 0643 UK/JI2MED     599 17     UX8MM         599 16     0
QSO: 21000 CW 2005-11-26 0644 UK/JI2MED     599 17     UT4EW         599 16     0
QSO: 21000 CW 2005-11-26 0646 UK/JI2MED     599 17     JS6GIM        599 25     0
QSO: 21000 CW 2005-11-26 0647 UK/JI2MED     599 17     RA6YJ         599 16     0
QSO: 21000 CW 2005-11-26 0649 UK/JI2MED     599 17     UA6JQ         599 16     0
QSO: 21000 CW 2005-11-26 0650 UK/JI2MED     599 17     UT3EW         599 16     0
QSO: 21000 CW 2005-11-26 0651 UK/JI2MED     599 17     RU6MM         599 16     0
QSO: 21000 CW 2005-11-26 0651 UK/JI2MED     599 17     UA6LAH        599 16     0
QSO: 14000 CW 2005-11-26 0656 UK/JI2MED     599 17     JT1CO         599 23     0
QSO: 14000 CW 2005-11-26 0658 UK/JI2MED     599 17     RA9UN         599 18     0
QSO: 14000 CW 2005-11-26 0659 UK/JI2MED     599 17     JA7GUT        599 25     0
QSO: 14000 CW 2005-11-26 0659 UK/JI2MED     599 17     UA9BX         599 17     0
QSO: 14000 CW 2005-11-26 0700 UK/JI2MED     599 17     JJ0JML        599 25     0
QSO: 14000 CW 2005-11-26 0701 UK/JI2MED     599 17     JA7EU         599 25     0
QSO: 14000 CW 2005-11-26 0701 UK/JI2MED     599 17     S56A          599 15     0
QSO: 14000 CW 2005-11-26 0702 UK/JI2MED     599 17     RW3AFY        599 16     0
QSO: 14000 CW 2005-11-26 0703 UK/JI2MED     599 17     JA9APS        599 25     0
QSO: 14000 CW 2005-11-26 0704 UK/JI2MED     599 17     RZ9UWZ        599 18     0
QSO: 14000 CW 2005-11-26 0704 UK/JI2MED     599 17     DL4IW         599 14     0
QSO: 14000 CW 2005-11-26 0705 UK/JI2MED     599 17     UR7QM         599 16     0
QSO: 14000 CW 2005-11-26 0705 UK/JI2MED     599 17     LY2PX         599 15     0
