START-OF-LOG: 3.0
CONTEST: ARRL-DX-CW
CALLSIGN: PJ2T
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: FIXED
OPERATORS: NF9V, KB7Q, N7IR, K7TQ, W9NJY, K8ND, N7NR, WI9WI, W8WTS, W0CG
QSO: 21032 CW 2023-02-18 0002 PJ2T 599 K K3LR 599 PA
QSO: 21032 CW 2023-02-18 0003 PJ2T 599 K K3BHX 599 PA
QSO: 28066 CW 2023-02-18 0003 PJ2T 599 K K3TW 599 FL
QSO: 14047 CW 2023-02-18 0003 PJ2T 599 K W8WVU 599 MI
QSO: 3509 CW 2023-02-18 0003 PJ2T 599 K W8CZN 599 OH
QSO: 21032 CW 2023-02-18 0003 PJ2T 599 K KW8N 599 OH
QSO: 28066 CW 2023-02-18 0003 PJ2T 599 K KT0A 599 SD
QSO: 7045 CW 2023-02-18 0003 PJ2T 599 K N8UM 599 TN
QSO: 14047 CW 2023-02-18 0003 PJ2T 599 K WU7W 599 NV
QSO: 28066 CW 2023-02-18 0003 PJ2T 599 K W3MA 599 PA
QSO: 21032 CW 2023-02-18 0003 PJ2T 599 K AF5J 599 TX
QSO: 14047 CW 2023-02-18 0003 PJ2T 599 K W7GTF 599 WA
QSO: 21032 CW 2023-02-18 0004 PJ2T 599 K NW0M 599 MO
QSO: 7045 CW 2023-02-18 0004 PJ2T 599 K K2SX 599 SC
QSO: 21032 CW 2023-02-18 0004 PJ2T 599 K K3MM 599 MD
QSO: 28066 CW 2023-02-18 0004 PJ2T 599 K K9IMM 599 WI
QSO: 7045 CW 2023-02-18 0004 PJ2T 599 K K3AJ 599 MD
QSO: 21032 CW 2023-02-18 0004 PJ2T 599 K N1LN 599 NC
QSO: 28066 CW 2023-02-18 0004 PJ2T 599 K W4RN 599 VA
QSO: 14047 CW 2023-02-18 0004 PJ2T 599 K WA2YSJ 599 NY
QSO: 28066 CW 2023-02-18 0005 PJ2T 599 K K3SW 599 PA
QSO: 21032 CW 2023-02-18 0005 PJ2T 599 K W2UP 599 CO
QSO: 14047 CW 2023-02-18 0005 PJ2T 599 K K7ZYV 599 MS
QSO: 28066 CW 2023-02-18 0005 PJ2T 599 K N8TR 599 OH
QSO: 21032 CW 2023-02-18 0005 PJ2T 599 K W9GOL 599 FL
QSO: 14047 CW 2023-02-18 0005 PJ2T 599 K K1MD 599 RI
QSO: 21032 CW 2023-02-18 0005 PJ2T 599 K WG3J 599 MD
QSO: 28066 CW 2023-02-18 0005 PJ2T 599 K WA0WWW 599 WA
QSO: 14047 CW 2023-02-18 0006 PJ2T 599 K K1RX 599 NH
QSO: 21032 CW 2023-02-18 0006 PJ2T 599 K K2SSS 599 NY
QSO: 7045 CW 2023-02-18 0006 PJ2T 599 K AK1MD 599 MA
QSO: 14047 CW 2023-02-18 0006 PJ2T 599 K W9VW 599 IN
QSO: 28066 CW 2023-02-18 0006 PJ2T 599 K N4RA 599 WV
QSO: 21032 CW 2023-02-18 0006 PJ2T 599 K KN6BAZ 599 CA
QSO: 14047 CW 2023-02-18 0006 PJ2T 599 K KA1IOR 599 MA
QSO: 28066 CW 2023-02-18 0006 PJ2T 599 K N6RV 599 CA
QSO: 21032 CW 2023-02-18 0006 PJ2T 599 K K7VAY 599 AZ
QSO: 28066 CW 2023-02-18 0007 PJ2T 599 K W6ZL 599 CA
QSO: 14047 CW 2023-02-18 0007 PJ2T 599 K W3MAM 599 MD
QSO: 21032 CW 2023-02-18 0007 PJ2T 599 K N2KHH 599 NY
QSO: 28066 CW 2023-02-18 0007 PJ2T 599 K N4OX 599 FL
QSO: 21032 CW 2023-02-18 0007 PJ2T 599 K K9CT 599 IL
QSO: 7045 CW 2023-02-18 0007 PJ2T 599 K N3FCP 599 PA
QSO: 14047 CW 2023-02-18 0007 PJ2T 599 K KE8NN 599 CA
QSO: 21032 CW 2023-02-18 0007 PJ2T 599 K AB5ZA/7 599 MT
QSO: 28066 CW 2023-02-18 0007 PJ2T 599 K N4SS 599 KY
QSO: 21032 CW 2023-02-18 0008 PJ2T 599 K NC6RJ 599 CA
QSO: 21032 CW 2023-02-18 0008 PJ2T 599 K K7ULS 599 UT
QSO: 7045 CW 2023-02-18 0008 PJ2T 599 K N2JNZ 599 NY
QSO: 28066 CW 2023-02-18 0008 PJ2T 599 K N8ELA 599 AZ
QSO: 14047 CW 2023-02-18 0008 PJ2T 599 K K8GL 599 MI
QSO: 21032 CW 2023-02-18 0008 PJ2T 599 K K1LT 599 OH
QSO: 28066 CW 2023-02-18 0008 PJ2T 599 K W5GAI 599 MS
QSO: 14047 CW 2023-02-18 0008 PJ2T 599 K NJ3K 599 PA
QSO: 28066 CW 2023-02-18 0009 PJ2T 599 K KD7H 599 WA
QSO: 21032 CW 2023-02-18 0009 PJ2T 599 K K3TN 599 MD
QSO: 14047 CW 2023-02-18 0009 PJ2T 599 K N2FT 599 VA
QSO: 21032 CW 2023-02-18 0009 PJ2T 599 K WW3S 599 PA
QSO: 28066 CW 2023-02-18 0009 PJ2T 599 K KN7Y 599 AZ
QSO: 14047 CW 2023-02-18 0009 PJ2T 599 K KY9KYO 599 IN
QSO: 21032 CW 2023-02-18 0009 PJ2T 599 K WA7BNM 599 CA
QSO: 14047 CW 2023-02-18 0009 PJ2T 599 K K7UT 599 UT
QSO: 28066 CW 2023-02-18 0010 PJ2T 599 K N1API 599 CT
QSO: 7045 CW 2023-02-18 0010 PJ2T 599 K W2NTN 599 MA
QSO: 21032 CW 2023-02-18 0010 PJ2T 599 K KN0V 599 MN
QSO: 14047 CW 2023-02-18 0010 PJ2T 599 K WA2VZQ 599 NY
QSO: 7045 CW 2023-02-18 0010 PJ2T 599 K W3LPL 599 MD
QSO: 28066 CW 2023-02-18 0010 PJ2T 599 K N4ZR 599 MD
QSO: 21032 CW 2023-02-18 0010 PJ2T 599 K KR7X 599 OR
QSO: 14047 CW 2023-02-18 0010 PJ2T 599 K K3MD 599 PA
QSO: 28066 CW 2023-02-18 0010 PJ2T 599 K W2GS 599 MS
QSO: 21032 CW 2023-02-18 0010 PJ2T 599 K K3NM 599 PA
QSO: 14047 CW 2023-02-18 0010 PJ2T 599 K KC3M 599 PA
QSO: 28066 CW 2023-02-18 0010 PJ2T 599 K W2AA 599 NY
QSO: 7045 CW 2023-02-18 0010 PJ2T 599 K K3LR 599 PA
QSO: 14047 CW 2023-02-18 0011 PJ2T 599 K W8HPJ 599 MI
QSO: 21032 CW 2023-02-18 0011 PJ2T 599 K WU9B 599 AZ
QSO: 28066 CW 2023-02-18 0011 PJ2T 599 K K7ZA 599 WA
QSO: 7045 CW 2023-02-18 0011 PJ2T 599 K N2GC 599 NY
QSO: 28066 CW 2023-02-18 0011 PJ2T 599 K KS7T 599 MT
QSO: 21032 CW 2023-02-18 0011 PJ2T 599 K K5UA 599 LA
QSO: 14047 CW 2023-02-18 0011 PJ2T 599 K N6WS 599 CA
QSO: 28066 CW 2023-02-18 0011 PJ2T 599 K K1JB 599 ME
QSO: 7045 CW 2023-02-18 0011 PJ2T 599 K VE7UF 599 BC
QSO: 14047 CW 2023-02-18 0011 PJ2T 599 K VE3TW 599 ON
QSO: 21032 CW 2023-02-18 0011 PJ2T 599 K W8YV 599 MI
QSO: 28066 CW 2023-02-18 0012 PJ2T 599 K K6RIM 599 CA
QSO: 7045 CW 2023-02-18 0012 PJ2T 599 K NF3R 599 PA
QSO: 14047 CW 2023-02-18 0012 PJ2T 599 K N3WMC 599 PA
QSO: 21032 CW 2023-02-18 0012 PJ2T 599 K W2GDJ 599 NY
QSO: 7045 CW 2023-02-18 0012 PJ2T 599 K W3KB 599 PA
QSO: 28066 CW 2023-02-18 0012 PJ2T 599 K W8MJ 599 MI
QSO: 21032 CW 2023-02-18 0012 PJ2T 599 K K2PJC 599 NY
QSO: 28066 CW 2023-02-18 0012 PJ2T 599 K NJ4Z 599 SC
QSO: 14047 CW 2023-02-18 0012 PJ2T 599 K N2LBR 599 NY
QSO: 21032 CW 2023-02-18 0012 PJ2T 599 K N0HJZ 599 MN
QSO: 28066 CW 2023-02-18 0012 PJ2T 599 K K3NM 599 PA
QSO: 7045 CW 2023-02-18 0012 PJ2T 599 K KN4RD 599 FL
QSO: 21032 CW 2023-02-18 0012 PJ2T 599 K W7MRF 599 AZ
QSO: 14047 CW 2023-02-18 0013 PJ2T 599 K WA1S 599 FL
QSO: 28066 CW 2023-02-18 0013 PJ2T 599 K WE9R 599 WI
QSO: 7045 CW 2023-02-18 0013 PJ2T 599 K AC4PQ 599 GA
QSO: 7045 CW 2023-02-18 0013 PJ2T 599 K K7DR 599 MI
QSO: 14047 CW 2023-02-18 0013 PJ2T 599 K K7PVT 599 WA
QSO: 28066 CW 2023-02-18 0013 PJ2T 599 K WA8MCD 599 MI
QSO: 21032 CW 2023-02-18 0013 PJ2T 599 K AD0YM 599 MO
QSO: 14047 CW 2023-02-18 0013 PJ2T 599 K K5UV 599 OK
QSO: 28066 CW 2023-02-18 0013 PJ2T 599 K K3LO 599 MD
QSO: 21032 CW 2023-02-18 0013 PJ2T 599 K K0MD 599 MN
QSO: 14047 CW 2023-02-18 0014 PJ2T 599 K W9LKJ/4 599 GA
QSO: 28066 CW 2023-02-18 0014 PJ2T 599 K N4QS 599 KY
QSO: 7045 CW 2023-02-18 0014 PJ2T 599 K W2LCQ 599 GA
QSO: 21032 CW 2023-02-18 0014 PJ2T 599 K W7QDM 599 ID
QSO: 28066 CW 2023-02-18 0014 PJ2T 599 K W2YC 599 NJ
QSO: 7045 CW 2023-02-18 0014 PJ2T 599 K N1RM 599 VA
QSO: 21032 CW 2023-02-18 0014 PJ2T 599 K K3IE 599 TN
QSO: 14047 CW 2023-02-18 0014 PJ2T 599 K NY6DX 599 NY
QSO: 7045 CW 2023-02-18 0014 PJ2T 599 K NN4NN 599 FL
QSO: 28066 CW 2023-02-18 0014 PJ2T 599 K AD7IW 599 CA
QSO: 14047 CW 2023-02-18 0014 PJ2T 599 K K3LR 599 PA
QSO: 21032 CW 2023-02-18 0015 PJ2T 599 K VE3HG 599 ON
QSO: 7045 CW 2023-02-18 0015 PJ2T 599 K K3NM 599 PA
QSO: 28066 CW 2023-02-18 0015 PJ2T 599 K VE6TL 599 AB
QSO: 21032 CW 2023-02-18 0015 PJ2T 599 K K1TTT 599 MA
QSO: 28066 CW 2023-02-18 0015 PJ2T 599 K K6AM 599 CA
QSO: 14047 CW 2023-02-18 0015 PJ2T 599 K VA1CC 599 NS
QSO: 7045 CW 2023-02-18 0015 PJ2T 599 K WA4JUK 599 VA
QSO: 21032 CW 2023-02-18 0015 PJ2T 599 K K5ZD 599 MA
QSO: 14047 CW 2023-02-18 0015 PJ2T 599 K W4RK 599 NY
QSO: 28066 CW 2023-02-18 0015 PJ2T 599 K W0PR 599 MN
QSO: 7045 CW 2023-02-18 0015 PJ2T 599 K KC4TEO 599 AL
QSO: 14047 CW 2023-02-18 0015 PJ2T 599 K AD7XG 599 WA
QSO: 21032 CW 2023-02-18 0016 PJ2T 599 K N3AM 599 MD
QSO: 3509 CW 2023-02-18 0016 PJ2T 599 K K5IC 599 ME
QSO: 14047 CW 2023-02-18 0016 PJ2T 599 K W6JN 599 NV
QSO: 28066 CW 2023-02-18 0016 PJ2T 599 K N4KGL 599 AL
QSO: 14047 CW 2023-02-18 0016 PJ2T 599 K K5KLA 599 LA
QSO: 28066 CW 2023-02-18 0016 PJ2T 599 K KG9X 599 IL
QSO: 7045 CW 2023-02-18 0016 PJ2T 599 K N9LR 599 IL
QSO: 21032 CW 2023-02-18 0016 PJ2T 599 K N5OHL 599 OK
QSO: 14047 CW 2023-02-18 0016 PJ2T 599 K N3MLB 599 PA
QSO: 28066 CW 2023-02-18 0016 PJ2T 599 K KQ3F 599 PA
QSO: 21032 CW 2023-02-18 0016 PJ2T 599 K NC6R 599 CA
QSO: 28066 CW 2023-02-18 0017 PJ2T 599 K W4IDX 599 AZ
QSO: 7045 CW 2023-02-18 0017 PJ2T 599 K VE3MV 599 ON
QSO: 14047 CW 2023-02-18 0017 PJ2T 599 K VE6LB 599 AB
QSO: 3509 CW 2023-02-18 0017 PJ2T 599 K K0RU 599 CO
QSO: 28066 CW 2023-02-18 0017 PJ2T 599 K AA6PW 599 CA
QSO: 14047 CW 2023-02-18 0017 PJ2T 599 K K3NM 599 PA
QSO: 28066 CW 2023-02-18 0017 PJ2T 599 K N6WS 599 CA
QSO: 7045 CW 2023-02-18 0017 PJ2T 599 K NG3J 599 PA
QSO: 14047 CW 2023-02-18 0017 PJ2T 599 K WB0N 599 MN
QSO: 21032 CW 2023-02-18 0017 PJ2T 599 K W7GES 599 AZ
QSO: 3509 CW 2023-02-18 0017 PJ2T 599 K K1LZ 599 ME
QSO: 1832 CW 2023-02-18 0017 PJ2T 599 K K1TTT 599 MA
QSO: 21032 CW 2023-02-18 0017 PJ2T 599 K WT9U 599 IN
QSO: 14047 CW 2023-02-18 0017 PJ2T 599 K K2EKM 599 VA
QSO: 7045 CW 2023-02-18 0017 PJ2T 599 K K1LZ 599 ME
QSO: 28066 CW 2023-02-18 0017 PJ2T 599 K K7GS 599 WA
QSO: 14047 CW 2023-02-18 0018 PJ2T 599 K K2MN 599 NJ
QSO: 1832 CW 2023-02-18 0018 PJ2T 599 K K3LR 599 PA
QSO: 3509 CW 2023-02-18 0018 PJ2T 599 K N4EK 599 FL
QSO: 7045 CW 2023-02-18 0018 PJ2T 599 K KO6M 599 CA
QSO: 14047 CW 2023-02-18 0018 PJ2T 599 K N5MF 599 NM
QSO: 21032 CW 2023-02-18 0018 PJ2T 599 K N7DD 599 AZ
QSO: 7045 CW 2023-02-18 0018 PJ2T 599 K W1FQ 599 MA
QSO: 28066 CW 2023-02-18 0018 PJ2T 599 K N8VQG 599 KY
QSO: 14047 CW 2023-02-18 0018 PJ2T 599 K N3JT 599 VA
QSO: 1832 CW 2023-02-18 0018 PJ2T 599 K N4XD 599 NC
QSO: 7045 CW 2023-02-18 0018 PJ2T 599 K WB4YZA 599 NC
QSO: 28066 CW 2023-02-18 0018 PJ2T 599 K AB2E 599 NJ
QSO: 14047 CW 2023-02-18 0018 PJ2T 599 K KW3Z 599 DE
QSO: 21032 CW 2023-02-18 0019 PJ2T 599 K W6KGP 599 WY
QSO: 3509 CW 2023-02-18 0019 PJ2T 599 K W5RZ 599 AR
QSO: 7045 CW 2023-02-18 0019 PJ2T 599 K N1QY 599 MA
QSO: 21032 CW 2023-02-18 0019 PJ2T 599 K W1RM 599 CT
QSO: 14047 CW 2023-02-18 0019 PJ2T 599 K N3WT 599 MD
QSO: 28066 CW 2023-02-18 0019 PJ2T 599 K W6TMD 599 CA
QSO: 21032 CW 2023-02-18 0019 PJ2T 599 K WA8YZB 599 MI
QSO: 14047 CW 2023-02-18 0019 PJ2T 599 K K0DTJ 599 CA
QSO: 28066 CW 2023-02-18 0019 PJ2T 599 K W6YX 599 CA
QSO: 7045 CW 2023-02-18 0019 PJ2T 599 K WB5LXJ 599 TX
QSO: 14047 CW 2023-02-18 0019 PJ2T 599 K N2AA 599 NJ
QSO: 3509 CW 2023-02-18 0019 PJ2T 599 K W4PK 599 VA
QSO: 7045 CW 2023-02-18 0019 PJ2T 599 K KA2K 599 NJ
QSO: 21032 CW 2023-02-18 0020 PJ2T 599 K NN0G 599 CO
QSO: 14047 CW 2023-02-18 0020 PJ2T 599 K N2UU 599 NJ
QSO: 7045 CW 2023-02-18 0020 PJ2T 599 K K1BX 599 NH
QSO: 28066 CW 2023-02-18 0020 PJ2T 599 K N2SQW 599 NY
QSO: 14047 CW 2023-02-18 0020 PJ2T 599 K AA3B 599 PA
QSO: 21032 CW 2023-02-18 0020 PJ2T 599 K VE7IO 599 BC
QSO: 1832 CW 2023-02-18 0020 PJ2T 599 K N1ZZ 599 FL
QSO: 7045 CW 2023-02-18 0020 PJ2T 599 K NN4SS 599 SC
QSO: 28066 CW 2023-02-18 0020 PJ2T 599 K K3ZA 599 PA
QSO: 14047 CW 2023-02-18 0020 PJ2T 599 K KB3Z 599 PA
QSO: 21032 CW 2023-02-18 0020 PJ2T 599 K K0SR 599 MN
QSO: 28066 CW 2023-02-18 0020 PJ2T 599 K W3LPL 599 MD
QSO: 14047 CW 2023-02-18 0021 PJ2T 599 K W0SK 599 TN
QSO: 21032 CW 2023-02-18 0021 PJ2T 599 K K8AM 599 OH
QSO: 28066 CW 2023-02-18 0021 PJ2T 599 K VE6KC 599 AB
QSO: 7045 CW 2023-02-18 0021 PJ2T 599 K N4UU 599 FL
QSO: 1832 CW 2023-02-18 0021 PJ2T 599 K AC2AC 599 FL
QSO: 14047 CW 2023-02-18 0021 PJ2T 599 K W6WG 599 CA
QSO: 28066 CW 2023-02-18 0021 PJ2T 599 K K2AX 599 NJ
QSO: 14047 CW 2023-02-18 0021 PJ2T 599 K K4HA 599 NC
QSO: 21032 CW 2023-02-18 0021 PJ2T 599 K WE9R 599 WI
QSO: 28066 CW 2023-02-18 0021 PJ2T 599 K W2FU 599 NY
QSO: 7045 CW 2023-02-18 0021 PJ2T 599 K WA3C 599 OH
QSO: 14047 CW 2023-02-18 0021 PJ2T 599 K NO8C 599 OH
QSO: 28066 CW 2023-02-18 0022 PJ2T 599 K N7RK 599 AZ
QSO: 21032 CW 2023-02-18 0022 PJ2T 599 K W9OF 599 IL
QSO: 14047 CW 2023-02-18 0022 PJ2T 599 K KV8Q 599 OH
QSO: 7045 CW 2023-02-18 0022 PJ2T 599 K N3CKI 599 NC
QSO: 1832 CW 2023-02-18 0022 PJ2T 599 K K3UU 599 FL
QSO: 14047 CW 2023-02-18 0022 PJ2T 599 K KO4VW 599 GA
QSO: 21032 CW 2023-02-18 0022 PJ2T 599 K N7XU 599 OR
QSO: 7045 CW 2023-02-18 0022 PJ2T 599 K KG4W 599 VA
QSO: 28066 CW 2023-02-18 0022 PJ2T 599 K W1PR 599 CA
QSO: 14047 CW 2023-02-18 0022 PJ2T 599 K K3TN 599 MD
QSO: 14047 CW 2023-02-18 0022 PJ2T 599 K K4EJ 599 FL
QSO: 7045 CW 2023-02-18 0022 PJ2T 599 K W8EWH 599 MI
QSO: 21032 CW 2023-02-18 0022 PJ2T 599 K K6AM 599 CA
QSO: 14047 CW 2023-02-18 0022 PJ2T 599 K AA3R 599 DE
QSO: 28066 CW 2023-02-18 0023 PJ2T 599 K KF6AA 599 CA
QSO: 7045 CW 2023-02-18 0023 PJ2T 599 K ND0C 599 MN
QSO: 14047 CW 2023-02-18 0023 PJ2T 599 K NN0G 599 CO
QSO: 28066 CW 2023-02-18 0023 PJ2T 599 K K3LR 599 PA
QSO: 14047 CW 2023-02-18 0023 PJ2T 599 K NG2O 599 FL
QSO: 7045 CW 2023-02-18 0023 PJ2T 599 K K1BZ 599 MD
QSO: 14047 CW 2023-02-18 0023 PJ2T 599 K AC4MC 599 SC
QSO: 7045 CW 2023-02-18 0023 PJ2T 599 K K2TER 599 NY
QSO: 28066 CW 2023-02-18 0023 PJ2T 599 K WA2OAX 599 NY
QSO: 21032 CW 2023-02-18 0023 PJ2T 599 K N9EP 599 IL
QSO: 14047 CW 2023-02-18 0023 PJ2T 599 K K2YG 599 NJ
QSO: 7045 CW 2023-02-18 0024 PJ2T 599 K N2BA 599 NJ
QSO: 28066 CW 2023-02-18 0024 PJ2T 599 K W6TK 599 CA
QSO: 7045 CW 2023-02-18 0024 PJ2T 599 K K2EP 599 NY
QSO: 14047 CW 2023-02-18 0024 PJ2T 599 K K3TC 599 MD
QSO: 14047 CW 2023-02-18 0024 PJ2T 599 K N4WE 599 AL
QSO: 28066 CW 2023-02-18 0024 PJ2T 599 K NA4C 599 TN
QSO: 21032 CW 2023-02-18 0024 PJ2T 599 K K8PK 599 OH
QSO: 14047 CW 2023-02-18 0024 PJ2T 599 K VE3SIF 599 ON
QSO: 28066 CW 2023-02-18 0024 PJ2T 599 K W2XX 599 NV
QSO: 14047 CW 2023-02-18 0025 PJ2T 599 K K0RF 599 CO
QSO: 21032 CW 2023-02-18 0025 PJ2T 599 K W7VXS 599 WA
QSO: 14047 CW 2023-02-18 0025 PJ2T 599 K AA8CA 599 OH
QSO: 1832 CW 2023-02-18 0025 PJ2T 599 K AF4Z 599 FL
QSO: 28066 CW 2023-02-18 0025 PJ2T 599 K K3UL 599 PA
QSO: 3509 CW 2023-02-18 0025 PJ2T 599 K K2AV 599 NC
QSO: 14047 CW 2023-02-18 0025 PJ2T 599 K K9WD 599 WI
QSO: 1832 CW 2023-02-18 0025 PJ2T 599 K W9EWZ 599 WI
QSO: 21032 CW 2023-02-18 0025 PJ2T 599 K N7WY 599 MO
QSO: 28066 CW 2023-02-18 0025 PJ2T 599 K K9LJN 599 IL
QSO: 14047 CW 2023-02-18 0025 PJ2T 599 K WN6W 599 OR
QSO: 7045 CW 2023-02-18 0025 PJ2T 599 K W4VIC 599 VA
QSO: 21032 CW 2023-02-18 0025 PJ2T 599 K N2SQW 599 NY
QSO: 14047 CW 2023-02-18 0026 PJ2T 599 K W7MRF 599 AZ
QSO: 28066 CW 2023-02-18 0026 PJ2T 599 K VA2CZ 599 QC
QSO: 21032 CW 2023-02-18 0026 PJ2T 599 K K9IMM 599 WI
QSO: 14047 CW 2023-02-18 0026 PJ2T 599 K K9AXT 599 NC
QSO: 7045 CW 2023-02-18 0026 PJ2T 599 K N1CGP 599 ME
QSO: 14047 CW 2023-02-18 0026 PJ2T 599 K K9PW 599 IL
QSO: 7045 CW 2023-02-18 0026 PJ2T 599 K W3LL 599 MD
QSO: 21032 CW 2023-02-18 0026 PJ2T 599 K W0PR 599 MN
QSO: 28066 CW 2023-02-18 0026 PJ2T 599 K VE7SK 599 BC
QSO: 14047 CW 2023-02-18 0026 PJ2T 599 K K1IG 599 MA
QSO: 7045 CW 2023-02-18 0026 PJ2T 599 K K0RF 599 CO
QSO: 14047 CW 2023-02-18 0027 PJ2T 599 K W1NK 599 CT
QSO: 28066 CW 2023-02-18 0027 PJ2T 599 K NG7M 599 UT
QSO: 7045 CW 2023-02-18 0027 PJ2T 599 K W1WEF 599 CT
QSO: 21032 CW 2023-02-18 0027 PJ2T 599 K AI5IN 599 TX
QSO: 14047 CW 2023-02-18 0027 PJ2T 599 K W0ELT 599 WI
QSO: 1832 CW 2023-02-18 0027 PJ2T 599 K K5RX 599 TX
QSO: 21032 CW 2023-02-18 0027 PJ2T 599 K K3WGR 599 PA
QSO: 7045 CW 2023-02-18 0027 PJ2T 599 K NC3Y 599 MD
QSO: 28066 CW 2023-02-18 0027 PJ2T 599 K WB9YJE 599 IL
QSO: 3509 CW 2023-02-18 0027 PJ2T 599 K K4YFR 599 VA
QSO: 14047 CW 2023-02-18 0027 PJ2T 599 K K3JWI 599 TN
QSO: 7045 CW 2023-02-18 0027 PJ2T 599 K KM4ZZ 599 VA
QSO: 14047 CW 2023-02-18 0028 PJ2T 599 K K0AD 599 MN
QSO: 28066 CW 2023-02-18 0028 PJ2T 599 K AB3SX 599 MD
QSO: 7045 CW 2023-02-18 0028 PJ2T 599 K NR0T 599 MN
QSO: 3509 CW 2023-02-18 0028 PJ2T 599 K K5MO 599 NC
QSO: 14047 CW 2023-02-18 0028 PJ2T 599 K N8KOM 599 MI
QSO: 28066 CW 2023-02-18 0028 PJ2T 599 K K1TTT 599 MA
QSO: 14047 CW 2023-02-18 0028 PJ2T 599 K N4QS 599 KY
QSO: 21032 CW 2023-02-18 0028 PJ2T 599 K KO4VW 599 GA
QSO: 28066 CW 2023-02-18 0028 PJ2T 599 K KC9LA 599 OH
QSO: 7045 CW 2023-02-18 0028 PJ2T 599 K N2LBR 599 NY
QSO: 14047 CW 2023-02-18 0028 PJ2T 599 K WJ2D 599 NC
QSO: 7045 CW 2023-02-18 0028 PJ2T 599 K WB8BZK 599 IL
QSO: 14047 CW 2023-02-18 0028 PJ2T 599 K KD3TB 599 PA
QSO: 21032 CW 2023-02-18 0029 PJ2T 599 K W2YC 599 NJ
QSO: 14047 CW 2023-02-18 0029 PJ2T 599 K KX2S 599 PA
QSO: 21032 CW 2023-02-18 0029 PJ2T 599 K VA7UI 599 BC
QSO: 28066 CW 2023-02-18 0029 PJ2T 599 K W2OIB 599 NJ
QSO: 3509 CW 2023-02-18 0029 PJ2T 599 K K4KZ 599 NC
QSO: 28066 CW 2023-02-18 0029 PJ2T 599 K K5KLA 599 LA
QSO: 21032 CW 2023-02-18 0029 PJ2T 599 K W8KNO 599 OH
QSO: 14047 CW 2023-02-18 0029 PJ2T 599 K KQ3K 599 FL
QSO: 28066 CW 2023-02-18 0029 PJ2T 599 K VA7KO 599 BC
QSO: 7045 CW 2023-02-18 0029 PJ2T 599 K N3AC 599 VA
QSO: 3509 CW 2023-02-18 0029 PJ2T 599 K KK9DX 599 TN
QSO: 21032 CW 2023-02-18 0030 PJ2T 599 K VE5ZX 599 SK
