START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: PD3EM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PD3EM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2012.
QSO: 28580 PH 2012-03-24 0909 PD3EM         59 R9DA          59 254
QSO: 28000 PH 2012-03-24 1921 PD3EM         59 025 CQ8X          59 2183
QSO: 28446 PH 2012-03-24 1921 PD3EM         59 024 CQ3L          59 0810
QSO: 14000 PH 2012-03-24 1928 PD3EM         59 26 EU2MM         59 192
QSO: 14120 PH 2012-03-24 1930 PD3EM         59 027 P33W          59 3768
QSO: 14000 PH 2012-03-24 1931 PD3EM         59 28 RA1AL         59 27
QSO: 14125 PH 2012-03-24 1933 PD3EM         59 29 8P5A          59 2949
QSO: 14132 PH 2012-03-24 1935 PD3EM         59 0030 S53F          59 1113
QSO: 14000 PH 2012-03-24 1936 PD3EM         59 0031 ES1XQ         59 0503
QSO: 14115 PH 2012-03-24 2045 PD3EM         59 032 VE3EJ         59 2091
QSO: 14200 PH 2012-03-24 2050 PD3EM         59 033 ED9Z          59 0674
QSO: 14146 PH 2012-03-24 2051 PD3EM         59 0034 CS2P          59 1183
QSO: 14169 PH 2012-03-24 2055 PD3EM         59 035 TF1CY         59 0287
QSO: 28000 PH 2012-03-25 1003 PD3EM         59 36 UP4L          59 2273
QSO: 28457 PH 2012-03-25 1007 PD3EM         59 037 UP2L          59 4170
QSO: 28000 PH 2012-03-25 1017 PD3EM         59 38 UN7MMM        59 1118
QSO: 28527 PH 2012-03-25 1017 PD3EM         59 039 RA8T          59 1040
QSO: 28579 PH 2012-03-25 1027 PD3EM         59 040 BA7IO         59 1843
QSO: 28555 PH 2012-03-25 1041 PD3EM         59 041 UI4I          59 1027
QSO: 28501 PH 2012-03-25 1046 PD3EM         59 42 RT4RO         59 3012
QSO: 28478 PH 2012-03-25 1049 PD3EM         59 043 V55V          59 2212
QSO: 28460 PH 2012-03-25 1050 PD3EM         59 044 RM4HZ         59 1474
QSO: 28000 PH 2012-03-25 1054 PD3EM         59 0045 HZ1DG         59 0809
QSO: 28609 PH 2012-03-25 1057 PD3EM         59 046 T6MO          59 229
QSO: 28000 PH 2012-03-25 1102 PD3EM         59 0047 YB1TJ         59 0613
QSO: 28000 PH 2012-03-25 1103 PD3EM         59 48 RN6MA         59 125
QSO: 28551 PH 2012-03-25 1104 PD3EM         59 0049 UN1L          59 2246
QSO: 28510 PH 2012-03-25 1108 PD3EM         59 050 A73A          59 1690
QSO: 28000 PH 2012-03-25 1109 PD3EM         59 0052 RA6AR         59 0142
QSO: 28000 PH 2012-03-25 1109 PD3EM         59 51 UA8WAA        59 767
QSO: 28415 PH 2012-03-25 1113 PD3EM         59 53 RW9DW         59 431
QSO: 28376 PH 2012-03-25 1115 PD3EM         59 55 RF9C          59 4762
QSO: 28394 PH 2012-03-25 1115 PD3EM         59 0054 PQ5B          59 3348
QSO: 28617 PH 2012-03-25 1121 PD3EM         59 057 CQ9T          59 3275
QSO: 28614 PH 2012-03-25 1130 PD3EM         59 058 ZZ2T          59 2565
QSO: 28588 PH 2012-03-25 1133 PD3EM         59 059 P33W          59 5711
QSO: 28000 PH 2012-03-25 1143 PD3EM         59 0060 YB1C          59 1621
QSO: 28000 PH 2012-03-25 1146 PD3EM         59 061 RV9DC         59 864
QSO: 14000 PH 2012-03-25 1148 PD3EM         59 063 UT8UF         59 482
QSO: 14113 PH 2012-03-25 1148 PD3EM         59 0062 UA1AFZ        59 0902
QSO: 14120 PH 2012-03-25 1149 PD3EM         59 0064 VY2/K5WA      59 2330
QSO: 14122 PH 2012-03-25 1149 PD3EM         59 31 XL3T          59 3122
QSO: 14126 PH 2012-03-25 1150 PD3EM         59 0066 S57U          59 0547
QSO: 14127 PH 2012-03-25 1151 PD3EM         59 067 SP9PDF        59 0378
QSO: 14131 PH 2012-03-25 1151 PD3EM         59 068 VY2ZM         59 3506
QSO: 14137 PH 2012-03-25 1152 PD3EM         59 69 UA4CNZ        59 892
QSO: 14144 PH 2012-03-25 1153 PD3EM         59 070 YL2BJ         59 1338
QSO: 14000 PH 2012-03-25 1154 PD3EM         59 0072 YT2T          59 2747
QSO: 14154 PH 2012-03-25 1154 PD3EM         59 0073 WW2DX         59 3328
QSO: 14000 PH 2012-03-25 1155 PD3EM         59 71 S57PKT        59 423
QSO: 14157 PH 2012-03-25 1155 PD3EM         59 74 KQ2M          59 1387
QSO: 14160 PH 2012-03-25 1156 PD3EM         59 0075 KE3X          59 1100
QSO: 14161 PH 2012-03-25 1157 PD3EM         59 076 AJ1I          59 2289
QSO: 14168 PH 2012-03-25 1158 PD3EM         59 078 YP5A          59 1107
QSO: 14170 PH 2012-03-25 1158 PD3EM         59 0079 EM2G          59 1890
QSO: 14163 PH 2012-03-25 1159 PD3EM         59 077 RC3F          59 441
QSO: 14177 PH 2012-03-25 1200 PD3EM         59 0080 SP9AQF        59 0968
QSO: 14185 PH 2012-03-25 1202 PD3EM         59 082 IF9A          59 1586
QSO: 14000 PH 2012-03-25 1203 PD3EM         59 084 IQ6RS         59 1235
QSO: 14000 PH 2012-03-25 1203 PD3EM         59 83 UZ0U          59 1455
QSO: 14201 PH 2012-03-25 1204 PD3EM         59 0086 S56CW         59 1771
QSO: 14000 PH 2012-03-25 1206 PD3EM         59 0087 S51CK         59 1008
QSO: 14000 PH 2012-03-25 1206 PD3EM         59 085 YT1A          59 1750
QSO: 14000 PH 2012-03-25 1207 PD3EM         59 088 EA3GTJ        59 821
QSO: 14228 PH 2012-03-25 1209 PD3EM         59 89 AK1W          59 3130
QSO: 14238 PH 2012-03-25 1210 PD3EM         59 0090 YO3CZW        59 2222
QSO: 14240 PH 2012-03-25 1211 PD3EM         59 091 S59ABC        59 1835
QSO: 14243 PH 2012-03-25 1212 PD3EM         59 092 9A1A          59 1711
QSO: 14000 PH 2012-03-25 1213 PD3EM         59 093 S54ZZ         59 0825
QSO: 14250 PH 2012-03-25 1213 PD3EM         59 0094 9A7A          59 1324
QSO: 14000 PH 2012-03-25 1216 PD3EM         59 0095 YL5W          59 0740
QSO: 14106 PH 2012-03-25 1226 PD3EM         59 0096 OH3LB         59 0293
QSO: 14151 PH 2012-03-25 1227 PD3EM         59 0097 S52WW         59 0712
QSO: 14000 PH 2012-03-25 1229 PD3EM         59 098 VC2G          59 887
QSO: 14165 PH 2012-03-25 1230 PD3EM         59 099 EW2A          59 1782
QSO: 14167 PH 2012-03-25 1231 PD3EM         59 0100 SN9V          59 1438
QSO: 14169 PH 2012-03-25 1231 PD3EM         59 0101 S51A          59 2598
QSO: 14171 PH 2012-03-25 1232 PD3EM         59 0102 EO3Q          59 1658
QSO: 14196 PH 2012-03-25 1234 PD3EM         59 0105 YT5CT         59 1301
QSO: 14178 PH 2012-03-25 1235 PD3EM         59 0103 II9K          59 2492
QSO: 14204 PH 2012-03-25 1235 PD3EM         59 106 LZ9W          59 2064
QSO: 14214 PH 2012-03-25 1236 PD3EM         59 107 EA5AER        59 1360
QSO: 14217 PH 2012-03-25 1238 PD3EM         59 108 3V8BB         59 4194
QSO: 14248 PH 2012-03-25 1242 PD3EM         59 110 S50K          59 2066
QSO: 14234 PH 2012-03-25 1244 PD3EM         59 109 IK6GPZ        59 552
QSO: 28000 PH 2012-03-25 1312 PD3EM         59 111 DL7BC         59 1164
QSO: 28638 PH 2012-03-25 1315 PD3EM         59 112 JY4NE         59 838
QSO: 28574 PH 2012-03-25 1331 PD3EM         59 0113 AY8A          59 0541
QSO: 28440 PH 2012-03-25 1342 PD3EM         59 114 C4W           59 3790
QSO: 28368 PH 2012-03-25 1353 PD3EM         59 115 A61BK         59 0362
QSO: 28384 PH 2012-03-25 1357 PD3EM         59 0116 4X0A          59 1342
QSO: 14114 PH 2012-03-25 1920 PD3EM         59 0117 RY3D          59 1577
QSO: 14122 PH 2012-03-25 1925 PD3EM         59 0118 VE9HF         59 2202
QSO: 14128 PH 2012-03-25 1927 PD3EM         59 119 YT3M          59 1850
QSO: 14000 PH 2012-03-25 1929 PD3EM         59 120 9Y4W          59 2448
QSO: 14132 PH 2012-03-25 1931 PD3EM         59 121 A73A          59 1241
QSO: 14000 PH 2012-03-25 1936 PD3EM         59 0122 HZ1DG         59 1253
QSO: 14150 PH 2012-03-25 1939 PD3EM         59 0123 WX3B          59 1267
QSO: 14153 PH 2012-03-25 1946 PD3EM         59 124 NV1N          59 2108
QSO: 14169 PH 2012-03-25 1949 PD3EM         59 125 LZ7S          59 2122
QSO: 14201 PH 2012-03-25 1952 PD3EM         59 0126 US1I          59 2876
QSO: 14000 PH 2012-03-25 2000 PD3EM         59 128 N3UM          59 749
QSO: 14223 PH 2012-03-25 2001 PD3EM         59 129 RT5Z          59 2298
QSO: 14237 PH 2012-03-25 2002 PD3EM         59 130 OH2XX         59 0601
QSO: 14245 PH 2012-03-25 2006 PD3EM         59 0132 UZ2M          59 3824
QSO:  7094 PH 2012-03-25 2013 PD3EM         59 133 IW2HAJ        59 2912
QSO:  7090 PH 2012-03-25 2014 PD3EM         59 0134 HG7T          59 1083
QSO:  7088 PH 2012-03-25 2016 PD3EM         59 135 EC7ZK         59 0410
QSO:  7200 PH 2012-03-25 2016 PD3EM         59 140 LY7A          59 1370
QSO:  7000 PH 2012-03-25 2017 PD3EM         59 0137 IK3UNA/1      59 0776
QSO:  7084 PH 2012-03-25 2017 PD3EM         59 136 9A1A          59 2051
QSO:  7079 PH 2012-03-25 2018 PD3EM         59 0138 PA4PS         59 0452
QSO:  7076 PH 2012-03-25 2019 PD3EM         59 0139 DJ8OG         59 2552
QSO:  7069 PH 2012-03-25 2020 PD3EM         59 141 RC9O          59 3803
QSO:  7063 PH 2012-03-25 2022 PD3EM         59 142 LN5O          59 2294
QSO:  7057 PH 2012-03-25 2023 PD3EM         59 143 DK2OY         59 2600
QSO:  7052 PH 2012-03-25 2024 PD3EM         59 144 OM0R          59 3182
QSO:  7060 PH 2012-03-25 2030 PD3EM         59 0145 DF1IAQ        59 1008
QSO:  7083 PH 2012-03-25 2037 PD3EM         59 146 YT3PL         59 0046
QSO:  7115 PH 2012-03-25 2038 PD3EM         59 0147 9A8DX         59 1196
QSO:  7098 PH 2012-03-25 2041 PD3EM         59 148 EB8AH         59 2177
QSO:  7000 PH 2012-03-25 2042 PD3EM         59 149 OK2MRJ        59 122
QSO:  7000 PH 2012-03-25 2047 PD3EM         59 150 IV3UHL        59 1286
QSO:  7093 PH 2012-03-25 2049 PD3EM         59 151 GM7V          59 2244
QSO: 14177 PH 2012-03-25 2056 PD3EM         59 0125 N2MM          59 1229
QSO: 14159 PH 2012-03-25 2057 PD3EM         59 153 US3IZ         59 522
END-OF-LOG:
