START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: UX3HX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UX3HX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2016.
QSO: 14000 CW 2016-05-28 0240 UX3HX         599 NR7DX         599 346
QSO: 21029 CW 2016-05-29 0624 UX3HX         599 135 RT8O          599 427
QSO: 21020 CW 2016-05-29 0629 UX3HX         599 0137 M7O           599 0526
QSO: 21022 CW 2016-05-29 0629 UX3HX         599 136 OM2VL         599 2548
QSO: 21019 CW 2016-05-29 0631 UX3HX         599 38 S53MM         599 2371
QSO: 21003 CW 2016-05-29 0645 UX3HX         599 140 RZ4AG         599 1185
QSO: 21025 CW 2016-05-29 0647 UX3HX         599 0141 9A7DX         599 2636
QSO: 21000 CW 2016-05-29 0648 UX3HX         599 142 UA3ABJ        599 542
QSO: 21029 CW 2016-05-29 0649 UX3HX         599 0143 EW5Z          599 2042
QSO: 21030 CW 2016-05-29 0650 UX3HX         599 0144 OH3FM         599 0935
QSO: 21035 CW 2016-05-29 0655 UX3HX         599 145 SO4R          599 2158
QSO: 21040 CW 2016-05-29 0658 UX3HX         599 146 HG3R          599 2322
QSO: 21000 CW 2016-05-29 0700 UX3HX         599 146 SV8CRI        599 671
QSO: 21000 CW 2016-05-29 0701 UX3HX         599 147 LY2K          599 0301
QSO: 21057 CW 2016-05-29 0707 UX3HX         599 148 LY7Z          599 1730
QSO: 21000 CW 2016-05-29 0709 UX3HX         599 149 IZ3NYG        599 803
QSO: 21065 CW 2016-05-29 0711 UX3HX         599 150 OK1XC         599 279
QSO: 21069 CW 2016-05-29 0711 UX3HX         599 151 RZ3F          599 236
QSO: 21000 CW 2016-05-29 0714 UX3HX         599 152 OH2BAH        599 0687
QSO: 21000 CW 2016-05-29 0719 UX3HX         599 0093 Z35T          599 1034
QSO: 21010 CW 2016-05-29 0721 UX3HX         595 004 DP65HSC       599 0700
QSO: 21000 CW 2016-05-29 0723 UX3HX         599 1541 SP2MHC        599 0139
QSO: 21000 CW 2016-05-29 0724 UX3HX         599 155 LY1XA         599 317
QSO: 21017 CW 2016-05-29 0726 UX3HX         599 156 OK2TBC        599 510
QSO: 21022 CW 2016-05-29 0727 UX3HX         599 157 GM7V          599 1365
QSO: 21000 CW 2016-05-29 0819 UX3HX         599 158 RX9FB         599 692
QSO: 21000 CW 2016-05-29 0822 UX3HX         599 159 OK6DJ         599 0073
QSO: 21057 CW 2016-05-29 0824 UX3HX         599 160 DL7ON         599 1559
QSO: 21063 CW 2016-05-29 0827 UX3HX         599 0161 DL8UAT        599 1252
QSO: 21000 CW 2016-05-29 0828 UX3HX         599 162 OL1B          599 163
QSO: 28044 CW 2016-05-29 0832 UX3HX         599 163 OM3PA         599 0269
QSO: 28042 CW 2016-05-29 0833 UX3HX         599 164 OE5OHO        599 0027
QSO: 28017 CW 2016-05-29 0844 UX3HX         599 0166 HG1S          599 3031
QSO: 28005 CW 2016-05-29 0845 UX3HX         599 167 SO9Q          599 0253
QSO: 28036 CW 2016-05-29 0850 UX3HX         599 0068 SQ5M          599 0286
QSO: 28046 CW 2016-05-29 0853 UX3HX         599 170 SN6A          599 0171
QSO: 28050 CW 2016-05-29 0854 UX3HX         599 0071 SP5AUY        599 0492
QSO: 28000 CW 2016-05-29 0856 UX3HX         599 172 OK1AGE        599 108
QSO: 28053 CW 2016-05-29 0857 UX3HX         599 0173 YO5CRQ        599 0370
QSO: 28053 CW 2016-05-29 0858 UX3HX         599 0174 DL2NBY        599 0626
QSO: 28052 CW 2016-05-29 0859 UX3HX         599 175 DM5JBN        599 0297
QSO: 28000 CW 2016-05-29 0900 UX3HX         599 176 DL9CW         599 222
QSO: 28000 CW 2016-05-29 0902 UX3HX         599 178 SO5N          599 122
QSO: 28052 CW 2016-05-29 0902 UX3HX         599 0177 IO2X          599 1992
QSO: 28000 CW 2016-05-29 0905 UX3HX         599 180 HG10CC        599 396
QSO: 28052 CW 2016-05-29 0905 UX3HX         599 179 YU1LG/QRP     599 0121
QSO: 28057 CW 2016-05-29 0908 UX3HX         599 181 UA6J          599 613
QSO: 28011 CW 2016-05-29 0910 UX3HX         599 183 RU6AV         599 821
QSO: 28016 CW 2016-05-29 0911 UX3HX         599 183 R8CT          599 1605
QSO: 28033 CW 2016-05-29 0914 UX3HX         599 185 S59AA         599 1470
QSO: 28036 CW 2016-05-29 0916 UX3HX         599 186 HG7T          599 0494
QSO: 28047 CW 2016-05-29 0920 UX3HX         599 0188 R6AF          599 1373
QSO: 28059 CW 2016-05-29 0924 UX3HX         599 0189 YM7KA         599 0789
QSO: 28008 CW 2016-05-29 0927 UX3HX         599 0190 OP4K          599 1772
QSO: 28024 CW 2016-05-29 0931 UX3HX         599 0191 S50Q          599 1942
QSO: 28033 CW 2016-05-29 0934 UX3HX         599 0192 RQ9A          599 1064
QSO: 28035 CW 2016-05-29 0935 UX3HX         599 0193 OM3IAG        599 0916
QSO: 28045 CW 2016-05-29 0937 UX3HX         599 0194 IO3X          599 0493
QSO: 28051 CW 2016-05-29 0939 UX3HX         599 0196 LZ1KU         599 0994
QSO: 21000 CW 2016-05-29 0941 UX3HX         599 0197 YO3FF         599 0499
QSO: 21047 CW 2016-05-29 0948 UX3HX         599 0198 OM4Q          599 2000
QSO: 21042 CW 2016-05-29 0949 UX3HX         599 199 DD0CC         599 0768
QSO: 21028 CW 2016-05-29 0951 UX3HX         599 200 DM9K          599 2664
QSO: 21017 CW 2016-05-29 0953 UX3HX         599 201 SA5BJM        599 1315
QSO: 21005 CW 2016-05-29 1253 UX3HX         599 202 RA1AL         599 1859
QSO: 21009 CW 2016-05-29 1255 UX3HX         599 0203 SM5IMO        599 0947
QSO: 21014 CW 2016-05-29 1259 UX3HX         599 0214 PA4A          599 0649
QSO: 21043 CW 2016-05-29 1305 UX3HX         599 205 YT6W          599 1628
QSO: 21044 CW 2016-05-29 1308 UX3HX         599 2062 K2PLF         599 0566
QSO: 21045 CW 2016-05-29 1310 UX3HX         599 207 OH2KM         599 0478
QSO: 21046 CW 2016-05-29 1313 UX3HX         599 208 9A77A         599 2014
QSO: 21067 CW 2016-05-29 1318 UX3HX         599 0209 SE4E          599 1282
QSO: 21074 CW 2016-05-29 1320 UX3HX         599 211 9K9K          599 1747
QSO: 21004 CW 2016-05-29 1322 UX3HX         599 0212 YL2SM         599 2118
QSO: 21000 CW 2016-05-29 1408 UX3HX         599 0213 Z31NA         599 0406
QSO: 21053 CW 2016-05-29 1410 UX3HX         599 214 DL6ZBN        599 0432
QSO: 21025 CW 2016-05-29 1449 UX3HX         599 0215 YL9T          599 1042
QSO: 21051 CW 2016-05-29 1451 UX3HX         599 216 OG7O          599 2608
QSO: 21067 CW 2016-05-29 1455 UX3HX         599 218 ES7GM         599 2541
QSO: 14001 CW 2016-05-29 1508 UX3HX         599 219 OG2P          599 1668
QSO: 14010 CW 2016-05-29 1510 UX3HX         599 290 F6CEL         599 1908
QSO: 14000 CW 2016-05-29 1621 UX3HX         599 0221 EA3VN         599 1119
QSO: 14042 CW 2016-05-29 1629 UX3HX         599 0222 II9P          599 2248
QSO: 14042 CW 2016-05-29 1632 UX3HX         599 223 RA9V          599 1406
QSO: 14064 CW 2016-05-29 1643 UX3HX         599 224 EB8AH         599 1959
QSO: 14082 CW 2016-05-29 1647 UX3HX         599 0225 S50G          599 3459
QSO: 14000 CW 2016-05-29 1656 UX3HX         599 227 F5NKX         599 1151
QSO: 14090 CW 2016-05-29 1658 UX3HX         599 0228 JL3MCM        599 0178
QSO: 14091 CW 2016-05-29 1659 UX3HX         599 0229 YM7KA         599 1125
QSO: 14011 CW 2016-05-29 1715 UX3HX         599 0229 RD3AT         599 1129
QSO: 14011 CW 2016-05-29 1717 UX3HX         599 230 S570ABC       599 2142
QSO: 14048 CW 2016-05-29 1720 UX3HX         599 0131 WH6R          599 1223
QSO: 14019 CW 2016-05-29 1729 UX3HX         599 0233 BY4AA         599 1288
QSO: 14033 CW 2016-05-29 1736 UX3HX         599 133 E2X           599 1711
QSO: 14036 CW 2016-05-29 1747 UX3HX         599 0235 UI9I          599 1324
QSO: 14039 CW 2016-05-29 1752 UX3HX         599 0236 RT1Q          599 0175
QSO: 14041 CW 2016-05-29 1754 UX3HX         599 0237 ED8X          599 3640
QSO: 14051 CW 2016-05-29 1801 UX3HX         599 0238 DJ8OG         599 1928
QSO: 14055 CW 2016-05-29 1805 UX3HX         599 239 JH1GTV        599 1107
QSO: 14056 CW 2016-05-29 1805 UX3HX         599 0335 PI4DX         599 3160
QSO: 14059 CW 2016-05-29 1808 UX3HX         599 240 DK3GI         599 1527
QSO: 14061 CW 2016-05-29 1809 UX3HX         599 0241 IR4X          599 2474
QSO: 14066 CW 2016-05-29 1812 UX3HX         599 242 II1A          599 2750
QSO: 14069 CW 2016-05-29 1814 UX3HX         599 0243 YL5T          599 0883
QSO: 14086 CW 2016-05-29 1823 UX3HX         599 243 JR2GRX        599 1770
QSO: 14004 CW 2016-05-29 1834 UX3HX         599 0245 SN8B          599 1723
QSO: 14021 CW 2016-05-29 1845 UX3HX         599 245 VC2A          599 2922
QSO: 14021 CW 2016-05-29 1846 UX3HX         599 246 IU1GNA        599 977
END-OF-LOG:
