START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: S52D
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 29946
CLUB: SCC
CONTEST: EUHFC
OPERATORS: S52D 
NAME: Iztok Saje
ADDRESS: Ljubljana, Slovenija
ADDRESS: 
E-MAIL: iztok.saje@telekom.si
SOAPBOX: Spotoma se pakiranje za dopust. Moj prvi HFC. 73
QSO:  3543 CW 2016-08-06 2327 S52D          599 73     SN7O          599 75
QSO:  3544 CW 2016-08-06 2329 S52D          599 73     YU5T          599 80
QSO:  3546 CW 2016-08-06 2330 S52D          599 73     R3QA          599 82
QSO:  3547 CW 2016-08-06 2332 S52D          599 73     YL2PJ         599 69
QSO:  3558 CW 2016-08-06 2333 S52D          599 73     LZ9A          599 91
QSO:  3541 CW 2016-08-06 2336 S52D          599 73     OU2M          599 84
QSO:  3512 CW 2016-08-06 2339 S52D          599 73     RT3T          599 77
QSO:  3517 CW 2016-08-06 2340 S52D          599 73     HB9CA         599 77
QSO:  3518 CW 2016-08-06 2341 S52D          599 73     HA3NU         599 72
QSO:  3519 CW 2016-08-06 2342 S52D          599 73     DL3KWF        599 58
QSO:  3524 CW 2016-08-06 2343 S52D          599 73     HB9ARF        599 71
QSO:  3525 CW 2016-08-06 2344 S52D          599 73     HA6P          599 85
QSO:  3528 CW 2016-08-06 2348 S52D          599 73     E70T          599 75
QSO:  3520 CW 2016-08-06 2352 S52D          599 73     S53R          599 75
QSO:  3519 CW 2016-08-06 2353 S52D          599 73     LZ9W          599 89
QSO:  3517 CW 2016-08-06 2354 S52D          599 73     LY5E          599 81
QSO:  3514 CW 2016-08-06 2355 S52D          599 73     YR5N          599 97
QSO:  3507 CW 2016-08-06 2356 S52D          599 73     R3VO          599 63
END-OF-LOG:
