START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: N9NC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N9NC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2021.
QSO: 28023 CW 2021-12-11 1246 N9NC          599 NH LU8DPM        599 0093
QSO: 28043 CW 2021-12-11 1502 N9NC          599 NH DL5AXX        599 0079
QSO: 28001 CW 2021-12-11 1503 N9NC          599 NH K1XM          599 MA
QSO: 28001 CW 2021-12-11 1506 N9NC          599 NH K1IG          599 MA
QSO: 28030 CW 2021-12-11 1507 N9NC          599 NH FR4KR         599 278
QSO: 28017 CW 2021-12-11 1509 N9NC          599 NH EB7A          599 126
QSO: 28047 CW 2021-12-11 1511 N9NC          599 NH HP1XT         599 8
QSO: 28000 CW 2021-12-11 1729 N9NC          599 NH PY5ZHP        599 267
QSO: 28033 CW 2021-12-11 1741 N9NC          599 NH NN7ZZ         599 UT
QSO: 28013 CW 2021-12-11 1742 N9NC          599 NH FY5KE         599 351
QSO: 28052 CW 2021-12-11 1745 N9NC          599 NH PX5M          599 210
QSO: 28017 CW 2021-12-11 1747 N9NC          599 NH PY5AMF        599 228
QSO: 28000 CW 2021-12-11 1748 N9NC          599 NH PY2EX         599 177
QSO: 28006 CW 2021-12-11 1748 N9NC          599 NS PY4LH         599 63
QSO: 28004 CW 2021-12-11 1749 N9NC          599 NH PY2RSA        599 132
QSO: 28001 CW 2021-12-11 1750 N9NC          599 NH KU8E          599 GA
QSO: 28020 CW 2021-12-11 1751 N9NC          599 NH LW5HR         599 125
QSO: 28027 CW 2021-12-11 1752 N9NC          599 NH LS2D          599 0308
QSO: 28046 CW 2021-12-11 2157 N9NC          599 NH WO4O          599 FL
QSO: 28052 CW 2021-12-11 2158 N9NC          599 NH WB4TDH        599 FL
QSO: 28000 CW 2021-12-11 2159 N9NC          599 NH N4KS          599 FL
QSO: 28058 CW 2021-12-11 2159 N9NC          599 NH NE8P          599 FL
QSO: 28046 CW 2021-12-11 2200 N9NC          599 NH K3ZV          599 FL
QSO: 28042 CW 2021-12-11 2201 N9NC          599 NH NN7CW         599 FL
QSO: 28050 CW 2021-12-11 2201 N9NC          599 NH N8NN          599 FL
QSO: 28041 CW 2021-12-11 2203 N9NC          599 NH K4AB          599 AL
QSO: 28030 CW 2021-12-11 2205 N9NC          599 NH K0LUZ         599 FL
QSO: 28010 CW 2021-12-11 2209 N9NC          599 NH K2SX          599 SC
QSO: 28012 CW 2021-12-11 2209 N9NC          599 NH N1TO          599 FL
QSO: 28009 CW 2021-12-11 2210 N9NC          599 NH AD4ES         599 FL
QSO: 28008 CW 2021-12-11 2211 N9NC          599 NH AD4EB         599 TN
QSO: 28006 CW 2021-12-11 2212 N9NC          599 NH N4SS          599 KY
QSO: 28001 CW 2021-12-11 2213 N9NC          599 NH K1TO          599 FL
QSO: 28042 CW 2021-12-11 2214 N9NC          599 NH N4QS          599 KY
QSO: 28037 CW 2021-12-11 2215 N9NC          599 NH N4EK          599 FL
QSO: 28036 CW 2021-12-11 2217 N9NC          599 NH W1AN          599 CT
QSO: 28050 CW 2021-12-11 2218 N9NC          599 NH W5UE          599 MS
QSO: 28005 CW 2021-12-11 2224 N9NC          599 NH AA4NP         599 FL
QSO: 28005 CW 2021-12-11 2225 N9NC          599 NH K1BG          599 MA
QSO: 28006 CW 2021-12-11 2225 N9NC          599 NH N1CEO         599 MA
QSO: 28005 CW 2021-12-11 2229 N9NC          599 NH W0PV          599 FL
QSO: 28000 CW 2021-12-11 2236 N9NC          599 NH K3TW          599 FL
QSO: 28038 CW 2021-12-11 2239 N9NC          599 NH NN4X          599 FL
QSO: 28052 CW 2021-12-11 2239 N9NC          599 NH N4OX          599 FL
QSO: 28054 CW 2021-12-11 2240 N9NC          599 NH W9XT          599 WI
QSO: 28055 CW 2021-12-11 2240 N9NC          599 NH NN1N          599 IL
QSO: 28045 CW 2021-12-11 2241 N9NC          599 NH NE9U          599 WI
QSO: 28029 CW 2021-12-11 2243 N9NC          599 NH K8MR          599 FL
QSO: 28032 CW 2021-12-11 2243 N9NC          599 NH K5LG          599 AR
QSO: 28035 CW 2021-12-12 0230 N9NC          599 NH WA1F          599 FL
QSO: 28010 CW 2021-12-12 0232 N9NC          599 NH N4WW          599 FL
QSO: 28019 CW 2021-12-12 0235 N9NC          599 NH KM4HI         599 FL
QSO: 28028 CW 2021-12-12 0245 N9NC          599 NH N4BP          599 FL
QSO: 28021 CW 2021-12-12 0302 N9NC          599 NH K9OM          599 FL
QSO: 28037 CW 2021-12-12 0304 N9NC          599 NH K2PS          599 FL
QSO: 28023 CW 2021-12-12 1536 N9NC          599 NH AA1JD         599 MA
QSO: 28027 CW 2021-12-12 1538 N9NC          599 NH KK1W          599 MA
QSO: 28028 CW 2021-12-12 1555 N9NC          599 NH V51YJ         599 256
QSO: 28025 CW 2021-12-12 1830 N9NC          599 NH L33M          599 0197
QSO: 28040 CW 2021-12-12 1842 N9NC          599 NS LR1E          599 754
QSO: 28034 CW 2021-12-12 2140 N9NC          599 NH 3G3O          599 166
END-OF-LOG:
