START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: KL7SB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KL7SB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2015.
QSO: 28093 RY 2015-02-15 0014 KL7SB         599 W5NZ          599 140
QSO: 14099 RY 2015-02-15 0205 KL7SB         599 0128 AC0C          599 1457
QSO: 14000 RY 2015-02-15 0206 KL7SB         599 2129 AC2OC         599 0081
QSO: 14099 RY 2015-02-15 0209 KL7SB         599 0132 7K4QOK        599 0193
QSO: 14099 RY 2015-02-15 0209 KL7SB         599 0131 JA7LLL        599 0019
QSO: 14099 RY 2015-02-15 0210 KL7SB         599 0133 AD7JP         599 0562
QSO: 14101 RY 2015-02-15 0211 KL7SB         599 0135 K7MK          599 0047
QSO: 14099 RY 2015-02-15 0212 KL7SB         599 0136 JA1PCM        599 0132
QSO: 14099 RY 2015-02-15 0214 KL7SB         599 0137 JO7KMB        599 0295
QSO: 14099 RY 2015-02-15 0215 KL7SB         599 0139 WB8SKP        599 0175
QSO: 14097 RY 2015-02-15 0216 KL7SB         599 0140 AB0S          599 0013
QSO: 14000 RY 2015-02-15 0217 KL7SB         599 0143 AH6KO         599 0054
QSO: 14118 RY 2015-02-15 0221 KL7SB         599 145 AL1G          599 296
QSO: 14090 RY 2015-02-15 0222 KL7SB         599 146 AL9A          599 739
QSO:  7049 RY 2015-02-15 1507 KL7SB         599 147 AL9A          599 826
QSO:  7046 RY 2015-02-15 1508 KL7SB         599 0148 KU7T          599 0046
QSO:  7043 RY 2015-02-15 1510 KL7SB         599 0149 K6LRN         599 0431
QSO:  7056 RY 2015-02-15 1512 KL7SB         599 0150 KI7Y          599 0542
QSO:  7041 RY 2015-02-15 1515 KL7SB         599 0152 VA7KO         599 1236
QSO: 14088 RY 2015-02-15 1521 KL7SB         599 0153 IQ2CJ         599 0810
QSO: 21081 RY 2015-02-15 1529 KL7SB         599 0154 YU1UN         599 0963
QSO: 21086 RY 2015-02-15 1537 KL7SB         599 155 3Z5N          599 1043
QSO: 21089 RY 2015-02-15 1539 KL7SB         599 156 IQ9UI         599 0986
QSO: 14083 RY 2015-02-15 1805 KL7SB         599 157 DL65DARC      599 0699
QSO: 14000 RY 2015-02-15 1809 KL7SB         599 0160 S57SWR        599 0267
QSO: 14091 RY 2015-02-15 1809 KL7SB         599 1018 KC7CM         599 224
QSO: 14091 RY 2015-02-15 1816 KL7SB         599 0161 OZ6TL         599 0420
QSO: 14090 RY 2015-02-15 1821 KL7SB         599 163 OG6N          599 0462
QSO: 21000 RY 2015-02-15 1832 KL7SB         599 0166 VE7ACN        599 0054
QSO: 21093 RY 2015-02-15 1832 KL7SB         599 0167 NX0I          599 0137
QSO: 21093 RY 2015-02-15 1833 KL7SB         599 168 KH6ZM         599 553
QSO: 21093 RY 2015-02-15 1835 KL7SB         599 0171 N3QE          599 1122
QSO: 21079 RY 2015-02-15 1836 KL7SB         599 172 N9ZMO         599 179
QSO: 21093 RY 2015-02-15 1837 KL7SB         599 173 KC7CM         599 232
QSO: 21093 RY 2015-02-15 1838 KL7SB         599 0174 VC7G          599 0747
QSO: 21093 RY 2015-02-15 1839 KL7SB         599 175 K0TLG         599 529
QSO: 21093 RY 2015-02-15 1840 KL7SB         599 0176 K6LRN         599 0516
QSO: 21093 RY 2015-02-15 1841 KL7SB         599 177 KF6PKG        599 138
QSO: 21093 RY 2015-02-15 1843 KL7SB         599 0179 N5RZ          599 0620
QSO: 21093 RY 2015-02-15 1843 KL7SB         599 178 W7OM          599 516
QSO: 21093 RY 2015-02-15 1845 KL7SB         599 181 KH6GMP        599 146
QSO: 21095 RY 2015-02-15 1847 KL7SB         599 0182 WB8SKP        599 0122
QSO: 21093 RY 2015-02-15 1848 KL7SB         599 183 DL5AXX        599 0887
QSO: 21093 RY 2015-02-15 1849 KL7SB         599 0184 NN4MM         599 1044
QSO: 21104 RY 2015-02-15 1853 KL7SB         599 0185 KF7PG         599 0595
QSO: 21106 RY 2015-02-15 1856 KL7SB         599 0186 W4EE          599 0178
QSO: 21104 RY 2015-02-15 1857 KL7SB         599 0188 VA7AM         599 0673
QSO: 21000 RY 2015-02-15 1900 KL7SB         599 189 K3VYY         599 048
QSO: 21104 RY 2015-02-15 1901 KL7SB         599 189 N3NZ          599 155
QSO: 21104 RY 2015-02-15 1903 KL7SB         599 0191 VA3XH         599 0998
QSO: 21104 RY 2015-02-15 1904 KL7SB         599 192 NC0DX         599 1934
QSO: 21000 RY 2015-02-15 1905 KL7SB         599 0193 KB9DVC        599 0344
QSO: 21104 RY 2015-02-15 1905 KL7SB         599 0194 KA2D          599 0738
QSO: 21104 RY 2015-02-15 1911 KL7SB         599 0197 W7VXS         599 0638
QSO: 28000 RY 2015-02-15 1916 KL7SB         599 0200 WA8OJR        599 0182
QSO: 28105 RY 2015-02-15 1917 KL7SB         599 0201 W7BRO         599 0463
QSO: 28103 RY 2015-02-15 1920 KL7SB         599 0204 W1AN          599 0946
QSO: 28104 RY 2015-02-15 1920 KL7SB         599 0203 AB1QP         599 0190
QSO: 28102 RY 2015-02-15 1922 KL7SB         599 0205 K2RB          599 0068
QSO: 28103 RY 2015-02-15 1922 KL7SB         599 0206 NG1G          599 1299
QSO: 28103 RY 2015-02-15 1923 KL7SB         599 0207 KA1J          599 0084
QSO: 28101 RY 2015-02-15 1925 KL7SB         599 0209 KK4PHP        599 0095
QSO: 28103 RY 2015-02-15 1925 KL7SB         599 0211 W2TX          599 0173
QSO: 28103 RY 2015-02-15 1927 KL7SB         599 0212 NA2M          599 0162
QSO: 28103 RY 2015-02-15 1931 KL7SB         599 0215 CE3DNP        599 0473
QSO: 28103 RY 2015-02-15 1932 KL7SB         599 0217 K5ND          599 0154
QSO: 28000 RY 2015-02-15 1933 KL7SB         599 000 WD8ANZ        599 018
END-OF-LOG:
