START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: SZ1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1585122
CLUB: RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.86C
NAME: RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
OPERATORS: SV1DPI  SV1CIB  SV1EBV  SV1HKZ  SV1HLB  SV2HQL  SV1ENG
QSO:  7070 RY 2011-09-24 0121 SZ1A          599     20 SV     SP4YPB        599 15     DX
QSO:  7070 RY 2011-09-24 0125 SZ1A          599     20 SV     RA4FUN        599 16     DX
QSO:  7070 RY 2011-09-24 0126 SZ1A          599     20 SV     SQ8MXN        599 15     DX
QSO:  7070 RY 2011-09-24 0128 SZ1A          599     20 SV     DF5WW         599 14     DX
QSO:  7070 RY 2011-09-24 0129 SZ1A          599     20 SV     SK2T          599 14     DX
QSO:  7070 RY 2011-09-24 0129 SZ1A          599     20 SV     RW3WX         599 16     DX
QSO:  7070 RY 2011-09-24 0131 SZ1A          599     20 SV     DL7URH        599 14     DX
QSO:  7070 RY 2011-09-24 0132 SZ1A          599     20 SV     CT3BD         599 33     DX
QSO:  7070 RY 2011-09-24 0133 SZ1A          599     20 SV     DL5JBW        599 14     DX
QSO:  7070 RY 2011-09-24 0134 SZ1A          599     20 SV     PD7BZ         599 14     DX
QSO:  7070 RY 2011-09-24 0135 SZ1A          599     20 SV     RA3ATE        599 16     DX
QSO:  7070 RY 2011-09-24 0136 SZ1A          599     20 SV     SP3VSE        599 15     DX
QSO:  7070 RY 2011-09-24 0136 SZ1A          599     20 SV     RA4HL         599 16     DX
QSO:  7070 RY 2011-09-24 0137 SZ1A          599     20 SV     RA9UN         599 18     DX
QSO:  7070 RY 2011-09-24 0141 SZ1A          599     20 SV     DK9ETM        599 14     DX
QSO:  7070 RY 2011-09-24 0142 SZ1A          599     20 SV     UY2UQ         599 16     DX
QSO:  7070 RY 2011-09-24 0143 SZ1A          599     20 SV     SM4DQE        599 14     DX
QSO:  7070 RY 2011-09-24 0145 SZ1A          599     20 SV     F2AR          599 14     DX
QSO:  7070 RY 2011-09-24 0148 SZ1A          599     20 SV     UY7C          599 16     DX
QSO:  7070 RY 2011-09-24 0149 SZ1A          599     20 SV     UR7MZ         599 16     DX
QSO:  7070 RY 2011-09-24 0152 SZ1A          599     20 SV     K3MD          599 5      PA
QSO:  7070 RY 2011-09-24 0154 SZ1A          599     20 SV     K3MD          599 5      DX
QSO:  3592 RY 2011-09-24 0157 SZ1A          599     20 SV     LZ8E          599 20     DX
QSO:  3598 RY 2011-09-24 0202 SZ1A          599     20 SV     LZ9R          599 20     DX
QSO:  3598 RY 2011-09-24 0203 SZ1A          599     20 SV     UR0HQ         599 16     DX
QSO:  3598 RY 2011-09-24 0204 SZ1A          599     20 SV     YU1XX         599 15     DX
QSO:  3598 RY 2011-09-24 0204 SZ1A          599     20 SV     UR4U          599 16     DX
QSO:  3598 RY 2011-09-24 0207 SZ1A          599     20 SV     S56A          599 15     DX
QSO:  3598 RY 2011-09-24 0208 SZ1A          599     20 SV     YO3APJ        599 20     DX
QSO:  3598 RY 2011-09-24 0209 SZ1A          599     20 SV     OK2SG         599 15     DX
QSO:  3598 RY 2011-09-24 0210 SZ1A          599     20 SV     UZ2M          599 16     DX
QSO:  3598 RY 2011-09-24 0210 SZ1A          599     20 SV     UT8EL         599 16     DX
QSO:  3598 RY 2011-09-24 0211 SZ1A          599     20 SV     CN3A          599 33     DX
QSO:  3598 RY 2011-09-24 0214 SZ1A          599     20 SV     LZ2STO        599 20     DX
QSO:  3583 RY 2011-09-24 0226 SZ1A          599     20 SV     DF2TT         599 14     DX
QSO:  3583 RY 2011-09-24 0227 SZ1A          599     20 SV     UA3PT         599 16     DX
QSO:  7069 RY 2011-09-24 0235 SZ1A          599     20 SV     UW5U          599 16     DX
QSO:  7069 RY 2011-09-24 0236 SZ1A          599     20 SV     UC6A          599 16     DX
QSO:  7069 RY 2011-09-24 0236 SZ1A          599     20 SV     R2SA          599 16     DX
QSO:  7069 RY 2011-09-24 0237 SZ1A          599     20 SV     UA4ALI        599 16     DX
QSO:  7069 RY 2011-09-24 0237 SZ1A          599     20 SV     F8CRS         599 14     DX
QSO:  7069 RY 2011-09-24 0238 SZ1A          599     20 SV     OL2X          599 15     DX
QSO:  7069 RY 2011-09-24 0243 SZ1A          599     20 SV     YO8RAA        599 20     DX
QSO:  7069 RY 2011-09-24 0244 SZ1A          599     20 SV     DJ0MCZ        599 14     DX
QSO:  7069 RY 2011-09-24 0245 SZ1A          599     20 SV     OK5ZH         599 15     DX
QSO:  7069 RY 2011-09-24 0246 SZ1A          599     20 SV     OK6AB         599 15     DX
QSO:  7069 RY 2011-09-24 0248 SZ1A          599     20 SV     OK1MDK        599 15     DX
QSO:  7069 RY 2011-09-24 0251 SZ1A          599     20 SV     UT7MR         599 16     DX
QSO:  7069 RY 2011-09-24 0253 SZ1A          599     20 SV     S56A          599 15     DX
QSO:  7069 RY 2011-09-24 0255 SZ1A          599     20 SV     K0RC          599 4      MN
QSO:  7069 RY 2011-09-24 0256 SZ1A          599     20 SV     UT5ECZ        599 16     DX
QSO:  7069 RY 2011-09-24 0259 SZ1A          599     20 SV     F4FHZ         599 14     DX
QSO:  7069 RY 2011-09-24 0259 SZ1A          599     20 SV     F5VBT         599 14     DX
QSO:  7069 RY 2011-09-24 0301 SZ1A          599     20 SV     OK1VRF        599 15     DX
QSO:  7069 RY 2011-09-24 0302 SZ1A          599     20 SV     DJ5TT         599 14     DX
QSO:  7069 RY 2011-09-24 0303 SZ1A          599     20 SV     DK6NF         599 14     DX
QSO:  7069 RY 2011-09-24 0304 SZ1A          599     20 SV     UA9AL         599 17     DX
QSO:  7069 RY 2011-09-24 0305 SZ1A          599     20 SV     RU9AZ         599 17     DX
QSO:  7057 RY 2011-09-24 0311 SZ1A          599     20 SV     OK1KSL        599 15     DX
QSO:  7057 RY 2011-09-24 0312 SZ1A          599     20 SV     RX3ZX         599 16     DX
QSO:  7057 RY 2011-09-24 0313 SZ1A          599     20 SV     UT5PP         599 16     DX
QSO:  7049 RY 2011-09-24 0316 SZ1A          599     20 SV     OH6R          599 15     DX
QSO:  7058 RY 2011-09-24 0319 SZ1A          599     20 SV     K9OM          599 5      WI
QSO:  7058 RY 2011-09-24 0321 SZ1A          599     20 SV     DL2HYH        599 14     DX
QSO:  7058 RY 2011-09-24 0321 SZ1A          599     20 SV     OH3I          599 15     DX
QSO:  7058 RY 2011-09-24 0322 SZ1A          599     20 SV     DJ0TP         599 14     DX
QSO:  7058 RY 2011-09-24 0322 SZ1A          599     20 SV     R7MM          599 16     DX
QSO:  7058 RY 2011-09-24 0323 SZ1A          599     20 SV     KI0F          599 4      MN
QSO:  7058 RY 2011-09-24 0323 SZ1A          599     20 SV     UY7MM         599 16     DX
QSO:  7058 RY 2011-09-24 0324 SZ1A          599     20 SV     DF2BR         599 14     DX
QSO:  7058 RY 2011-09-24 0325 SZ1A          599     20 SV     CO3JT         599 8      DX
QSO:  7058 RY 2011-09-24 0326 SZ1A          599     20 SV     DB1RL         599 14     DX
QSO:  7058 RY 2011-09-24 0327 SZ1A          599     20 SV     RY9C          599 17     DX
QSO:  7058 RY 2011-09-24 0331 SZ1A          599     20 SV     SM6BGG        599 14     DX
QSO:  7058 RY 2011-09-24 0333 SZ1A          599     20 SV     RN3ZC         599 16     DX
QSO:  7058 RY 2011-09-24 0333 SZ1A          599     20 SV     US6CQ         599 16     DX
QSO:  7058 RY 2011-09-24 0335 SZ1A          599     20 SV     RN3DH         599 16     DX
QSO:  7058 RY 2011-09-24 0336 SZ1A          599     20 SV     HB9CAL        599 14     DX
QSO:  3584 RY 2011-09-24 0342 SZ1A          599     20 SV     IK2LTR        599 15     DX
QSO:  3584 RY 2011-09-24 0343 SZ1A          599     20 SV     PI4W          599 14     DX
QSO:  3584 RY 2011-09-24 0345 SZ1A          599     20 SV     OH6R          599 15     DX
QSO:  3584 RY 2011-09-24 0345 SZ1A          599     20 SV     CR6K          599 14     DX
QSO:  3584 RY 2011-09-24 0347 SZ1A          599     20 SV     S50X          599 15     DX
QSO:  3584 RY 2011-09-24 0350 SZ1A          599     20 SV     C4M           599 20     DX
QSO:  3584 RY 2011-09-24 0350 SZ1A          599     20 SV     HB9SVT        599 14     DX
QSO:  3584 RY 2011-09-24 0351 SZ1A          599     20 SV     OH8X          599 15     DX
QSO:  3584 RY 2011-09-24 0353 SZ1A          599     20 SV     DL1HSI        599 14     DX
QSO:  3584 RY 2011-09-24 0354 SZ1A          599     20 SV     DJ5TT         599 14     DX
QSO:  3584 RY 2011-09-24 0355 SZ1A          599     20 SV     OM6RK         599 15     DX
QSO:  3584 RY 2011-09-24 0356 SZ1A          599     20 SV     SP4YPB        599 15     DX
QSO:  3584 RY 2011-09-24 0357 SZ1A          599     20 SV     UR3AC         599 16     DX
QSO:  3584 RY 2011-09-24 0357 SZ1A          599     20 SV     YO6HSU        599 20     DX
QSO: 14093 RY 2011-09-24 0401 SZ1A          599     20 SV     UZ2M          599 16     DX
QSO: 14093 RY 2011-09-24 0402 SZ1A          599     20 SV     RT9S          599 16     DX
QSO: 14093 RY 2011-09-24 0403 SZ1A          599     20 SV     EX8AI         599 17     DX
QSO: 14094 RY 2011-09-24 0407 SZ1A          599     20 SV     RV6ACC        599 16     DX
QSO: 14093 RY 2011-09-24 0413 SZ1A          599     20 SV     UA3QJJ        599 16     DX
QSO: 21092 RY 2011-09-24 0459 SZ1A          599     20 SV     UB1AAZ        599 16     DX
QSO: 28092 RY 2011-09-24 0534 SZ1A          599     20 SV     UC0A          599 18     DX
QSO: 28092 RY 2011-09-24 0537 SZ1A          599     20 SV     RZ4HZW        599 16     DX
QSO: 28092 RY 2011-09-24 0539 SZ1A          599     20 SV     RY9C          599 17     DX
QSO: 28092 RY 2011-09-24 0541 SZ1A          599     20 SV     RK9UC         599 18     DX
QSO: 28092 RY 2011-09-24 0546 SZ1A          599     20 SV     RA4FP         599 16     DX
QSO: 28092 RY 2011-09-24 0548 SZ1A          599     20 SV     RA4HL         599 16     DX
QSO: 14093 RY 2011-09-24 0553 SZ1A          599     20 SV     RU1QY         599 16     DX
QSO: 14093 RY 2011-09-24 0554 SZ1A          599     20 SV     OM3R          599 15     DX
QSO: 14093 RY 2011-09-24 0554 SZ1A          599     20 SV     RU1QY         599 16     DX
QSO: 14093 RY 2011-09-24 0555 SZ1A          599     20 SV     SP3DOF        599 15     DX
QSO: 14094 RY 2011-09-24 0557 SZ1A          599     20 SV     IR2ITA        599 15     DX
QSO: 14094 RY 2011-09-24 0558 SZ1A          599     20 SV     IK1RKU        599 15     DX
QSO: 21108 RY 2011-09-24 0626 SZ1A          599     20 SV     RU4PH         599 16     DX
QSO: 21108 RY 2011-09-24 0627 SZ1A          599     20 SV     RU9AZ         599 17     DX
QSO: 21108 RY 2011-09-24 0628 SZ1A          599     20 SV     HL1VAU        599 25     DX
QSO: 21108 RY 2011-09-24 0629 SZ1A          599     20 SV     RA3XV         599 16     DX
QSO: 21108 RY 2011-09-24 0629 SZ1A          599     20 SV     OH6R          599 15     DX
QSO: 21108 RY 2011-09-24 0630 SZ1A          599     20 SV     JQ1BVI        599 25     DX
QSO: 21108 RY 2011-09-24 0630 SZ1A          599     20 SV     RQ3M          599 16     DX
QSO: 21108 RY 2011-09-24 0632 SZ1A          599     20 SV     UZ5HZZ        599 16     DX
QSO: 21108 RY 2011-09-24 0633 SZ1A          599     20 SV     G0MTN         599 14     DX
QSO: 21108 RY 2011-09-24 0634 SZ1A          599     20 SV     ZC4LI         599 20     DX
QSO: 21108 RY 2011-09-24 0635 SZ1A          599     20 SV     R2AT          599 16     DX
QSO: 21108 RY 2011-09-24 0635 SZ1A          599     20 SV     S57AW         599 15     DX
QSO: 21108 RY 2011-09-24 0636 SZ1A          599     20 SV     DL8OH         599 14     DX
QSO: 21108 RY 2011-09-24 0636 SZ1A          599     20 SV     DJ3IW         599 14     DX
QSO: 21108 RY 2011-09-24 0637 SZ1A          599     20 SV     OK2SG         599 15     DX
QSO: 21108 RY 2011-09-24 0637 SZ1A          599     20 SV     IV3TMV        599 15     DX
QSO: 21108 RY 2011-09-24 0638 SZ1A          599     20 SV     DC9ZP         599 14     DX
QSO: 21108 RY 2011-09-24 0638 SZ1A          599     20 SV     JA1UTZ        599 25     DX
QSO: 21108 RY 2011-09-24 0639 SZ1A          599     20 SV     RG9A          599 17     DX
QSO: 21108 RY 2011-09-24 0639 SZ1A          599     20 SV     OH8X          599 15     DX
QSO: 21108 RY 2011-09-24 0639 SZ1A          599     20 SV     UZ2M          599 16     DX
QSO: 21108 RY 2011-09-24 0640 SZ1A          599     20 SV     S50R          599 15     DX
QSO: 21108 RY 2011-09-24 0640 SZ1A          599     20 SV     DG0CG         599 14     DX
QSO: 21108 RY 2011-09-24 0640 SZ1A          599     20 SV     SP4BPH        599 15     DX
QSO: 21108 RY 2011-09-24 0641 SZ1A          599     20 SV     YT2T          599 15     DX
QSO: 21108 RY 2011-09-24 0641 SZ1A          599     20 SV     YL2IP         599 15     DX
QSO: 21108 RY 2011-09-24 0642 SZ1A          599     20 SV     JA1WPX        599 25     DX
QSO: 21108 RY 2011-09-24 0642 SZ1A          599     20 SV     RW9C          599 17     DX
QSO: 21108 RY 2011-09-24 0643 SZ1A          599     20 SV     UA9BS         599 17     DX
QSO: 21108 RY 2011-09-24 0643 SZ1A          599     20 SV     UA3TN         599 16     DX
QSO: 21108 RY 2011-09-24 0644 SZ1A          599     20 SV     JA6ZPR        599 25     DX
QSO: 21108 RY 2011-09-24 0645 SZ1A          599     20 SV     JA0EME        599 25     DX
QSO: 21108 RY 2011-09-24 0646 SZ1A          599     20 SV     JR2IYX        599 25     DX
QSO: 21108 RY 2011-09-24 0647 SZ1A          599     20 SV     OZ4VW         599 14     DX
QSO: 21108 RY 2011-09-24 0647 SZ1A          599     20 SV     RZ3AV         599 16     DX
QSO: 21108 RY 2011-09-24 0648 SZ1A          599     20 SV     JF1XPH        599 25     DX
QSO: 21108 RY 2011-09-24 0649 SZ1A          599     20 SV     SP3IC         599 15     DX
QSO: 21108 RY 2011-09-24 0649 SZ1A          599     20 SV     RL3A          599 16     DX
QSO: 21108 RY 2011-09-24 0650 SZ1A          599     20 SV     LX8M          599 14     DX
QSO: 28096 RY 2011-09-24 0659 SZ1A          599     20 SV     OH2ET         599 15     DX
QSO: 28096 RY 2011-09-24 0700 SZ1A          599     20 SV     YB8EXL        599 28     DX
QSO: 28096 RY 2011-09-24 0701 SZ1A          599     20 SV     RV3IC         599 16     DX
QSO: 28096 RY 2011-09-24 0701 SZ1A          599     20 SV     JA6DIJ        599 25     DX
QSO: 28096 RY 2011-09-24 0702 SZ1A          599     20 SV     ES2DJ         599 15     DX
QSO: 28096 RY 2011-09-24 0703 SZ1A          599     20 SV     LN5O          599 14     DX
QSO: 28096 RY 2011-09-24 0704 SZ1A          599     20 SV     LA3BO         599 14     DX
QSO: 28096 RY 2011-09-24 0704 SZ1A          599     20 SV     SV1HKD        599 20     DX
QSO: 28096 RY 2011-09-24 0705 SZ1A          599     20 SV     RL3A          599 16     DX
QSO: 28096 RY 2011-09-24 0705 SZ1A          599     20 SV     RX0AT         599 18     DX
QSO: 28096 RY 2011-09-24 0705 SZ1A          599     20 SV     SM5D          599 14     DX
QSO: 28096 RY 2011-09-24 0706 SZ1A          599     20 SV     SM3DXC        599 14     DX
QSO: 28096 RY 2011-09-24 0707 SZ1A          599     20 SV     S50XX         599 15     DX
QSO: 28096 RY 2011-09-24 0707 SZ1A          599     20 SV     JQ1BVI        599 25     DX
QSO: 28096 RY 2011-09-24 0708 SZ1A          599     20 SV     OH3QL         599 15     DX
QSO: 28096 RY 2011-09-24 0708 SZ1A          599     20 SV     ES9C          599 15     DX
QSO: 28096 RY 2011-09-24 0710 SZ1A          599     20 SV     UA1ALW        599 16     DX
QSO: 28096 RY 2011-09-24 0710 SZ1A          599     20 SV     UA4HJ         599 16     DX
QSO: 28096 RY 2011-09-24 0711 SZ1A          599     20 SV     OH3I          599 15     DX
QSO: 28096 RY 2011-09-24 0712 SZ1A          599     20 SV     RA4FUN        599 16     DX
QSO: 28096 RY 2011-09-24 0713 SZ1A          599     20 SV     JA8EIU        599 25     DX
QSO: 28096 RY 2011-09-24 0714 SZ1A          599     20 SV     UA0SIK/0      599 18     DX
QSO: 28096 RY 2011-09-24 0714 SZ1A          599     20 SV     JA8EOT        599 25     DX
QSO: 28096 RY 2011-09-24 0715 SZ1A          599     20 SV     JE7JDL        599 25     DX
QSO: 28096 RY 2011-09-24 0715 SZ1A          599     20 SV     RN1ON         599 16     DX
QSO: 28092 RY 2011-09-24 0721 SZ1A          599     20 SV     BD7IS         599 24     DX
QSO: 28114 RY 2011-09-24 0722 SZ1A          599     20 SV     E21YDP        599 26     DX
QSO: 28101 RY 2011-09-24 0723 SZ1A          599     20 SV     VR2XMT        599 24     DX
QSO: 28087 RY 2011-09-24 0726 SZ1A          599     20 SV     UA0YAY        599 23     DX
QSO: 21120 RY 2011-09-24 0729 SZ1A          599     20 SV     JA8LRG        599 25     DX
QSO: 21120 RY 2011-09-24 0730 SZ1A          599     20 SV     DJ3OS         599 14     DX
QSO: 21120 RY 2011-09-24 0731 SZ1A          599     20 SV     JE4MHL        599 25     DX
QSO: 21120 RY 2011-09-24 0732 SZ1A          599     20 SV     DL8ZAW        599 14     DX
QSO: 21120 RY 2011-09-24 0732 SZ1A          599     20 SV     SN2B          599 15     DX
QSO: 21120 RY 2011-09-24 0733 SZ1A          599     20 SV     PA0HOR        599 14     DX
QSO: 21120 RY 2011-09-24 0734 SZ1A          599     20 SV     RT9S          599 16     DX
QSO: 21120 RY 2011-09-24 0734 SZ1A          599     20 SV     RY9C          599 17     DX
QSO: 21120 RY 2011-09-24 0734 SZ1A          599     20 SV     DL1QW         599 14     DX
QSO: 21120 RY 2011-09-24 0735 SZ1A          599     20 SV     DJ5HB         599 14     DX
QSO: 21120 RY 2011-09-24 0737 SZ1A          599     20 SV     JS1IFK        599 25     DX
QSO: 21120 RY 2011-09-24 0739 SZ1A          599     20 SV     JA1UII        599 25     DX
QSO: 14109 RY 2011-09-24 0742 SZ1A          599     20 SV     PD0GK         599 14     DX
QSO: 14109 RY 2011-09-24 0742 SZ1A          599     20 SV     SP8TDV        599 15     DX
QSO: 14109 RY 2011-09-24 0743 SZ1A          599     20 SV     G3TDH         599 14     DX
QSO: 14109 RY 2011-09-24 0744 SZ1A          599     20 SV     SP7QJB        599 15     DX
QSO: 14109 RY 2011-09-24 0744 SZ1A          599     20 SV     UT7L          599 16     DX
QSO: 14109 RY 2011-09-24 0745 SZ1A          599     20 SV     SP3IC         599 15     DX
QSO: 14109 RY 2011-09-24 0745 SZ1A          599     20 SV     IW9HHB        599 15     DX
QSO: 14109 RY 2011-09-24 0745 SZ1A          599     20 SV     IW9HHB        599 15     DX
QSO: 14109 RY 2011-09-24 0746 SZ1A          599     20 SV     IK1WEG        599 15     DX
QSO: 14109 RY 2011-09-24 0746 SZ1A          599     20 SV     OH6R          599 15     DX
QSO: 14109 RY 2011-09-24 0747 SZ1A          599     20 SV     OK3MO         599 15     DX
QSO: 14109 RY 2011-09-24 0747 SZ1A          599     20 SV     UN7CH         599 17     DX
QSO: 14109 RY 2011-09-24 0748 SZ1A          599     20 SV     DC9ZP         599 14     DX
QSO: 14109 RY 2011-09-24 0748 SZ1A          599     20 SV     R7MM          599 16     DX
QSO: 14109 RY 2011-09-24 0749 SZ1A          599     20 SV     UT4XU         599 16     DX
QSO: 14109 RY 2011-09-24 0749 SZ1A          599     20 SV     DK9ETM        599 14     DX
QSO: 14109 RY 2011-09-24 0750 SZ1A          599     20 SV     SQ9FCH        599 15     DX
QSO: 14109 RY 2011-09-24 0751 SZ1A          599     20 SV     RA3ZSK        599 16     DX
QSO: 14109 RY 2011-09-24 0751 SZ1A          599     20 SV     PA3GVI        599 14     DX
QSO: 14109 RY 2011-09-24 0752 SZ1A          599     20 SV     DB4MZ         599 14     DX
QSO: 14109 RY 2011-09-24 0752 SZ1A          599     20 SV     YO9CWY        599 20     DX
QSO: 14109 RY 2011-09-24 0753 SZ1A          599     20 SV     LZ2STO        599 20     DX
QSO: 14109 RY 2011-09-24 0753 SZ1A          599     20 SV     EU1DX         599 16     DX
QSO: 14109 RY 2011-09-24 0754 SZ1A          599     20 SV     OH2LNH        599 15     DX
QSO: 14109 RY 2011-09-24 0754 SZ1A          599     20 SV     LY2BVB        599 15     DX
QSO: 14109 RY 2011-09-24 0755 SZ1A          599     20 SV     DK1LRS        599 14     DX
QSO: 14109 RY 2011-09-24 0756 SZ1A          599     20 SV     DJ5TT         599 14     DX
QSO: 14109 RY 2011-09-24 0757 SZ1A          599     20 SV     G0THY         599 14     DX
QSO: 14109 RY 2011-09-24 0759 SZ1A          599     20 SV     DK4WW         599 14     DX
QSO: 14109 RY 2011-09-24 0759 SZ1A          599     20 SV     Z35X          599 15     DX
QSO: 14109 RY 2011-09-24 0800 SZ1A          599     20 SV     DC4UX         599 14     DX
QSO: 14109 RY 2011-09-24 0800 SZ1A          599     20 SV     ED1R          599 14     DX
QSO: 14109 RY 2011-09-24 0801 SZ1A          599     20 SV     HB9CRV        599 14     DX
QSO: 14109 RY 2011-09-24 0801 SZ1A          599     20 SV     HA0MS         599 15     DX
QSO: 14109 RY 2011-09-24 0802 SZ1A          599     20 SV     UA9OG         599 18     DX
QSO: 14109 RY 2011-09-24 0802 SZ1A          599     20 SV     IK0EFR        599 15     DX
QSO: 14109 RY 2011-09-24 0803 SZ1A          599     20 SV     DL7XT         599 14     DX
QSO: 14109 RY 2011-09-24 0804 SZ1A          599     20 SV     IK6UBY        599 15     DX
QSO: 14109 RY 2011-09-24 0805 SZ1A          599     20 SV     IN3OWY/I2     599 15     DX
QSO: 28082 RY 2011-09-24 0807 SZ1A          599     20 SV     OH7KNM        599 15     DX
QSO: 28082 RY 2011-09-24 0808 SZ1A          599     20 SV     HL1VAU        599 25     DX
QSO: 28082 RY 2011-09-24 0809 SZ1A          599     20 SV     JH1LAH        599 25     DX
QSO: 28082 RY 2011-09-24 0809 SZ1A          599     20 SV     EA7ISH        599 14     DX
QSO: 28082 RY 2011-09-24 0810 SZ1A          599     20 SV     RG8K          599 17     DX
QSO: 28082 RY 2011-09-24 0810 SZ1A          599     20 SV     RU9AZ         599 17     DX
QSO: 28082 RY 2011-09-24 0811 SZ1A          599     20 SV     EA7AHA        599 14     DX
QSO: 28082 RY 2011-09-24 0812 SZ1A          599     20 SV     CT1EEK        599 14     DX
QSO: 28082 RY 2011-09-24 0813 SZ1A          599     20 SV     JI1RXQ        599 25     DX
QSO: 28082 RY 2011-09-24 0813 SZ1A          599     20 SV     OH8KA         599 15     DX
QSO: 28082 RY 2011-09-24 0814 SZ1A          599     20 SV     JA0NFP        599 25     DX
QSO: 28082 RY 2011-09-24 0814 SZ1A          599     20 SV     JA0DAI        599 25     DX
