START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: DL7YS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL7YS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2014.
QSO:  7009 CW 2014-05-24 0458 DL7YS         599 P49Y          599 576
QSO: 14027 CW 2014-05-24 0650 DL7YS         599 25 4L8A          599 793
QSO: 14027 CW 2014-05-24 0650 DL7YS         599 0006 UT7E          599 0476
QSO: 14023 CW 2014-05-24 0651 DL7YS         599 0027 YP8T          599 0580
QSO: 14018 CW 2014-05-24 0652 DL7YS         599 028 RM5A          599 0477
QSO: 14017 CW 2014-05-24 0653 DL7YS         599 029 HG6N          599 0722
QSO: 14015 CW 2014-05-24 0703 DL7YS         599 30 UP0L          599 853
QSO: 21033 CW 2014-05-24 0705 DL7YS         599 0031 YO8SS         599 0194
QSO: 21032 CW 2014-05-24 0706 DL7YS         599 0032 YO3APJ        599 0403
QSO: 21000 CW 2014-05-24 0710 DL7YS         599 036 E77A          599 0283
QSO: 21000 CW 2014-05-24 0710 DL7YS         599 0034 LZ2014KM      599 0056
QSO: 21049 CW 2014-05-24 0710 DL7YS         599 35 UN9GD         599 432
QSO: 21042 CW 2014-05-24 0712 DL7YS         599 0037 LZ8E          599 0990
QSO: 21040 CW 2014-05-24 0713 DL7YS         599 038 UC0A          599 211
QSO: 21034 CW 2014-05-24 0720 DL7YS         599 039 9A5D          599 0543
QSO: 21032 CW 2014-05-24 0721 DL7YS         599 040 LZ9W          599 0335
QSO: 21020 CW 2014-05-24 0723 DL7YS         599 41 R0AA          599 143
QSO: 21014 CW 2014-05-24 0724 DL7YS         599 042 UP2L          599 0994
QSO: 21008 CW 2014-05-24 0734 DL7YS         599 0043 YT8A          599 0592
QSO: 21004 CW 2014-05-24 0735 DL7YS         599 0044 4Z5TK         599 0408
QSO: 21003 CW 2014-05-24 0736 DL7YS         599 045 P33W          599 1693
QSO: 21053 CW 2014-05-24 1411 DL7YS         599 046 CT9/R9DX      599 1174
QSO: 21000 CW 2014-05-24 1413 DL7YS         599 47 YT7Z          599 751
QSO: 21024 CW 2014-05-24 1423 DL7YS         599 048 YU5R          599 0697
QSO: 14060 CW 2014-05-24 1425 DL7YS         599 049 YU7KW         599 0193
QSO: 14049 CW 2014-05-24 1427 DL7YS         599 0051 UZ2M          599 1402
QSO: 14050 CW 2014-05-24 1427 DL7YS         599 050 LZ9W          599 1219
QSO: 14047 CW 2014-05-24 1429 DL7YS         599 0052 RW4O          599 0095
QSO: 28036 CW 2014-05-24 1532 DL7YS         599 053 LZ2HM         599 0454
QSO: 28041 CW 2014-05-24 1707 DL7YS         599 055 9A1A          599 0540
QSO: 28028 CW 2014-05-24 1713 DL7YS         599 059 EA4TX         599 0085
QSO: 28036 CW 2014-05-24 1713 DL7YS         599 0056 PW2D          599 1471
QSO: 28031 CW 2014-05-24 1715 DL7YS         599 057 YT9X          599 1537
QSO: 28000 CW 2014-05-24 1716 DL7YS         599 0058 EF3W          599 0507
QSO: 28025 CW 2014-05-24 1716 DL7YS         599 060 9A3VM         599 0602
QSO: 28022 CW 2014-05-24 1723 DL7YS         599 0061 EF5R          599 0311
QSO: 28057 CW 2014-05-24 1734 DL7YS         599 062 F8AAN         599 0022
QSO: 28050 CW 2014-05-24 1735 DL7YS         599 063 CT9/R9DX      599 1660
QSO: 28044 CW 2014-05-24 1740 DL7YS         599 064 IY1GMS        599 0188
QSO: 21038 CW 2014-05-24 1747 DL7YS         599 0065 S53A          599 1132
QSO: 21032 CW 2014-05-24 1754 DL7YS         599 0066 KR2T          599 1150
QSO: 21027 CW 2014-05-24 1755 DL7YS         599 067 YT9X          599 1603
QSO: 21026 CW 2014-05-24 1756 DL7YS         599 0069 HB9ON         599 0964
QSO: 21027 CW 2014-05-24 1756 DL7YS         599 058 YT6A          599 1161
QSO: 21025 CW 2014-05-24 1757 DL7YS         599 0070 UA6HZ         599 1342
QSO: 21000 CW 2014-05-24 1800 DL7YS         599 71 HG140JLO      599 102
QSO: 21014 CW 2014-05-24 1801 DL7YS         599 73 WR1TC         599 1134
QSO: 21015 CW 2014-05-24 1801 DL7YS         599 0072 LZ5R          599 1059
QSO: 21009 CW 2014-05-24 1812 DL7YS         599 074 YT0A          599 1123
QSO: 21006 CW 2014-05-24 1813 DL7YS         599 076 TM0R          599 1734
QSO: 21004 CW 2014-05-24 1815 DL7YS         599 0076 KD4D          599 0634
QSO: 21067 CW 2014-05-24 1817 DL7YS         599 077 CN3A          599 2383
QSO: 21048 CW 2014-05-24 1838 DL7YS         599 079 IR2C          599 1447
QSO: 21044 CW 2014-05-24 1840 DL7YS         599 0080 EF8U          599 1518
QSO: 21037 CW 2014-05-24 1842 DL7YS         599 0082 EF3A          599 0283
QSO: 21040 CW 2014-05-24 1842 DL7YS         599 0081 RT7T          599 1481
QSO: 21036 CW 2014-05-24 1843 DL7YS         599 83 VY2TT         599 1695
QSO: 21033 CW 2014-05-24 1845 DL7YS         599 0084 EA3NT         599 0324
QSO: 21028 CW 2014-05-24 1846 DL7YS         599 085 9A1A          599 1126
QSO: 14043 CW 2014-05-24 1847 DL7YS         599 86 RA4Y          599 118
QSO: 14041 CW 2014-05-24 1849 DL7YS         599 087 OL6P          599 1075
QSO: 14000 CW 2014-05-24 1850 DL7YS         599 089 CS2C          599 1371
QSO: 14040 CW 2014-05-24 1850 DL7YS         599 0088 UA3AGW        599 0338
QSO: 14034 CW 2014-05-24 1853 DL7YS         599 90 RQ7M          599 972
QSO: 14000 CW 2014-05-24 1854 DL7YS         599 091 RM3Z          599 611
QSO:  7037 CW 2014-05-24 1855 DL7YS         599 092 UA9MA         599 1444
QSO:  7035 CW 2014-05-24 1859 DL7YS         599 0093 DF1LX         599 0417
QSO:  7035 CW 2014-05-24 1900 DL7YS         599 094 MM3N          599 619
QSO:  7035 CW 2014-05-24 1902 DL7YS         599 95 RG6A          599 455
QSO:  7000 CW 2014-05-24 1903 DL7YS         599 0097 HA30M         599 0108
QSO:  7000 CW 2014-05-24 1903 DL7YS         599 96 R2ZA          599 132
QSO:  7035 CW 2014-05-24 1904 DL7YS         599 0098 S56A          599 0572
QSO:  7035 CW 2014-05-24 1904 DL7YS         599 99 UD3D          599 438
QSO:  7000 CW 2014-05-24 1905 DL7YS         599 101 OK5WF         599 119
QSO:  7000 CW 2014-05-24 1905 DL7YS         599 0100 SP1AEN        599 0458
QSO:  7035 CW 2014-05-24 1930 DL7YS         599 102 OE2LCM        599 0425
QSO:  3529 CW 2014-05-24 1931 DL7YS         599 104 OL3R          599 0827
QSO:  3530 CW 2014-05-24 1931 DL7YS         599 103 9A1A          599 0363
QSO:  3500 CW 2014-05-24 1932 DL7YS         599 0125 YU0A          599 0264
QSO:  3525 CW 2014-05-24 1934 DL7YS         599 107 OU2V          599 0215
QSO:  3526 CW 2014-05-24 1934 DL7YS         599 0106 YP8T          599 0020
QSO:  3524 CW 2014-05-24 1935 DL7YS         599 109 YT4A          599 0316
QSO:  3525 CW 2014-05-24 1935 DL7YS         599 0108 UT0RM         599 0199
QSO:  3520 CW 2014-05-24 2001 DL7YS         599 111 SK3W          599 0114
QSO:  3521 CW 2014-05-24 2001 DL7YS         599 112 UX1UX         599 624
QSO:  3514 CW 2014-05-24 2009 DL7YS         599 115 EW8DJ         599 300
QSO:  3500 CW 2014-05-24 2010 DL7YS         599 116 DK0PO         599 059
QSO:  3513 CW 2014-05-24 2010 DL7YS         599 117 ES9C          599 0393
QSO:  3500 CW 2014-05-24 2037 DL7YS         599 118 DL8AKA        599 133
QSO:  3511 CW 2014-05-24 2039 DL7YS         599 119 HG6N          599 1863
QSO:  7000 CW 2014-05-24 2042 DL7YS         599 0120 OM3IAG        599 0290
QSO:  7031 CW 2014-05-24 2043 DL7YS         599 0122 LY2W          599 0445
QSO:  7032 CW 2014-05-24 2043 DL7YS         599 121 DL2ZBO        599 0187
QSO:  7024 CW 2014-05-24 2045 DL7YS         599 125 ES9C          599 1039
QSO:  7027 CW 2014-05-24 2045 DL7YS         599 123 SO4R          599 1329
QSO:  7000 CW 2014-05-24 2046 DL7YS         599 124 IK3UNA/1      599 446
QSO: 21061 CW 2014-05-25 0652 DL7YS         599 126 TM1A          599 0587
QSO: 21057 CW 2014-05-25 0653 DL7YS         599 127 S57C          599 1345
QSO: 21051 CW 2014-05-25 0656 DL7YS         599 0128 RO9A          599 1058
QSO: 21049 CW 2014-05-25 0657 DL7YS         599 0129 ED3T          599 2002
QSO: 21026 CW 2014-05-25 0658 DL7YS         599 0130 YP2DX         599 0351
QSO: 21017 CW 2014-05-25 0709 DL7YS         599 0131 9A3IH         599 0908
QSO: 28000 CW 2014-05-25 0717 DL7YS         599 132 LZ4T          599 0926
QSO: 14030 CW 2014-05-25 2120 DL7YS         599 133 R3KM          599 1883
QSO: 14029 CW 2014-05-25 2121 DL7YS         599 134 UW1M          599 2121
QSO: 14018 CW 2014-05-25 2127 DL7YS         599 136 ED7W          599 3668
QSO:  7000 CW 2014-05-25 2128 DL7YS         599 0136 SP2AYC        599 0235
QSO:  7035 CW 2014-05-25 2128 DL7YS         599 0136 OH2YL         599 0879
QSO:  7039 CW 2014-05-25 2130 DL7YS         599 139 SP2LNW        599 1922
QSO:  7039 CW 2014-05-25 2130 DL7YS         599 138 UT4LW         599 1980
QSO:  7000 CW 2014-05-25 2131 DL7YS         599 141 LY2AT         599 293
QSO:  7000 CW 2014-05-25 2131 DL7YS         599 140 OM8VL         599 324
QSO:  7039 CW 2014-05-25 2132 DL7YS         599 0145 DM4X          599 0934
QSO:  7039 CW 2014-05-25 2132 DL7YS         599 0146 G0T           599 0582
QSO:  7039 CW 2014-05-25 2132 DL7YS         599 143 II9P          599 1011
QSO:  7000 CW 2014-05-25 2133 DL7YS         599 0144 OK1AY         599 0623
QSO:  7000 CW 2014-05-25 2133 DL7YS         599 145 OK1FKD        599 333
QSO:  7039 CW 2014-05-25 2135 DL7YS         599 0147 UT5IA         599 0828
QSO:  3536 CW 2014-05-25 2137 DL7YS         599 148 UT5KO         599 193
QSO:  3537 CW 2014-05-25 2137 DL7YS         599 0149 LY5I          599 0514
QSO:  3537 CW 2014-05-25 2138 DL7YS         599 0150 S50P          599 0498
QSO:  3536 CW 2014-05-25 2139 DL7YS         599 151 UR7QC         599 944
QSO:  3537 CW 2014-05-25 2139 DL7YS         599 0151 SM3C          599 1242
QSO:  3500 CW 2014-05-25 2141 DL7YS         599 152 HA4N          599 499
END-OF-LOG:
