START-OF-LOG: 3.0
CALLSIGN: UA4FX
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 432432
CLUB:
LOCATION: DX
CREATED-BY: MixW 3.1.1
NAME: Pavel Vlasov
OPERATORS: UA4FX
SOAPBOX: FT DX-3000
SOAPBOX: Ant: 80M - LW, 40M - IV, 20-10M - Tribander
QSO: 14096 RY 2016-02-13 1821 UA4FX         599 063    RK4FF         599 733
QSO: 14095 RY 2016-02-13 1822 UA4FX         599 064    YL4U          599 560
QSO: 14096 RY 2016-02-13 1824 UA4FX         599 065    DP7D          599 915
QSO: 14097 RY 2016-02-13 1825 UA4FX         599 066    LY7Z          599 046
QSO: 14098 RY 2016-02-13 1825 UA4FX         599 067    IZ5NFD        599 028
QSO: 14098 RY 2016-02-13 1826 UA4FX         599 068    9A5D          599 1105
QSO: 14100 RY 2016-02-13 1828 UA4FX         599 069    SV6DBL        599 092
QSO: 14104 RY 2016-02-13 1832 UA4FX         599 070    UW9I          599 519
QSO: 14105 RY 2016-02-13 1833 UA4FX         599 071    LX7I          599 308
QSO: 14106 RY 2016-02-13 1835 UA4FX         599 072    UZ5U          599 131
QSO: 14107 RY 2016-02-13 1836 UA4FX         599 073    DR5N          599 254
QSO: 14111 RY 2016-02-13 1838 UA4FX         599 074    YO5BYV        599 187
QSO: 14113 RY 2016-02-13 1840 UA4FX         599 075    UR3CMA        599 008
QSO: 14108 RY 2016-02-13 1907 UA4FX         599 076    YP0C          599 562
QSO: 14091 RY 2016-02-13 1911 UA4FX         599 077    IT9PZM        599 352
QSO: 14092 RY 2016-02-13 1914 UA4FX         599 078    YU7AU         599 261
QSO: 14081 RY 2016-02-13 1927 UA4FX         599 079    LZ2ZY         599 342
QSO: 14084 RY 2016-02-13 1928 UA4FX         599 080    HG7T          599 1300
QSO: 14095 RY 2016-02-13 1932 UA4FX         599 081    ED1R          599 1465
QSO:  7033 RY 2016-02-13 1934 UA4FX         599 082    UX7UW         599 051
QSO:  7034 RY 2016-02-13 1936 UA4FX         599 083    SQ9UM         599 858
QSO:  7034 RY 2016-02-13 1937 UA4FX         599 084    SZ1A          599 1757
QSO:  7035 RY 2016-02-13 1938 UA4FX         599 085    BD0AAI        599 076
QSO:  7035 RY 2016-02-13 1939 UA4FX         599 086    SP5UUD        599 416
QSO:  7036 RY 2016-02-13 1940 UA4FX         599 087    HB2K          599 435
QSO:  7036 RY 2016-02-13 1943 UA4FX         599 088    JH4UTP        599 179
QSO:  7037 RY 2016-02-13 1945 UA4FX         599 089    UT5M          599 1559
QSO:  7039 RY 2016-02-13 1948 UA4FX         599 090    HA1AD         599 038
QSO:  7041 RY 2016-02-13 1949 UA4FX         599 091    YU7U          599 175
QSO:  7042 RY 2016-02-13 1951 UA4FX         599 092    9A1A          599 887
QSO:  7042 RY 2016-02-13 1952 UA4FX         599 093    JA3QOS        599 317
QSO:  7048 RY 2016-02-13 1959 UA4FX         599 094    RW0A          599 467
QSO:  7049 RY 2016-02-13 2001 UA4FX         599 095    A61EK         599 031
QSO:  7049 RY 2016-02-13 2002 UA4FX         599 096    YL6W          599 495
QSO:  7050 RY 2016-02-13 2003 UA4FX         599 097    OK1KSL        599 1032
QSO:  7052 RY 2016-02-13 2007 UA4FX         599 098    DK3T          599 395
QSO:  7051 RY 2016-02-13 2010 UA4FX         599 099    MW2I          599 301
QSO:  7051 RY 2016-02-13 2015 UA4FX         599 100    M3I           599 706
QSO:  7052 RY 2016-02-13 2016 UA4FX         599 101    DG1VL         599 460
QSO:  7054 RY 2016-02-13 2017 UA4FX         599 102    7Z1SJ         599 155
QSO:  7055 RY 2016-02-13 2018 UA4FX         599 103    SM6NOC        599 542
QSO:  7055 RY 2016-02-13 2039 UA4FX         599 104    5B4AMM        599 785
QSO:  7056 RY 2016-02-13 2046 UA4FX         599 105    9A5K          599 298
QSO:  7058 RY 2016-02-13 2048 UA4FX         599 106    EA6SX         599 622
QSO:  7057 RY 2016-02-13 2051 UA4FX         599 107    IQ9UI         599 1341
QSO:  7057 RY 2016-02-13 2052 UA4FX         599 108    UT2II         599 069
QSO:  7057 RY 2016-02-13 2053 UA4FX         599 109    IZ8EPX        599 680
QSO:  7060 RY 2016-02-13 2057 UA4FX         599 110    LZ7A          599 493
QSO:  7059 RY 2016-02-13 2058 UA4FX         599 111    LA8PDA        599 171
QSO:  7051 RY 2016-02-13 2104 UA4FX         599 112    S51DX         599 313
QSO:  7049 RY 2016-02-13 2108 UA4FX         599 113    4K6FO         599 227
QSO:  7046 RY 2016-02-13 2110 UA4FX         599 114    DF0BLM        599 529
QSO:  7044 RY 2016-02-13 2112 UA4FX         599 115    HG1S          599 1245
QSO:  7042 RY 2016-02-13 2114 UA4FX         599 116    HG7T          599 1426
QSO:  7040 RY 2016-02-13 2117 UA4FX         599 117    SI6W          599 241
QSO:  7039 RY 2016-02-13 2119 UA4FX         599 118    JA2BQX        599 223
QSO:  7038 RY 2016-02-13 2120 UA4FX         599 119    JA1OVD        599 449
QSO:  7039 RY 2016-02-13 2121 UA4FX         599 120    A65DC         599 015
QSO:  7037 RY 2016-02-13 2123 UA4FX         599 121    UW1M          599 1849
QSO:  7035 RY 2016-02-13 2125 UA4FX         599 122    OG2P          599 836
QSO:  7034 RY 2016-02-13 2126 UA4FX         599 123    LZ8E          599 1606
QSO:  7033 RY 2016-02-13 2127 UA4FX         599 124    JR4OZR        599 770
QSO:  3579 RY 2016-02-13 2131 UA4FX         599 125    UT5M          599 1704
QSO:  3582 RY 2016-02-13 2132 UA4FX         599 126    UR7EU         599 056
QSO:  3583 RY 2016-02-13 2136 UA4FX         599 127    RW0A          599 476
QSO:  3584 RY 2016-02-13 2138 UA4FX         599 128    S52X          599 587
QSO:  3586 RY 2016-02-13 2139 UA4FX         599 129    US7KC         599 487
QSO:  3588 RY 2016-02-13 2142 UA4FX         599 130    SP5UUD        599 523
QSO:  3593 RY 2016-02-13 2144 UA4FX         599 131    UN1L          599 505
QSO:  3593 RY 2016-02-13 2146 UA4FX         599 132    SP6GCU        599 264
QSO:  3593 RY 2016-02-13 2146 UA4FX         599 133    DL5AXX        599 523
QSO:  3595 RY 2016-02-13 2147 UA4FX         599 134    OK2SFP        599 478
QSO:  3597 RY 2016-02-13 2149 UA4FX         599 135    LY98O         599 921
QSO:  3598 RY 2016-02-13 2151 UA4FX         599 136    LZ8E          599 1638
QSO:  3601 RY 2016-02-13 2152 UA4FX         599 137    LX7I          599 438
QSO:  3608 RY 2016-02-13 2159 UA4FX         599 138    UA1OMS        599 040
QSO:  3581 RY 2016-02-13 2202 UA4FX         599 139    HA8BT         599 327
QSO:  3585 RY 2016-02-13 2205 UA4FX         599 140    RU1AB         599 530
QSO:  3585 RY 2016-02-13 2206 UA4FX         599 141    RC5Z          599 649
QSO:  3587 RY 2016-02-13 2207 UA4FX         599 142    UW1M          599 1904
QSO:  3588 RY 2016-02-13 2208 UA4FX         599 143    UR5EPV        599 215
QSO:  3590 RY 2016-02-13 2211 UA4FX         599 144    OL7M          599 1623
QSO:  3591 RY 2016-02-13 2212 UA4FX         599 145    SQ2RGB        599 461
QSO:  3595 RY 2016-02-13 2218 UA4FX         599 146    UT7EJ         599 231
QSO:  3595 RY 2016-02-13 2219 UA4FX         599 147    UA9LAO        599 105
QSO:  3595 RY 2016-02-13 2222 UA4FX         599 148    HA8BE         599 168
QSO:  3597 RY 2016-02-13 2228 UA4FX         599 149    RT7N          599 544
QSO:  3579 RY 2016-02-14 0550 UA4FX         599 150    EU8A          599 363
QSO:  3587 RY 2016-02-14 0552 UA4FX         599 151    UX5IO         599 671
QSO:  7036 RY 2016-02-14 0557 UA4FX         599 152    YU1AST        599 640
QSO:  7036 RY 2016-02-14 0558 UA4FX         599 153    DQ4W          599 838
QSO:  7038 RY 2016-02-14 0600 UA4FX         599 154    YO4NF         599 505
QSO:  7039 RY 2016-02-14 0603 UA4FX         599 155    UX1UX         599 682
QSO:  7040 RY 2016-02-14 0604 UA4FX         599 156    RC5Z          599 694
QSO:  7042 RY 2016-02-14 0606 UA4FX         599 157    RW4PFF        599 218
QSO:  7044 RY 2016-02-14 0624 UA4FX         599 158    YL2KF         599 665
QSO:  7045 RY 2016-02-14 0626 UA4FX         599 159    RA4HL         599 807
QSO:  7046 RY 2016-02-14 0628 UA4FX         599 160    UR0HQ         599 568
QSO:  7045 RY 2016-02-14 0629 UA4FX         599 161    OH3FM         599 816
QSO:  7048 RY 2016-02-14 0631 UA4FX         599 162    OG3P          599 470
QSO:  7050 RY 2016-02-14 0633 UA4FX         599 163    LY2BUU        599 557
QSO:  7051 RY 2016-02-14 0634 UA4FX         599 164    F4DPW         599 230
QSO:  7052 RY 2016-02-14 0635 UA4FX         599 165    DH6BH         599 332
QSO:  7056 RY 2016-02-14 0639 UA4FX         599 166    OG30OJ        599 994
QSO:  7058 RY 2016-02-14 0640 UA4FX         599 167    SM6BZV        599 292
QSO:  7059 RY 2016-02-14 0641 UA4FX         599 168    SO9T          599 1355
QSO:  7064 RY 2016-02-14 0645 UA4FX         599 169    UA6CE         599 991
QSO:  7065 RY 2016-02-14 0646 UA4FX         599 170    IQ6AN         599 1604
QSO: 28088 RY 2016-02-14 0651 UA4FX         599 171    RU0LL         599 221
QSO: 28089 RY 2016-02-14 0653 UA4FX         599 172    JF8EPR        599 444
QSO: 28092 RY 2016-02-14 0654 UA4FX         599 173    A61DJ         599 765
QSO: 28093 RY 2016-02-14 0722 UA4FX         599 174    R9VA          599 296
QSO: 28096 RY 2016-02-14 0723 UA4FX         599 175    RA0WHE        599 303
QSO: 28096 RY 2016-02-14 0724 UA4FX         599 176    RM0W          599 166
QSO: 28097 RY 2016-02-14 0725 UA4FX         599 177    IQ9UI         599 1911
QSO: 28098 RY 2016-02-14 0726 UA4FX         599 178    UN5GAV        599 343
QSO: 28098 RY 2016-02-14 0727 UA4FX         599 179    JA7BME        599 713
QSO: 28102 RY 2016-02-14 0728 UA4FX         599 180    JH4UTP        599 266
QSO: 28104 RY 2016-02-14 0729 UA4FX         599 181    JR4OZR        599 947
QSO: 28082 RY 2016-02-14 0732 UA4FX         599 182    UA0LMO        599 335
QSO: 28084 RY 2016-02-14 0733 UA4FX         599 183    RW0A          599 573
QSO: 28083 RY 2016-02-14 0734 UA4FX         599 184    UC0A          599 669
QSO: 28085 RY 2016-02-14 0737 UA4FX         599 185    XW1IC         599 910
QSO: 28087 RY 2016-02-14 0742 UA4FX         599 186    RN0CT         599 117
QSO: 28090 RY 2016-02-14 0743 UA4FX         599 187    RD0A          599 276
QSO: 28080 RY 2016-02-14 0820 UA4FX         599 188    RW0BG         599 133
QSO: 28095 RY 2016-02-14 0831 UA4FX         599 189    RW0SR         599 833
QSO: 28097 RY 2016-02-14 0834 UA4FX         599 190    IK4UQA        599 222
QSO: 28098 RY 2016-02-14 0834 UA4FX         599 191    HB9FKK        599 083
QSO: 28098 RY 2016-02-14 0837 UA4FX         599 192    E21YDP        599 454
QSO: 28096 RY 2016-02-14 0839 UA4FX         599 193    DF3QG         599 002
QSO: 28096 RY 2016-02-14 0840 UA4FX         599 194    HB3YKU        599 012
QSO: 28096 RY 2016-02-14 0841 UA4FX         599 195    IZ2JNN        599 012
QSO: 28096 RY 2016-02-14 0842 UA4FX         599 196    DR0Y          599 084
QSO: 28096 RY 2016-02-14 0842 UA4FX         599 197    DF8JK         599 157
QSO: 28096 RY 2016-02-14 0843 UA4FX         599 198    G4MUL         599 051
QSO: 28096 RY 2016-02-14 0844 UA4FX         599 199    G0HVQ         599 592
QSO: 28096 RY 2016-02-14 0845 UA4FX         599 200    DK5CM         599 069
QSO: 28096 RY 2016-02-14 0845 UA4FX         599 201    IK3ORD        599 341
QSO: 28096 RY 2016-02-14 0846 UA4FX         599 202    F6IRG         599 074
QSO: 28096 RY 2016-02-14 0846 UA4FX         599 203    DO1RS         599 037
QSO: 28096 RY 2016-02-14 0850 UA4FX         599 204    LX9LARU       599 977
QSO: 28096 RY 2016-02-14 0850 UA4FX         599 205    G3P           599 152
QSO: 28096 RY 2016-02-14 0851 UA4FX         599 206    F6AUS         599 050
QSO: 28096 RY 2016-02-14 0852 UA4FX         599 207    DF6YC         599 012
QSO: 28096 RY 2016-02-14 0853 UA4FX         599 208    IZ3ETU        599 012
QSO: 28096 RY 2016-02-14 0854 UA4FX         599 209    DL2VE         599 024
QSO: 28096 RY 2016-02-14 0854 UA4FX         599 210    SV1GYG        599 101
QSO: 28096 RY 2016-02-14 0855 UA4FX         599 211    DJ9KH         599 112
QSO: 28096 RY 2016-02-14 0858 UA4FX         599 212    F8BUO         599 113
QSO: 28096 RY 2016-02-14 0858 UA4FX         599 213    IQ3WW         599 282
QSO: 28096 RY 2016-02-14 0859 UA4FX         599 214    IK3HAR        599 023
QSO: 28096 RY 2016-02-14 0900 UA4FX         599 215    IV3AEB        599 056
QSO: 28096 RY 2016-02-14 0900 UA4FX         599 216    IT9PZM        599 450
QSO: 28096 RY 2016-02-14 0901 UA4FX         599 217    IU4CHE        599 492
QSO: 28096 RY 2016-02-14 0901 UA4FX         599 218    DL5JS         599 773
QSO: 28096 RY 2016-02-14 0902 UA4FX         599 219    G4ZOB         599 114
QSO: 28096 RY 2016-02-14 0902 UA4FX         599 220    DF5EM         599 081
QSO: 28096 RY 2016-02-14 0903 UA4FX         599 221    PD0MHZ        599 287
QSO: 28096 RY 2016-02-14 0904 UA4FX         599 222    DG6ME         599 036
QSO: 28096 RY 2016-02-14 0905 UA4FX         599 223    DH5WB         599 223
QSO: 28096 RY 2016-02-14 0906 UA4FX         599 224    F6GCI         599 335
QSO: 28096 RY 2016-02-14 0907 UA4FX         599 225    DL1AKL        599 205
QSO: 28096 RY 2016-02-14 0908 UA4FX         599 226    F5MKD         599 110
QSO: 28096 RY 2016-02-14 0909 UA4FX         599 227    F5BBD         599 229
QSO: 28096 RY 2016-02-14 0910 UA4FX         599 228    DJ3IW         599 156
QSO: 28096 RY 2016-02-14 0911 UA4FX         599 229    SV1DOO        599 082
QSO: 28096 RY 2016-02-14 0911 UA4FX         599 230    IK2SBB        599 519
QSO: 28096 RY 2016-02-14 0912 UA4FX         599 231    ON6AT         599 243
QSO: 28096 RY 2016-02-14 0913 UA4FX         599 232    IK0BZE        599 098
QSO: 28096 RY 2016-02-14 0916 UA4FX         599 233    DL4SDT        599 037
QSO: 28096 RY 2016-02-14 0916 UA4FX         599 234    IQ1RY         599 2029
QSO: 28096 RY 2016-02-14 0917 UA4FX         599 235    G3KNU         599 137
QSO: 28096 RY 2016-02-14 0917 UA4FX         599 236    DJ4MH         599 503
QSO: 28096 RY 2016-02-14 0918 UA4FX         599 237    G8VPE         599 031
QSO: 28096 RY 2016-02-14 0920 UA4FX         599 238    IT9DSZ        599 068
QSO: 28096 RY 2016-02-14 0922 UA4FX         599 239    II2V          599 1300
QSO: 28096 RY 2016-02-14 0923 UA4FX         599 240    ON6NL         599 078
QSO: 28096 RY 2016-02-14 0923 UA4FX         599 241    IZ0TSC        599 079
QSO: 28096 RY 2016-02-14 0924 UA4FX         599 242    DJ3OS         599 240
QSO: 28096 RY 2016-02-14 0925 UA4FX         599 243    G4FPA         599 222
QSO: 28096 RY 2016-02-14 0926 UA4FX         599 244    ON4ACW        599 047
QSO: 28096 RY 2016-02-14 0927 UA4FX         599 245    DL4ZA         599 347
QSO: 28096 RY 2016-02-14 0928 UA4FX         599 246    IW3FVZ        599 317
QSO: 28096 RY 2016-02-14 0928 UA4FX         599 247    DB2KT         599 364
QSO: 28096 RY 2016-02-14 0930 UA4FX         599 248    DK3AX         599 018
QSO: 28096 RY 2016-02-14 0931 UA4FX         599 249    IU1BSV        599 109
QSO: 28096 RY 2016-02-14 0931 UA4FX         599 250    S53F          599 474
QSO: 28096 RY 2016-02-14 0932 UA4FX         599 251    ON5GQ         599 711
QSO: 28096 RY 2016-02-14 0932 UA4FX         599 252    IT9WDC        599 376
QSO: 28096 RY 2016-02-14 0935 UA4FX         599 253    ON4AIQ        599 009
QSO: 28096 RY 2016-02-14 0936 UA4FX         599 254    DL4MBY        599 006
QSO: 28096 RY 2016-02-14 0937 UA4FX         599 255    2E0DSQ        599 258
QSO: 28096 RY 2016-02-14 0939 UA4FX         599 256    DL3LBM        599 076
QSO: 28096 RY 2016-02-14 0939 UA4FX         599 257    I0UZF         599 313
QSO: 28096 RY 2016-02-14 0940 UA4FX         599 258    IW2MXY        599 578
QSO: 28096 RY 2016-02-14 0941 UA4FX         599 259    IZ3LUF        599 283
QSO: 28096 RY 2016-02-14 0941 UA4FX         599 260    F6CQU         599 176
QSO: 28096 RY 2016-02-14 0942 UA4FX         599 261    IU3BPW        599 123
QSO: 28096 RY 2016-02-14 0942 UA4FX         599 262    I1DXD         599 467
QSO: 28096 RY 2016-02-14 0943 UA4FX         599 263    DJ1TU         599 333
QSO: 28096 RY 2016-02-14 0943 UA4FX         599 264    OO7R          599 114
QSO: 28096 RY 2016-02-14 0944 UA4FX         599 265    IW3HXR        599 331
QSO: 28096 RY 2016-02-14 0945 UA4FX         599 266    TM9K          599 618
QSO: 28096 RY 2016-02-14 0945 UA4FX         599 267    M0CAR         599 051
QSO: 28096 RY 2016-02-14 0948 UA4FX         599 268    IU4DTV        599 100
QSO: 28096 RY 2016-02-14 0948 UA4FX         599 269    IQ2CU         599 830
QSO: 28096 RY 2016-02-14 0951 UA4FX         599 270    IK0XBX        599 107
QSO: 28082 RY 2016-02-14 0956 UA4FX         599 271    ON5UN         599 229
QSO: 28084 RY 2016-02-14 1041 UA4FX         599 272    E7TT          599 330
QSO: 28084 RY 2016-02-14 1043 UA4FX         599 273    GM4FDM        599 653
QSO: 28086 RY 2016-02-14 1044 UA4FX         599 274    9A5D          599 1916
QSO: 28087 RY 2016-02-14 1045 UA4FX         599 275    LX7I          599 229
QSO: 28087 RY 2016-02-14 1046 UA4FX         599 276    RK3DXW        599 1053
QSO: 28088 RY 2016-02-14 1046 UA4FX         599 277    G4XEX         599 218
QSO: 28089 RY 2016-02-14 1047 UA4FX         599 278    F5RD          599 468
QSO: 28090 RY 2016-02-14 1048 UA4FX         599 279    SV9COL        599 298
QSO: 28096 RY 2016-02-14 1051 UA4FX         599 280    M3I           599 1021
QSO: 28096 RY 2016-02-14 1052 UA4FX         599 281    M0A           599 1021
QSO: 28098 RY 2016-02-14 1053 UA4FX         599 282    SZ1A          599 2660
QSO: 28100 RY 2016-02-14 1054 UA4FX         599 283    DR5N          599 302
QSO: 28102 RY 2016-02-14 1059 UA4FX         599 284    E2X           599 1306
QSO: 28102 RY 2016-02-14 1059 UA4FX         599 285    IK4QJF        599 242
QSO: 28106 RY 2016-02-14 1101 UA4FX         599 286    IV3SKB        599 069
QSO: 28116 RY 2016-02-14 1103 UA4FX         599 287    LX9EG         599 564
QSO: 21079 RY 2016-02-14 1111 UA4FX         599 288    UN5GAV        599 454
QSO: 21081 RY 2016-02-14 1112 UA4FX         599 289    OM5CD         599 937
QSO: 21081 RY 2016-02-14 1113 UA4FX         599 290    DL6NDW        599 955
QSO: 21082 RY 2016-02-14 1113 UA4FX         599 291    HB9ZZ         599 944
QSO: 21084 RY 2016-02-14 1115 UA4FX         599 292    DJ6QT         599 981
QSO: 21085 RY 2016-02-14 1116 UA4FX         599 293    EA8DO         599 606
QSO: 21086 RY 2016-02-14 1118 UA4FX         599 294    IK4DCX        599 311
QSO: 21087 RY 2016-02-14 1118 UA4FX         599 295    OH6K          599 502
QSO: 21088 RY 2016-02-14 1119 UA4FX         599 296    OH3FM         599 1095
QSO: 21089 RY 2016-02-14 1121 UA4FX         599 297    ED2C          599 302
QSO: 21089 RY 2016-02-14 1122 UA4FX         599 298    RW0A          599 1214
QSO: 21091 RY 2016-02-14 1123 UA4FX         599 299    SQ9V          599 137
QSO: 21090 RY 2016-02-14 1124 UA4FX         599 300    PY1GQ         599 472
QSO: 21091 RY 2016-02-14 1126 UA4FX         599 301    GM5M          599 552
QSO: 21096 RY 2016-02-14 1227 UA4FX         599 302    LA3S          599 766
QSO: 21097 RY 2016-02-14 1228 UA4FX         599 303    G8X           599 516
QSO: 21097 RY 2016-02-14 1230 UA4FX         599 304    OK2PCL        599 219
QSO: 21097 RY 2016-02-14 1231 UA4FX         599 305    IN3UFW        599 154
QSO: 21097 RY 2016-02-14 1232 UA4FX         599 306    YU1NR         599 028
QSO: 21097 RY 2016-02-14 1233 UA4FX         599 307    DK0WRTC       599 548
QSO: 21097 RY 2016-02-14 1234 UA4FX         599 308    DL3SYA        599 598
QSO: 21097 RY 2016-02-14 1234 UA4FX         599 309    OK7GU         599 139
QSO: 21097 RY 2016-02-14 1235 UA4FX         599 310    IQ2CU         599 913
QSO: 21097 RY 2016-02-14 1237 UA4FX         599 311    YO5NY         599 206
QSO: 21097 RY 2016-02-14 1237 UA4FX         599 312    SM6BGG        599 606
QSO: 21097 RY 2016-02-14 1238 UA4FX         599 313    IV3KSE        599 166
QSO: 21097 RY 2016-02-14 1239 UA4FX         599 314    J42P          599 746
QSO: 21097 RY 2016-02-14 1241 UA4FX         599 315    SQ2TOM        599 187
QSO: 21097 RY 2016-02-14 1243 UA4FX         599 316    DD5M          599 409
QSO: 21097 RY 2016-02-14 1243 UA4FX         599 317    OK1XC         599 331
QSO: 21097 RY 2016-02-14 1244 UA4FX         599 318    SQ9FCF        599 136
QSO: 21097 RY 2016-02-14 1245 UA4FX         599 319    HA8V          599 472
QSO: 21097 RY 2016-02-14 1246 UA4FX         599 320    DJ8EW         599 694
QSO: 21097 RY 2016-02-14 1247 UA4FX         599 321    OH6GAZ        599 287
QSO: 21097 RY 2016-02-14 1248 UA4FX         599 322    OZ3SMH        599 079
QSO: 21097 RY 2016-02-14 1248 UA4FX         599 323    SP5CGN        599 272
