START-OF-LOG: 3.0
LOCATION: STX
CALLSIGN: NK5G/5
CLUB: None
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 125686
OPERATORS: NK5G
SOAPBOX: Wokred the contest via remote control using PC and iPhone
QSO: 28111 RY 2014-02-09 1826 NK5G/5        599 0235   VE7KW         599 0307
QSO: 28111 RY 2014-02-09 1829 NK5G/5        599 0236   ND3R          599 0111
QSO: 28111 RY 2014-02-09 1830 NK5G/5        599 0237   W7VAS         599 0024
QSO: 28111 RY 2014-02-09 1830 NK5G/5        599 0238   CO6EC         599 0145
QSO: 28111 RY 2014-02-09 1833 NK5G/5        599 0239   WD1S          599 0061
QSO: 28111 RY 2014-02-09 1840 NK5G/5        599 0240   K7LFY         599 0642
QSO: 28111 RY 2014-02-09 1840 NK5G/5        599 0241   WA3TD         599 0117
QSO: 28111 RY 2014-02-09 1847 NK5G/5        599 0242   NN6XX         599 0903
QSO: 28111 RY 2014-02-09 1848 NK5G/5        599 0243   W1CCE         599 0543
QSO: 28111 RY 2014-02-09 1850 NK5G/5        599 0244   K6GHA         599 0723
QSO: 28111 RY 2014-02-09 1851 NK5G/5        599 0245   W3FV          599 1203
QSO: 28111 RY 2014-02-09 1852 NK5G/5        599 0246   XE2/N6KZB     599 0420
QSO: 28111 RY 2014-02-09 1853 NK5G/5        599 0247   W5GDX         599 0601
QSO: 28111 RY 2014-02-09 1853 NK5G/5        599 0248   N3AFT         599 0067
QSO: 28111 RY 2014-02-09 1856 NK5G/5        599 0249   KU6J          599 0299
QSO: 28111 RY 2014-02-09 1858 NK5G/5        599 0250   K6BIR         599 0228
QSO: 28111 RY 2014-02-09 1859 NK5G/5        599 0251   KN3A          599 0171
QSO: 28111 RY 2014-02-09 1902 NK5G/5        599 0252   W6KGP         599 0372
QSO: 28111 RY 2014-02-09 1903 NK5G/5        599 0253   K6KAL         599 0064
QSO: 28111 RY 2014-02-09 1903 NK5G/5        599 0254   N6QQ          599 0451
QSO: 28111 RY 2014-02-09 1904 NK5G/5        599 0255   VE3CGR        599 0127
QSO: 28111 RY 2014-02-09 1904 NK5G/5        599 0256   WS9M          599 0208
QSO: 28111 RY 2014-02-09 1905 NK5G/5        599 0257   K6IT          599 0110
QSO: 28111 RY 2014-02-09 1905 NK5G/5        599 0258   NR2C          599 0915
QSO: 28111 RY 2014-02-09 1906 NK5G/5        599 0259   N2WK          599 0492
QSO: 28111 RY 2014-02-09 1906 NK5G/5        599 0260   NB0O          599 0247
QSO: 28111 RY 2014-02-09 1907 NK5G/5        599 0261   AB1J          599 0313
QSO: 28111 RY 2014-02-09 1909 NK5G/5        599 0262   NA2M          599 0426
QSO: 28111 RY 2014-02-09 1911 NK5G/5        599 0263   WX6V          599 0512
QSO: 28111 RY 2014-02-09 1912 NK5G/5        599 0264   NJ1F          599 0122
QSO: 28111 RY 2014-02-09 1913 NK5G/5        599 0265   K7GS          599 0150
QSO: 28111 RY 2014-02-09 1915 NK5G/5        599 0266   K7EA          599 0690
QSO: 28111 RY 2014-02-09 1917 NK5G/5        599 0267   KB1LRL        599 0340
QSO: 14105 RY 2014-02-09 2008 NK5G/5        599 0268   AB2ZY         599 0602
QSO: 14105 RY 2014-02-09 2010 NK5G/5        599 0269   K7WLF         599 0100
QSO: 14105 RY 2014-02-09 2010 NK5G/5        599 0270   VE3FH         599 0556
QSO: 14105 RY 2014-02-09 2011 NK5G/5        599 0271   W2OR          599 0644
QSO: 14105 RY 2014-02-09 2011 NK5G/5        599 0272   KF7IQ         599 0504
QSO: 14105 RY 2014-02-09 2013 NK5G/5        599 0273   K0SDW         599 0100
QSO: 14105 RY 2014-02-09 2016 NK5G/5        599 0274   WE5DX         599 0726
QSO: 14105 RY 2014-02-09 2019 NK5G/5        599 0275   W4DVG         599 0293
QSO: 14105 RY 2014-02-09 2021 NK5G/5        599 0276   WB5TUF        599 1411
QSO: 14105 RY 2014-02-09 2021 NK5G/5        599 0277   K0ALT         599 1007
QSO: 14105 RY 2014-02-09 2022 NK5G/5        599 0278   AB1QP         599 0113
QSO: 14105 RY 2014-02-09 2024 NK5G/5        599 0279   NW2K          599 0283
QSO: 14105 RY 2014-02-09 2025 NK5G/5        599 0280   VE3JI         599 0438
QSO: 14105 RY 2014-02-09 2026 NK5G/5        599 0281   VC7J          599 0764
QSO: 14105 RY 2014-02-09 2027 NK5G/5        599 0282   NN6NN         599 0271
QSO: 14105 RY 2014-02-09 2027 NK5G/5        599 0283   VE1DX         599 0198
QSO: 14105 RY 2014-02-09 2028 NK5G/5        599 0284   W7SLS         599 0235
QSO: 14105 RY 2014-02-09 2039 NK5G/5        599 0285   AD7ND         599 0455
QSO: 14105 RY 2014-02-09 2043 NK5G/5        599 0286   NA0CW         599 1825
QSO: 14105 RY 2014-02-09 2045 NK5G/5        599 0287   K4RUM         599 0253
QSO: 14105 RY 2014-02-09 2047 NK5G/5        599 0288   K9JWI         599 0677
QSO: 14105 RY 2014-02-09 2049 NK5G/5        599 0289   KC8SQC        599 0114
QSO: 14105 RY 2014-02-09 2049 NK5G/5        599 0290   K4VV          599 0523
QSO: 14105 RY 2014-02-09 2052 NK5G/5        599 0291   KB9DVC        599 0471
QSO: 14105 RY 2014-02-09 2053 NK5G/5        599 0292   VA2AM         599 1154
QSO: 14105 RY 2014-02-09 2054 NK5G/5        599 0293   K1SD          599 0643
QSO: 14105 RY 2014-02-09 2054 NK5G/5        599 0294   N0MGK         599 0096
QSO: 14105 RY 2014-02-09 2055 NK5G/5        599 0295   VE2NMB        599 0658
QSO: 14105 RY 2014-02-09 2057 NK5G/5        599 0296   W3FIZ         599 0963
QSO: 14105 RY 2014-02-09 2058 NK5G/5        599 0297   EA2KU         599 1889
QSO: 14105 RY 2014-02-09 2059 NK5G/5        599 0298   K3FH          599 0156
QSO: 14105 RY 2014-02-09 2100 NK5G/5        599 0299   KS4YX         599 0398
QSO: 14105 RY 2014-02-09 2100 NK5G/5        599 0300   K3IU          599 0510
QSO: 14105 RY 2014-02-09 2101 NK5G/5        599 0301   W6UFO         599 0130
QSO: 14105 RY 2014-02-09 2103 NK5G/5        599 0302   N9LD          599 0350
QSO: 14105 RY 2014-02-09 2104 NK5G/5        599 0303   CO2CW         599 0617
QSO: 14105 RY 2014-02-09 2105 NK5G/5        599 0304   K8VE          599 0166
QSO: 14105 RY 2014-02-09 2105 NK5G/5        599 0305   N9CK          599 0611
QSO: 14105 RY 2014-02-09 2106 NK5G/5        599 0306   W3SA          599 0320
QSO: 14105 RY 2014-02-09 2106 NK5G/5        599 0307   K2YG          599 0672
