START-OF-LOG: 3.0
CONTEST: WW-DIGI
CALLSIGN: BI4KYT
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
GRID-LOCATOR: OM86
CLAIMED-SCORE: 0
NAME: JUNCHANGWANG
OPERATORS: BI4KYT
CLUB: HARC
CREATED-BY: N1MM Logger+ 1.0.10715.0
QSO:   21091 DG 2025-08-30 1201 BI4KYT           OM86   JH4XSY/P         PM95    
QSO:   21091 DG 2025-08-30 1302 BI4KYT           OM86   YE3AIY           OI52    
QSO:   21091 DG 2025-08-30 1302 BI4KYT           OM86   YE3AIY           OI52    
QSO:   21091 DG 2025-08-30 1303 BI4KYT           OM86   KO3O             FM19    
QSO:   21091 DG 2025-08-30 1303 BI4KYT           OM86   KO3O             FM19    
QSO:   21091 DG 2025-08-30 1304 BI4KYT           OM86   EA2DYB           IN83    
QSO:   21091 DG 2025-08-30 1304 BI4KYT           OM86   EA2DYB           IN83    
QSO:   21091 DG 2025-08-30 1306 BI4KYT           OM86   EA2DYB           IN83    
QSO:   21091 DG 2025-08-30 1306 BI4KYT           OM86   EA2DYB           IN83    
QSO:   21091 DG 2025-08-30 1308 BI4KYT           OM86   SV8SYK           KM39    
QSO:   21091 DG 2025-08-30 1308 BI4KYT           OM86   SV8SYK           KM39    
QSO:   21091 DG 2025-08-30 1309 BI4KYT           OM86   YD2GYO           OI43    
QSO:   21091 DG 2025-08-30 1309 BI4KYT           OM86   YD2GYO           OI43    
QSO:   21091 DG 2025-08-30 1312 BI4KYT           OM86   EI8KN            IO62    
QSO:   21091 DG 2025-08-30 1312 BI4KYT           OM86   EI8KN            IO62    
QSO:   21091 DG 2025-08-30 1314 BI4KYT           OM86   SO1RON           JO73    
QSO:   21091 DG 2025-08-30 1314 BI4KYT           OM86   SO1RON           JO73    
QSO:   21091 DG 2025-08-30 1316 BI4KYT           OM86   M7OBF            IO94    
QSO:   21091 DG 2025-08-30 1316 BI4KYT           OM86   M7OBF            IO94    
QSO:   21091 DG 2025-08-30 1321 BI4KYT           OM86   LY1R             KO14    
QSO:   21091 DG 2025-08-30 1321 BI4KYT           OM86   LY1R             KO14    
QSO:   21091 DG 2025-08-30 1324 BI4KYT           OM86   SV8SYK           KM39    
QSO:   21091 DG 2025-08-30 1324 BI4KYT           OM86   SV8SYK           KM39    
QSO:   21091 DG 2025-08-30 1329 BI4KYT           OM86   BA3XM            OM87    
QSO:   21091 DG 2025-08-30 1329 BI4KYT           OM86   BA3XM            OM87    
QSO:   21091 DG 2025-08-30 1330 BI4KYT           OM86   W1OP             FN41    
QSO:   21091 DG 2025-08-30 1330 BI4KYT           OM86   W1OP             FN41    
QSO:   21091 DG 2025-08-30 1332 BI4KYT           OM86   K2MK             EL98    
QSO:   21091 DG 2025-08-30 1332 BI4KYT           OM86   K2MK             EL98    
QSO:   21091 DG 2025-08-30 1333 BI4KYT           OM86   RC4HAA           LO53    
QSO:   21091 DG 2025-08-30 1333 BI4KYT           OM86   RC4HAA           LO53    
QSO:   21091 DG 2025-08-30 1338 BI4KYT           OM86   M0JBM            IO81    
QSO:   21091 DG 2025-08-30 1338 BI4KYT           OM86   M0JBM            IO81    
QSO:   21091 DG 2025-08-30 1339 BI4KYT           OM86   R0AX             NO56    
QSO:   21091 DG 2025-08-30 1339 BI4KYT           OM86   R0AX             NO56    
QSO:   21091 DG 2025-08-30 1340 BI4KYT           OM86   DL4DBM           JO31    
QSO:   21091 DG 2025-08-30 1340 BI4KYT           OM86   DL4DBM           JO31    
QSO:   21091 DG 2025-08-30 1342 BI4KYT           OM86   BG0ETY           NN33    
QSO:   21091 DG 2025-08-30 1342 BI4KYT           OM86   BG0ETY           NN33    
QSO:   21091 DG 2025-08-30 1350 BI4KYT           OM86   G4CUS            JO00    
QSO:   21091 DG 2025-08-30 1356 BI4KYT           OM86   DF8QB            JO31    
QSO:   21091 DG 2025-08-30 1357 BI4KYT           OM86   YB3HQM           OI51    
QSO:   21091 DG 2025-08-30 1359 BI4KYT           OM86   SV8SYK           KM39    
QSO:   21091 DG 2025-08-30 1401 BI4KYT           OM86   PE1FTV           JO21    
QSO:   21091 DG 2025-08-30 1402 BI4KYT           OM86   BD4JN            OM86    
QSO:   21091 DG 2025-08-30 1403 BI4KYT           OM86   R3LC             KO64    
QSO:   21091 DG 2025-08-30 1405 BI4KYT           OM86   IT9MRM           JM77    
QSO:   21091 DG 2025-08-30 1409 BI4KYT           OM86   7A8M             OI94    
QSO:   21091 DG 2025-08-30 1411 BI4KYT           OM86   PY2QT            GG76    
QSO:   21091 DG 2025-08-30 1412 BI4KYT           OM86   S51DD            JN76    
QSO:   21091 DG 2025-08-30 1416 BI4KYT           OM86   CT1EHK           IM58    
QSO:   21091 DG 2025-08-30 1418 BI4KYT           OM86   9J2FI            KH44    
QSO:   21091 DG 2025-08-30 1427 BI4KYT           OM86   DG5LP            JN48    
QSO:   21091 DG 2025-08-30 1428 BI4KYT           OM86   IV3JAK           JN66    
QSO:   21091 DG 2025-08-30 1429 BI4KYT           OM86   R1NBG            KP71    
QSO:   21091 DG 2025-08-30 1431 BI4KYT           OM86   SP9MRP           JO90    
QSO:   21091 DG 2025-08-30 1431 BI4KYT           OM86   SP9MRP           JO90    
QSO:   21091 DG 2025-08-30 1436 BI4KYT           OM86   S53F             JN75    
QSO:   21091 DG 2025-08-30 1436 BI4KYT           OM86   S53F             JN75    
QSO:   21091 DG 2025-08-30 1438 BI4KYT           OM86   G7SQC            IO90    
QSO:   21091 DG 2025-08-30 1438 BI4KYT           OM86   G7SQC            IO90    
QSO:   21091 DG 2025-08-30 1439 BI4KYT           OM86   YC7PZO           OI78    
QSO:   21091 DG 2025-08-30 1439 BI4KYT           OM86   YC7PZO           OI78    
QSO:   21091 DG 2025-08-30 1441 BI4KYT           OM86   IU3MDI           JN55    
QSO:   21091 DG 2025-08-30 1441 BI4KYT           OM86   IU3MDI           JN55    
QSO:   21091 DG 2025-08-30 1454 BI4KYT           OM86   K5VIP            FM16    
QSO:   21091 DG 2025-08-30 1455 BI4KYT           OM86   UT5UN            KO50    
QSO:   21091 DG 2025-08-30 1457 BI4KYT           OM86   PA3EOU           JO22    
QSO:   21091 DG 2025-08-30 1504 BI4KYT           OM86   PA5WT            JO22    
QSO:   21091 DG 2025-08-30 1504 BI4KYT           OM86   PA5WT            JO22    
QSO:   21091 DG 2025-08-30 1506 BI4KYT           OM86   OZ1ADL           JO46    
QSO:   21091 DG 2025-08-30 1506 BI4KYT           OM86   OZ1ADL           JO46    
QSO:   21091 DG 2025-08-30 1508 BI4KYT           OM86   BI4KYG           OM86    
QSO:   21091 DG 2025-08-30 1508 BI4KYT           OM86   BI4KYG           OM86    
QSO:   21091 DG 2025-08-30 1509 BI4KYT           OM86   BI4IWL           OM86    
QSO:   21091 DG 2025-08-30 1509 BI4KYT           OM86   BI4IWL           OM86    
QSO:   21091 DG 2025-08-30 1511 BI4KYT           OM86   YL2CI            KO06    
QSO:   21091 DG 2025-08-30 1511 BI4KYT           OM86   YL2CI            KO06    
QSO:   21091 DG 2025-08-30 1520 BI4KYT           OM86   OE3HLB           JN78    
QSO:   21091 DG 2025-08-30 1520 BI4KYT           OM86   OE3HLB           JN78    
QSO:   21091 DG 2025-08-30 1522 BI4KYT           OM86   PY5KD            GG54    
QSO:   21091 DG 2025-08-30 1522 BI4KYT           OM86   PY5KD            GG54    
QSO:   21091 DG 2025-08-30 1524 BI4KYT           OM86   PA4GDR           JO32    
QSO:   21091 DG 2025-08-30 1524 BI4KYT           OM86   PA4GDR           JO32    
QSO:   21091 DG 2025-08-30 1534 BI4KYT           OM86   DK2AT            JO50    
QSO:   21091 DG 2025-08-30 1534 BI4KYT           OM86   DK2AT            JO50    
QSO:   21091 DG 2025-08-30 1535 BI4KYT           OM86   DL4DW            JO40    
QSO:   21091 DG 2025-08-30 1535 BI4KYT           OM86   DL4DW            JO40    
QSO:   21091 DG 2025-08-30 1537 BI4KYT           OM86   S53F             JN75    
QSO:   21091 DG 2025-08-30 1537 BI4KYT           OM86   S53F             JN75    
QSO:   21091 DG 2025-08-30 1538 BI4KYT           OM86   IC8TEM           JN70    
QSO:   21091 DG 2025-08-30 1538 BI4KYT           OM86   IC8TEM           JN70    
QSO:   21091 DG 2025-08-30 1540 BI4KYT           OM86   SP9IHP           JO90    
QSO:   21091 DG 2025-08-30 1540 BI4KYT           OM86   SP9IHP           JO90    
QSO:   21091 DG 2025-08-30 1540 BI4KYT           OM86   9A5ST            JN83    
QSO:   21091 DG 2025-08-30 1540 BI4KYT           OM86   9A5ST            JN83    
QSO:   21091 DG 2025-08-30 1546 BI4KYT           OM86   R3DIG            KO95    
QSO:   21091 DG 2025-08-30 1546 BI4KYT           OM86   R3DIG            KO95    
QSO:   21091 DG 2025-08-30 1547 BI4KYT           OM86   PA3EMN           JO22    
QSO:   21091 DG 2025-08-30 1547 BI4KYT           OM86   PA3EMN           JO22    
QSO:   21091 DG 2025-08-30 1549 BI4KYT           OM86   GI7NKK           IO74    
QSO:   21091 DG 2025-08-30 1549 BI4KYT           OM86   GI7NKK           IO74    
QSO:   21091 DG 2025-08-30 1551 BI4KYT           OM86   PY5GA            GG54    
QSO:   21091 DG 2025-08-30 1551 BI4KYT           OM86   PY5GA            GG54    
QSO:   21091 DG 2025-08-30 1552 BI4KYT           OM86   R3BAV            KO85    
QSO:   21091 DG 2025-08-30 1552 BI4KYT           OM86   R3BAV            KO85    
QSO:   21091 DG 2025-08-30 1554 BI4KYT           OM86   DV1K             PK04    
QSO:   21091 DG 2025-08-30 1554 BI4KYT           OM86   DV1K             PK04    
QSO:   21091 DG 2025-08-30 1555 BI4KYT           OM86   HB9IKO           JN37    
QSO:   21091 DG 2025-08-30 1555 BI4KYT           OM86   HB9IKO           JN37    
QSO:   21091 DG 2025-08-30 1559 BI4KYT           OM86   LT5D             GF12    
QSO:   21091 DG 2025-08-30 1559 BI4KYT           OM86   LT5D             GF12    
QSO:   21091 DG 2025-08-30 1600 BI4KYT           OM86   LT5D             GF12    
QSO:   21091 DG 2025-08-30 1600 BI4KYT           OM86   LT5D             GF12    
QSO:   21091 DG 2025-08-30 1601 BI4KYT           OM86   F5RAV            JN09    
QSO:   21091 DG 2025-08-30 1601 BI4KYT           OM86   F5RAV            JN09    
QSO:   21091 DG 2025-08-30 1605 BI4KYT           OM86   OG3Z             KP11    
QSO:   21091 DG 2025-08-30 1605 BI4KYT           OM86   OG3Z             KP11    
QSO:   21091 DG 2025-08-30 1606 BI4KYT           OM86   YU4STE           KN04    
QSO:   21091 DG 2025-08-30 1606 BI4KYT           OM86   YU4STE           KN04    
QSO:   21091 DG 2025-08-30 1610 BI4KYT           OM86   2E0CVN           IO80    
QSO:   21091 DG 2025-08-30 1610 BI4KYT           OM86   2E0CVN           IO80    
QSO:   21091 DG 2025-08-30 1611 BI4KYT           OM86   F6EKU            JN05    
QSO:   21091 DG 2025-08-30 1611 BI4KYT           OM86   F6EKU            JN05    
QSO:   21091 DG 2025-08-30 1620 BI4KYT           OM86   PA4O             JO33    
QSO:   21081 DG 2025-08-30 1631 BI4KYT           OM86   F8FTY            IN78    
QSO:   21081 DG 2025-08-30 1631 BI4KYT           OM86   F8FTY            IN78    
QSO:   21081 DG 2025-08-30 1633 BI4KYT           OM86   PY5QW            GG54    
QSO:   21081 DG 2025-08-30 1633 BI4KYT           OM86   PY5QW            GG54    
QSO:   21081 DG 2025-08-30 1633 BI4KYT           OM86   SV1DZB           KM18    
QSO:   21081 DG 2025-08-30 1633 BI4KYT           OM86   SV1DZB           KM18    
QSO:   21081 DG 2025-08-30 1634 BI4KYT           OM86   5B4AMM           KM65    
QSO:   21081 DG 2025-08-30 1634 BI4KYT           OM86   5B4AMM           KM65    
QSO:   21081 DG 2025-08-30 1635 BI4KYT           OM86   IZ0FVD           JN61    
QSO:   21081 DG 2025-08-30 1635 BI4KYT           OM86   IZ0FVD           JN61    
QSO:   21081 DG 2025-08-30 1635 BI4KYT           OM86   DL2NBY           JN59    
QSO:   21081 DG 2025-08-30 1635 BI4KYT           OM86   DL2NBY           JN59    
QSO:   21081 DG 2025-08-30 1636 BI4KYT           OM86   DO8ZB            JN57    
QSO:   21081 DG 2025-08-30 1636 BI4KYT           OM86   DO8ZB            JN57    
QSO:   21081 DG 2025-08-30 1637 BI4KYT           OM86   ON6LEO           JO21    
QSO:   21081 DG 2025-08-30 1637 BI4KYT           OM86   ON6LEO           JO21    
QSO:   21081 DG 2025-08-30 1638 BI4KYT           OM86   YO3GNF           KN34    
QSO:   21081 DG 2025-08-30 1638 BI4KYT           OM86   YO3GNF           KN34    
QSO:   21081 DG 2025-08-30 1638 BI4KYT           OM86   DO5OT            JO62    
QSO:   21081 DG 2025-08-30 1638 BI4KYT           OM86   DO5OT            JO62    
QSO:   21081 DG 2025-08-30 1640 BI4KYT           OM86   I2XIP            JN45    
QSO:   21081 DG 2025-08-30 1640 BI4KYT           OM86   I2XIP            JN45    
QSO:   21081 DG 2025-08-30 1641 BI4KYT           OM86   PA6Q             JO32    
QSO:   21081 DG 2025-08-30 1641 BI4KYT           OM86   PA6Q             JO32    
QSO:   21081 DG 2025-08-30 1641 BI4KYT           OM86   PA6Q             JO32    
QSO:   21081 DG 2025-08-30 1641 BI4KYT           OM86   PA6Q             JO32    
QSO:   21081 DG 2025-08-30 1642 BI4KYT           OM86   KI1G             FN41    
QSO:   21081 DG 2025-08-30 1642 BI4KYT           OM86   KI1G             FN41    
QSO:   21081 DG 2025-08-30 1643 BI4KYT           OM86   KI1G             FN41    
QSO:   21081 DG 2025-08-30 1643 BI4KYT           OM86   KI1G             FN41    
QSO:   21081 DG 2025-08-30 1644 BI4KYT           OM86   G2KS             IO84    
QSO:   21081 DG 2025-08-30 1644 BI4KYT           OM86   G2KS             IO84    
QSO:   21081 DG 2025-08-30 1645 BI4KYT           OM86   OE1XTU           JN88    
QSO:   21081 DG 2025-08-30 1645 BI4KYT           OM86   OE1XTU           JN88    
QSO:   21081 DG 2025-08-30 1646 BI4KYT           OM86   EA2ESU           IN92    
QSO:   21081 DG 2025-08-30 1646 BI4KYT           OM86   EA2ESU           IN92    
QSO:   21081 DG 2025-08-30 1646 BI4KYT           OM86   DO3CAT           JO32    
QSO:   21081 DG 2025-08-30 1646 BI4KYT           OM86   DO3CAT           JO32    
QSO:   21081 DG 2025-08-30 1647 BI4KYT           OM86   YL3NU            KO27    
QSO:   21081 DG 2025-08-30 1647 BI4KYT           OM86   YL3NU            KO27    
QSO:   21081 DG 2025-08-30 1647 BI4KYT           OM86   4X1ST            KM72    
QSO:   21081 DG 2025-08-30 1647 BI4KYT           OM86   4X1ST            KM72    
QSO:   21081 DG 2025-08-30 1648 BI4KYT           OM86   DF7CB            JO31    
QSO:   21081 DG 2025-08-30 1648 BI4KYT           OM86   DF7CB            JO31    
QSO:   21081 DG 2025-08-30 1649 BI4KYT           OM86   BI4IWL           OM86    
QSO:   21081 DG 2025-08-30 1649 BI4KYT           OM86   BI4IWL           OM86    
QSO:   21081 DG 2025-08-30 1650 BI4KYT           OM86   M0JBM            IO81    
QSO:   21081 DG 2025-08-30 1650 BI4KYT           OM86   M0JBM            IO81    
QSO:   21081 DG 2025-08-30 1651 BI4KYT           OM86   SP4NKJ           KO13    
QSO:   21081 DG 2025-08-30 1651 BI4KYT           OM86   SP4NKJ           KO13    
QSO:   21081 DG 2025-08-30 1651 BI4KYT           OM86   OK4YL            JN99    
QSO:   21081 DG 2025-08-30 1651 BI4KYT           OM86   OK4YL            JN99    
QSO:   21081 DG 2025-08-30 1652 BI4KYT           OM86   YO4YPC           KN44    
QSO:   21081 DG 2025-08-30 1652 BI4KYT           OM86   YO4YPC           KN44    
QSO:   21081 DG 2025-08-30 1652 BI4KYT           OM86   SM6MVE           JO67    
QSO:   21081 DG 2025-08-30 1652 BI4KYT           OM86   SM6MVE           JO67    
QSO:   21081 DG 2025-08-30 1653 BI4KYT           OM86   YU3A             JN95    
QSO:   21081 DG 2025-08-30 1653 BI4KYT           OM86   YU3A             JN95    
QSO:   21081 DG 2025-08-30 1653 BI4KYT           OM86   YB8MJG           OI94    
QSO:   21081 DG 2025-08-30 1653 BI4KYT           OM86   YB8MJG           OI94    
QSO:   21081 DG 2025-08-30 1654 BI4KYT           OM86   IC8CUQ           JN70    
QSO:   21081 DG 2025-08-30 1654 BI4KYT           OM86   IC8CUQ           JN70    
QSO:   21081 DG 2025-08-30 1655 BI4KYT           OM86   SE6K             JO66    
QSO:   21081 DG 2025-08-30 1655 BI4KYT           OM86   SE6K             JO66    
QSO:   21081 DG 2025-08-30 1655 BI4KYT           OM86   DL8CKL           JO64    
QSO:   21081 DG 2025-08-30 1655 BI4KYT           OM86   DL8CKL           JO64    
QSO:   21081 DG 2025-08-30 1657 BI4KYT           OM86   PA3DTR           JO21    
QSO:   21081 DG 2025-08-30 1657 BI4KYT           OM86   PA3DTR           JO21    
QSO:   21081 DG 2025-08-30 1658 BI4KYT           OM86   DH6BH            JO33    
QSO:   21081 DG 2025-08-30 1658 BI4KYT           OM86   DH6BH            JO33    
QSO:   21081 DG 2025-08-30 1658 BI4KYT           OM86   IV3IPS           JN65    
QSO:   21081 DG 2025-08-30 1658 BI4KYT           OM86   IV3IPS           JN65    
QSO:   21081 DG 2025-08-30 1700 BI4KYT           OM86   EC5C             IM98    
QSO:   21081 DG 2025-08-30 1700 BI4KYT           OM86   EC5C             IM98    
QSO:   21081 DG 2025-08-30 1701 BI4KYT           OM86   RG5A             KN93    
QSO:   21081 DG 2025-08-30 1701 BI4KYT           OM86   RG5A             KN93    
QSO:   21081 DG 2025-08-30 1701 BI4KYT           OM86   OK1WCF           JO80    
QSO:   21081 DG 2025-08-30 1701 BI4KYT           OM86   OK1WCF           JO80    
QSO:   21081 DG 2025-08-30 1703 BI4KYT           OM86   OK2FD            JN79    
QSO:   21081 DG 2025-08-30 1703 BI4KYT           OM86   OK2FD            JN79    
QSO:   21081 DG 2025-08-30 1704 BI4KYT           OM86   IK8IOO           JM88    
QSO:   21081 DG 2025-08-30 1704 BI4KYT           OM86   IK8IOO           JM88    
QSO:   21081 DG 2025-08-30 1706 BI4KYT           OM86   DK3WN            JN49    
QSO:   21081 DG 2025-08-30 1706 BI4KYT           OM86   DK3WN            JN49    
QSO:   21081 DG 2025-08-30 1709 BI4KYT           OM86   DK1KC            JN58    
QSO:   21081 DG 2025-08-30 1709 BI4KYT           OM86   DK1KC            JN58    
QSO:   21081 DG 2025-08-30 1712 BI4KYT           OM86   DO6SR            JN59    
QSO:   21081 DG 2025-08-30 1712 BI4KYT           OM86   DO6SR            JN59    
QSO:   21081 DG 2025-08-30 1713 BI4KYT           OM86   CX6TU            GF25    
QSO:   21081 DG 2025-08-30 1713 BI4KYT           OM86   CX6TU            GF25    
QSO:   21081 DG 2025-08-30 1714 BI4KYT           OM86   S59TIM           JN76    
QSO:   21081 DG 2025-08-30 1714 BI4KYT           OM86   S59TIM           JN76    
QSO:   21081 DG 2025-08-30 1714 BI4KYT           OM86   S52D             JN76    
QSO:   21081 DG 2025-08-30 1714 BI4KYT           OM86   S52D             JN76    
QSO:   21081 DG 2025-08-30 1716 BI4KYT           OM86   S53V             JN76    
QSO:   21081 DG 2025-08-30 1716 BI4KYT           OM86   S53V             JN76    
QSO:   21081 DG 2025-08-30 1716 BI4KYT           OM86   E2K              OK02    
QSO:   21081 DG 2025-08-30 1716 BI4KYT           OM86   E2K              OK02    
QSO:   21081 DG 2025-08-30 1717 BI4KYT           OM86   EU4E             KO23    
QSO:   21081 DG 2025-08-30 1717 BI4KYT           OM86   EU4E             KO23    
QSO:   21081 DG 2025-08-30 1719 BI4KYT           OM86   DL0MT            JN48    
QSO:   21081 DG 2025-08-30 1719 BI4KYT           OM86   DL0MT            JN48    
QSO:   21081 DG 2025-08-30 1723 BI4KYT           OM86   PY5AMF           GG54    
QSO:   14081 DG 2025-08-30 1733 BI4KYT           OM86   M1DOX            IO90    
QSO:   14081 DG 2025-08-30 1733 BI4KYT           OM86   M1DOX            IO90    
QSO:   14081 DG 2025-08-30 1733 BI4KYT           OM86   G8OO             JO02    
QSO:   14081 DG 2025-08-30 1733 BI4KYT           OM86   G8OO             JO02    
QSO:   14081 DG 2025-08-30 1734 BI4KYT           OM86   DF2F             JO31    
QSO:   14081 DG 2025-08-30 1734 BI4KYT           OM86   DF2F             JO31    
QSO:   14081 DG 2025-08-30 1735 BI4KYT           OM86   HB9AWS           JN46    
QSO:   14081 DG 2025-08-30 1735 BI4KYT           OM86   HB9AWS           JN46    
QSO:   14081 DG 2025-08-30 1737 BI4KYT           OM86   SN9S             JO90    
QSO:   14081 DG 2025-08-30 1737 BI4KYT           OM86   SN9S             JO90    
QSO:   14081 DG 2025-08-30 1738 BI4KYT           OM86   IZ2DPX           JN45    
QSO:   14081 DG 2025-08-30 1738 BI4KYT           OM86   IZ2DPX           JN45    
QSO:   14081 DG 2025-08-30 1738 BI4KYT           OM86   F8DBF            IN78    
QSO:   14081 DG 2025-08-30 1738 BI4KYT           OM86   F8DBF            IN78    
QSO:   14081 DG 2025-08-30 1740 BI4KYT           OM86   IZ4REF           JN54    
QSO:   14081 DG 2025-08-30 1740 BI4KYT           OM86   IZ4REF           JN54    
QSO:   14081 DG 2025-08-30 1741 BI4KYT           OM86   OZ5AGJ           JO47    
QSO:   14081 DG 2025-08-30 1741 BI4KYT           OM86   OZ5AGJ           JO47    
QSO:   14081 DG 2025-08-30 1742 BI4KYT           OM86   ON3PVC           JO20    
QSO:   14081 DG 2025-08-30 1742 BI4KYT           OM86   ON3PVC           JO20    
QSO:   14081 DG 2025-08-30 1745 BI4KYT           OM86   S54L             JN75    
QSO:   14081 DG 2025-08-30 1745 BI4KYT           OM86   S54L             JN75    
QSO:   14081 DG 2025-08-30 1746 BI4KYT           OM86   DF7CB            JO31    
QSO:   14081 DG 2025-08-30 1746 BI4KYT           OM86   DF7CB            JO31    
QSO:   14081 DG 2025-08-30 1751 BI4KYT           OM86   IN3VVK           JN55    
QSO:   14081 DG 2025-08-30 1751 BI4KYT           OM86   IN3VVK           JN55    
QSO:   14081 DG 2025-08-30 1752 BI4KYT           OM86   F4BJN            JN25    
QSO:   14081 DG 2025-08-30 1752 BI4KYT           OM86   F4BJN            JN25    
QSO:   14081 DG 2025-08-30 1753 BI4KYT           OM86   R6ON             KN88    
QSO:   14081 DG 2025-08-30 1753 BI4KYT           OM86   R6ON             KN88    
