START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: SN5O
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
LOCATION: DX
OPERATORS: SP5BYC
SOAPBOX: RIG TS480SAT 80W MFJ989 ANT: BROADBAND VERTICAL L=10M 18m HIGH
QSO: 28000 CW 2011-11-27 1348 SN5O          599          15 K8AZ            599          04
QSO: 28000 CW 2011-11-27 1349 SN5O          599          15 VE3JM           599          04
QSO: 28000 CW 2011-11-27 1350 SN5O          599          15 W1EQ            599          05
QSO: 28000 CW 2011-11-27 1356 SN5O          599          15 VE3MMQ          599          04
QSO: 28000 CW 2011-11-27 1358 SN5O          599          15 KS1J            599          05
QSO: 28000 CW 2011-11-27 1402 SN5O          599          15 NE3F            599          05
QSO: 28000 CW 2011-11-27 1405 SN5O          599          15 KG9N            599          04
QSO: 28000 CW 2011-11-27 1408 SN5O          599          15 K2ONP           599          05
QSO: 28000 CW 2011-11-27 1410 SN5O          599          15 N6AR            599          05
QSO: 28000 CW 2011-11-27 1432 SN5O          599          15 WW3S            599          05
QSO: 28000 CW 2011-11-27 1436 SN5O          599          15 K0EJ            599          04
QSO: 28000 CW 2011-11-27 1441 SN5O          599          15 W4NZ            599          04
QSO: 28000 CW 2011-11-27 1450 SN5O          599          15 K2UF            599          05
QSO: 28000 CW 2011-11-27 1450 SN5O          599          15 K2PS            599          05
QSO: 28000 CW 2011-11-27 1451 SN5O          599          15 PY2NDX          599          11
QSO: 28000 CW 2011-11-27 1453 SN5O          599          15 K4AMC           599          04
QSO: 28000 CW 2011-11-27 1454 SN5O          599          15 K3WU            599          05
QSO: 28000 CW 2011-11-27 1458 SN5O          599          15 N5JR            599          04
QSO: 28000 CW 2011-11-27 1501 SN5O          599          15 K5TR            599          04
QSO: 28000 CW 2011-11-27 1503 SN5O          599          15 W3LPL           599          05
QSO: 28000 CW 2011-11-27 1505 SN5O          599          15 K1PT            599          05
QSO: 28000 CW 2011-11-27 1506 SN5O          599          15 K3IT            599          05
QSO: 28000 CW 2011-11-27 1506 SN5O          599          15 K1LZ            599          05
QSO: 28000 CW 2011-11-27 1507 SN5O          599          15 N3RS            599          05
QSO: 28000 CW 2011-11-27 1517 SN5O          599          15 W2XL            599          05
QSO: 28000 CW 2011-11-27 1517 SN5O          599          15 W3EF            599          05
QSO: 28000 CW 2011-11-27 1528 SN5O          599          15 K1DG            599          05
QSO: 28000 CW 2011-11-27 1531 SN5O          599          15 K9CT            599          04
QSO: 28000 CW 2011-11-27 1534 SN5O          599          15 W9RE            599          04
QSO: 28000 CW 2011-11-27 1536 SN5O          599          15 W8AV            599          04
QSO: 28000 CW 2011-11-27 1537 SN5O          599          15 K3ZM            599          05
QSO: 28000 CW 2011-11-27 1541 SN5O          599          15 CW5W            599          13
QSO: 28000 CW 2011-11-27 1546 SN5O          599          15 CS2C            599          14
QSO: 21000 CW 2011-11-27 1554 SN5O          599          15 WO4O            599          04
QSO: 21000 CW 2011-11-27 1557 SN5O          599          15 NE3F            599          05
QSO: 21000 CW 2011-11-27 1558 SN5O          599          15 CF3A            599          04
QSO: 21000 CW 2011-11-27 1602 SN5O          599          15 N3BNA           599          05
QSO: 21000 CW 2011-11-27 1603 SN5O          599          15 KB1W            599          05
QSO: 21000 CW 2011-11-27 1604 SN5O          599          15 WQ2N            599          05
QSO: 21000 CW 2011-11-27 1605 SN5O          599          15 K1TO            599          05
QSO: 21000 CW 2011-11-27 1606 SN5O          599          15 W2XL            599          05
QSO: 21000 CW 2011-11-27 1609 SN5O          599          15 K3ZZ            599          05
QSO: 21000 CW 2011-11-27 1612 SN5O          599          15 K1ZR            599          05
QSO: 21000 CW 2011-11-27 1612 SN5O          599          15 N2MF            599          05
QSO: 21000 CW 2011-11-27 1613 SN5O          599          15 K0TV            599          05
QSO: 21000 CW 2011-11-27 1614 SN5O          599          15 W9RE            599          04
QSO: 21000 CW 2011-11-27 1620 SN5O          599          15 ED1R            599          14
QSO: 21000 CW 2011-11-27 1621 SN5O          599          15 K1RX            599          05
QSO: 21000 CW 2011-11-27 1622 SN5O          599          15 W4RX            599          05
QSO: 21000 CW 2011-11-27 1624 SN5O          599          15 K3LR            599          05
QSO: 21000 CW 2011-11-27 1627 SN5O          599          15 VE3JM           599          04
QSO: 21000 CW 2011-11-27 1627 SN5O          599          15 KC1XX           599          05
QSO: 14000 CW 2011-11-27 1631 SN5O          599          15 K0RF            599          04
QSO: 14000 CW 2011-11-27 1632 SN5O          599          15 G4C             599          14
QSO: 14000 CW 2011-11-27 1633 SN5O          599          15 A71EM           599          21
QSO: 14000 CW 2011-11-27 1634 SN5O          599          15 KC1XX           599          05
QSO: 14000 CW 2011-11-27 1635 SN5O          599          15 W3LPL           599          05
QSO: 14000 CW 2011-11-27 1637 SN5O          599          15 VA7ST           599          03
QSO: 14000 CW 2011-11-27 1639 SN5O          599          15 WE3C            599          05
QSO: 14000 CW 2011-11-27 1640 SN5O          599          15 VE7GL           599          03
QSO: 14000 CW 2011-11-27 1644 SN5O          599          15 K9JF            599          03
QSO: 14000 CW 2011-11-27 1647 SN5O          599          15 W2YC            599          05
QSO: 14000 CW 2011-11-27 1648 SN5O          599          15 VE3MIS          599          04
QSO: 14000 CW 2011-11-27 1649 SN5O          599          15 G6T             599          14
QSO: 14000 CW 2011-11-27 1654 SN5O          599          15 W3FW            599          05
QSO: 14000 CW 2011-11-27 1656 SN5O          599          15 NT2A            599          05
QSO: 14000 CW 2011-11-27 1658 SN5O          599          15 K1ZR            599          05
QSO: 14000 CW 2011-11-27 1701 SN5O          599          15 VK6LW           599          29
QSO: 14000 CW 2011-11-27 1703 SN5O          599          15 I7CC            599          14
QSO:  7000 CW 2011-11-27 2134 SN5O          599          15 UU4JIM          599          16
QSO:  7000 CW 2011-11-27 2135 SN5O          599          15 RT9J            599          17
QSO:  7000 CW 2011-11-27 2137 SN5O          599          15 UP1G            599          17
QSO:  7000 CW 2011-11-27 2138 SN5O          599          15 R2SA            599          16
QSO:  7000 CW 2011-11-27 2142 SN5O          599          15 JA5FDJ          599          25
QSO:  7000 CW 2011-11-27 2142 SN5O          599          15 IS0AFM          599          15
QSO:  7000 CW 2011-11-27 2143 SN5O          599          15 EF8R            599          33
QSO:  7000 CW 2011-11-27 2144 SN5O          599          15 S50A            599          15
QSO:  7000 CW 2011-11-27 2145 SN5O          599          15 F6KNB           599          14
QSO:  7000 CW 2011-11-27 2145 SN5O          599          15 HG7T            599          15
QSO:  7000 CW 2011-11-27 2156 SN5O          599          15 RU4AA           599          16
QSO:  7000 CW 2011-11-27 2157 SN5O          599          15 UB0A            599          18
QSO:  7000 CW 2011-11-27 2158 SN5O          599          15 W2XL            599          05
QSO:  7000 CW 2011-11-27 2201 SN5O          599          15 EE2K            599          14
QSO:  7000 CW 2011-11-27 2202 SN5O          599          15 RY3D            599          16
QSO:  7000 CW 2011-11-27 2204 SN5O          599          15 NQ4I            599          05
QSO:  7000 CW 2011-11-27 2214 SN5O          599          15 CR6K            599          14
QSO:  7000 CW 2011-11-27 2215 SN5O          599          15 SV1JGX          599          20
QSO:  7000 CW 2011-11-27 2216 SN5O          599          15 RL3A            599          16
QSO:  7000 CW 2011-11-27 2217 SN5O          599          15 B4R             599          24
QSO:  7000 CW 2011-11-27 2219 SN5O          599          15 RZ0SZZ          599          18
QSO:  7000 CW 2011-11-27 2237 SN5O          599          15 JA6SHL          599          25
QSO:  7000 CW 2011-11-27 2239 SN5O          599          15 RT6A            599          16
QSO:  7000 CW 2011-11-27 2243 SN5O          599          15 RN4HAB          599          16
QSO:  7000 CW 2011-11-27 2247 SN5O          599          15 A65CA           599          21
QSO:  7000 CW 2011-11-27 2248 SN5O          599          15 RT3T            599          16
QSO:  7000 CW 2011-11-27 2254 SN5O          599          15 EA2EA           599          14
QSO:  7000 CW 2011-11-27 2255 SN5O          599          15 CR3L            599          33
QSO:  7000 CW 2011-11-27 2302 SN5O          599          15 BY1CW           599          24
QSO:  7000 CW 2011-11-27 2304 SN5O          599          15 EA5URS          599          14
QSO:  7000 CW 2011-11-27 2308 SN5O          599          15 UN9L            599          17
QSO:  7000 CW 2011-11-27 2310 SN5O          599          15 CN2R            599          33
QSO:  7000 CW 2011-11-27 2311 SN5O          599          15 N3RS            599          05
QSO:  7000 CW 2011-11-27 2313 SN5O          599          15 KC1XX           599          05
QSO:  7000 CW 2011-11-27 2322 SN5O          599          15 RW4W            599          16
QSO:  7000 CW 2011-11-27 2328 SN5O          599          15 IS0/K7QB        599          15
QSO:  7000 CW 2011-11-27 2329 SN5O          599          15 A45XR           599          21
QSO:  7000 CW 2011-11-27 2332 SN5O          599          15 UA3R            599          16
QSO:  7000 CW 2011-11-27 2347 SN5O          599          15 RM9X            599          17
QSO:  7000 CW 2011-11-27 2349 SN5O          599          15 RW4WA           599          16
QSO:  7000 CW 2011-11-27 2351 SN5O          599          15 K8PO            599          05
QSO:  7000 CW 2011-11-27 2357 SN5O          599          15 ZF1A            599          08
QSO:  7000 CW 2011-11-27 2359 SN5O          599          15 K1ZZ            599          05
END-OF-LOG:
