START-OF-LOG: 2.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: SP8DR
LOCATOR: KO10RK
PROVINCE:
CLAIMED-SCORE: 0
CREATED-BY: Cabrillo_gen v.2.2.0 - (c) SP7DQR, modified by DXHF upload.
QSO: 28000 RY 2024-11-09 1425 SP8DR         599          23 9J2FI         599         048
QSO: 28000 RY 2024-11-09 1428 SP8DR         599          24 4Z5FI         599         450
QSO: 28000 RY 2024-11-09 1430 SP8DR         599          25 EA2ES         599         197
QSO: 28000 RY 2024-11-09 1552 SP8DR         599          26 PY2KJ         599         243
QSO: 28000 RY 2024-11-09 1557 SP8DR         599          27 G2L           599         177
QSO: 28000 RY 2024-11-09 1559 SP8DR         599          28 CE6CGX        599         218
QSO: 28000 RY 2024-11-09 1607 SP8DR         599          29 FY5KE         599         743
QSO: 28000 RY 2024-11-09 1617 SP8DR         599          30 EA7KY         599         197
QSO: 28000 RY 2024-11-09 1619 SP8DR         599          31 CT1BXT        599         194
QSO: 28000 RY 2024-11-09 1712 SP8DR         599          32 PY2GZ         599         153
QSO: 28000 RY 2024-11-09 1714 SP8DR         599          33 PY3TD         599         185
QSO: 28000 RY 2024-11-09 1717 SP8DR         599          34 PY4EK         599          84
QSO: 21000 RY 2024-11-09 1722 SP8DR         599          35 EA3CS         599         139
QSO: 14000 RY 2024-11-09 1733 SP8DR         599          36 ZS1AO         599         116
QSO: 21000 RY 2024-11-09 1735 SP8DR         599          37 EC3A          599         394
QSO: 21000 RY 2024-11-09 1737 SP8DR         599          38 PY1FI         599         042
QSO: 21000 RY 2024-11-09 1739 SP8DR         599          39 EA1B          599         032
QSO: 21000 RY 2024-11-09 1741 SP8DR         599          40 AA3B          599         116
QSO: 28000 RY 2024-11-09 1742 SP8DR         599          41 CX6TU         599         154
QSO: 21000 RY 2024-11-09 1744 SP8DR         599          42 PV2K          599         509
QSO: 14000 RY 2024-11-09 1753 SP8DR         599          43 EA4BAS        599         319
QSO: 14000 RY 2024-11-09 1755 SP8DR         599          44 EA4AOC        599         624
QSO:  7000 RY 2024-11-09 1801 SP8DR         599          45 OM5TX         599         240
QSO:  7000 RY 2024-11-09 1801 SP8DR         599          46 SQ8BWN        599         000
QSO:  7000 RY 2024-11-09 1804 SP8DR         599          47 SQ9DXT        599         051
QSO:  7000 RY 2024-11-09 1811 SP8DR         599          48 DL1ASA        599         430
QSO:  7000 RY 2024-11-09 1813 SP8DR         599          49 HB0/DF8DX     599         521
QSO:  7000 RY 2024-11-09 1819 SP8DR         599          50 Z36N          599         467
QSO: 21000 RY 2024-11-09 1828 SP8DR         599          51 PZ5RA         599         364
QSO: 21000 RY 2024-11-09 1833 SP8DR         599          52 CX6TU         599         186
QSO: 21000 RY 2024-11-09 1845 SP8DR         599          53 PU2UAF        599         101
QSO:  3500 RY 2024-11-10 0511 SP8DR         599          54 SB7A          599         540
QSO:  3500 RY 2024-11-10 0513 SP8DR         599          55 K1LZ          599         154
QSO:  3500 RY 2024-11-10 0515 SP8DR         599          56 HB9KG         599         632
QSO:  3500 RY 2024-11-10 0520 SP8DR         599          57 HB9RB         599         412
QSO:  3500 RY 2024-11-10 0522 SP8DR         599          58 DD5M          599         574
QSO: 14000 RY 2024-11-10 0526 SP8DR         599          59 LX1TI         599         237
QSO: 14000 RY 2024-11-10 0528 SP8DR         599          60 PY2KJ         599         394
QSO: 14000 RY 2024-11-10 0537 SP8DR         599          61 RN3QQT        599         387
QSO: 14000 RY 2024-11-10 0542 SP8DR         599          62 UC8U          599         546
QSO: 21000 RY 2024-11-10 0547 SP8DR         599          63 P33W          599        1668
QSO: 21000 RY 2024-11-10 0552 SP8DR         599          64 RC9X          599         459
QSO: 21000 RY 2024-11-10 0554 SP8DR         599          65 JR4VEV        599         319
QSO: 14000 RY 2024-11-10 0859 SP8DR         599          66 FY5KE         599        1528
QSO: 14000 RY 2024-11-10 0902 SP8DR         599          67 LZ6DX         599         021
QSO: 28000 RY 2024-11-10 0907 SP8DR         599          68 EA3RCB        599         547
QSO: 28000 RY 2024-11-10 0938 SP8DR         599          69 TA6B          599         203
QSO: 28000 RY 2024-11-10 0941 SP8DR         599          70 EA4GOY        599        1073
QSO: 28000 RY 2024-11-10 0942 SP8DR         599          71 EE4M          599         952
QSO: 28000 RY 2024-11-10 0945 SP8DR         599          72 SV8OHV        599         020
QSO: 28000 RY 2024-11-10 0947 SP8DR         599          73 RW0SR         599         565
QSO: 28000 RY 2024-11-10 0950 SP8DR         599          74 PY2NY         599         595
QSO: 28000 RY 2024-11-10 0954 SP8DR         599          75 TA7I          599         251
QSO: 28000 RY 2024-11-10 1116 SP8DR         599          76 MI0BPB        599         292
QSO: 28000 RY 2024-11-10 1121 SP8DR         599          77 GW4W          599         238
QSO: 28000 RY 2024-11-10 1123 SP8DR         599          78 EI3JE         599         558
QSO: 21000 RY 2024-11-10 1130 SP8DR         599          79 F4ITQ         599         586
QSO: 21000 RY 2024-11-10 1134 SP8DR         599          80 UB7K          599        1462
QSO: 21000 RY 2024-11-10 1135 SP8DR         599          81 EA3F          599         203
QSO: 21000 RY 2024-11-10 1136 SP8DR         599          82 OG16M         599         381
QSO: 21000 RY 2024-11-10 1139 SP8DR         599          83 DR3K          599         415
QSO: 21000 RY 2024-11-10 1142 SP8DR         599          84 5Q2J          599         065
QSO: 14000 RY 2024-11-10 1148 SP8DR         599          85 IK4RVY        599         418
QSO: 14000 RY 2024-11-10 1150 SP8DR         599          86 MI0BPB        599         340
QSO: 14000 RY 2024-11-10 1152 SP8DR         599          87 OK1MDK        599         053
QSO: 14000 RY 2024-11-10 1154 SP8DR         599          88 TM3Z          599        1254
QSO: 14000 RY 2024-11-10 1155 SP8DR         599          89 UR7EC         599         325
QSO: 14000 RY 2024-11-10 1156 SP8DR         599          90 SP3MEO        599         125
QSO: 14000 RY 2024-11-10 1158 SP8DR         599          91 2E0INN        599         631
QSO: 14000 RY 2024-11-10 1159 SP8DR         599          92 DA2X          599         888
QSO: 14000 RY 2024-11-10 1200 SP8DR         599          93 PI4CC         599         073
QSO: 14000 RY 2024-11-10 1202 SP8DR         599          94 G4DBW         599         235
QSO: 14000 RY 2024-11-10 1203 SP8DR         599          95 OH3FM         599         784
QSO: 14000 RY 2024-11-10 1207 SP8DR         599          96 HB9RB         599         588
QSO: 14000 RY 2024-11-10 1210 SP8DR         599          97 OZ11A         599        1089
QSO: 14000 RY 2024-11-10 1212 SP8DR         599          98 PD0MHZ        599         368
QSO: 14000 RY 2024-11-10 1214 SP8DR         599          99 EA2XR         599         538
QSO: 14000 RY 2024-11-10 1217 SP8DR         599         100 SE4E          599         712
QSO: 14000 RY 2024-11-10 1221 SP8DR         599         101 RA6LIS        599         115
QSO: 14000 RY 2024-11-10 1800 SP8DR         599         102 EA5DO         599         188
QSO: 14000 RY 2024-11-10 1804 SP8DR         599         103 VE2CSM        599         341
QSO: 14000 RY 2024-11-10 1819 SP8DR         599         104 AA3B          599         720
END-OF-LOG:
