START-OF-LOG: 3.0
HQ-DATE: Mon, 29 Oct 2007 19:16:39 -0400
HQ-FROM: "Rick Dougherty NQ4I" <nq4i@contesting.com>
HQ-DATE-RECEIVED: 2007-10-29 23:16:47 UTC
HQ-LOG-DEADLINE: 2007-12-01 23:59:59 UTC
HQ-SUBJECT: nq4i
CREATED-BY: Win-Test 3.17.0
CONTEST: CQ-WW-SSB
CALLSIGN: NQ4I
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 9498456
OPERATORS: NQ4I, N8PR, W4SVO, AA4BI, VE7ZO, KF4GTA, KY5R, NF4A, N4OX, K4NV,
OPERATORS: K4BAI, WI4R, W4DD , K4WI
CLUB: South East Contest Club
NAME: Rick Dougherty
ADDRESS: 1595 Cabin Creek Trail
ADDRESS: Griffin, Georgia
SOAPBOX: No equipment failures, conditions on 15m were better than we expected,
QSO:  7096 PH 2007-10-27 0020 NQ4I          59  05     CQ9K          59  33     1
QSO: 14156 PH 2007-10-27 0020 NQ4I          59  05     W1CKD         59  05     0
QSO: 21214 PH 2007-10-27 0020 NQ4I          59  05     W5GAI         59  04     0
QSO: 14156 PH 2007-10-27 0021 NQ4I          59  05     VE1MC         59  05     0
QSO: 21214 PH 2007-10-27 0021 NQ4I          59  05     VK2FAD        59  30     0
QSO: 14156 PH 2007-10-27 0021 NQ4I          59  05     KI1G          59  05     0
QSO: 28435 PH 2007-10-27 0021 NQ4I          59  05     PP5AMP        59  11     0
QSO: 14156 PH 2007-10-27 0021 NQ4I          59  05     VE3MY         59  04     0
QSO:  7065 PH 2007-10-27 0021 NQ4I          59  05     9A1P          59  15     1
QSO: 14156 PH 2007-10-27 0022 NQ4I          59  05     VE3CR         59  04     0
QSO: 28495 PH 2007-10-27 0022 NQ4I          59  05     PY2ZK         59  11     0
QSO: 14266 PH 2007-10-27 0022 NQ4I          59  05     6W1RY         59  35     0
QSO: 28479 PH 2007-10-27 0023 NQ4I          59  05     PY2ZY         59  11     0
QSO: 14182 PH 2007-10-27 0023 NQ4I          59  05     VP5DX         59  08     0
QSO: 14156 PH 2007-10-27 0024 NQ4I          59  05     VE9MSR        59  05     0
QSO:  7085 PH 2007-10-27 0025 NQ4I          59  05     S53F          59  15     1
QSO:  3795 PH 2007-10-27 0025 NQ4I          59  05     AO8A          59  33     0
QSO: 21276 PH 2007-10-27 0025 NQ4I          59  05     PY2BK         59  11     0
QSO: 14252 PH 2007-10-27 0026 NQ4I          59  05     PY2ZR         59  11     0
QSO: 14173 PH 2007-10-27 0026 NQ4I          59  05     C6AQW         59  08     0
QSO: 14207 PH 2007-10-27 0027 NQ4I          59  05     ZY7C          59  11     0
QSO:  7041 PH 2007-10-27 0027 NQ4I          59  05     IR4M          59  15     1
QSO: 28486 PH 2007-10-27 0027 NQ4I          59  05     C6APR         59  08     0
QSO: 14156 PH 2007-10-27 0027 NQ4I          59  05     K8IKW         59  05     0
QSO:  7096 PH 2007-10-27 0028 NQ4I          59  05     DR1A          59  14     0
QSO: 14156 PH 2007-10-27 0028 NQ4I          59  05     KQ3F          59  05     0
QSO:  1822 PH 2007-10-27 0029 NQ4I          59  05     CN2FF         59  33     0
QSO: 14220 PH 2007-10-27 0029 NQ4I          59  05     C50C          59  35     0
QSO: 21286 PH 2007-10-27 0029 NQ4I          59  05     ZX5J          59  11     0
QSO: 14215 PH 2007-10-27 0029 NQ4I          59  05     PJ2T          59  09     0
QSO: 28486 PH 2007-10-27 0029 NQ4I          59  05     PY2XC         59  11     0
QSO:  3797 PH 2007-10-27 0029 NQ4I          59  05     F6CTT         59  14     0
QSO: 14156 PH 2007-10-27 0029 NQ4I          59  05     VE2TZT        59  05     0
QSO: 28489 PH 2007-10-27 0029 NQ4I          59  05     PP1CZ         59  11     0
QSO: 21279 PH 2007-10-27 0029 NQ4I          59  05     ZP0R          59  11     0
QSO: 14156 PH 2007-10-27 0029 NQ4I          59  05     N1LI          59  05     0
QSO: 28486 PH 2007-10-27 0030 NQ4I          59  05     PY2YU         59  11     0
QSO: 14156 PH 2007-10-27 0030 NQ4I          59  05     VE3TW         59  04     0
QSO: 14156 PH 2007-10-27 0030 NQ4I          59  05     W2LE          59  05     0
QSO:  7073 PH 2007-10-27 0030 NQ4I          59  05     1A3A          59  15     0
QSO: 21323 PH 2007-10-27 0031 NQ4I          59  05     PY2GH         59  11     0
QSO: 28498 PH 2007-10-27 0031 NQ4I          59  05     PY2CX         59  11     0
QSO: 14155 PH 2007-10-27 0032 NQ4I          59  05     9Y4D          59  09     0
QSO: 28486 PH 2007-10-27 0032 NQ4I          59  05     KI4HVN        59  05     0
QSO:  7070 PH 2007-10-27 0032 NQ4I          59  05     EA8/OH4NL     59  33     1
QSO: 21271 PH 2007-10-27 0032 NQ4I          59  05     PP5CFS        59  11     0
QSO:  7194 PH 2007-10-27 0033 NQ4I          59  05     NP2KW         59  08     0
QSO: 14156 PH 2007-10-27 0033 NQ4I          59  05     VE3NE         59  04     0
QSO: 28472 PH 2007-10-27 0034 NQ4I          59  05     ZW5B          59  11     0
QSO:  7194 PH 2007-10-27 0034 NQ4I          59  05     KD4WUO        59  05     0
QSO: 28456 PH 2007-10-27 0034 NQ4I          59  05     PU2MTS        59  11     0
QSO: 14156 PH 2007-10-27 0034 NQ4I          59  05     VE3FRX        59  04     0
QSO: 21295 PH 2007-10-27 0034 NQ4I          59  05     PX2T          59  11     0
QSO: 14297 PH 2007-10-27 0034 NQ4I          59  05     6Y1V          59  08     0
QSO: 14156 PH 2007-10-27 0034 NQ4I          59  05     N1PGA         59  05     0
QSO: 28464 PH 2007-10-27 0035 NQ4I          59  05     CX4DX         59  13     0
QSO: 14156 PH 2007-10-27 0035 NQ4I          59  05     VY2ZM         59  05     0
QSO: 21333 PH 2007-10-27 0035 NQ4I          59  05     ZV2K          59  11     0
QSO: 14156 PH 2007-10-27 0036 NQ4I          59  05     VE3BSJ        59  04     0
QSO: 14156 PH 2007-10-27 0036 NQ4I          59  05     KA1LMR        59  05     0
QSO:  7102 PH 2007-10-27 0036 NQ4I          59  05     YV4A          59  09     1
QSO: 14156 PH 2007-10-27 0036 NQ4I          59  05     K2ER          59  05     0
QSO: 14156 PH 2007-10-27 0037 NQ4I          59  05     N9UY          59  04     0
QSO: 14156 PH 2007-10-27 0037 NQ4I          59  05     KD3ZD         59  05     0
QSO: 21260 PH 2007-10-27 0037 NQ4I          59  05     CO8LY         59  08     0
QSO:  7018 PH 2007-10-27 0037 NQ4I          59  05     VE3CW         59  04     0
QSO: 21266 PH 2007-10-27 0037 NQ4I          59  05     HI3K          59  08     0
QSO: 28486 PH 2007-10-27 0038 NQ4I          59  05     K3NTM         59  05     0
QSO: 14156 PH 2007-10-27 0038 NQ4I          59  05     NP3JG/W2      59  05     0
QSO: 14156 PH 2007-10-27 0039 NQ4I          59  05     N2JS          59  05     0
QSO: 21325 PH 2007-10-27 0039 NQ4I          59  05     PY2MTV        59  11     0
QSO:  7018 PH 2007-10-27 0039 NQ4I          59  05     DJ3ST         59  14     0
QSO: 14156 PH 2007-10-27 0040 NQ4I          59  05     VA2SG         59  05     0
QSO: 14156 PH 2007-10-27 0040 NQ4I          59  05     N0MSB         59  05     0
QSO: 14261 PH 2007-10-27 0040 NQ4I          59  05     P40W          59  09     0
QSO:  7018 PH 2007-10-27 0041 NQ4I          59  05     DJ9MH         59  14     0
QSO: 14190 PH 2007-10-27 0041 NQ4I          59  05     PY5CAC        59  11     0
QSO:  7018 PH 2007-10-27 0042 NQ4I          59  05     MU0GSY        59  14     0
QSO: 21235 PH 2007-10-27 0042 NQ4I          59  05     LU7HN         59  13     0
QSO:  3723 PH 2007-10-27 0042 NQ4I          59  05     WP2Z          59  08     0
QSO: 28487 PH 2007-10-27 0042 NQ4I          59  05     ZV2K          59  11     0
QSO: 21244 PH 2007-10-27 0043 NQ4I          59  05     P43A          59  09     0
QSO: 14156 PH 2007-10-27 0043 NQ4I          59  05     KS8O          59  04     0
QSO:  7018 PH 2007-10-27 0043 NQ4I          59  05     VY2GM         59  05     0
QSO: 21270 PH 2007-10-27 0044 NQ4I          59  05     CE1W          59  12     0
QSO:  7072 PH 2007-10-27 0044 NQ4I          59  05     EA4KR         59  14     1
QSO:  7018 PH 2007-10-27 0045 NQ4I          59  05     IZ2FOS        59  15     0
QSO:  7018 PH 2007-10-27 0045 NQ4I          59  05     OE1DWC        59  15     0
QSO: 14156 PH 2007-10-27 0045 NQ4I          59  05     W1AQ          59  05     0
QSO:  7018 PH 2007-10-27 0046 NQ4I          59  05     CT6A          59  14     0
QSO: 14200 PH 2007-10-27 0046 NQ4I          59  05     HQ9R          59  07     0
QSO:  7018 PH 2007-10-27 0047 NQ4I          59  05     KX9R          59  04     0
QSO: 21296 PH 2007-10-27 0047 NQ4I          59  05     LU4DX         59  13     0
QSO: 14156 PH 2007-10-27 0047 NQ4I          59  05     VA3QWW        59  04     0
QSO:  3747 PH 2007-10-27 0048 NQ4I          59  05     EA4KD         59  14     0
QSO: 21315 PH 2007-10-27 0048 NQ4I          59  05     CE3P          59  12     0
QSO: 28482 PH 2007-10-27 0048 NQ4I          59  05     LU3JVO        59  13     0
QSO:  7018 PH 2007-10-27 0048 NQ4I          59  05     M2W           59  14     0
QSO: 14156 PH 2007-10-27 0048 NQ4I          59  05     N1SXL         59  05     0
QSO: 14156 PH 2007-10-27 0048 NQ4I          59  05     VE1DHD        59  05     0
QSO: 21326 PH 2007-10-27 0049 NQ4I          59  05     LS1D          59  13     0
QSO:  7018 PH 2007-10-27 0049 NQ4I          59  05     GW4BLE        59  14     0
QSO:  3672 PH 2007-10-27 0049 NQ4I          59  05     M6T           59  14     0
QSO: 14156 PH 2007-10-27 0049 NQ4I          59  05     VE3GN         59  04     0
QSO:  7018 PH 2007-10-27 0049 NQ4I          59  05     HZ1GW         59  21     0
QSO: 14156 PH 2007-10-27 0049 NQ4I          59  05     W3ZGD         59  05     0
QSO: 14156 PH 2007-10-27 0050 NQ4I          59  05     T99W          59  15     0
QSO: 14156 PH 2007-10-27 0050 NQ4I          59  05     N2MTG         59  05     0
QSO: 28486 PH 2007-10-27 0050 NQ4I          59  05     W4KVW         59  05     0
QSO:  1878 PH 2007-10-27 0051 NQ4I          59  05     N4BNC         59  05     0
QSO: 14156 PH 2007-10-27 0051 NQ4I          59  05     AB2VG         59  05     0
QSO: 28486 PH 2007-10-27 0051 NQ4I          59  05     PU1KGG        59  11     0
QSO:  7080 PH 2007-10-27 0051 NQ4I          59  05     HK6K          59  09     1
QSO: 14156 PH 2007-10-27 0052 NQ4I          59  05     N3ZV          59  05     0
QSO: 21206 PH 2007-10-27 0052 NQ4I          59  05     PY1SX         59  11     0
QSO: 14156 PH 2007-10-27 0052 NQ4I          59  05     N4WW          59  05     0
QSO: 21206 PH 2007-10-27 0052 NQ4I          59  05     N1YW          59  05     0
QSO:  7018 PH 2007-10-27 0052 NQ4I          59  05     CT1DHM        59  14     0
QSO: 14156 PH 2007-10-27 0052 NQ4I          59  05     VA3DZ         59  04     0
QSO: 21206 PH 2007-10-27 0053 NQ4I          59  05     PY3OL         59  11     0
QSO: 14156 PH 2007-10-27 0053 NQ4I          59  05     N2YB          59  05     0
QSO: 14230 PH 2007-10-27 0053 NQ4I          59  05     HC1JQ         59  10     0
QSO: 14156 PH 2007-10-27 0053 NQ4I          59  05     VE3VC         59  04     0
QSO: 28497 PH 2007-10-27 0053 NQ4I          59  05     PU2LSM        59  11     0
QSO: 21206 PH 2007-10-27 0054 NQ4I          59  05     LU7HW         59  13     0
QSO: 14156 PH 2007-10-27 0055 NQ4I          59  05     W3DB          59  05     0
QSO: 14156 PH 2007-10-27 0056 NQ4I          59  05     KB3NGA        59  05     0
QSO: 28473 PH 2007-10-27 0057 NQ4I          59  05     CV5D          59  13     0
QSO: 14156 PH 2007-10-27 0057 NQ4I          59  05     AB2E          59  05     0
QSO: 14156 PH 2007-10-27 0057 NQ4I          59  05     K1SEZ         59  05     0
QSO: 14156 PH 2007-10-27 0057 NQ4I          59  05     AB1EP         59  05     0
QSO:  1864 PH 2007-10-27 0057 NQ4I          59  05     K3LR          59  05     0
QSO:  7082 PH 2007-10-27 0057 NQ4I          59  05     9Y4W          59  09     1
QSO:  7016 PH 2007-10-27 0058 NQ4I          59  05     G4UJS         59  14     0
QSO: 14156 PH 2007-10-27 0058 NQ4I          59  05     NQ3X          59  05     0
QSO: 28470 PH 2007-10-27 0058 NQ4I          59  05     PY2GD         59  11     0
QSO: 14156 PH 2007-10-27 0059 NQ4I          59  05     K2DLS         59  05     0
QSO:  1843 PH 2007-10-27 0059 NQ4I          59  05     VE2Z          59  02     0
QSO: 21206 PH 2007-10-27 0059 NQ4I          59  05     PY1WS         59  11     0
QSO: 14156 PH 2007-10-27 0059 NQ4I          59  05     KB6RQZ        59  03     0
QSO:  7016 PH 2007-10-27 0059 NQ4I          59  05     VE3XN         59  04     0
QSO:  3703 PH 2007-10-27 0059 NQ4I          59  05     TM2Y          59  14     0
QSO: 14156 PH 2007-10-27 0059 NQ4I          59  05     KC2HCB        59  05     0
QSO: 14255 PH 2007-10-27 0059 NQ4I          59  05     8P5A          59  08     0
QSO: 21310 PH 2007-10-27 0100 NQ4I          59  05     ZF2AH         59  08     1
QSO: 14156 PH 2007-10-27 0100 NQ4I          59  05     N1EU          59  05     0
QSO: 28460 PH 2007-10-27 0100 NQ4I          59  05     PY2SBY        59  11     0
QSO: 14156 PH 2007-10-27 0100 NQ4I          59  05     NT8P          59  04     0
QSO: 21206 PH 2007-10-27 0101 NQ4I          59  05     PY2AA         59  11     0
QSO: 14156 PH 2007-10-27 0101 NQ4I          59  05     VE3OQR        59  04     0
QSO: 28487 PH 2007-10-27 0101 NQ4I          59  05     KG4VPC        59  05     0
QSO:  7175 PH 2007-10-27 0101 NQ4I          59  05     LX7I          59  14     1
QSO: 14156 PH 2007-10-27 0101 NQ4I          59  05     VE3XD         59  04     0
QSO: 14156 PH 2007-10-27 0102 NQ4I          59  05     W4LT          59  05     0
QSO:  3714 PH 2007-10-27 0102 NQ4I          59  05     VA3NR         59  04     0
QSO: 21206 PH 2007-10-27 0102 NQ4I          59  05     PP1CZ         59  11     0
QSO: 14156 PH 2007-10-27 0102 NQ4I          59  05     K8LY          59  04     0
QSO:  3714 PH 2007-10-27 0102 NQ4I          59  05     VE3RM         59  04     0
QSO: 14194 PH 2007-10-27 0102 NQ4I          59  05     OA4SS         59  10     0
QSO: 28487 PH 2007-10-27 0102 NQ4I          59  05     PY2AA         59  11     0
QSO:  3711 PH 2007-10-27 0102 NQ4I          59  05     DK1MM         59  14     0
QSO:  7016 PH 2007-10-27 0102 NQ4I          59  05     CT2GSN        59  14     0
QSO: 14156 PH 2007-10-27 0103 NQ4I          59  05     VA3DF         59  04     0
QSO: 14156 PH 2007-10-27 0103 NQ4I          59  05     WC3A          59  05     0
QSO:  7016 PH 2007-10-27 0103 NQ4I          59  05     S51F          59  15     0
QSO: 14156 PH 2007-10-27 0104 NQ4I          59  05     N1DP          59  05     0
QSO: 14286 PH 2007-10-27 0104 NQ4I          59  05     CE1W          59  12     0
QSO: 21206 PH 2007-10-27 0104 NQ4I          59  05     LU3JVO        59  13     0
QSO:  3783 PH 2007-10-27 0105 NQ4I          59  05     CN3A          59  33     0
QSO: 14156 PH 2007-10-27 0105 NQ4I          59  05     W5FO          59  04     0
QSO: 21206 PH 2007-10-27 0105 NQ4I          59  05     PY2SBY        59  11     0
QSO: 14156 PH 2007-10-27 0105 NQ4I          59  05     K2RNY         59  05     0
QSO:  3779 PH 2007-10-27 0106 NQ4I          59  05     CQ9K          59  33     0
QSO:  7016 PH 2007-10-27 0106 NQ4I          59  05     N4PN          59  05     0
QSO: 14156 PH 2007-10-27 0106 NQ4I          59  05     VC2Z          59  05     0
QSO: 28429 PH 2007-10-27 0106 NQ4I          59  05     PY2SRB        59  11     0
QSO: 21206 PH 2007-10-27 0106 NQ4I          59  05     W3SKI         59  05     0
QSO: 14156 PH 2007-10-27 0107 NQ4I          59  05     VE2IM         59  02     0
QSO: 21339 PH 2007-10-27 0107 NQ4I          59  05     LS2D          59  13     1
QSO: 14156 PH 2007-10-27 0107 NQ4I          59  05     KN3A          59  05     0
QSO: 14156 PH 2007-10-27 0107 NQ4I          59  05     VA3TTU        59  04     0
QSO: 14156 PH 2007-10-27 0107 NQ4I          59  05     AC2AA         59  05     0
QSO:  7102 PH 2007-10-27 0107 NQ4I          59  05     HB9BLQ        59  14     1
QSO: 14232 PH 2007-10-27 0108 NQ4I          59  05     LP1H          59  13     0
QSO:  7090 PH 2007-10-27 0108 NQ4I          59  05     CT9L          59  33     0
QSO: 14156 PH 2007-10-27 0108 NQ4I          59  05     VE3CW         59  04     0
QSO: 28418 PH 2007-10-27 0108 NQ4I          59  05     LU1HF         59  13     0
QSO:  7046 PH 2007-10-27 0108 NQ4I          59  05     VE2Z          59  02     0
QSO: 14156 PH 2007-10-27 0108 NQ4I          59  05     K1YA          59  05     0
QSO: 14156 PH 2007-10-27 0108 NQ4I          59  05     N8II          59  05     0
QSO: 21290 PH 2007-10-27 0108 NQ4I          59  05     LU6ETB        59  13     0
QSO: 14156 PH 2007-10-27 0109 NQ4I          59  05     NJ1W          59  05     0
QSO:  7040 PH 2007-10-27 0109 NQ4I          59  05     EA3ATM        59  14     0
QSO:  7058 PH 2007-10-27 0109 NQ4I          59  05     IR4X          59  15     0
QSO: 21206 PH 2007-10-27 0109 NQ4I          59  05     W0DD          59  04     0
QSO: 14156 PH 2007-10-27 0109 NQ4I          59  05     VE3MCF        59  04     0
QSO: 14156 PH 2007-10-27 0110 NQ4I          59  05     VA3TPV        59  04     0
QSO:  7055 PH 2007-10-27 0110 NQ4I          59  05     6Y1V          59  08     0
QSO: 14156 PH 2007-10-27 0110 NQ4I          59  05     VP9I          59  05     0
QSO:  7023 PH 2007-10-27 0110 NQ4I          59  05     TS6A          59  33     1
QSO: 14156 PH 2007-10-27 0111 NQ4I          59  05     IT9STX        59  15     0
QSO:  7143 PH 2007-10-27 0111 NQ4I          59  05     FM/K9NW       59  08     0
QSO:  3722 PH 2007-10-27 0111 NQ4I          59  05     5P5X          59  14     0
QSO: 21266 PH 2007-10-27 0111 NQ4I          59  05     CX6VM         59  13     0
QSO:  1841 PH 2007-10-27 0111 NQ4I          59  05     VE3DC         59  04     0
QSO:  7047 PH 2007-10-27 0112 NQ4I          59  05     ZS9X          59  38     1
QSO:  1860 PH 2007-10-27 0112 NQ4I          59  05     KC1XX         59  05     0
QSO: 14156 PH 2007-10-27 0112 NQ4I          59  05     VE3ARR        59  05     0
QSO: 14156 PH 2007-10-27 0114 NQ4I          59  05     Z33AA         59  15     0
QSO: 14210 PH 2007-10-27 0114 NQ4I          59  05     TI5N          59  07     0
QSO:  7193 PH 2007-10-27 0115 NQ4I          59  05     P33W          59  20     0
QSO: 14156 PH 2007-10-27 0115 NQ4I          59  05     K1VU          59  05     0
QSO: 28469 PH 2007-10-27 0115 NQ4I          59  05     KO7X          59  04     0
QSO:  7172 PH 2007-10-27 0116 NQ4I          59  05     NP4Z          59  08     0
QSO: 14156 PH 2007-10-27 0116 NQ4I          59  05     KA4GFY        59  05     0
QSO:  7169 PH 2007-10-27 0116 NQ4I          59  05     J3A           59  08     0
QSO:  7164 PH 2007-10-27 0117 NQ4I          59  05     PY2NY         59  11     0
QSO: 14156 PH 2007-10-27 0117 NQ4I          59  05     KZ8T          59  04     0
QSO:  7025 PH 2007-10-27 0117 NQ4I          59  05     VP5T          59  08     1
QSO: 21299 PH 2007-10-27 0117 NQ4I          59  05     KH6LC         59  31     0
QSO:  7149 PH 2007-10-27 0117 NQ4I          59  05     FS/K1XM       59  08     0
QSO: 14282 PH 2007-10-27 0118 NQ4I          59  05     EA8CER        59  33     0
QSO:  7089 PH 2007-10-27 0118 NQ4I          59  05     V26B          59  08     1
QSO:  7077 PH 2007-10-27 0118 NQ4I          59  05     WP4WW         59  08     0
QSO: 28000 PH 2007-10-27 0118 NQ4I          59  05     KO7X          59  04     0
