START-OF-LOG: 3.0
HQ-DATE: Wed, 26 Dec 2007 09:56:37 +0100
HQ-FROM: "Guttorm Amdal" <gamdal@online.no>
HQ-DATE-RECEIVED: 2007-12-26 08:56:45 UTC
HQ-LOG-DEADLINE: 2007-12-01 23:59:59 UTC
HQ-SUBJECT: LA2AB
CREATED-BY:    SD V13.29 and SDCHECK V13.29
CONTEST:       CQ-WW-SSB
CALLSIGN:      LA2AB
CLAIMED-SCORE: 18656
NAME:          Asker & Barum gr of NRRL
ADDRESS:       PO Box 1322 Hoevik Norway
OPERATORS:     LA8WF
X-RADIOS:      FT1000 + MLA-2500 PA
X-ANTENNAS:    TH7DXX for 10-15-20m @18m + 3ele yagi for 40 m @33m
X-ANTENNAS:    3ele vertical array for 80m + GP for 160m
X-SUMMARY:
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY:
X-SUMMARY:         Valid QSOs:    7    4  140    0    5    4   160
X-SUMMARY:              Mults:   12    7   56    0    8    5    88
X-SUMMARY:             Points:   11    8  172    0   15    6   212
X-SUMMARY:
X-SUMMARY:
X-SUMMARY:     I declare that this station was operated strictly in
X-SUMMARY:     accordance with the rules and spirit of the contest,
X-SUMMARY:     and within the conditions of my licence.  My report
X-SUMMARY:     is correct and true to the best of my knowledge.
X-SUMMARY:     I agree that the decision of the contest organisers
X-SUMMARY:     shall be final in all cases of dispute.  I agree to
X-SUMMARY:     this data being stored, analysed and cross-checked
X-SUMMARY:     by computer.
X-SUMMARY:
X-SUMMARY:
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO: 21000 PH 2007-10-27 1343 LA2AB         59  14     C50C          59  35
QSO: 28000 PH 2007-10-27 1350 LA2AB         59  14     ZS9X          59  38
QSO: 28000 PH 2007-10-27 1409 LA2AB         59  14     F8AFC         55  14
QSO: 28000 PH 2007-10-27 1418 LA2AB         59  14     TM6M          59  14
QSO: 28000 PH 2007-10-27 1422 LA2AB         59  14     AM1A          59  14
QSO: 21000 PH 2007-10-27 1442 LA2AB         59  14     3DA0WW        59  38
QSO: 21000 PH 2007-10-27 1446 LA2AB         59  14     ZS9Z          59  38
QSO: 21000 PH 2007-10-27 1513 LA2AB         59  14     AO8A          59  33
QSO: 21000 PH 2007-10-27 1514 LA2AB         59  14     EA9LZ         59  33
QSO:  7000 PH 2007-10-27 1644 LA2AB         59  14     DL8YR         59  14
QSO:  7000 PH 2007-10-27 1645 LA2AB         59  14     SQ9HZM        59  15
QSO:  7000 PH 2007-10-27 1645 LA2AB         59  14     DF8KU         59  14
QSO:  7000 PH 2007-10-27 1647 LA2AB         59  14     OK2WYK        59  15
QSO:  7000 PH 2007-10-27 1647 LA2AB         59  14     RX6BZ         59  16
QSO:  7000 PH 2007-10-27 1648 LA2AB         59  14     DL5SDK        59  14
QSO:  7000 PH 2007-10-27 1649 LA2AB         59  14     IK6OIN        59  15
QSO:  7000 PH 2007-10-27 1649 LA2AB         59  14     SP9BMH        59  15
QSO:  7000 PH 2007-10-27 1651 LA2AB         59  14     CT9L          59  33
QSO:  7000 PH 2007-10-27 1651 LA2AB         59  14     OK2JK         59  15
QSO:  7000 PH 2007-10-27 1651 LA2AB         59  14     EA5EA         59  14
QSO:  7000 PH 2007-10-27 1652 LA2AB         59  14     SP9KRT        59  15
QSO:  7000 PH 2007-10-27 1652 LA2AB         59  14     IO4T          59  15
QSO:  7000 PH 2007-10-27 1653 LA2AB         59  14     DL1NEO        59  14
QSO:  7000 PH 2007-10-27 1654 LA2AB         59  14     OP4P          59  14
QSO:  7000 PH 2007-10-27 1654 LA2AB         59  14     S58RU         59  15
QSO:  7000 PH 2007-10-27 1654 LA2AB         59  14     EA3ALK        59  14
QSO:  7000 PH 2007-10-27 1655 LA2AB         59  14     DK5EZ         59  14
QSO:  7000 PH 2007-10-27 1655 LA2AB         59  14     F6KCP         59  14
QSO:  7000 PH 2007-10-27 1655 LA2AB         59  14     OK1UG         59  15
QSO:  7000 PH 2007-10-27 1656 LA2AB         59  14     OK2SGY        59  15
QSO:  7000 PH 2007-10-27 1659 LA2AB         59  14     CT1DHM        59  14
QSO:  7000 PH 2007-10-27 1659 LA2AB         59  14     EA1ARB        59  14
QSO:  7000 PH 2007-10-27 1700 LA2AB         59  14     I2NX          59  15
QSO:  7000 PH 2007-10-27 1701 LA2AB         59  14     DL6AZ         59  14
QSO:  7000 PH 2007-10-27 1701 LA2AB         59  14     IZ1GSR        59  15
QSO:  7000 PH 2007-10-27 1701 LA2AB         59  14     F5PIQ         59  14
QSO:  7000 PH 2007-10-27 1701 LA2AB         59  14     F5NMK         59  14
QSO:  7000 PH 2007-10-27 1702 LA2AB         59  14     DL2KM         59  14
QSO:  7000 PH 2007-10-27 1703 LA2AB         59  14     OK2KDS        59  15
QSO:  7000 PH 2007-10-27 1703 LA2AB         59  14     DL0WH         59  14
QSO:  7000 PH 2007-10-27 1705 LA2AB         59  14     G3TQZ         59  14
QSO:  7000 PH 2007-10-27 1705 LA2AB         59  14     OE5CWL        59  15
QSO:  7000 PH 2007-10-27 1705 LA2AB         59  14     F8KFR         59  14
QSO:  7000 PH 2007-10-27 1706 LA2AB         59  14     F4CPS         59  14
QSO:  7000 PH 2007-10-27 1706 LA2AB         59  14     M0JAV         59  14
QSO:  7000 PH 2007-10-27 1706 LA2AB         59  14     G0PTA         59  14
QSO:  7000 PH 2007-10-27 1707 LA2AB         59  14     OK2BUT        59  15
QSO:  7000 PH 2007-10-27 1708 LA2AB         59  14     DL1SMA        59  14
QSO:  7000 PH 2007-10-27 1709 LA2AB         59  14     EA3KT         59  14
QSO:  7000 PH 2007-10-27 1709 LA2AB         59  14     TM4M          59  14
QSO:  7000 PH 2007-10-27 1709 LA2AB         59  14     F4MWM         59  14
QSO:  7000 PH 2007-10-27 1710 LA2AB         59  14     DL1X          59  14
QSO:  7000 PH 2007-10-27 1710 LA2AB         59  14     GI4XSF        59  14
QSO:  7000 PH 2007-10-27 1711 LA2AB         59  14     DL1BKB        59  14
QSO:  7000 PH 2007-10-27 1715 LA2AB         59  14     G8RWJ         59  14
QSO:  7000 PH 2007-10-27 1715 LA2AB         59  14     T99D          59  15
QSO:  7000 PH 2007-10-27 1716 LA2AB         59  14     SP8LXE        59  15
QSO:  7000 PH 2007-10-27 1716 LA2AB         59  14     YU7MGG        59  15
QSO:  7000 PH 2007-10-27 1717 LA2AB         59  14     DR0V          59  14
QSO:  7000 PH 2007-10-27 1718 LA2AB         59  14     RW4HP         59  16
QSO:  7000 PH 2007-10-27 1719 LA2AB         59  14     YO3APJ        59  20
QSO:  7000 PH 2007-10-27 1720 LA2AB         59  14     OK5SA         59  15
QSO:  7000 PH 2007-10-27 1720 LA2AB         59  14     TM2Y          59  14
QSO:  7000 PH 2007-10-27 1722 LA2AB         59  14     F4ETG         59  14
QSO:  7000 PH 2007-10-27 1723 LA2AB         59  14     RZ6BU         59  16
QSO:  7000 PH 2007-10-27 1724 LA2AB         59  14     HB9OCR        59  14
QSO:  7000 PH 2007-10-27 1725 LA2AB         59  14     YO8KRR        59  20
QSO:  7000 PH 2007-10-27 1725 LA2AB         59  14     ER4LX         59  16
QSO:  7000 PH 2007-10-27 1726 LA2AB         59  14     UA3RAW        59  16
QSO:  7000 PH 2007-10-27 1727 LA2AB         59  14     YT2T          59  15
QSO:  7000 PH 2007-10-27 1727 LA2AB         59  14     DL4FJ         59  14
QSO:  7000 PH 2007-10-27 1728 LA2AB         59  14     OM2ALA        59  15
QSO:  7000 PH 2007-10-27 1729 LA2AB         59  14     ZS9X          59  38
QSO:  7000 PH 2007-10-27 1729 LA2AB         59  14     SP3FHU        59  15
QSO:  7000 PH 2007-10-27 1730 LA2AB         59  14     UA6YIU        59  16
QSO:  7000 PH 2007-10-27 1731 LA2AB         59  14     YT5S          59  15
QSO:  7000 PH 2007-10-27 1734 LA2AB         59  14     II3L          59  15
QSO:  7000 PH 2007-10-27 1734 LA2AB         59  14     YO3RU         59  20
QSO:  7000 PH 2007-10-27 1734 LA2AB         59  14     UZ2M          59  16
QSO:  7000 PH 2007-10-27 1736 LA2AB         59  14     DL8QS         59  14
QSO:  7000 PH 2007-10-27 1737 LA2AB         59  14     RW1AM         59  16
QSO:  7000 PH 2007-10-27 1738 LA2AB         59  14     HA6IAM        59  15
QSO:  7000 PH 2007-10-27 1739 LA2AB         59  14     OK1DCF        59  15
QSO:  7000 PH 2007-10-27 1742 LA2AB         59  14     ES5TV         59  15
QSO:  7000 PH 2007-10-27 1743 LA2AB         59  14     US0HZ         59  16
QSO:  7000 PH 2007-10-27 1744 LA2AB         59  14     RL3QK         59  16
QSO:  7000 PH 2007-10-27 1745 LA2AB         59  14     RV4LC         59  16
QSO:  7000 PH 2007-10-27 1745 LA2AB         59  14     UT5PI         59  16
QSO:  7000 PH 2007-10-27 1746 LA2AB         59  14     UR5ZPV        59  16
QSO:  7000 PH 2007-10-27 1747 LA2AB         59  14     RT3T          59  16
QSO:  7000 PH 2007-10-27 1749 LA2AB         59  14     RA1AFR        59  16
QSO:  7000 PH 2007-10-27 1753 LA2AB         59  14     RZ3AV         59  16
QSO:  7000 PH 2007-10-27 1754 LA2AB         59  14     UA6LN         59  16
QSO:  7000 PH 2007-10-27 1755 LA2AB         59  14     RW3DU         59  16
QSO:  7000 PH 2007-10-27 1756 LA2AB         59  14     UT2E          59  16
QSO:  7000 PH 2007-10-27 1757 LA2AB         59  14     UT5UGR        59  16
QSO:  7000 PH 2007-10-27 1757 LA2AB         59  14     RU4SS         59  16
QSO:  7000 PH 2007-10-27 1808 LA2AB         59  14     EK0B          59  21
QSO:  7000 PH 2007-10-27 1812 LA2AB         59  14     ES5RW         59  15
QSO:  7000 PH 2007-10-27 1819 LA2AB         59  14     CQ9K          59  33
QSO:  7000 PH 2007-10-27 1820 LA2AB         59  14     PI4CC         59  14
QSO:  7000 PH 2007-10-27 1832 LA2AB         59  14     SX5P          59  20
QSO:  7000 PH 2007-10-27 1835 LA2AB         59  14     YL7X          59  15
QSO:  7000 PH 2007-10-27 1842 LA2AB         59  14     P3F           59  20
QSO:  7000 PH 2007-10-27 1848 LA2AB         59  14     LX8M          59  14
QSO:  7000 PH 2007-10-27 1851 LA2AB         59  14     EA8/OH4NL     59  33
QSO:  7000 PH 2007-10-27 1854 LA2AB         59  14     T92D          59  15
QSO:  7000 PH 2007-10-27 1856 LA2AB         59  14     GM2T          59  14
QSO:  7000 PH 2007-10-27 1905 LA2AB         59  14     LY7A          59  15
QSO:  7000 PH 2007-10-27 1907 LA2AB         59  14     MW5W          59  14
QSO:  7000 PH 2007-10-27 1908 LA2AB         59  14     9K2HN         59  21
QSO:  7000 PH 2007-10-27 1913 LA2AB         59  14     YQ9W          59  20
QSO:  7000 PH 2007-10-27 1936 LA2AB         59  14     EX2T          59  17
QSO:  1800 PH 2007-10-27 1940 LA2AB         59  14     EI2JD         59  14
QSO:  1800 PH 2007-10-27 1943 LA2AB         59  14     OE6V          59  15
QSO:  1800 PH 2007-10-27 1946 LA2AB         59  14     EY8CQ         59  17
QSO:  1800 PH 2007-10-27 1949 LA2AB         59  14     CN2R          59  33
QSO:  1800 PH 2007-10-27 2003 LA2AB         59  14     LY2OU         59  15
QSO:  3500 PH 2007-10-27 2033 LA2AB         59  14     TS6A          59  33
QSO:  1800 PH 2007-10-27 2100 LA2AB         59  14     J42T          59  20
QSO:  1800 PH 2007-10-27 2111 LA2AB         59  14     GW0DCK/P      59  14
QSO:  3500 PH 2007-10-27 2134 LA2AB         59  14     Z35A          59  15
QSO:  3500 PH 2007-10-27 2143 LA2AB         59  14     T93J          59  15
QSO:  3500 PH 2007-10-27 2145 LA2AB         59  14     EK0B          59  21
QSO:  7000 PH 2007-10-27 1724 LA2AB         59  14     IZ5BTC        59  15
QSO:  7000 PH 2007-10-27 1749 LA2AB         59  14     RA9AP         59  17
QSO:  7000 PH 2007-10-28 1521 LA2AB         59  14     8N7TU         59  25
END-OF-LOG:
