START-OF-LOG: 3.0
CONTEST: EA-RTTY
CALLSIGN: DL0ESA
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 79560
CREATED-BY: UcxLog 7.84
OPERATORS: EA1HEO
NAME: ESOC Radioclub - Op. EA1HEO (J.Roldan)
SOAPBOX: Gracias a la organizacion. Saludos para todos desde Alemania.  
QSO: 14078 RY 2018-04-08 0922 DL0ESA        599 185    EC7AT         599 AL
QSO: 14079 RY 2018-04-08 0924 DL0ESA        599 186    EM0I          599 698
QSO: 14081 RY 2018-04-08 0925 DL0ESA        599 187    UZ4E          599 341
QSO: 14081 RY 2018-04-08 0926 DL0ESA        599 188    RW3XZ         599 236
QSO: 14082 RY 2018-04-08 0926 DL0ESA        599 189    EA4HAM        599 M
QSO: 14084 RY 2018-04-08 0929 DL0ESA        599 190    EA5DFV        599 A
QSO: 14084 RY 2018-04-08 0932 DL0ESA        599 191    EM2G          599 407
QSO: 14084 RY 2018-04-08 0934 DL0ESA        599 192    EE2W          599 BI
QSO: 14086 RY 2018-04-08 0936 DL0ESA        599 193    OH8KVY        599 059
QSO: 14088 RY 2018-04-08 0938 DL0ESA        599 194    EB5DXJ        599 A
QSO: 14088 RY 2018-04-08 0939 DL0ESA        599 195    UT5EPP        599 458
QSO: 14089 RY 2018-04-08 0939 DL0ESA        599 196    UW1M          599 788
QSO: 14090 RY 2018-04-08 0940 DL0ESA        599 197    YL2CI         599 261
QSO: 14094 RY 2018-04-08 0943 DL0ESA        599 198    UX7QV         599 316
QSO: 14094 RY 2018-04-08 0944 DL0ESA        599 199    YL2KF         599 116
QSO: 14098 RY 2018-04-08 0945 DL0ESA        599 200    LZ2YO         599 249
QSO: 14098 RY 2018-04-08 0946 DL0ESA        599 201    HB9CAL        599 259
QSO: 14101 RY 2018-04-08 0948 DL0ESA        599 202    R3LC          599 041
QSO: 14101 RY 2018-04-08 0949 DL0ESA        599 203    UR2Y          599 229
QSO: 14102 RY 2018-04-08 0951 DL0ESA        599 204    RD3ZQ         599 121
QSO: 14102 RY 2018-04-08 0952 DL0ESA        599 205    EA4BAS        599 M
QSO: 14104 RY 2018-04-08 0954 DL0ESA        599 206    R3PV          599 063
QSO: 14104 RY 2018-04-08 0955 DL0ESA        599 207    RW4NN         599 168
QSO: 14104 RY 2018-04-08 0955 DL0ESA        599 208    R8XF          599 172
QSO: 14106 RY 2018-04-08 0956 DL0ESA        599 209    US1VS         599 124
QSO: 14108 RY 2018-04-08 0958 DL0ESA        599 210    OH7MJU        599 198
QSO: 14108 RY 2018-04-08 0959 DL0ESA        599 211    OH8WW         599 482
QSO: 14114 RY 2018-04-08 1004 DL0ESA        599 212    EA5FIV        599 A
QSO: 14112 RY 2018-04-08 1005 DL0ESA        599 213    EA3EYD        599 T
QSO: 14106 RY 2018-04-08 1008 DL0ESA        599 214    EB5CS         599 CS
QSO: 14101 RY 2018-04-08 1011 DL0ESA        599 215    EA4RE         599 M
QSO: 14101 RY 2018-04-08 1012 DL0ESA        599 216    ED9E          599 CE
QSO: 14099 RY 2018-04-08 1013 DL0ESA        599 217    EB2RA         599 HU
QSO: 14097 RY 2018-04-08 1015 DL0ESA        599 218    EF1Z          599 S
QSO: 14096 RY 2018-04-08 1016 DL0ESA        599 219    RA3MBC        599 176
QSO: 14094 RY 2018-04-08 1017 DL0ESA        599 220    EF5T          599 MU
QSO: 14094 RY 2018-04-08 1017 DL0ESA        599 221    EA2XR         599 BI
QSO: 14094 RY 2018-04-08 1018 DL0ESA        599 222    EA4JJ         599 M
QSO: 14094 RY 2018-04-08 1019 DL0ESA        599 223    EF5T          599 MU
QSO: 14091 RY 2018-04-08 1021 DL0ESA        599 224    EB3CW         599 B
QSO: 14091 RY 2018-04-08 1022 DL0ESA        599 225    EA8/HB9FIH    599 TF
QSO: 14086 RY 2018-04-08 1026 DL0ESA        599 226    R7AB          599 402
QSO: 14087 RY 2018-04-08 1032 DL0ESA        599 227    EA5EN         599 MU
QSO: 14087 RY 2018-04-08 1033 DL0ESA        599 228    EB5DXJ        599 A
QSO: 14087 RY 2018-04-08 1033 DL0ESA        599 229    EA7HAB        599 GR
QSO: 14087 RY 2018-04-08 1034 DL0ESA        599 230    IZ7FLP        599 420
QSO: 14086 RY 2018-04-08 1038 DL0ESA        599 231    RA9AEA        599 297
QSO: 14085 RY 2018-04-08 1042 DL0ESA        599 232    EF1A          599 C
QSO: 14085 RY 2018-04-08 1042 DL0ESA        599 233    EA2GR         599 Z
QSO: 14085 RY 2018-04-08 1043 DL0ESA        599 234    EA7KI         599 MA
QSO: 14083 RY 2018-04-08 1045 DL0ESA        599 235    EA4URE        599 HQ
QSO: 14083 RY 2018-04-08 1048 DL0ESA        599 236    ED1LO         599 LO
QSO: 14082 RY 2018-04-08 1051 DL0ESA        599 237    EA1FA         599 O
QSO: 14082 RY 2018-04-08 1052 DL0ESA        599 238    UA6CE         599 580
QSO: 14082 RY 2018-04-08 1052 DL0ESA        599 239    EA4FVG        599 M
QSO: 14082 RY 2018-04-08 1053 DL0ESA        599 240    EA2DDE        599 NA
QSO: 14082 RY 2018-04-08 1054 DL0ESA        599 241    EA2CMF        599 BI
QSO: 14079 RY 2018-04-08 1057 DL0ESA        599 242    EC1RCB        599 PO
QSO: 14088 RY 2018-04-08 1102 DL0ESA        599 243    EE4A          599 TO
QSO: 14088 RY 2018-04-08 1104 DL0ESA        599 244    EA8CQW        599 TF
QSO: 14088 RY 2018-04-08 1104 DL0ESA        599 245    EA5FID        599 A
QSO: 21087 RY 2018-04-08 1120 DL0ESA        599 246    DJ9XB         599 014
QSO: 21087 RY 2018-04-08 1122 DL0ESA        599 247    EA5FIV        599 A
QSO: 21087 RY 2018-04-08 1123 DL0ESA        599 248    EA1ACP        599 SO
QSO: 21087 RY 2018-04-08 1127 DL0ESA        599 249    CT1BXE        599 008
QSO: 14086 RY 2018-04-08 1148 DL0ESA        599 250    LB1AH         599 505
QSO: 14086 RY 2018-04-08 1150 DL0ESA        599 251    EA1ACP        599 SO
QSO: 14086 RY 2018-04-08 1156 DL0ESA        599 252    K4WW          599 224
QSO: 14086 RY 2018-04-08 1156 DL0ESA        599 253    DJ9XB         599 025
QSO: 14086 RY 2018-04-08 1157 DL0ESA        599 254    DL1ZBO        599 060
QSO: 14086 RY 2018-04-08 1157 DL0ESA        599 255    EA1HRR        599 S
QSO: 14086 RY 2018-04-08 1200 DL0ESA        599 256    EA4GOY        599 TO
QSO: 14086 RY 2018-04-08 1201 DL0ESA        599 257    EA1VT         599 C
QSO: 14086 RY 2018-04-08 1206 DL0ESA        599 258    EA3AH         599 LE
QSO: 14086 RY 2018-04-08 1207 DL0ESA        599 259    R3AIR         599 037
QSO: 14110 RY 2018-04-08 1215 DL0ESA        599 260    W3LL          599 430
QSO: 14118 RY 2018-04-08 1217 DL0ESA        599 261    EB1RL         599 BU
QSO: 14118 RY 2018-04-08 1218 DL0ESA        599 262    NU1T          599 084
QSO: 14116 RY 2018-04-08 1220 DL0ESA        599 263    N1IXF         599 388
QSO: 14109 RY 2018-04-08 1222 DL0ESA        599 264    EA7KR         599 MA
QSO: 14109 RY 2018-04-08 1227 DL0ESA        599 265    EA2BNU        599 SS
QSO: 14109 RY 2018-04-08 1229 DL0ESA        599 266    EA1DVY        599 SO
QSO: 14106 RY 2018-04-08 1232 DL0ESA        599 267    NX8G          599 018
QSO: 14105 RY 2018-04-08 1235 DL0ESA        599 268    EA1WS         599 O
QSO: 14104 RY 2018-04-08 1354 DL0ESA        599 269    K3MD          599 80
QSO: 14104 RY 2018-04-08 1354 DL0ESA        599 270    N3QE          599 176
QSO: 14104 RY 2018-04-08 1355 DL0ESA        599 271    EE1I          599 LE
QSO: 21085 RY 2018-04-08 1358 DL0ESA        599 272    LU1KCQ        599 79
QSO: 21085 RY 2018-04-08 1400 DL0ESA        599 273    CX7SS         599 81
QSO: 21086 RY 2018-04-08 1407 DL0ESA        599 274    LQ7E          599 057
QSO: 21086 RY 2018-04-08 1409 DL0ESA        599 275    EB3CW         599 B
QSO: 14096 RY 2018-04-08 1423 DL0ESA        599 276    W1IE          599 066
QSO: 14096 RY 2018-04-08 1425 DL0ESA        599 277    N8OO/5        599 637
QSO: 14093 RY 2018-04-08 1429 DL0ESA        599 278    VA7ST         599 162
QSO: 14093 RY 2018-04-08 1429 DL0ESA        599 279    K6YK          599 048
QSO: 14093 RY 2018-04-08 1430 DL0ESA        599 280    RT6DI         599 377
QSO: 14093 RY 2018-04-08 1434 DL0ESA        599 281    RU4I          599 222
QSO: 14093 RY 2018-04-08 1436 DL0ESA        599 282    NT5V          599 97
QSO:  7043 RY 2018-04-08 1439 DL0ESA        599 283    UW1M          599 1024
QSO:  7045 RY 2018-04-08 1442 DL0ESA        599 284    LA4C          599 184
QSO:  7045 RY 2018-04-08 1442 DL0ESA        599 285    SD6E          599 320
QSO:  7046 RY 2018-04-08 1444 DL0ESA        599 286    G0RPM         599 211
QSO:  7047 RY 2018-04-08 1446 DL0ESA        599 287    9A7B          599 197
QSO:  7047 RY 2018-04-08 1446 DL0ESA        599 288    IK4RVG        599 123
QSO:  7048 RY 2018-04-08 1447 DL0ESA        599 289    RA3Y          599 540
QSO:  7048 RY 2018-04-08 1448 DL0ESA        599 290    RD0A          599 072
QSO:  7048 RY 2018-04-08 1450 DL0ESA        599 291    EC5CR         599 V
QSO:  7049 RY 2018-04-08 1450 DL0ESA        599 292    UX7QV         599 395
QSO:  7050 RY 2018-04-08 1452 DL0ESA        599 293    LZ8U          599 259
QSO:  7050 RY 2018-04-08 1454 DL0ESA        599 294    RZ9AD         599 342
QSO:  7050 RY 2018-04-08 1458 DL0ESA        599 295    EE2W          599 BI
QSO:  7054 RY 2018-04-08 1501 DL0ESA        599 296    OZ1DAE        599 220
QSO:  7041 RY 2018-04-08 1510 DL0ESA        599 297    EA5GIE        599 V
QSO:  7044 RY 2018-04-08 1513 DL0ESA        599 298    UW1M          599 1044
QSO: 14092 RY 2018-04-08 1520 DL0ESA        599 299    AE1EZ         599 127
QSO: 14092 RY 2018-04-08 1521 DL0ESA        599 300    UR8QR         599 156
QSO: 14092 RY 2018-04-08 1523 DL0ESA        599 301    K3SAE         599 99
QSO: 14092 RY 2018-04-08 1524 DL0ESA        599 302    KI6DY/0       599 263
QSO: 14092 RY 2018-04-08 1529 DL0ESA        599 303    UT5LA         599 061
QSO: 14092 RY 2018-04-08 1530 DL0ESA        599 304    R7MT          599 145
QSO: 14092 RY 2018-04-08 1534 DL0ESA        599 305    EE2W          599 BI
QSO: 14092 RY 2018-04-08 1539 DL0ESA        599 306    RA3DI         599 229
QSO: 14092 RY 2018-04-08 1539 DL0ESA        599 307    TF3AO         599 068
QSO: 14092 RY 2018-04-08 1540 DL0ESA        599 308    RK1NA         599 094
QSO: 14092 RY 2018-04-08 1546 DL0ESA        599 309    RV3TG         599 031
QSO: 14092 RY 2018-04-08 1546 DL0ESA        599 310    R3BB          599 121
QSO: 14092 RY 2018-04-08 1547 DL0ESA        599 311    RU5X          599 172
QSO: 14092 RY 2018-04-08 1548 DL0ESA        599 312    CT1FKN        599 105
QSO: 14092 RY 2018-04-08 1549 DL0ESA        599 313    UA4FX         599 054
QSO: 14092 RY 2018-04-08 1554 DL0ESA        599 314    R2OM          599 029
QSO: 14092 RY 2018-04-08 1555 DL0ESA        599 315    UA4SJO        599 173
QSO: 14092 RY 2018-04-08 1556 DL0ESA        599 316    UC5D          599 089
