START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: WC3N
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WC3N
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2022.
QSO: 14003 CW 2022-07-09 1624 WC3N          599 08 TF3D          599 17
QSO: 21000 CW 2022-07-09 1900 WC3N          599 08 SN0HQ         599 PZK
QSO: 21018 CW 2022-07-09 1900 WC3N          599 08 YT0HQ         599 SRS
QSO: 21016 CW 2022-07-09 1901 WC3N          599 08 TM0HQ         599 REF
QSO: 21003 CW 2022-07-09 1902 WC3N          599 08 W1AW          599 ARRL
QSO: 21019 CW 2022-07-09 1902 WC3N          599 08 GR2HQ         599 RSGB
QSO: 14055 CW 2022-07-09 1905 WC3N          599 08 EW1M          599 29
QSO: 14067 CW 2022-07-09 1905 WC3N          599 08 OH1MM         599 18
QSO: 14052 CW 2022-07-09 1906 WC3N          599 08 S57DX         599 28
QSO: 14020 CW 2022-07-09 1907 WC3N          599 08 LZ0HQ         599 BFRA
QSO: 14010 CW 2022-07-09 1911 WC3N          599 08 GR2HQ         599 RSGB
QSO: 14062 CW 2022-07-09 1912 WC3N          599 08 PC3T          599 27
QSO: 21002 CW 2022-07-09 1915 WC3N          599 08 JH4UYB        599 45
QSO: 21000 CW 2022-07-09 1916 WC3N          599 08 CO8NMN        599 11
QSO: 21026 CW 2022-07-09 1916 WC3N          599 08 KL7SB         599 01
QSO: 21008 CW 2022-07-09 1922 WC3N          599 08 7Q5RU         599 53
QSO: 14000 CW 2022-07-09 1923 WC3N          599 08 DJ4MX         599 28
QSO: 14018 CW 2022-07-09 1923 WC3N          599 08 HG4I          599 28
QSO: 21004 CW 2022-07-09 1924 WC3N          599 08 OP0HQ         599 UBA
QSO: 21024 CW 2022-07-09 1925 WC3N          599 08 CX1AA         599 RCU
QSO: 21253 PH 2022-07-09 2153 WC3N          59 08 S50HQ         59 ZRS
QSO: 21000 PH 2022-07-09 2154 WC3N          59 08 OZ1HQ         59 EDR
QSO: 21280 PH 2022-07-09 2154 WC3N          59 08 DA0HQ         59 DARC
QSO: 21298 PH 2022-07-09 2154 WC3N          59 08 TM0HQ         59 REF
QSO: 21332 PH 2022-07-09 2155 WC3N          59 08 OM2HQ         59 SARA
QSO: 21000 PH 2022-07-09 2156 WC3N          59 08 SN0HQ         59 PZK
QSO: 21286 PH 2022-07-09 2157 WC3N          59 08 5K3K          59 12
QSO: 21309 PH 2022-07-09 2157 WC3N          59 08 CX1AA         59 RCU
QSO: 21270 PH 2022-07-09 2158 WC3N          59 8 S51CK         59 28
QSO: 21274 PH 2022-07-09 2158 WC3N          59 08 PV2K          59 15
QSO: 21300 PH 2022-07-09 2158 WC3N          59 08 VJ4T          59 55
QSO: 21000 PH 2022-07-09 2159 WC3N          59 08 LT4RCA        59 RCA
QSO: 21250 PH 2022-07-09 2200 WC3N          59 08 OH2HQ         59 SRAL
QSO: 21294 PH 2022-07-09 2200 WC3N          59 08 GR2HQ         59 RSGB
QSO: 21335 PH 2022-07-09 2201 WC3N          59 08 JH1NBN        59 R3
QSO: 21361 PH 2022-07-09 2201 WC3N          59 08 VL4U          59 55
QSO: 21348 PH 2022-07-09 2202 WC3N          59 08 TI2JS         59 11
QSO: 21397 PH 2022-07-09 2203 WC3N          59 08 PY2VZ         59 15
QSO: 21341 PH 2022-07-09 2204 WC3N          59 08 8N8HQ         59 JARL
QSO: 21305 PH 2022-07-09 2205 WC3N          59 08 YT0HQ         59 SRS
QSO: 21318 PH 2022-07-09 2205 WC3N          59 08 LZ0HQ         59 BFRA
QSO: 21328 PH 2022-07-09 2206 WC3N          59 08 OE0HQ         59 OV
QSO: 21000 PH 2022-07-09 2209 WC3N          59 8 EA1CBX        59 37
QSO: 21000 PH 2022-07-09 2210 WC3N          59 08 TI5VMJ        59 11
QSO: 21289 PH 2022-07-09 2211 WC3N          59 08 9A3B          59 28
QSO: 21205 PH 2022-07-09 2212 WC3N          59 8 IO8HQ         59 ARI
QSO: 14211 PH 2022-07-09 2213 WC3N          59 08 SN7D          59 28
QSO: 14250 PH 2022-07-09 2213 WC3N          59 08 LZ0HQ         59 BFRA
QSO: 14285 PH 2022-07-09 2214 WC3N          59 08 DA0HQ         59 DARC
QSO: 14308 PH 2022-07-09 2214 WC3N          59 08 D4K           59 46
QSO: 14199 PH 2022-07-09 2215 WC3N          59 08 OE0HQ         59 OV
QSO: 14175 PH 2022-07-09 2216 WC3N          59 08 F8KGM         59 27
QSO: 14192 PH 2022-07-09 2216 WC3N          59 08 A47HQ         59 ROARS
QSO: 14270 PH 2022-07-09 2216 WC3N          59 08 IR2L          59 28
QSO: 14290 PH 2022-07-09 2217 WC3N          59 08 TM0HQ         59 REF
QSO: 14208 PH 2022-07-09 2218 WC3N          59 08 YT0HQ         59 SRS
QSO: 14000 PH 2022-07-09 2219 WC3N          59 08 OR1Z          59 14
QSO: 14301 PH 2022-07-09 2219 WC3N          59 8 R7HQ          59 SRR
QSO: 14183 PH 2022-07-09 2220 WC3N          59 08 YO7WC         59 28
QSO: 14205 PH 2022-07-09 2220 WC3N          59 8 IK0PHY        59 28
QSO: 14219 PH 2022-07-09 2220 WC3N          59 08 Z30HQ         59 RSM
QSO: 14000 PH 2022-07-09 2221 WC3N          59 08 SN7R          59 28
QSO: 14164 PH 2022-07-09 2221 WC3N          59 08 HG0HQ         59 MRASZ
QSO: 14170 PH 2022-07-09 2222 WC3N          59 08 CU2YK         59 36
QSO: 14232 PH 2022-07-09 2223 WC3N          59 08 PY2CP         59 15
QSO: 14184 PH 2022-07-09 2224 WC3N          59 08 HK3C          59 12
QSO: 14330 PH 2022-07-09 2224 WC3N          59 08 FY5FY         59 12
QSO: 14153 PH 2022-07-09 2226 WC3N          59 08 SV3RPQ        59 28
QSO: 14160 PH 2022-07-09 2226 WC3N          59 08 OL7T          59 28
QSO: 14242 PH 2022-07-09 2227 WC3N          59 8 IO6HQ         59 ARI
QSO: 14327 PH 2022-07-09 2227 WC3N          59 08 OH2HQ         59 SRAL
QSO: 14255 PH 2022-07-09 2228 WC3N          59 08 EF4HQ         59 URE
QSO: 14000 PH 2022-07-09 2229 WC3N          59 08 SN0HQ         59 PZK
QSO: 14219 PH 2022-07-09 2229 WC3N          59 08 Z30HQ         59 RSM
QSO: 14257 PH 2022-07-09 2231 WC3N          59 08 ED3T          59 37
QSO: 14313 PH 2022-07-09 2231 WC3N          59 08 G4ERW         59 27
QSO: 14195 PH 2022-07-09 2233 WC3N          59 08 XQ3SK         59 14
QSO: 14240 PH 2022-07-09 2233 WC3N          59 08 ZZ7A          59 13
QSO: 14270 PH 2022-07-09 2233 WC3N          59 08 M1C           59 27
QSO: 14000 PH 2022-07-09 2234 WC3N          59 08 PY6RT         59 13
QSO: 14275 PH 2022-07-09 2235 WC3N          59 08 KP4PR         59 11
QSO: 14255 PH 2022-07-09 2236 WC3N          59 08 PJ2HQ         59 VRONA
QSO: 14259 PH 2022-07-09 2236 WC3N          59 08 S50HQ         59 ZRS
QSO: 14232 PH 2022-07-09 2237 WC3N          59 08 YU3DKO        59 28
QSO: 14296 PH 2022-07-09 2238 WC3N          59 08 8S0C          59 18
QSO: 14189 PH 2022-07-09 2239 WC3N          59 08 IR2M          59 28
QSO: 14217 PH 2022-07-09 2240 WC3N          59 08 MI0I          59 27
QSO: 14000 PH 2022-07-09 2241 WC3N          59 08 9A0HQ         59 HRS
QSO: 14173 PH 2022-07-09 2241 WC3N          59 08 CN8SG         59 37
QSO: 14187 PH 2022-07-09 2242 WC3N          59 08 4X1DX         59 39
QSO: 21246 PH 2022-07-09 2244 WC3N          59 08 IO4T          59 28
QSO: 21307 PH 2022-07-09 2244 WC3N          59 08 EF4HQ         59 URE
QSO: 14061 CW 2022-07-09 2247 WC3N          599 08 EU2F          599 29
QSO: 14060 CW 2022-07-09 2248 WC3N          599 08 SP1NY         599 28
QSO: 14019 CW 2022-07-09 2249 WC3N          599 08 CR3DX         599 36
QSO: 14066 CW 2022-07-09 2249 WC3N          599 08 LA8OM         599 18
QSO: 14025 CW 2022-07-09 2250 WC3N          599 08 OP0HQ         599 UBA
QSO: 14006 CW 2022-07-09 2251 WC3N          599 08 OM8CW         599 28
QSO: 21058 CW 2022-07-09 2252 WC3N          599 08 OE0HQ         599 OV
QSO: 21020 CW 2022-07-09 2253 WC3N          599 8 IR4M          599 28
QSO: 21022 CW 2022-07-09 2253 WC3N          599 08 EA8RM         599 36
QSO: 21041 CW 2022-07-09 2253 WC3N          599 08 YT6X          599 28
QSO: 21003 CW 2022-07-09 2254 WC3N          599 08 LZ0HQ         599 BFRA
QSO: 21014 CW 2022-07-09 2254 WC3N          599 8 YR0HQ         599 FRR
QSO: 21265 PH 2022-07-09 2255 WC3N          59 08 TI2VVV        59 11
QSO: 21043 CW 2022-07-09 2256 WC3N          599 08 3G3W          599 14
QSO: 21015 CW 2022-07-09 2257 WC3N          599 08 XQ1KZ         599 14
QSO: 21011 CW 2022-07-09 2300 WC3N          599 08 JA0FVU        599 45
QSO: 21002 CW 2022-07-09 2301 WC3N          599 8 W6YX          599 06
QSO: 21012 CW 2022-07-09 2302 WC3N          599 08 XR3W          599 14
QSO: 21053 CW 2022-07-09 2304 WC3N          599 08 JA6GCE        599 45
QSO: 14312 PH 2022-07-09 2305 WC3N          59 08 HB9TOC        59 28
QSO: 14304 PH 2022-07-09 2306 WC3N          59 08 PA6HQ         59 VERON
QSO: 14198 PH 2022-07-09 2307 WC3N          59 8 IK4RQJ        59 28
QSO: 14277 PH 2022-07-09 2307 WC3N          59 08 E7HQ          59 BA
QSO: 14160 PH 2022-07-09 2308 WC3N          59 8 IU0OVB        59 28
QSO: 14010 CW 2022-07-09 2310 WC3N          599 08 IY3A          599 28
QSO: 14297 PH 2022-07-09 2310 WC3N          59 08 K6XX          59 06
QSO: 14036 CW 2022-07-09 2311 WC3N          599 8 IR4M          599 28
QSO: 14189 PH 2022-07-09 2312 WC3N          59 08 PT1K          59 15
QSO: 14305 PH 2022-07-09 2312 WC3N          59 08 GR2HQ         59 RSGB
QSO: 14314 PH 2022-07-09 2313 WC3N          59 08 TI2JS         59 11
QSO: 14052 CW 2022-07-09 2314 WC3N          599 08 DL5YM         599 28
QSO: 14000 CW 2022-07-09 2315 WC3N          599 08 YR2X          599 28
END-OF-LOG:
