START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: N4TZ
LOCATION: IN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 806786
NAME: Terry Zivney
OPERATORS: N4TZ
CLUB: Society of Midwest Contesters
CERTIFICATE: NO
CREATED-BY: TR4W v.4.73.6
SOAPBOX: LOST PRECIOUS HOURS SUNDAY TO FIX COMPUTER TO RIG COMMUNICATIONS
QSO:  7229 PH 2018-10-27 0041 N4TZ          59  04     HI3T          59  08
QSO:  7236 PH 2018-10-27 0042 N4TZ          59  04     8P5A          59  08
QSO: 21225 PH 2018-10-27 0043 N4TZ          59  04     VK2LPF        59  30
QSO: 21246 PH 2018-10-27 0044 N4TZ          59  04     VK2RSG        59  30
QSO: 21297 PH 2018-10-27 0046 N4TZ          59  04     KH7M          59  31
QSO: 21358 PH 2018-10-27 0046 N4TZ          59  04     VK4KW         59  30
QSO: 14237 PH 2018-10-27 0048 N4TZ          59  04     KH7XS         59  31
QSO: 14205 PH 2018-10-27 0050 N4TZ          59  04     W0RIC         59  03
QSO:  1837 PH 2018-10-27 0057 N4TZ          59  04     NP2J          59  08
QSO:  3797 PH 2018-10-27 0100 N4TZ          59  04     K4AJA/VP9     59  05
QSO:  3777 PH 2018-10-27 0100 N4TZ          59  04     VE3EJ         59  04
QSO:  3762 PH 2018-10-27 0101 N4TZ          59  04     V26B          59  08
QSO:  3735 PH 2018-10-27 0105 N4TZ          59  04     VA2WA         59  05
QSO:  3721 PH 2018-10-27 0105 N4TZ          59  04     CF3A          59  04
QSO:  7243 PH 2018-10-27 0107 N4TZ          59  04     KG5ZLE        59  04
QSO:  7225 PH 2018-10-27 0108 N4TZ          59  04     TO1J          59  08
QSO:  7199 PH 2018-10-27 0112 N4TZ          59  04     IR6T          59  15
QSO:  7199 PH 2018-10-27 0113 N4TZ          59  04     YT1HA         59  15
QSO:  7173 PH 2018-10-27 0116 N4TZ          59  04     GD9W          59  14
QSO:  1833 PH 2018-10-27 0120 N4TZ          59  04     VE3MGY        59  04
QSO:  1830 PH 2018-10-27 0123 N4TZ          59  04     AG4W          59  04
QSO:  7097 PH 2018-10-27 0127 N4TZ          59  04     DR1A          59  14
QSO:  7083 PH 2018-10-27 0128 N4TZ          59  04     M4A           59  14
QSO:  7210 PH 2018-10-27 0132 N4TZ          59  04     ZF9CW         59  08
QSO:  7207 PH 2018-10-27 0133 N4TZ          59  04     NP2P          59  08
QSO:  7194 PH 2018-10-27 0134 N4TZ          59  04     LZ5K          59  20
QSO:  1834 PH 2018-10-27 0139 N4TZ          59  04     K4AJA/VP9     59  05
QSO:  3755 PH 2018-10-27 0145 N4TZ          59  04     CN3A          59  33
QSO:  3789 PH 2018-10-27 0157 N4TZ          59  04     M6T           59  14
QSO:  1854 PH 2018-10-27 0158 N4TZ          59  04     VE3EJ         59  04
QSO:  1822 PH 2018-10-27 0200 N4TZ          59  04     VA3AC         59  04
QSO:  7166 PH 2018-10-27 0201 N4TZ          59  04     IO5O          59  15
QSO:  7152 PH 2018-10-27 0204 N4TZ          59  04     ED8W          59  33
QSO:  7065 PH 2018-10-27 0209 N4TZ          59  04     EB1DJ         59  14
QSO:  7049 PH 2018-10-27 0210 N4TZ          59  04     HA7A          59  15
QSO:  7248 PH 2018-10-27 0212 N4TZ          59  04     ZV5O          59  11
QSO:  7234 PH 2018-10-27 0213 N4TZ          59  04     VE7GL         59  03
QSO:  7220 PH 2018-10-27 0215 N4TZ          59  04     ZF1A          59  08
QSO:  7218 PH 2018-10-27 0218 N4TZ          59  04     PY0F          59  11
QSO:  7216 PH 2018-10-27 0219 N4TZ          59  04     YW5DX         59  09
QSO:  3752 PH 2018-10-27 0231 N4TZ          59  04     KP3Z          59  08
QSO:  7217 PH 2018-10-27 0242 N4TZ          59  04     CO8ZZ         59  08
QSO:  7181 PH 2018-10-27 0245 N4TZ          59  04     I2WIJ         59  15
QSO:  7172 PH 2018-10-27 0246 N4TZ          59  04     TM0T          59  14
QSO:  7156 PH 2018-10-27 0248 N4TZ          59  04     CN3A          59  33
QSO:  7146 PH 2018-10-27 0250 N4TZ          59  04     IO9A          59  15
QSO:  7083 PH 2018-10-27 0252 N4TZ          59  04     EA5DFV        59  14
QSO:  7065 PH 2018-10-27 0254 N4TZ          59  04     CT9ABP        59  33
QSO:  3710 PH 2018-10-27 0256 N4TZ          59  04     VP9I          59  05
QSO:  3731 PH 2018-10-27 0257 N4TZ          59  04     D4C           59  35
QSO:  3734 PH 2018-10-27 0259 N4TZ          59  04     FY5KE         59  09
QSO:  3748 PH 2018-10-27 0301 N4TZ          59  04     PJ4G          59  09
QSO:  7092 PH 2018-10-27 0307 N4TZ          59  04     S56Y          59  15
QSO:  7136 PH 2018-10-27 0308 N4TZ          59  04     ED7P          59  14
QSO:  7154 PH 2018-10-27 0309 N4TZ          59  04     D4C           59  35
QSO:  7168 PH 2018-10-27 0312 N4TZ          59  04     CR5E          59  14
QSO:  1826 PH 2018-10-27 0319 N4TZ          59  04     VA2WA         59  05
QSO:  1833 PH 2018-10-27 0320 N4TZ          59  04     V26B          59  08
QSO:  1847 PH 2018-10-27 0321 N4TZ          59  04     VA3SZ         59  04
QSO:  1851 PH 2018-10-27 0323 N4TZ          59  04     PJ2T          59  09
QSO:  7213 PH 2018-10-27 0328 N4TZ          59  04     VP5W          59  08
QSO:  7215 PH 2018-10-27 0329 N4TZ          59  04     YY2HCM        59  09
QSO:  7219 PH 2018-10-27 0331 N4TZ          59  04     PJ4G          59  09
QSO:  7244 PH 2018-10-27 0334 N4TZ          59  04     WP4SK         59  08
QSO:  7239 PH 2018-10-27 0337 N4TZ          59  04     DM4X          59  14
QSO:  1840 PH 2018-10-27 0340 N4TZ          59  04     VE3JM         59  04
QSO:  7145 PH 2018-10-27 0343 N4TZ          59  04     IR4X          59  15
QSO:  7207 PH 2018-10-27 0347 N4TZ          59  04     ZW5B          59  11
QSO:  7203 PH 2018-10-27 0347 N4TZ          59  04     PS2T          59  11
QSO:  7211 PH 2018-10-27 0348 N4TZ          59  04     CB1H          59  12
QSO:  7215 PH 2018-10-27 0349 N4TZ          59  04     KP3Z          59  08
QSO:  7237 PH 2018-10-27 0354 N4TZ          59  04     K4AJA/VP9     59  05
QSO:  1830 PH 2018-10-27 0359 N4TZ          59  04     PJ4G          59  09
QSO:  1846 PH 2018-10-27 0402 N4TZ          59  04     PJ4K          59  09
QSO:  1864 PH 2018-10-27 0405 N4TZ          59  04     VE3MIS        59  04
QSO:  1869 PH 2018-10-27 0405 N4TZ          59  04     VP9I          59  05
QSO:  1872 PH 2018-10-27 0411 N4TZ          59  04     ZF9CW         59  08
QSO:  3707 PH 2018-10-27 0415 N4TZ          59  04     CT9/OM2KW     59  33
QSO:  3741 PH 2018-10-27 0418 N4TZ          59  04     VE3JM         59  04
QSO:  7208 PH 2018-10-27 0425 N4TZ          59  04     CE3CT         59  12
QSO:  7198 PH 2018-10-27 0425 N4TZ          59  04     ED7B          59  14
QSO:  7194 PH 2018-10-27 0427 N4TZ          59  04     LZ5R          59  20
QSO:  7174 PH 2018-10-27 0428 N4TZ          59  04     ED7R          59  14
QSO:  1864 PH 2018-10-27 0433 N4TZ          59  04     XE1UN         59  06
QSO:  3796 PH 2018-10-27 0440 N4TZ          59  04     LZ9W          59  20
QSO:  3765 PH 2018-10-27 0447 N4TZ          59  04     T42T          59  08
QSO:  3762 PH 2018-10-27 0448 N4TZ          59  04     VE6SV         59  04
QSO:  3721 PH 2018-10-27 0452 N4TZ          59  04     KP2M          59  08
QSO:  1868 PH 2018-10-27 0458 N4TZ          59  04     CF3A          59  04
QSO:  7143 PH 2018-10-27 0459 N4TZ          59  04     IR8P          59  15
QSO:  7147 PH 2018-10-27 0459 N4TZ          59  04     IR9W          59  15
QSO:  7175 PH 2018-10-27 0502 N4TZ          59  04     TM2T          59  14
QSO:  7186 PH 2018-10-27 0503 N4TZ          59  04     I2VRN         59  15
QSO:  7191 PH 2018-10-27 0504 N4TZ          59  04     IR2L          59  15
QSO:  7090 PH 2018-10-27 0505 N4TZ          59  04     EE5V          59  14
QSO:  7211 PH 2018-10-27 0513 N4TZ          59  04     HC2TKV        59  10
QSO:  7236 PH 2018-10-27 0516 N4TZ          59  04     LU2DD         59  13
QSO:  1840 PH 2018-10-27 0520 N4TZ          59  04     VC3R          59  04
QSO:  1875 PH 2018-10-27 0523 N4TZ          59  04     ZF1A          59  08
QSO:  3704 PH 2018-10-27 0525 N4TZ          59  04     EF8R          59  33
QSO:  3793 PH 2018-10-27 0531 N4TZ          59  04     CR5E          59  14
QSO:  3702 PH 2018-10-27 0532 N4TZ          59  04     VE3MIS        59  04
QSO:  1844 PH 2018-10-27 0534 N4TZ          59  04     AD0H          59  04
QSO:  7178 PH 2018-10-27 0538 N4TZ          59  04     ED7W          59  14
QSO:  7183 PH 2018-10-27 0538 N4TZ          59  04     F4DVX         59  14
QSO:  7203 PH 2018-10-27 0540 N4TZ          59  04     PQ5B          59  11
QSO:  3719 PH 2018-10-27 0543 N4TZ          59  04     VE2BWL        59  05
QSO:  3751 PH 2018-10-27 0544 N4TZ          59  04     XE2X          59  06
QSO:  1823 PH 2018-10-27 0553 N4TZ          59  04     8P5A          59  08
QSO:  7175 PH 2018-10-27 0555 N4TZ          59  04     IR7T          59  15
QSO:  7088 PH 2018-10-27 0600 N4TZ          59  04     V26B          59  08
QSO:  7198 PH 2018-10-27 0601 N4TZ          59  04     ZW8T          59  11
QSO:  7163 PH 2018-10-27 0603 N4TZ          59  04     PX2A          59  11
QSO:  3787 PH 2018-10-27 0615 N4TZ          59  04     TO1J          59  04
QSO:  3765 PH 2018-10-27 0616 N4TZ          59  04     TM0T          59  04
QSO:  3723 PH 2018-10-27 0623 N4TZ          59  04     8P5A          59  08
QSO:  3716 PH 2018-10-27 0624 N4TZ          59  04     CN2CO         59  33
QSO:  3698 PH 2018-10-27 0624 N4TZ          59  04     VC3M          59  04
QSO:  3696 PH 2018-10-27 0625 N4TZ          59  04     V3A           59  07
QSO:  3689 PH 2018-10-27 0626 N4TZ          59  04     CR2L          59  14
QSO:  3607 PH 2018-10-27 0627 N4TZ          59  04     VP2MDG        59  08
QSO:  7159 PH 2018-10-27 0634 N4TZ          59  04     4M8E          59  09
QSO:  7200 PH 2018-10-27 0636 N4TZ          59  04     ZY2A          59  11
QSO:  3771 PH 2018-10-27 0639 N4TZ          59  04     9Y4W          59  09
QSO:  3726 PH 2018-10-27 0640 N4TZ          59  04     P40L          59  09
QSO:  1839 PH 2018-10-27 0644 N4TZ          59  04     VC3M          59  04
QSO:  3781 PH 2018-10-27 0648 N4TZ          59  04     PZ5K          59  09
QSO:  7152 PH 2018-10-27 0650 N4TZ          59  04     HC1DX         59  10
QSO:  3781 PH 2018-10-27 1001 N4TZ          59  04     VA3WW         59  04
QSO:  3702 PH 2018-10-27 1003 N4TZ          59  04     VE1ZA         59  05
QSO:  7208 PH 2018-10-27 1005 N4TZ          59  04     VK3GK         59  30
QSO:  7187 PH 2018-10-27 1007 N4TZ          59  04     VK4KW         59  30
QSO:  7174 PH 2018-10-27 1008 N4TZ          59  04     NH7A          59  31
QSO:  3760 PH 2018-10-27 1011 N4TZ          59  04     KH6J          59  31
QSO:  7136 PH 2018-10-27 1014 N4TZ          59  04     KH6J          59  31
QSO:  3776 PH 2018-10-27 1048 N4TZ          59  04     ZF9CW         59  08
QSO:  3737 PH 2018-10-27 1049 N4TZ          59  04     ZF1A          59  08
QSO:  3724 PH 2018-10-27 1050 N4TZ          59  04     VE3MGY        59  04
QSO:  3714 PH 2018-10-27 1051 N4TZ          59  04     VC3R          59  04
QSO:  7205 PH 2018-10-27 1053 N4TZ          59  04     KH7XS         59  31
QSO:  7182 PH 2018-10-27 1057 N4TZ          59  04     HI3LT         59  08
QSO:  7173 PH 2018-10-27 1058 N4TZ          59  04     FY5KE         59  09
QSO:  7152 PH 2018-10-27 1106 N4TZ          59  04     YB3VI         59  28
QSO:  1858 PH 2018-10-27 1112 N4TZ          59  04     KH6J          59  31
QSO:  3790 PH 2018-10-27 1114 N4TZ          59  04     VA3SWG        59  04
QSO:  7129 PH 2018-10-27 1116 N4TZ          59  04     VC3R          59  04
QSO:  7213 PH 2018-10-27 1122 N4TZ          59  04     P40W          59  09
QSO:  1850 PH 2018-10-27 1125 N4TZ          59  04     VE6SV         59  04
QSO: 14179 PH 2018-10-27 1133 N4TZ          59  04     PZ5K          59  09
QSO:  7184 PH 2018-10-27 1142 N4TZ          59  04     PJ2T          59  09
QSO: 14187 PH 2018-10-27 1148 N4TZ          59  04     CE3CT         59  12
QSO: 14207 PH 2018-10-27 1148 N4TZ          59  04     9Y4W          59  09
QSO: 14234 PH 2018-10-27 1151 N4TZ          59  04     HC0E          59  10
QSO: 14250 PH 2018-10-27 1152 N4TZ          59  04     EA9KB         59  33
QSO: 14273 PH 2018-10-27 1154 N4TZ          59  04     TM4L          59  14
QSO: 14331 PH 2018-10-27 1202 N4TZ          59  04     S50K          59  15
QSO: 14306 PH 2018-10-27 1204 N4TZ          59  04     DL2ARD        59  14
QSO: 14311 PH 2018-10-27 1205 N4TZ          59  04     OM7RU         59  15
QSO: 14313 PH 2018-10-27 1206 N4TZ          59  04     OL7T          59  15
QSO: 14319 PH 2018-10-27 1207 N4TZ          59  04     ES9C          59  15
QSO: 14327 PH 2018-10-27 1208 N4TZ          59  04     LX7I          59  14
QSO: 14328 PH 2018-10-27 1209 N4TZ          59  04     DR5N          59  14
QSO: 14254 PH 2018-10-27 1211 N4TZ          59  04     EI7M          59  14
QSO: 14257 PH 2018-10-27 1211 N4TZ          59  04     9A7A          59  15
QSO: 14260 PH 2018-10-27 1212 N4TZ          59  04     LY2MM         59  15
QSO: 14273 PH 2018-10-27 1215 N4TZ          59  04     OR2M          59  14
QSO: 14285 PH 2018-10-27 1219 N4TZ          59  04     SN2B          59  15
QSO: 14290 PH 2018-10-27 1220 N4TZ          59  04     EW6W          59  16
QSO: 14298 PH 2018-10-27 1221 N4TZ          59  04     S57DX         59  15
QSO: 14176 PH 2018-10-27 1223 N4TZ          59  04     LZ9W          59  20
QSO: 14179 PH 2018-10-27 1224 N4TZ          59  04     GD9W          59  14
QSO: 14185 PH 2018-10-27 1226 N4TZ          59  04     F4ENK         59  14
QSO: 14198 PH 2018-10-27 1228 N4TZ          59  04     YL2SM         59  15
QSO: 14218 PH 2018-10-27 1229 N4TZ          59  04     DL0AO         59  14
QSO: 14237 PH 2018-10-27 1232 N4TZ          59  04     DL1MGB        59  14
QSO: 14240 PH 2018-10-27 1233 N4TZ          59  04     CT9ABO        59  33
QSO: 14242 PH 2018-10-27 1233 N4TZ          59  04     C37NL         59  14
QSO: 14245 PH 2018-10-27 1234 N4TZ          59  04     TM6M          59  14
QSO: 14248 PH 2018-10-27 1235 N4TZ          59  04     CR5E          59  14
QSO: 14261 PH 2018-10-27 1237 N4TZ          59  04     ED7B          59  14
QSO: 14213 PH 2018-10-27 1243 N4TZ          59  04     HG5A          59  15
QSO: 14226 PH 2018-10-27 1244 N4TZ          59  04     S51A          59  15
QSO: 14227 PH 2018-10-27 1245 N4TZ          59  04     9A9A          59  15
QSO: 14231 PH 2018-10-27 1246 N4TZ          59  04     F8DVD         59  14
QSO: 14236 PH 2018-10-27 1247 N4TZ          59  04     IO5O          59  15
QSO: 14247 PH 2018-10-27 1248 N4TZ          59  04     EC4DX         59  14
QSO: 14264 PH 2018-10-27 1256 N4TZ          59  04     SO7M          59  15
QSO: 14293 PH 2018-10-27 1258 N4TZ          59  04     EA2LMI        59  14
QSO: 14311 PH 2018-10-27 1300 N4TZ          59  04     OG60F         59  15
QSO: 14320 PH 2018-10-27 1301 N4TZ          59  04     OK2D          59  15
QSO: 14333 PH 2018-10-27 1302 N4TZ          59  04     ED3X          59  14
QSO: 21209 PH 2018-10-27 1304 N4TZ          59  04     ZW8T          59  11
QSO: 14185 PH 2018-10-27 1309 N4TZ          59  04     F4GGQ         59  14
QSO: 14192 PH 2018-10-27 1310 N4TZ          59  04     LA8HGA        59  14
QSO: 14197 PH 2018-10-27 1312 N4TZ          59  04     IO3X          59  15
QSO: 14207 PH 2018-10-27 1315 N4TZ          59  04     ED3M          59  14
QSO: 14232 PH 2018-10-27 1318 N4TZ          59  04     IQ4FA         59  15
QSO: 14233 PH 2018-10-27 1318 N4TZ          59  04     IR4M          59  15
QSO: 21263 PH 2018-10-27 1319 N4TZ          59  04     HI3T          59  08
QSO: 21277 PH 2018-10-27 1320 N4TZ          59  04     TI1T          59  07
QSO: 21224 PH 2018-10-27 1323 N4TZ          59  04     KP3Z          59  08
QSO: 21228 PH 2018-10-27 1324 N4TZ          59  04     D4C           59  35
QSO: 14259 PH 2018-10-27 1328 N4TZ          59  04     OP4K          59  14
QSO: 14268 PH 2018-10-27 1330 N4TZ          59  04     SO4R          59  15
QSO: 14272 PH 2018-10-27 1331 N4TZ          59  04     DR1A          59  14
QSO: 14278 PH 2018-10-27 1331 N4TZ          59  04     S50G          59  15
QSO: 14281 PH 2018-10-27 1332 N4TZ          59  04     PI4COM        59  14
QSO: 21239 PH 2018-10-27 1333 N4TZ          59  04     CN2CO         59  33
QSO: 21254 PH 2018-10-27 1334 N4TZ          59  04     CT1AHU        59  14
QSO: 21263 PH 2018-10-27 1335 N4TZ          59  04     CQ3W          59  33
QSO: 21275 PH 2018-10-27 1336 N4TZ          59  04     CN3A          59  33
QSO: 21287 PH 2018-10-27 1337 N4TZ          59  04     OK1NP         59  15
QSO: 21289 PH 2018-10-27 1338 N4TZ          59  04     ED5T          59  14
QSO: 21322 PH 2018-10-27 1340 N4TZ          59  04     M5A           59  14
QSO: 21325 PH 2018-10-27 1340 N4TZ          59  04     EA7ZY         59  14
QSO: 21331 PH 2018-10-27 1341 N4TZ          59  04     TM2T          59  14
QSO: 21336 PH 2018-10-27 1341 N4TZ          59  04     LZ5R          59  20
QSO: 21338 PH 2018-10-27 1341 N4TZ          59  04     PI4COM        59  14
QSO: 21350 PH 2018-10-27 1343 N4TZ          59  04     MI0M          59  14
QSO: 21352 PH 2018-10-27 1343 N4TZ          59  04     CR2L          59  14
QSO: 21357 PH 2018-10-27 1344 N4TZ          59  04     S53M          59  15
QSO: 21360 PH 2018-10-27 1345 N4TZ          59  04     CR6T          59  14
QSO: 21373 PH 2018-10-27 1347 N4TZ          59  04     DM4X          59  14
QSO: 21377 PH 2018-10-27 1348 N4TZ          59  04     EF1W          59  14
QSO: 21394 PH 2018-10-27 1349 N4TZ          59  04     ED1R          59  14
QSO: 21403 PH 2018-10-27 1351 N4TZ          59  04     OE4XLC        59  15
QSO: 21425 PH 2018-10-27 1352 N4TZ          59  04     TM7XX         59  14
QSO: 21226 PH 2018-10-27 1354 N4TZ          59  04     HB0A          59  14
QSO: 21233 PH 2018-10-27 1355 N4TZ          59  04     EA1XT         59  14
QSO: 21247 PH 2018-10-27 1358 N4TZ          59  04     PI4M          59  14
QSO: 21254 PH 2018-10-27 1358 N4TZ          59  04     4X1DX         59  20
QSO: 21275 PH 2018-10-27 1359 N4TZ          59  04     GJ2A          59  14
QSO: 21282 PH 2018-10-27 1400 N4TZ          59  04     OT5A          59  14
QSO: 21283 PH 2018-10-27 1400 N4TZ          59  04     DF0HQ         59  14
QSO: 21306 PH 2018-10-27 1402 N4TZ          59  04     KP2M          59  08
QSO: 21310 PH 2018-10-27 1403 N4TZ          59  04     LX7I          59  14
QSO: 21313 PH 2018-10-27 1403 N4TZ          59  04     TM0T          59  14
QSO: 21316 PH 2018-10-27 1403 N4TZ          59  04     CR5E          59  14
QSO: 21320 PH 2018-10-27 1404 N4TZ          59  04     EF8R          59  33
QSO: 21332 PH 2018-10-27 1405 N4TZ          59  04     ED3X          59  14
QSO: 21333 PH 2018-10-27 1406 N4TZ          59  04     G7Y           59  14
QSO: 21347 PH 2018-10-27 1406 N4TZ          59  04     DR1A          59  14
QSO: 21382 PH 2018-10-27 1407 N4TZ          59  04     PJ4Q          59  09
QSO: 21386 PH 2018-10-27 1408 N4TZ          59  04     M4A           59  14
QSO: 21396 PH 2018-10-27 1408 N4TZ          59  04     MW2I          59  14
QSO: 21406 PH 2018-10-27 1409 N4TZ          59  04     DJ5AN         59  14
QSO: 21424 PH 2018-10-27 1409 N4TZ          59  04     TM3R          59  14
QSO: 21427 PH 2018-10-27 1410 N4TZ          59  04     GD9W          59  14
QSO: 21409 PH 2018-10-27 1412 N4TZ          59  04     DP5N          59  14
QSO: 21409 PH 2018-10-27 1413 N4TZ          59  04     ON9COP        59  14
QSO: 21409 PH 2018-10-27 1414 N4TZ          59  04     GJ3YHU        59  14
QSO: 21201 PH 2018-10-27 1418 N4TZ          59  04     ED3M          59  14
QSO: 21211 PH 2018-10-27 1419 N4TZ          59  04     PA6AA         59  14
QSO: 21216 PH 2018-10-27 1420 N4TZ          59  04     CR6P          59  14
QSO: 21221 PH 2018-10-27 1420 N4TZ          59  04     ED8W          59  33
QSO: 21248 PH 2018-10-27 1421 N4TZ          59  04     HA3DX         59  15
QSO: 21266 PH 2018-10-27 1423 N4TZ          59  04     PI4AMF        59  14
QSO: 21297 PH 2018-10-27 1424 N4TZ          59  04     EA5DFV        59  14
QSO: 21300 PH 2018-10-27 1424 N4TZ          59  04     TM5Y          59  14
QSO: 21308 PH 2018-10-27 1425 N4TZ          59  04     CR3DX         59  33
QSO: 21323 PH 2018-10-27 1426 N4TZ          59  04     DJ8OG         59  14
QSO: 21329 PH 2018-10-27 1426 N4TZ          59  04     ED7B          59  14
QSO: 21357 PH 2018-10-27 1427 N4TZ          59  04     MM1E          59  14
QSO: 21368 PH 2018-10-27 1428 N4TZ          59  04     OH0V          59  15
QSO: 21372 PH 2018-10-27 1429 N4TZ          59  04     G6XX          59  14
QSO: 21378 PH 2018-10-27 1429 N4TZ          59  04     DF8XC         59  14
QSO: 21386 PH 2018-10-27 1430 N4TZ          59  04     DR5N          59  14
QSO: 21393 PH 2018-10-27 1431 N4TZ          59  04     M6T           59  14
QSO: 21405 PH 2018-10-27 1432 N4TZ          59  04     M0UTD         59  14
QSO: 14287 PH 2018-10-27 1438 N4TZ          59  04     SF4D          59  14
QSO: 14301 PH 2018-10-27 1439 N4TZ          59  04     E7DX          59  15
QSO: 14301 PH 2018-10-27 1440 N4TZ          59  04     IR4X          59  15
QSO: 14315 PH 2018-10-27 1442 N4TZ          59  04     TO1J          59  08
QSO: 14324 PH 2018-10-27 1443 N4TZ          59  04     OK1GTH        59  15
QSO: 14325 PH 2018-10-27 1444 N4TZ          59  04     S50C          59  15
QSO: 14328 PH 2018-10-27 1444 N4TZ          59  04     S54K          59  15
QSO: 14333 PH 2018-10-27 1445 N4TZ          59  04     YP0C          59  20
QSO: 14347 PH 2018-10-27 1446 N4TZ          59  04     DJ5MW         59  14
QSO: 14242 PH 2018-10-27 1450 N4TZ          59  04     EA1SA         59  14
QSO: 14243 PH 2018-10-27 1450 N4TZ          59  04     TM1T          59  14
QSO: 14258 PH 2018-10-27 1454 N4TZ          59  04     HA3LN         59  15
QSO: 14261 PH 2018-10-27 1455 N4TZ          59  04     I2SVA         59  15
QSO: 14264 PH 2018-10-27 1456 N4TZ          59  04     DF0HQ         59  14
QSO: 14267 PH 2018-10-27 1456 N4TZ          59  04     OM3Y          59  15
QSO: 14269 PH 2018-10-27 1457 N4TZ          59  04     9K2HN         59  21
QSO: 14273 PH 2018-10-27 1457 N4TZ          59  04     S52NR         59  15
QSO: 14277 PH 2018-10-27 1458 N4TZ          59  04     GW0RHC        59  14
QSO: 14288 PH 2018-10-27 1500 N4TZ          59  04     OZ7X          59  14
QSO: 14294 PH 2018-10-27 1501 N4TZ          59  04     OZ11A         59  14
QSO: 21243 PH 2018-10-27 1504 N4TZ          59  04     YT9X          59  15
QSO: 21267 PH 2018-10-27 1513 N4TZ          59  04     FG4KH         59  08
QSO: 21306 PH 2018-10-27 1518 N4TZ          59  04     9A5Y          59  15
QSO: 21322 PH 2018-10-27 1519 N4TZ          59  04     MM1E          59  14
QSO: 21322 PH 2018-10-27 1520 N4TZ          59  04     KI6EAB        59  03
QSO: 21322 PH 2018-10-27 1522 N4TZ          59  04     EI8JR         59  14
QSO: 21322 PH 2018-10-27 1523 N4TZ          59  04     OR0A          59  14
QSO: 21340 PH 2018-10-27 1526 N4TZ          59  04     S50C          59  15
QSO: 14305 PH 2018-10-27 1529 N4TZ          59  04     IR2L          59  15
QSO: 14308 PH 2018-10-27 1530 N4TZ          59  04     OL0M          59  15
QSO: 14310 PH 2018-10-27 1531 N4TZ          59  04     UW5ZM         59  16
QSO: 14320 PH 2018-10-27 1532 N4TZ          59  04     CR6P          59  14
QSO: 14342 PH 2018-10-27 1535 N4TZ          59  04     OH8X          59  15
QSO: 14185 PH 2018-10-27 1536 N4TZ          59  04     OZ5E          59  14
QSO: 14195 PH 2018-10-27 1540 N4TZ          59  04     II3E          59  15
QSO: 14203 PH 2018-10-27 1541 N4TZ          59  04     GM0V          59  14
QSO: 14209 PH 2018-10-27 1542 N4TZ          59  04     S50R          59  15
QSO: 14214 PH 2018-10-27 1546 N4TZ          59  04     HB9H          59  14
QSO: 14223 PH 2018-10-27 1547 N4TZ          59  04     RL3A          59  16
QSO: 14237 PH 2018-10-27 1548 N4TZ          59  04     HB0A          59  14
