START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SX2I
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: EXPLORER
CATEGORY-OVERLAY:
GRID-LOCATOR: KN10DN
CLAIMED-SCORE: 6403887
NAME: ANDREAS VOULGAROPOULOS
OPERATORS: SV2AEL SV2BFN SV2BXZ SV7CLI SV2GJV SV2HTI SV2HXV SV2HXX SV2JAO SV2MHF
QSO:  7069 PH 2021-10-30 0013 SX2I   59   20 IU5ICR 59   15 
QSO:  7069 PH 2021-10-30 0013 SX2I   59   20 OL9R   59   15 
QSO:  7069 PH 2021-10-30 0013 SX2I   59   20 EA1L   59   14 
QSO:  7069 PH 2021-10-30 0013 SX2I   59   20 MM9I   59   14 
QSO:  7069 PH 2021-10-30 0013 SX2I   59   20 DL8RDL 59   14 
QSO:  7069 PH 2021-10-30 0014 SX2I   59   20 SO4R   59   15 
QSO:  7069 PH 2021-10-30 0014 SX2I   59   20 OG4W   59   15 
QSO:  7069 PH 2021-10-30 0014 SX2I   59   20 LN1B   59   14 
QSO:  3793 PH 2021-10-30 0014 SX2I   59   20 A73A   59   21 
QSO:  7069 PH 2021-10-30 0014 SX2I   59   20 HA2KMR 59   15 
QSO:  3780 PH 2021-10-30 0015 SX2I   59   20 ES9C   59   15 
QSO:  7069 PH 2021-10-30 0015 SX2I   59   20 SO9P   59   15 
QSO:  7069 PH 2021-10-30 0015 SX2I   59   20 SQ3WW  59   15 
QSO:  7069 PH 2021-10-30 0016 SX2I   59   20 II2S   59   15 
QSO:  7069 PH 2021-10-30 0016 SX2I   59   20 MM2N   59   14 
QSO:  7069 PH 2021-10-30 0016 SX2I   59   20 W4VIC  59   05 
QSO:  7069 PH 2021-10-30 0017 SX2I   59   20 G8X    59   14 
QSO:  7069 PH 2021-10-30 0018 SX2I   59   20 DD5VL  59   14 
QSO:  7069 PH 2021-10-30 0018 SX2I   59   20 OM6H   59   15 
QSO:  3799 PH 2021-10-30 0018 SX2I   59   20 LZ9W   59   20 
QSO:  7069 PH 2021-10-30 0018 SX2I   59   20 SP8R   59   15 
QSO:  3790 PH 2021-10-30 0019 SX2I   59   20 IS0/OM2TW 59   15 
QSO:  7069 PH 2021-10-30 0019 SX2I   59   20 LY5G   59   15 
QSO:  7069 PH 2021-10-30 0019 SX2I   59   20 M7MTC  59   14 
QSO:  7069 PH 2021-10-30 0019 SX2I   59   20 SQ9MR  59   15 
QSO:  7069 PH 2021-10-30 0020 SX2I   59   20 SP9FUY 59   15 
QSO:  7069 PH 2021-10-30 0020 SX2I   59   20 DJ9ZB  59   14 
QSO:  7069 PH 2021-10-30 0020 SX2I   59   20 LA2HFA 59   14 
QSO:  7069 PH 2021-10-30 0020 SX2I   59   20 YL2TD  59   15 
QSO:  7069 PH 2021-10-30 0021 SX2I   59   20 PA9M   59   14 
QSO:  7069 PH 2021-10-30 0022 SX2I   59   20 G8X    59   14 
QSO:  7069 PH 2021-10-30 0022 SX2I   59   20 US7IY  59   16 
QSO:  7069 PH 2021-10-30 0022 SX2I   59   20 IZ3NYG 59   15 
QSO:  7069 PH 2021-10-30 0024 SX2I   59   20 DL1MRL 59   14 
QSO:  7069 PH 2021-10-30 0024 SX2I   59   20 UW1M   59   16 
QSO:  7069 PH 2021-10-30 0025 SX2I   59   20 OM0WR  59   15 
QSO:  7069 PH 2021-10-30 0025 SX2I   59   20 OM5M   59   15 
QSO:  7069 PH 2021-10-30 0025 SX2I   59   20 9A6KX  59   15 
QSO:  7069 PH 2021-10-30 0025 SX2I   59   20 K3ND   59   05 
QSO:  7069 PH 2021-10-30 0025 SX2I   59   20 M4A    59   14 
QSO:  7069 PH 2021-10-30 0027 SX2I   59   20 DL3SKF 59   14 
QSO:  3754 PH 2021-10-30 0027 SX2I   59   20 Z60A   59   15 
QSO:  3754 PH 2021-10-30 0028 SX2I   59   20 TM6M   59   14 
QSO:  7069 PH 2021-10-30 0028 SX2I   59   20 IU5ICR 59   15 
QSO:  7069 PH 2021-10-30 0028 SX2I   59   20 SD3T   59   14 
QSO:  7069 PH 2021-10-30 0029 SX2I   59   20 YO8BDW 59   20 
QSO:  3754 PH 2021-10-30 0029 SX2I   59   20 YL7X   59   15 
QSO:  7069 PH 2021-10-30 0030 SX2I   59   20 DA2X   59   14 
QSO:  3754 PH 2021-10-30 0031 SX2I   59   20 SV8AQY 59   20 
QSO:  3754 PH 2021-10-30 0031 SX2I   59   20 4Z5LY  59   20 
QSO:  3754 PH 2021-10-30 0032 SX2I   59   20 SP4SHD 59   15 
QSO:  7069 PH 2021-10-30 0032 SX2I   59   20 G0KLD  59   14 
QSO:  7069 PH 2021-10-30 0032 SX2I   59   20 HB9NE  59   14 
QSO:  7069 PH 2021-10-30 0033 SX2I   59   20 HG4KID 59   15 
QSO:  7069 PH 2021-10-30 0033 SX2I   59   20 CF3A   59   04 
QSO:  3754 PH 2021-10-30 0033 SX2I   59   20 UW2Q   59   16 
QSO:  7069 PH 2021-10-30 0033 SX2I   59   20 EF2O   59   14 
QSO:  7069 PH 2021-10-30 0033 SX2I   59   20 EI7M   59   14 
QSO:  7069 PH 2021-10-30 0034 SX2I   59   20 HG5A   59   15 
QSO:  7069 PH 2021-10-30 0036 SX2I   59   20 HA2EAV 59   15 
QSO:  7052 PH 2021-10-30 0037 SX2I   59   20 PJ4K   59   09 
QSO:  7069 PH 2021-10-30 0038 SX2I   59   20 VE2IM  59   02 
QSO:  3649 PH 2021-10-30 0038 SX2I   59   20 EI9E   59   14 
QSO:  3649 PH 2021-10-30 0039 SX2I   59   20 S59MA  59   15 
QSO:  7069 PH 2021-10-30 0039 SX2I   59   20 UT4EK  59   16 
QSO:  7069 PH 2021-10-30 0040 SX2I   59   20 SP3AYA 59   15 
QSO:  7069 PH 2021-10-30 0040 SX2I   59   20 F6HMQ  59   14 
QSO:  7069 PH 2021-10-30 0040 SX2I   59   20 HB9TWU 59   14 
QSO:  7087 PH 2021-10-30 0041 SX2I   59   20 HP3SS  59   07 
QSO:  7069 PH 2021-10-30 0042 SX2I   59   20 UR5FEO 59   16 
QSO:  3649 PH 2021-10-30 0042 SX2I   59   20 ON4TTT 59   14 
QSO:  7069 PH 2021-10-30 0042 SX2I   59   20 TM1O   59   14 
QSO:  7069 PH 2021-10-30 0043 SX2I   59   20 US7UW  59   16 
QSO:  7069 PH 2021-10-30 0043 SX2I   59   20 EA1FW  59   14 
QSO:  3649 PH 2021-10-30 0043 SX2I   59   20 UT5ECZ 59   16 
QSO:  7069 PH 2021-10-30 0043 SX2I   59   20 DK6QO  59   14 
QSO:  7069 PH 2021-10-30 0044 SX2I   59   20 DL3ON  59   14 
QSO:  3649 PH 2021-10-30 0044 SX2I   59   20 IZ6OUX 59   15 
QSO:  7069 PH 2021-10-30 0044 SX2I   59   20 HB9H   59   14 
QSO:  7069 PH 2021-10-30 0044 SX2I   59   20 2E0IKV 59   14 
QSO:  3649 PH 2021-10-30 0044 SX2I   59   20 YU1LM  59   15 
QSO:  7069 PH 2021-10-30 0045 SX2I   59   20 UT3QD  59   16 
QSO:  7069 PH 2021-10-30 0045 SX2I   59   20 TM6M   59   14 
QSO:  7069 PH 2021-10-30 0045 SX2I   59   20 PD5CZB 59   14 
QSO:  7069 PH 2021-10-30 0045 SX2I   59   20 IQ3RK  59   15 
QSO:  7069 PH 2021-10-30 0046 SX2I   59   20 RG5A/6 59   16 
QSO:  7069 PH 2021-10-30 0046 SX2I   59   20 G1YLE  59   14 
QSO:  7069 PH 2021-10-30 0046 SX2I   59   20 OH1Z   59   15 
QSO:  7069 PH 2021-10-30 0046 SX2I   59   20 RL6M   59   16 
QSO:  7069 PH 2021-10-30 0048 SX2I   59   20 S53MR  59   15 
QSO:  7069 PH 2021-10-30 0048 SX2I   59   20 M0KPD  59   14 
QSO:  7069 PH 2021-10-30 0049 SX2I   59   20 PI4RS  59   14 
QSO:  7069 PH 2021-10-30 0049 SX2I   59   20 IS0BWM 59   15 
QSO:  7069 PH 2021-10-30 0050 SX2I   59   20 IB1D   59   15 
QSO:  7069 PH 2021-10-30 0050 SX2I   59   20 RG2Y   59   16 
QSO:  7069 PH 2021-10-30 0050 SX2I   59   20 VP5DX  59   08 
QSO:  7069 PH 2021-10-30 0051 SX2I   59   20 VA3MW  59   04 
QSO:  3796 PH 2021-10-30 0051 SX2I   59   20 LY4A   59   15 
QSO:  3793 PH 2021-10-30 0051 SX2I   59   20 M6T    59   14 
QSO:  7069 PH 2021-10-30 0051 SX2I   59   20 DH1UK  59   14 
QSO:  7069 PH 2021-10-30 0051 SX2I   59   20 US1Q   59   16 
QSO:  7069 PH 2021-10-30 0052 SX2I   59   20 IK1JJM 59   15 
QSO:  7069 PH 2021-10-30 0052 SX2I   59   20 G9X    59   14 
QSO:  7069 PH 2021-10-30 0052 SX2I   59   20 UW7W   59   16 
QSO:  3788 PH 2021-10-30 0052 SX2I   59   20 DF0HQ  59   14 
QSO:  7069 PH 2021-10-30 0053 SX2I   59   20 EA2QU  59   14 
QSO:  3500 PH 2021-10-30 0053 SX2I   59   20 EB4A   59   14 
QSO:  3767 PH 2021-10-30 0053 SX2I   59   20 ED1R   59   14 
QSO:  7069 PH 2021-10-30 0053 SX2I   59   20 SP9JQ  59   15 
QSO:  7069 PH 2021-10-30 0054 SX2I   59   20 4Z4DX  59   20 
QSO:  7069 PH 2021-10-30 0054 SX2I   59   20 PX2A   59   11 
QSO:  3729 PH 2021-10-30 0054 SX2I   59   20 9A7A   59   15 
QSO:  7069 PH 2021-10-30 0054 SX2I   59   20 RM4HZ  59   16 
QSO:  7069 PH 2021-10-30 0055 SX2I   59   20 TA7SSB 59   20 
QSO:  3728 PH 2021-10-30 0055 SX2I   59   20 SP8R   59   15 
QSO:  3725 PH 2021-10-30 0055 SX2I   59   20 CR6K   59   14 
QSO:  3723 PH 2021-10-30 0056 SX2I   59   20 HG8R   59   15 
QSO:  3706 PH 2021-10-30 0057 SX2I   59   20 OM6NM  59   15 
QSO:  3696 PH 2021-10-30 0057 SX2I   59   20 OK5D   59   15 
QSO:  7069 PH 2021-10-30 0057 SX2I   59   20 SO9B   59   15 
QSO:  3647 PH 2021-10-30 0058 SX2I   59   20 LX/ON4EI 59   14 
QSO:  7069 PH 2021-10-30 0058 SX2I   59   20 YO8BDW 59   20 
QSO:  7069 PH 2021-10-30 0058 SX2I   59   20 LA6ZP  59   14 
QSO:  7069 PH 2021-10-30 0059 SX2I   59   20 SP3H   59   15 
QSO:  3606 PH 2021-10-30 0100 SX2I   59   20 OG3B   59   15 
QSO:  7043 PH 2021-10-30 0101 SX2I   59   20 9G5FI  59   35 
QSO:  7092 PH 2021-10-30 0104 SX2I   59   20 A61BR  59   21 
QSO:  7046 PH 2021-10-30 0105 SX2I   59   20 EY8MM  59   17 
QSO:  7099 PH 2021-10-30 0105 SX2I   59   20 CR6P   59   14 
QSO:  7124 PH 2021-10-30 0105 SX2I   59   20 A44M   59   21 
QSO:  7110 PH 2021-10-30 0106 SX2I   59   20 VE3JM  59   04 
QSO:  7134 PH 2021-10-30 0108 SX2I   59   20 K3LR   59   05 
QSO:  3624 PH 2021-10-30 0109 SX2I   59   20 S53F   59   15 
QSO:  3624 PH 2021-10-30 0109 SX2I   59   20 YU3LAX 59   15 
QSO:  3624 PH 2021-10-30 0110 SX2I   59   20 UR5FEO 59   16 
QSO:  7108 PH 2021-10-30 0110 SX2I   59   20 R4RM   59   16 
QSO:  7108 PH 2021-10-30 0110 SX2I   59   20 DP6A   59   14 
QSO:  3624 PH 2021-10-30 0110 SX2I   59   20 YU5VUK 59   15 
QSO:  7108 PH 2021-10-30 0110 SX2I   59   20 KE1IH  59   05 
QSO:  7108 PH 2021-10-30 0111 SX2I   59   20 F8DVD  59   14 
QSO:  3624 PH 2021-10-30 0111 SX2I   59   20 OE6RNT 59   15 
QSO:  7108 PH 2021-10-30 0111 SX2I   59   20 DL1SEH 59   14 
QSO:  7108 PH 2021-10-30 0111 SX2I   59   20 IU0APU 59   15 
QSO:  7108 PH 2021-10-30 0111 SX2I   59   20 R5DC   59   16 
QSO:  7108 PH 2021-10-30 0112 SX2I   59   20 M0ICS  59   14 
QSO:  7108 PH 2021-10-30 0112 SX2I   59   20 SP8KDE 59   15 
QSO:  7108 PH 2021-10-30 0113 SX2I   59   20 9K9C   59   21 
QSO:  7108 PH 2021-10-30 0113 SX2I   59   20 S53NW  59   15 
QSO:  7108 PH 2021-10-30 0113 SX2I   59   20 GM6NX  59   14 
QSO:  7108 PH 2021-10-30 0114 SX2I   59   20 UT1XU  59   16 
QSO:  7108 PH 2021-10-30 0114 SX2I   59   20 IU1MRG 59   15 
QSO:  7108 PH 2021-10-30 0114 SX2I   59   20 ES3V   59   15 
QSO:  7108 PH 2021-10-30 0116 SX2I   59   20 KA2K   59   05 
QSO:  7108 PH 2021-10-30 0116 SX2I   59   20 9A2EU  59   15 
QSO:  7108 PH 2021-10-30 0116 SX2I   59   20 SD6D   59   14 
QSO:  7108 PH 2021-10-30 0117 SX2I   59   20 9A1EA  59   15 
QSO:  7108 PH 2021-10-30 0117 SX2I   59   20 9A1AL  59   15 
QSO:  7108 PH 2021-10-30 0117 SX2I   59   20 DL0LK  59   14 
QSO:  7108 PH 2021-10-30 0118 SX2I   59   20 9A1EJ  59   15 
QSO:  7108 PH 2021-10-30 0118 SX2I   59   20 LY2WR  59   15 
QSO:  7108 PH 2021-10-30 0118 SX2I   59   20 W9DX   59   04 
QSO:  7108 PH 2021-10-30 0118 SX2I   59   20 PA0AA  59   14 
QSO:  7108 PH 2021-10-30 0118 SX2I   59   20 HB9FAP 59   14 
QSO:  3624 PH 2021-10-30 0119 SX2I   59   20 YM3VBR 59   20 
QSO:  7108 PH 2021-10-30 0119 SX2I   59   20 W2CG   59   05 
QSO:  7108 PH 2021-10-30 0119 SX2I   59   20 SP1FRC 59   15 
QSO:  7108 PH 2021-10-30 0119 SX2I   59   20 DP9I   59   14 
QSO:  7108 PH 2021-10-30 0120 SX2I   59   20 EA5IPM 59   14 
QSO:  7108 PH 2021-10-30 0121 SX2I   59   20 VA3SZ  59   04 
QSO:  7108 PH 2021-10-30 0121 SX2I   59   20 M0KYB  59   14 
QSO:  7108 PH 2021-10-30 0122 SX2I   59   20 IU4HMY 59   15 
QSO:  7108 PH 2021-10-30 0122 SX2I   59   20 S57O   59   15 
QSO:  7108 PH 2021-10-30 0122 SX2I   59   20 UA9URI 59   18 
QSO:  7108 PH 2021-10-30 0122 SX2I   59   20 HA1BC  59   15 
QSO:  7108 PH 2021-10-30 0123 SX2I   59   20 UY2ZZ  59   16 
QSO:  3776 PH 2021-10-30 0123 SX2I   59   20 EI7M   59   14 
QSO:  3773 PH 2021-10-30 0123 SX2I   59   20 YT5A   59   15 
QSO:  7108 PH 2021-10-30 0124 SX2I   59   20 DK5KK  59   14 
QSO:  7108 PH 2021-10-30 0124 SX2I   59   20 F6KOP  59   14 
QSO:  7108 PH 2021-10-30 0124 SX2I   59   20 SP5X   59   15 
QSO:  7108 PH 2021-10-30 0125 SX2I   59   20 TO7O   59   08 
QSO:  7108 PH 2021-10-30 0125 SX2I   59   20 TM0R   59   14 
QSO:  7108 PH 2021-10-30 0125 SX2I   59   20 VA2AM  59   05 
QSO:  3763 PH 2021-10-30 0127 SX2I   59   20 EW5A   59   16 
QSO:  7108 PH 2021-10-30 0127 SX2I   59   20 F8KGS  59   14 
QSO:  7108 PH 2021-10-30 0127 SX2I   59   20 HI3T   59   08 
QSO:  3758 PH 2021-10-30 0127 SX2I   59   20 R2QA   59   16 
QSO:  7108 PH 2021-10-30 0127 SX2I   59   20 C37N   59   14 
QSO:  3746 PH 2021-10-30 0127 SX2I   59   20 IB9A   59   15 
QSO:  7108 PH 2021-10-30 0128 SX2I   59   20 M3AWD  59   14 
QSO:  7108 PH 2021-10-30 0128 SX2I   59   20 PC2K   59   14 
QSO:  7108 PH 2021-10-30 0128 SX2I   59   20 KA2ISM 59   05 
QSO:  7108 PH 2021-10-30 0129 SX2I   59   20 DL4VDA 59   14 
QSO:  7108 PH 2021-10-30 0129 SX2I   59   20 SP5FKW 59   15 
QSO:  7108 PH 2021-10-30 0130 SX2I   59   20 R1WBN  59   16 
QSO:  7108 PH 2021-10-30 0130 SX2I   59   20 PA4LX  59   14 
QSO:  7108 PH 2021-10-30 0131 SX2I   59   20 DK7AM  59   14 
QSO:  7108 PH 2021-10-30 0132 SX2I   59   20 EA5IPM 59   14 
QSO:  7108 PH 2021-10-30 0132 SX2I   59   20 S51SL  59   15 
QSO:  7108 PH 2021-10-30 0132 SX2I   59   20 IU3OCN 59   15 
QSO:  7108 PH 2021-10-30 0133 SX2I   59   20 DF6QC  59   14 
QSO:  3636 PH 2021-10-30 0133 SX2I   59   20 RG9A   59   17 
QSO:  3500 PH 2021-10-30 0133 SX2I   59   20 SZ3P   59   20 
QSO:  7108 PH 2021-10-30 0133 SX2I   59   20 S53F   59   15 
QSO:  7108 PH 2021-10-30 0134 SX2I   59   20 TM3R   59   14 
QSO:  3636 PH 2021-10-30 0134 SX2I   59   20 EC1DJ  59   14 
QSO:  7108 PH 2021-10-30 0135 SX2I   59   20 M1VPN  59   14 
QSO:  7108 PH 2021-10-30 0136 SX2I   59   20 UP5B   59   17 
QSO:  7108 PH 2021-10-30 0136 SX2I   59   20 LN2T   59   14 
QSO:  7108 PH 2021-10-30 0136 SX2I   59   20 HB9TOC 59   14 
QSO:  7108 PH 2021-10-30 0137 SX2I   59   20 SN7R   59   15 
QSO:  7108 PH 2021-10-30 0137 SX2I   59   20 HB9BUN 59   14 
QSO:  7108 PH 2021-10-30 0137 SX2I   59   20 SN6E   59   15 
QSO:  7108 PH 2021-10-30 0138 SX2I   59   20 RT6A   59   16 
QSO:  7108 PH 2021-10-30 0138 SX2I   59   20 I5MXX  59   15 
QSO:  7108 PH 2021-10-30 0138 SX2I   59   20 RA4AR  59   16 
QSO:  7108 PH 2021-10-30 0139 SX2I   59   20 IK4NQW 59   15 
QSO:  3636 PH 2021-10-30 0139 SX2I   59   20 IK0NMJ 59   15 
QSO:  7108 PH 2021-10-30 0139 SX2I   59   20 K3BHX  59   05 
QSO:  7108 PH 2021-10-30 0140 SX2I   59   20 LY2MM  59   15 
QSO:  3636 PH 2021-10-30 0141 SX2I   59   20 YL3AND 59   15 
QSO:  7108 PH 2021-10-30 0141 SX2I   59   20 4Z5UN  59   20 
QSO:  7108 PH 2021-10-30 0141 SX2I   59   20 GM5G   59   14 
QSO:  3636 PH 2021-10-30 0142 SX2I   59   20 R4PBX  59   16 
QSO:  7108 PH 2021-10-30 0142 SX2I   59   20 TI2OY  59   07 
QSO:  7108 PH 2021-10-30 0142 SX2I   59   20 ON2WI  59   14 
QSO:  3636 PH 2021-10-30 0142 SX2I   59   20 9A1CVG 59   15 
QSO:  7108 PH 2021-10-30 0143 SX2I   59   20 RC5Z   59   16 
QSO:  3636 PH 2021-10-30 0144 SX2I   59   20 UT5PY  59   16 
QSO:  7108 PH 2021-10-30 0144 SX2I   59   20 PA1BDO 59   14 
QSO:  7108 PH 2021-10-30 0144 SX2I   59   20 R4IB   59   16 
QSO:  7108 PH 2021-10-30 0145 SX2I   59   20 DL5RU  59   14 
QSO:  3636 PH 2021-10-30 0146 SX2I   59   20 SN0E   59   15 
QSO:  3636 PH 2021-10-30 0146 SX2I   59   20 SP7MC  59   15 
QSO:  7108 PH 2021-10-30 0147 SX2I   59   20 K1BDC  59   05 
QSO:  3636 PH 2021-10-30 0147 SX2I   59   20 SP4AWE 59   15 
QSO:  7108 PH 2021-10-30 0148 SX2I   59   20 IK2AUK 59   15 
QSO:  3636 PH 2021-10-30 0148 SX2I   59   20 IO7T   59   15 
QSO:  3636 PH 2021-10-30 0149 SX2I   59   20 UN3J   59   17 
QSO:  7108 PH 2021-10-30 0149 SX2I   59   20 VA3CW  59   04 
QSO:  3636 PH 2021-10-30 0149 SX2I   59   20 K5ZD   59   05 
QSO:  7108 PH 2021-10-30 0149 SX2I   59   20 2E0WHQ 59   14 
QSO:  7108 PH 2021-10-30 0149 SX2I   59   20 DG4O   59   14 
QSO:  7108 PH 2021-10-30 0150 SX2I   59   20 OQ4Q   59   14 
QSO:  7108 PH 2021-10-30 0150 SX2I   59   20 LY9Y   59   15 
QSO:  7108 PH 2021-10-30 0152 SX2I   59   20 LB7PI  59   14 
QSO:  7108 PH 2021-10-30 0152 SX2I   59   20 ON4MW  59   14 
QSO:  3636 PH 2021-10-30 0152 SX2I   59   20 IR2L   59   15 
QSO:  1800 PH 2021-10-30 0153 SX2I   59   20 SV5/SV2MAC 59   20 
QSO:  3636 PH 2021-10-30 0153 SX2I   59   20 E70SIC 59   15 
QSO:  7108 PH 2021-10-30 0153 SX2I   59   20 VE9HF  59   05 
QSO:  7108 PH 2021-10-30 0153 SX2I   59   20 G3M    59   14 
QSO:  3636 PH 2021-10-30 0154 SX2I   59   20 HF9R   59   15 
QSO:  7108 PH 2021-10-30 0154 SX2I   59   20 HG6C   59   15 
QSO:  3636 PH 2021-10-30 0155 SX2I   59   20 OL4D   59   15 
QSO:  3636 PH 2021-10-30 0155 SX2I   59   20 SP6U   59   15 
QSO:  7047 PH 2021-10-30 0155 SX2I   59   20 P40W   59   09 
QSO:  3636 PH 2021-10-30 0156 SX2I   59   20 UT7CR  59   16 
QSO:  3636 PH 2021-10-30 0156 SX2I   59   20 RT6A   59   16 
QSO:  7059 PH 2021-10-30 0156 SX2I   59   20 4O3A   59   15 
QSO:  7074 PH 2021-10-30 0157 SX2I   59   20 VY2TT  59   05 
QSO:  1850 PH 2021-10-30 0157 SX2I   59   20 OK1CF  59   15 
QSO:  1850 PH 2021-10-30 0158 SX2I   59   20 UW1M   59   16 
QSO:  1850 PH 2021-10-30 0158 SX2I   59   20 SP8R   59   15 
QSO:  1850 PH 2021-10-30 0158 SX2I   59   20 UA7K   59   16 
QSO:  1850 PH 2021-10-30 0158 SX2I   59   20 LZ9W   59   20 
QSO:  1850 PH 2021-10-30 0159 SX2I   59   20 UW5ZM  59   16 
QSO:  3636 PH 2021-10-30 0159 SX2I   59   20 KC1XX  59   05 
QSO:  3636 PH 2021-10-30 0159 SX2I   59   20 OM7M   59   15 
QSO:  1850 PH 2021-10-30 0159 SX2I   59   20 9A2W   59   15 
QSO:  1850 PH 2021-10-30 0159 SX2I   59   20 IZ5ICH 59   15 
QSO:  3636 PH 2021-10-30 0200 SX2I   59   20 IK4RQF 59   15 
QSO:  1850 PH 2021-10-30 0200 SX2I   59   20 IR4X   59   15 
QSO:  1850 PH 2021-10-30 0200 SX2I   59   20 IK2LFF 59   15 
QSO:  3636 PH 2021-10-30 0201 SX2I   59   20 RV6LCT 59   16 
QSO:  1850 PH 2021-10-30 0201 SX2I   59   20 II9P   59   15 
QSO:  1850 PH 2021-10-30 0201 SX2I   59   20 IR2C   59   15 
QSO:  1850 PH 2021-10-30 0201 SX2I   59   20 IR9R   59   15 
QSO:  1850 PH 2021-10-30 0202 SX2I   59   20 I5MXX  59   15 
QSO:  3636 PH 2021-10-30 0202 SX2I   59   20 LY2FN  59   15 
QSO:  1850 PH 2021-10-30 0202 SX2I   59   20 UT3IK  59   16 
QSO:  1850 PH 2021-10-30 0203 SX2I   59   20 OK6Y   59   15 
