START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: PA0PIW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 61268
NAME: Gerard Hol
LOCATION: DX
CLUB: VERON REGIO 03
CREATED-BY: UcxLog 7.97
SOAPBOX: flex 6600m     ant  steppIR db18e up to 20 mtr   pwr 100 watt
QSO: 14094 RY 2019-09-28 1312 PA0PIW        599 14 DX  R1FZ          599 16 DX
QSO: 14094 RY 2019-09-28 1313 PA0PIW        599 14 DX  R9AAL         599 17 DX
QSO: 14094 RY 2019-09-28 1314 PA0PIW        599 14 DX  HG7T          599 15 DX
QSO: 14094 RY 2019-09-28 1316 PA0PIW        599 14 DX  EM0I          599 16 DX
QSO: 14094 RY 2019-09-28 1319 PA0PIW        599 14 DX  R4OF          599 16 DX
QSO: 14094 RY 2019-09-28 1325 PA0PIW        599 14 DX  RU8W          599 16 DX
QSO: 14094 RY 2019-09-28 1439 PA0PIW        599 14 DX  OZ11A         599 14 DX
QSO:  7043 RY 2019-09-28 1450 PA0PIW        599 14 DX  UA3XO         599 16 DX
QSO:  7043 RY 2019-09-28 1451 PA0PIW        599 14 DX  SO5WD         599 15 DX
QSO:  7043 RY 2019-09-28 1452 PA0PIW        599 14 DX  DP9A          599 14 DX
QSO:  7043 RY 2019-09-28 1453 PA0PIW        599 14 DX  IZ3IBL        599 15 DX
QSO:  7043 RY 2019-09-28 1454 PA0PIW        599 14 DX  SP8EEX        599 15 DX
QSO:  7043 RY 2019-09-28 1455 PA0PIW        599 14 DX  OK2VWB        599 15 DX
QSO:  7043 RY 2019-09-28 1456 PA0PIW        599 14 DX  OU2PA         599 14 DX
QSO:  7043 RY 2019-09-28 1500 PA0PIW        599 14 DX  UR5EPV        599 16 DX
QSO:  7043 RY 2019-09-28 1503 PA0PIW        599 14 DX  S58Q          599 15 DX
QSO:  7043 RY 2019-09-28 1504 PA0PIW        599 14 DX  SP4LVKT       599 15 DX
QSO:  7043 RY 2019-09-28 1505 PA0PIW        599 14 DX  SP5OXJ        599 15 DX
QSO:  7043 RY 2019-09-28 1506 PA0PIW        599 14 DX  EW4R          599 16 DX
QSO:  7043 RY 2019-09-28 1507 PA0PIW        599 14 DX  DL4PT         599 14 DX
QSO:  7043 RY 2019-09-28 1508 PA0PIW        599 14 DX  I3VRD         599 15 DX
QSO:  7043 RY 2019-09-28 1508 PA0PIW        599 14 DX  EW6DM         599 16 DX
QSO:  7043 RY 2019-09-28 1509 PA0PIW        599 14 DX  2E0CVN        599 14 DX
QSO:  7043 RY 2019-09-28 1509 PA0PIW        599 14 DX  SQ2WHH        599 15 DX
QSO:  7043 RY 2019-09-28 1510 PA0PIW        599 14 DX  UY5VA         599 16 DX
QSO:  7043 RY 2019-09-28 1511 PA0PIW        599 14 DX  YO9BCM        599 20 DX
QSO:  7043 RY 2019-09-28 1513 PA0PIW        599 14 DX  SP5IVC        599 15 DX
QSO:  7043 RY 2019-09-28 1514 PA0PIW        599 14 DX  3Z9M          599 15 DX
QSO:  7043 RY 2019-09-28 1520 PA0PIW        599 14 DX  UR5QU         599 16 DX
QSO:  7043 RY 2019-09-28 1520 PA0PIW        599 14 DX  YO4DFT        599 20 DX
QSO:  7043 RY 2019-09-28 1523 PA0PIW        599 14 DX  SP9KB         599 15 DX
QSO:  7043 RY 2019-09-28 1523 PA0PIW        599 14 DX  S52R          599 15 DX
QSO:  7043 RY 2019-09-28 1524 PA0PIW        599 14 DX  UW1WU         599 16 DX
QSO:  7043 RY 2019-09-28 1525 PA0PIW        599 14 DX  LY2BAA        599 15 DX
QSO:  7043 RY 2019-09-28 1526 PA0PIW        599 14 DX  LA3BPA        599 14 DX
QSO:  7043 RY 2019-09-28 1526 PA0PIW        599 14 DX  IZ2DII        599 15 DX
QSO:  7043 RY 2019-09-28 1527 PA0PIW        599 14 DX  OH2HAN        599 15 DX
QSO:  7043 RY 2019-09-28 1527 PA0PIW        599 14 DX  SK6AW         599 14 DX
QSO:  7043 RY 2019-09-28 1528 PA0PIW        599 14 DX  S57SWR        599 15 DX
QSO:  7043 RY 2019-09-28 1529 PA0PIW        599 14 DX  R3XP          599 16 DX
QSO:  7043 RY 2019-09-28 1530 PA0PIW        599 14 DX  R3VL          599 16 DX
QSO:  7043 RY 2019-09-28 1534 PA0PIW        599 14 DX  RX3VF         599 16 DX
QSO:  7043 RY 2019-09-28 1535 PA0PIW        599 14 DX  R3KF          599 16 DX
QSO:  7043 RY 2019-09-28 1536 PA0PIW        599 14 DX  ES4RD         599 15 DX
QSO:  7043 RY 2019-09-28 1536 PA0PIW        599 14 DX  HA0MS         599 15 DX
QSO:  7043 RY 2019-09-28 1537 PA0PIW        599 14 DX  DM5JBN        599 14 DX
QSO:  7043 RY 2019-09-28 1539 PA0PIW        599 14 DX  S54Z          599 15 DX
QSO:  7043 RY 2019-09-28 1539 PA0PIW        599 14 DX  IK2SND        599 15 DX
QSO:  7043 RY 2019-09-28 1540 PA0PIW        599 14 DX  UT5YY         599 16 DX
QSO:  7043 RY 2019-09-28 1540 PA0PIW        599 14 DX  RA3TT         599 16 DX
QSO:  7043 RY 2019-09-28 1541 PA0PIW        599 14 DX  UT7IS         599 16 DX
QSO:  7043 RY 2019-09-28 1542 PA0PIW        599 14 DX  HA1VHF        599 15 DX
QSO:  7043 RY 2019-09-28 1542 PA0PIW        599 14 DX  UT5EPP        599 16 DX
QSO:  7043 RY 2019-09-28 1543 PA0PIW        599 14 DX  SP4BPH        599 15 DX
QSO:  7043 RY 2019-09-28 1544 PA0PIW        599 14 DX  RO9A          599 17 DX
QSO:  7043 RY 2019-09-28 1708 PA0PIW        599 14 DX  SM5FQQ        599 14 DX
QSO:  7043 RY 2019-09-28 1710 PA0PIW        599 14 DX  DL5LED        599 14 DX
QSO:  7043 RY 2019-09-28 1712 PA0PIW        599 14 DX  UN7PGA        599 17 DX
QSO:  3589 RY 2019-09-28 1725 PA0PIW        599 14 DX  I1WXY         599 15 DX
QSO:  3589 RY 2019-09-28 1727 PA0PIW        599 14 DX  F1AKK         599 14 DX
QSO:  3589 RY 2019-09-28 1728 PA0PIW        599 14 DX  G8X           599 14 DX
QSO:  3589 RY 2019-09-28 1728 PA0PIW        599 14 DX  G0HDV         599 14 DX
QSO:  3589 RY 2019-09-28 1729 PA0PIW        599 14 DX  ON4DN         599 14 DX
QSO:  3589 RY 2019-09-28 1730 PA0PIW        599 14 DX  DL1DXF        599 14 DX
QSO:  3589 RY 2019-09-28 1731 PA0PIW        599 14 DX  OK3C          599 15 DX
QSO:  3589 RY 2019-09-28 1731 PA0PIW        599 14 DX  LY2FN         599 15 DX
QSO:  3589 RY 2019-09-28 1732 PA0PIW        599 14 DX  LX7I          599 14 DX
QSO:  3589 RY 2019-09-28 1732 PA0PIW        599 14 DX  OU2PA         599 14 DX
QSO:  3589 RY 2019-09-28 1733 PA0PIW        599 14 DX  RG9A          599 17 DX
QSO:  3589 RY 2019-09-28 1734 PA0PIW        599 14 DX  UT5PY         599 16 DX
QSO:  3589 RY 2019-09-28 1734 PA0PIW        599 14 DX  EW6DM         599 16 DX
QSO:  3589 RY 2019-09-28 1735 PA0PIW        599 14 DX  DK2LO         599 14 DX
QSO:  3589 RY 2019-09-28 1737 PA0PIW        599 14 DX  DO7NHK        599 14 DX
QSO:  3589 RY 2019-09-28 1738 PA0PIW        599 14 DX  M2E           599 14 DX
QSO:  3589 RY 2019-09-28 1741 PA0PIW        599 14 DX  DO3ME         599 14 DX
QSO:  3589 RY 2019-09-28 1742 PA0PIW        599 14 DX  DG7RO         599 14 DX
QSO:  3589 RY 2019-09-28 1742 PA0PIW        599 14 DX  G4SJX         599 14 DX
QSO:  3589 RY 2019-09-28 1743 PA0PIW        599 14 DX  S53S          599 15 DX
QSO:  3589 RY 2019-09-28 1744 PA0PIW        599 14 DX  G6EES         599 14 DX
QSO:  3589 RY 2019-09-28 1745 PA0PIW        599 14 DX  DL2RMC        599 14 DX
QSO:  3589 RY 2019-09-28 1745 PA0PIW        599 14 DX  G0MTN         599 14 DX
QSO:  3589 RY 2019-09-28 1747 PA0PIW        599 14 DX  UD4F          599 16 DX
QSO:  3589 RY 2019-09-28 1751 PA0PIW        599 14 DX  9A7B          599 15 DX
QSO:  3589 RY 2019-09-28 1752 PA0PIW        599 14 DX  G2U           599 14 DX
QSO:  3589 RY 2019-09-28 1753 PA0PIW        599 14 DX  LZ5XQ         599 20 DX
QSO:  3589 RY 2019-09-28 1755 PA0PIW        599 14 DX  UT3N          599 16 DX
QSO:  3589 RY 2019-09-28 1758 PA0PIW        599 14 DX  DO1MGN        599 14 DX
QSO:  3589 RY 2019-09-28 1759 PA0PIW        599 14 DX  DD5MA         599 14 DX
QSO:  3589 RY 2019-09-28 1800 PA0PIW        599 14 DX  R7AB          599 16 DX
QSO:  3589 RY 2019-09-28 1802 PA0PIW        599 14 DX  DJ3NG         599 14 DX
QSO:  3589 RY 2019-09-28 1802 PA0PIW        599 14 DX  S52DD         599 15 DX
QSO:  3589 RY 2019-09-28 1804 PA0PIW        599 14 DX  DJ1OJ         599 14 DX
QSO:  3589 RY 2019-09-28 1804 PA0PIW        599 14 DX  SQ2NNN        599 15 DX
QSO:  3589 RY 2019-09-28 1806 PA0PIW        599 14 DX  LA3BPA        599 14 DX
QSO:  3589 RY 2019-09-28 1807 PA0PIW        599 14 DX  S51A          599 15 DX
QSO:  3589 RY 2019-09-28 1808 PA0PIW        599 14 DX  OM3ZWA        599 15 DX
QSO:  3587 RY 2019-09-28 2055 PA0PIW        599 14 DX  SP4YPB        599 15 DX
QSO:  3587 RY 2019-09-28 2057 PA0PIW        599 14 DX  IZ3QHA        599 15 DX
QSO:  3587 RY 2019-09-28 2100 PA0PIW        599 14 DX  RN2FQ         599 15 DX
QSO:  3585 RY 2019-09-29 0559 PA0PIW        599 14 DX  DL7YSN        599 14 DX
QSO:  3585 RY 2019-09-29 0600 PA0PIW        599 14 DX  DQ4WS         599 14 DX
QSO:  3585 RY 2019-09-29 0600 PA0PIW        599 14 DX  DL0WW         599 14 DX
QSO:  3585 RY 2019-09-29 0601 PA0PIW        599 14 DX  HA8BT         599 15 DX
QSO:  3585 RY 2019-09-29 0603 PA0PIW        599 14 DX  IQ4FA         599 15 DX
QSO:  3585 RY 2019-09-29 0604 PA0PIW        599 14 DX  EB3CW         599 14 DX
QSO:  3585 RY 2019-09-29 0604 PA0PIW        599 14 DX  DP7D          599 14 DX
QSO:  3585 RY 2019-09-29 0606 PA0PIW        599 14 DX  IK5AMB        599 15 DX
QSO:  3585 RY 2019-09-29 0607 PA0PIW        599 14 DX  SN7Q          599 15 DX
QSO:  3585 RY 2019-09-29 0608 PA0PIW        599 14 DX  DF1MM         599 14 DX
QSO:  3585 RY 2019-09-29 0609 PA0PIW        599 14 DX  DL2ZA         599 14 DX
QSO:  3585 RY 2019-09-29 0609 PA0PIW        599 14 DX  DJ1TU         599 14 DX
QSO:  3585 RY 2019-09-29 0611 PA0PIW        599 14 DX  F5QE          599 14 DX
QSO:  3585 RY 2019-09-29 0612 PA0PIW        599 14 DX  F5TLZ         599 14 DX
QSO:  3585 RY 2019-09-29 0612 PA0PIW        599 14 DX  F5BEG         599 14 DX
QSO:  3585 RY 2019-09-29 0614 PA0PIW        599 14 DX  IX1CLD        599 15 DX
QSO:  3585 RY 2019-09-29 0615 PA0PIW        599 14 DX  S57SWR        599 15 DX
QSO:  7045 RY 2019-09-29 0745 PA0PIW        599 14 DX  YO6HSU        599 20 DX
QSO:  7045 RY 2019-09-29 0746 PA0PIW        599 14 DX  EV1R          599 16 DX
QSO:  7045 RY 2019-09-29 0747 PA0PIW        599 14 DX  YO4CVV        599 20 DX
QSO:  7045 RY 2019-09-29 0748 PA0PIW        599 14 DX  SP2BLC        599 15 DX
QSO:  7045 RY 2019-09-29 0749 PA0PIW        599 14 DX  PI4COM        599 14 DX
QSO:  7045 RY 2019-09-29 0749 PA0PIW        599 14 DX  SN1LH         599 15 DX
QSO:  7045 RY 2019-09-29 0750 PA0PIW        599 14 DX  DG0CG         599 14 DX
QSO:  7045 RY 2019-09-29 0751 PA0PIW        599 14 DX  ES6PA         599 15 DX
QSO:  7045 RY 2019-09-29 0752 PA0PIW        599 14 DX  IK5UAN        599 15 DX
QSO:  7045 RY 2019-09-29 0753 PA0PIW        599 14 DX  IC8FJX        599 15 DX
QSO:  7045 RY 2019-09-29 0755 PA0PIW        599 14 DX  DJ2IA         599 14 DX
QSO:  7045 RY 2019-09-29 0756 PA0PIW        599 14 DX  YL2IP         599 15 DX
QSO:  7045 RY 2019-09-29 0758 PA0PIW        599 14 DX  EW1NM         599 16 DX
QSO:  7045 RY 2019-09-29 0801 PA0PIW        599 14 DX  IZ5IMB        599 15 DX
QSO:  7045 RY 2019-09-29 0809 PA0PIW        599 14 DX  LA7SI         599 14 DX
QSO:  7045 RY 2019-09-29 0810 PA0PIW        599 14 DX  RU1AT         599 16 DX
QSO:  7045 RY 2019-09-29 0811 PA0PIW        599 14 DX  LA5LJA        599 14 DX
QSO:  7045 RY 2019-09-29 0812 PA0PIW        599 14 DX  SP7AH         599 15 DX
QSO:  7045 RY 2019-09-29 0812 PA0PIW        599 14 DX  DL6DWT        599 14 DX
QSO:  7045 RY 2019-09-29 0813 PA0PIW        599 14 DX  S51CK         599 15 DX
QSO:  7045 RY 2019-09-29 0814 PA0PIW        599 14 DX  IN3OWY        599 15 DX
QSO:  7045 RY 2019-09-29 0814 PA0PIW        599 14 DX  F4EFI         599 14 DX
QSO:  7045 RY 2019-09-29 0815 PA0PIW        599 14 DX  DL1ST         599 14 DX
QSO:  7045 RY 2019-09-29 0817 PA0PIW        599 14 DX  LC8P          599 14 DX
QSO:  7045 RY 2019-09-29 0818 PA0PIW        599 14 DX  LY7Z          599 15 DX
QSO:  7045 RY 2019-09-29 0819 PA0PIW        599 14 DX  OH5UQ         599 15 DX
QSO:  7045 RY 2019-09-29 0819 PA0PIW        599 14 DX  DK1KC         599 14 DX
QSO:  7045 RY 2019-09-29 0820 PA0PIW        599 14 DX  9A2NO         599 15 DX
QSO:  7045 RY 2019-09-29 0821 PA0PIW        599 14 DX  S51RBC        599 15 DX
QSO:  7045 RY 2019-09-29 0822 PA0PIW        599 14 DX  S57A          599 15 DX
QSO:  7045 RY 2019-09-29 0822 PA0PIW        599 14 DX  9A1A          599 15 DX
QSO:  7045 RY 2019-09-29 0823 PA0PIW        599 14 DX  EW8G          599 16 DX
QSO:  7045 RY 2019-09-29 0825 PA0PIW        599 14 DX  DQ4W          599 14 DX
QSO:  7045 RY 2019-09-29 0950 PA0PIW        599 14 DX  IK2WAD        599 15 DX
QSO:  7045 RY 2019-09-29 0950 PA0PIW        599 14 DX  DL50NFA       599 14 DX
QSO:  7045 RY 2019-09-29 0951 PA0PIW        599 14 DX  OL6D          599 15 DX
QSO:  7045 RY 2019-09-29 0952 PA0PIW        599 14 DX  YL2HR         599 15 DX
QSO:  7045 RY 2019-09-29 0952 PA0PIW        599 14 DX  DL4ZA         599 14 DX
QSO:  7045 RY 2019-09-29 0953 PA0PIW        599 14 DX  SM7CIL        599 14 DX
QSO:  7045 RY 2019-09-29 0954 PA0PIW        599 14 DX  IK1ODN        599 15 DX
QSO:  7045 RY 2019-09-29 0956 PA0PIW        599 14 DX  G4AFJ         599 14 DX
QSO:  7045 RY 2019-09-29 0958 PA0PIW        599 14 DX  DC6MT         599 14 DX
QSO:  7045 RY 2019-09-29 0959 PA0PIW        599 14 DX  DL1ARJ        599 14 DX
QSO:  7045 RY 2019-09-29 1002 PA0PIW        599 14 DX  M0TQR         599 14 DX
QSO:  7045 RY 2019-09-29 1003 PA0PIW        599 14 DX  SQ5CZP        599 15 DX
QSO: 14088 RY 2019-09-29 1016 PA0PIW        599 14 DX  YO2IS         599 20 DX
QSO: 14088 RY 2019-09-29 1018 PA0PIW        599 14 DX  RG9A          599 17 DX
QSO: 14088 RY 2019-09-29 1020 PA0PIW        599 14 DX  IK5RUN        599 15 DX
QSO: 14088 RY 2019-09-29 1020 PA0PIW        599 14 DX  HA2NP         599 15 DX
QSO: 14088 RY 2019-09-29 1025 PA0PIW        599 14 DX  UN7ID         599 17 DX
QSO: 14088 RY 2019-09-29 1026 PA0PIW        599 14 DX  EW1NM         599 16 DX
QSO: 14088 RY 2019-09-29 1028 PA0PIW        599 14 DX  UT5UML        599 16 DX
QSO: 14088 RY 2019-09-29 1028 PA0PIW        599 14 DX  RW3ZA         599 16 DX
QSO: 14088 RY 2019-09-29 1031 PA0PIW        599 14 DX  RM0W          599 18 DX
QSO: 14088 RY 2019-09-29 1033 PA0PIW        599 14 DX  R3PV          599 16 DX
QSO: 14088 RY 2019-09-29 1036 PA0PIW        599 14 DX  OH2LU         599 15 DX
QSO: 14088 RY 2019-09-29 1039 PA0PIW        599 14 DX  RT4W          599 16 DX
QSO: 14088 RY 2019-09-29 1048 PA0PIW        599 14 DX  UR6QS         599 16 DX
QSO: 14088 RY 2019-09-29 1048 PA0PIW        599 14 DX  UX3I          599 16 DX
QSO: 14088 RY 2019-09-29 1053 PA0PIW        599 14 DX  EA1CF         599 14 DX
QSO: 21088 RY 2019-09-29 1057 PA0PIW        599 14 DX  PI4CG         599 14 DX
QSO: 21090 RY 2019-09-29 1058 PA0PIW        599 14 DX  9A5D          599 15 DX
QSO: 14088 RY 2019-09-29 1104 PA0PIW        599 14 DX  RQ2Q          599 16 DX
QSO: 14088 RY 2019-09-29 1105 PA0PIW        599 14 DX  UT7IS         599 16 DX
QSO: 14088 RY 2019-09-29 1106 PA0PIW        599 14 DX  UT7EJ         599 16 DX
QSO: 14112 RY 2019-09-29 1134 PA0PIW        599 14 DX  UT5PQ         599 16 DX
QSO: 14112 RY 2019-09-29 1139 PA0PIW        599 14 DX  EC7KW         599 14 DX
QSO: 14112 RY 2019-09-29 1143 PA0PIW        599 14 DX  R3RAF         599 16 DX
QSO: 14111 RY 2019-09-29 1150 PA0PIW        599 14 DX  JA6ZPR        599 25 DX
QSO: 14109 RY 2019-09-29 1151 PA0PIW        599 14 DX  EO3Q          599 16 DX
QSO: 14107 RY 2019-09-29 1153 PA0PIW        599 14 DX  RV3DBK        599 16 DX
QSO: 14107 RY 2019-09-29 1156 PA0PIW        599 14 DX  UT2EF         599 16 DX
QSO: 14131 RY 2019-09-29 1205 PA0PIW        599 14 DX  K0OO          599 5 MD
QSO: 14131 RY 2019-09-29 1210 PA0PIW        599 14 DX  K4MM          599 5 FL
QSO: 14131 RY 2019-09-29 1211 PA0PIW        599 14 DX  EA8BQM        599 33 DX
QSO: 14131 RY 2019-09-29 1254 PA0PIW        599 14 DX  LY2CG         599 15 DX
QSO: 14131 RY 2019-09-29 1255 PA0PIW        599 14 DX  SJ3A          599 14 DX
QSO: 14131 RY 2019-09-29 1256 PA0PIW        599 14 DX  UY5QJ         599 16 DX
QSO: 14131 RY 2019-09-29 1305 PA0PIW        599 14 DX  HA3HX         599 15 DX
QSO: 14131 RY 2019-09-29 1306 PA0PIW        599 14 DX  UT3SO         599 16 DX
QSO: 14131 RY 2019-09-29 1306 PA0PIW        599 14 DX  UR2Y          599 16 DX
QSO: 14131 RY 2019-09-29 1309 PA0PIW        599 14 DX  SE4E          599 14 DX
QSO:  7045 RY 2019-09-29 1317 PA0PIW        599 14 DX  HB90AWS       599 14 DX
QSO:  7045 RY 2019-09-29 1318 PA0PIW        599 14 DX  IV3WMS        599 15 DX
QSO:  7045 RY 2019-09-29 1321 PA0PIW        599 14 DX  SM6IQD        599 14 DX
QSO:  7045 RY 2019-09-29 1323 PA0PIW        599 14 DX  I2CZQ         599 15 DX
QSO:  7045 RY 2019-09-29 1324 PA0PIW        599 14 DX  I3PXN         599 15 DX
QSO:  7045 RY 2019-09-29 1327 PA0PIW        599 14 DX  IW1CBG        599 15 DX
QSO: 14112 RY 2019-09-29 1332 PA0PIW        599 14 DX  S51JQ         599 15 DX
QSO: 14112 RY 2019-09-29 1336 PA0PIW        599 14 DX  N5XJ          599 04 TX
QSO: 14112 RY 2019-09-29 1343 PA0PIW        599 14 DX  IK3XJP        599 15 DX
QSO: 14112 RY 2019-09-29 1347 PA0PIW        599 14 DX  VE2RYY        599 5 QC
QSO: 14100 RY 2019-09-29 1349 PA0PIW        599 14 DX  9A1A          599 15 DX
QSO: 14100 RY 2019-09-29 1351 PA0PIW        599 14 DX  AC4CA         599 4 TX
QSO: 14080 RY 2019-09-29 1358 PA0PIW        599 14 DX  CR3DX         599 33 DX
QSO: 14102 RY 2019-09-29 1403 PA0PIW        599 14 DX  WW4LL         599 05 ME
QSO: 14101 RY 2019-09-29 1406 PA0PIW        599 14 DX  K2ADA         599 05 FL
QSO: 14103 RY 2019-09-29 1410 PA0PIW        599 14 DX  KB1W          599 05 MA
QSO: 14105 RY 2019-09-29 1415 PA0PIW        599 14 DX  EM2Q          599 16 DX
QSO: 14104 RY 2019-09-29 1417 PA0PIW        599 14 DX  P33W          599 20 DX
QSO: 14139 RY 2019-09-29 1418 PA0PIW        599 14 DX  K6DTT/1       599 05 ME
QSO: 14141 RY 2019-09-29 1420 PA0PIW        599 14 DX  K5EK          599 05 NC
QSO: 14140 RY 2019-09-29 1421 PA0PIW        599 14 DX  WV4P          599 04 TN
QSO: 14141 RY 2019-09-29 1423 PA0PIW        599 14 DX  VE3TW         599 04 ON
QSO: 14144 RY 2019-09-29 1426 PA0PIW        599 14 DX  K1SFA         599 05 MA
QSO: 14145 RY 2019-09-29 1427 PA0PIW        599 14 DX  VE2FK         599 05 QC
QSO: 14145 RY 2019-09-29 1429 PA0PIW        599 14 DX  NW8S          599 04 OH
QSO: 14142 RY 2019-09-29 1431 PA0PIW        599 14 DX  UV5U          599 16 DX
QSO: 14126 RY 2019-09-29 1434 PA0PIW        599 14 DX  K3PP          599 05 PA
QSO: 14096 RY 2019-09-29 1442 PA0PIW        599 14 DX  VE2GSO        599 05 QC
QSO: 14098 RY 2019-09-29 1446 PA0PIW        599 14 DX  HA8QZ         599 15 DX
QSO:  3584 RY 2019-09-29 2002 PA0PIW        599 14 DX  IK3SSJ        599 15 DX
QSO:  3584 RY 2019-09-29 2005 PA0PIW        599 14 DX  TM3Z          599 14 DX
QSO:  3584 RY 2019-09-29 2006 PA0PIW        599 14 DX  SQ6PLE        599 15 DX
QSO:  3584 RY 2019-09-29 2008 PA0PIW        599 14 DX  DF1LX         599 14 DX
QSO:  3584 RY 2019-09-29 2009 PA0PIW        599 14 DX  UX2X          599 16 DX
QSO:  3584 RY 2019-09-29 2010 PA0PIW        599 14 DX  DK2CX         599 14 DX
QSO:  3584 RY 2019-09-29 2012 PA0PIW        599 14 DX  HG7T          599 15 DX
QSO:  3584 RY 2019-09-29 2013 PA0PIW        599 14 DX  LA9TY         599 14 DX
QSO:  3584 RY 2019-09-29 2015 PA0PIW        599 14 DX  DM5FTS        599 14 DX
QSO:  3584 RY 2019-09-29 2015 PA0PIW        599 14 DX  DP9A          599 14 DX
QSO:  3584 RY 2019-09-29 2017 PA0PIW        599 14 DX  PA3JQD        599 14 DX
QSO:  3584 RY 2019-09-29 2018 PA0PIW        599 14 DX  DJ1YF         599 14 DX
QSO:  3584 RY 2019-09-29 2019 PA0PIW        599 14 DX  HA8WY         599 15 DX
QSO:  3584 RY 2019-09-29 2020 PA0PIW        599 14 DX  DJ5PM         599 14 DX
QSO:  3584 RY 2019-09-29 2021 PA0PIW        599 14 DX  G1SCT         599 14 DX
QSO:  3584 RY 2019-09-29 2022 PA0PIW        599 14 DX  OL4ACF        599 15 DX
QSO:  3584 RY 2019-09-29 2022 PA0PIW        599 14 DX  M7T           599 14 DX
QSO:  3584 RY 2019-09-29 2023 PA0PIW        599 14 DX  IK2TDM        599 15 DX
QSO:  3584 RY 2019-09-29 2024 PA0PIW        599 14 DX  DO1TOM        599 14 DX
QSO:  3584 RY 2019-09-29 2026 PA0PIW        599 14 DX  IK2SND        599 15 DX
QSO:  3584 RY 2019-09-29 2026 PA0PIW        599 14 DX  G3SNU         599 14 DX
QSO:  3584 RY 2019-09-29 2027 PA0PIW        599 14 DX  LZ6K          599 20 DX
QSO:  3584 RY 2019-09-29 2028 PA0PIW        599 14 DX  OK2HBR        599 15 DX
QSO:  3584 RY 2019-09-29 2031 PA0PIW        599 14 DX  SM6LJU        599 14 DX
END-OF-LOG:
