START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: SP2QCW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 48178
NAME: PIOTR
LOCATION: DX
CLUB:
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
QSO:  3500 RY 2019-09-28 0444 SP2QCW        599 15 DX      OK3C          599 15 DX
QSO:  3500 RY 2019-09-28 0446 SP2QCW        599 15 DX      LZ5R          599 20 DX
QSO:  3500 RY 2019-09-28 0448 SP2QCW        599 15 DX      OM0M          599 15 DX
QSO:  3500 RY 2019-09-28 0449 SP2QCW        599 15 DX      S51A          599 15 DX
QSO:  3500 RY 2019-09-28 0451 SP2QCW        599 15 DX      IQ4FC         599 15 DX
QSO:  3500 RY 2019-09-28 0452 SP2QCW        599 15 DX      OK7O          599 15 DX
QSO:  7000 RY 2019-09-28 0456 SP2QCW        599 15 DX      UW1M          599 16 DX
QSO:  7000 RY 2019-09-28 0458 SP2QCW        599 15 DX      EM2Q          599 16 DX
QSO:  7000 RY 2019-09-28 0459 SP2QCW        599 15 DX      UX7QV         599 16 DX
QSO:  3500 RY 2019-09-28 0545 SP2QCW        599 15 DX      LY7Z          599 15 DX        0
QSO:  3500 RY 2019-09-28 0546 SP2QCW        599 15 DX      ON5GQ         599 15 DX        0
QSO:  3500 RY 2019-09-28 0548 SP2QCW        599 15 DX      DP9A          599 14 DX        0
QSO:  3500 RY 2019-09-28 0552 SP2QCW        599 15 DX      OM3ZWA        599 15 DX        0
QSO:  3500 RY 2019-09-28 0553 SP2QCW        599 15 DX      LX7I          599 14 DX        0
QSO: 14000 RY 2019-09-28 0643 SP2QCW        599 15 DX      A44A          599 21 DX        0
QSO: 14000 RY 2019-09-28 0646 SP2QCW        599 15 DX      UC8U          599 18 DX        0
QSO: 14000 RY 2019-09-28 0648 SP2QCW        599 15 DX      UC0A          599 18 DX        0
QSO: 14000 RY 2019-09-28 0654 SP2QCW        599 15 DX      UN7PGA        599 17 DX        0
QSO: 14000 RY 2019-09-28 0702 SP2QCW        599 15 DX      RZ9AD         599 17 DX        0
QSO: 14000 RY 2019-09-28 0703 SP2QCW        599 15 DX      RO9A          599 17 DX        0
QSO: 14000 RY 2019-09-28 0709 SP2QCW        599 15 DX      RG9A          599 17 DX        0
QSO: 14000 RY 2019-09-28 0911 SP2QCW        599 15 DX      RK9AX         599 17 DX        0
QSO: 14000 RY 2019-09-28 0914 SP2QCW        599 15 DX      RU8W          599 16 DX        0
QSO: 14000 RY 2019-09-28 0915 SP2QCW        599 15 DX      EM2Q          599 16 DX        0
QSO: 14000 RY 2019-09-28 0915 SP2QCW        599 15 DX      RU5TT         599 16 DX        0
QSO: 14000 RY 2019-09-28 0917 SP2QCW        599 15 DX      R7CD          599 16 DX        0
QSO: 14000 RY 2019-09-28 0921 SP2QCW        599 15 DX      JT5DX         599 23 DX        0
QSO: 14000 RY 2019-09-28 0924 SP2QCW        599 15 DX      EM0I          599 16 DX        0
QSO: 14000 RY 2019-09-28 0929 SP2QCW        599 15 DX      ED2C          599 14 DX        0
QSO: 14000 RY 2019-09-28 0930 SP2QCW        599 15 DX      CS5CRE        599 14 DX        0
QSO: 14000 RY 2019-09-28 0932 SP2QCW        599 15 DX      CR3DX         599 33 DX        0
QSO: 14000 RY 2019-09-28 0935 SP2QCW        599 15 DX      IT9BLB        599 15 DX        0
QSO: 14000 RY 2019-09-28 0955 SP2QCW        599 15 DX      LZ5R          599 20 DX        0
QSO: 14000 RY 2019-09-28 1003 SP2QCW        599 15 DX      P33W          599 20 DX        0
QSO: 14000 RY 2019-09-28 1004 SP2QCW        599 15 DX      LZ2ZM         599 20 DX        0
QSO: 14000 RY 2019-09-28 1004 SP2QCW        599 15 DX      7Z1SJ         599 21 DX        0
QSO: 14000 RY 2019-09-28 1010 SP2QCW        599 15 DX      IT9ESW        599 15 DX        0
QSO: 14000 RY 2019-09-28 1012 SP2QCW        599 15 DX      F4GGQ         599 14 DX        0
QSO: 14000 RY 2019-09-28 1013 SP2QCW        599 15 DX      F1IWH         599 14 DX        0
QSO: 14000 RY 2019-09-28 1021 SP2QCW        599 15 DX      EA3CI         599 14 DX        0
QSO: 14000 RY 2019-09-28 1027 SP2QCW        599 15 DX      RZ9A          599 17 DX        0
QSO: 14000 RY 2019-09-28 1028 SP2QCW        599 15 DX      UW1M          599 16 DX        0
QSO: 21000 RY 2019-09-28 1313 SP2QCW        599 15 DX      TA3/HB90FIH   599 20 DX        0
QSO: 14000 RY 2019-09-28 1317 SP2QCW        599 15 DX      LZ9R          599 20 DX        0
QSO: 14000 RY 2019-09-28 1318 SP2QCW        599 15 DX      IQ1RY         599 15 DX        0
QSO: 14000 RY 2019-09-28 1319 SP2QCW        599 15 DX      YP0C          599 20 DX        0
QSO:  7000 RY 2019-09-28 1320 SP2QCW        599 15 DX      RU1AT         599 16 DX        0
QSO:  7000 RY 2019-09-28 1321 SP2QCW        599 15 DX      DP7D          599 14 DX        0
QSO:  7000 RY 2019-09-28 1322 SP2QCW        599 15 DX      S53F          599 15 DX        0
QSO:  7000 RY 2019-09-28 1326 SP2QCW        599 15 DX      PA3DBS        599 14 DX        0
QSO:  7000 RY 2019-09-28 1330 SP2QCW        599 15 DX      DK5OS         599 14 DX        0
QSO:  7000 RY 2019-09-28 1331 SP2QCW        599 15 DX      9A1A          599 15 DX        0
QSO:  7000 RY 2019-09-28 1336 SP2QCW        599 15 DX      LX7I          599 14 DX        0
QSO:  7000 RY 2019-09-28 1336 SP2QCW        599 15 DX      I3VRD         599 15 DX        0
QSO: 14000 RY 2019-09-28 1350 SP2QCW        599 15 DX      K6DTT/1       599 05 ME        0
QSO: 14000 RY 2019-09-28 1359 SP2QCW        599 15 DX      IZ1PKV        599 15 DX        0
QSO: 14000 RY 2019-09-28 1401 SP2QCW        599 15 DX      G3RLE         599 14 DX        0
QSO: 14000 RY 2019-09-28 1405 SP2QCW        599 15 DX      W3MF          599 05 PA        0
QSO: 14000 RY 2019-09-28 1406 SP2QCW        599 15 DX      K3LR          599 05 PA        0
QSO:  7000 RY 2019-09-28 2104 SP2QCW        599 15 DX      I4AVG         599 15 DX        0
QSO:  7000 RY 2019-09-28 2104 SP2QCW        599 15 DX      IQ4FC         599 15 DX        0
QSO:  7000 RY 2019-09-28 2106 SP2QCW        599 15 DX      EA4URE        599 14 DX        0
QSO:  7000 RY 2019-09-28 2108 SP2QCW        599 15 DX      EA2XR         599 14 DX        0
QSO:  7000 RY 2019-09-28 2108 SP2QCW        599 15 DX      EM0I          599 16 DX        0
QSO:  3500 RY 2019-09-28 2111 SP2QCW        599 15 DX      HA8BE         599 15 DX        0
QSO:  3500 RY 2019-09-28 2116 SP2QCW        599 15 DX      UR5R          599 16 DX        0
QSO:  3500 RY 2019-09-28 2118 SP2QCW        599 15 DX      UT2AU         599 16 DX        0
QSO: 14000 RY 2019-09-29 0712 SP2QCW        599 15 DX      UA6CE         599 16 DX        0
QSO: 21000 RY 2019-09-29 0740 SP2QCW        599 15 DX      UA4M          599 16 DX        0
QSO: 21000 RY 2019-09-29 0742 SP2QCW        599 15 DX      E2X           599 26 DX        0
QSO: 21000 RY 2019-09-29 0750 SP2QCW        599 15 DX      RK4FD         599 16 DX        0
QSO: 14000 RY 2019-09-29 0754 SP2QCW        599 15 DX      UY5VA         599 16 DX        0
QSO: 14000 RY 2019-09-29 0755 SP2QCW        599 15 DX      R4IM          599 16 DX        0
QSO: 14000 RY 2019-09-29 0807 SP2QCW        599 15 DX      RW4YD         599 16 DX        0
QSO: 14000 RY 2019-09-29 0810 SP2QCW        599 15 DX      LX7I          599 14 DX        0
QSO: 14000 RY 2019-09-29 0844 SP2QCW        599 15 DX      9A5D          599 15 DX        0
QSO: 21000 RY 2019-09-29 0854 SP2QCW        599 15 DX      RG4A          599 16 DX        0
QSO: 21000 RY 2019-09-29 0857 SP2QCW        599 15 DX      IQ4FC         599 15 DX        0
QSO: 21000 RY 2019-09-29 1113 SP2QCW        599 15 DX      EI7M          599 14 DX        0
QSO: 21000 RY 2019-09-29 1117 SP2QCW        599 15 DX      LZ9R          599 20 DX        0
QSO: 14000 RY 2019-09-29 1120 SP2QCW        599 15 DX      OM0M          599 15 DX        0
QSO: 14000 RY 2019-09-29 1121 SP2QCW        599 15 DX      IT9VCE        599 15 DX        0
QSO: 14000 RY 2019-09-29 1122 SP2QCW        599 15 DX      UA3PI         599 16 DX        0
QSO: 14000 RY 2019-09-29 1123 SP2QCW        599 15 DX      HA8QZ         599 15 DX        0
QSO: 14000 RY 2019-09-29 1158 SP2QCW        599 15 DX      9A1A          599 15 DX        0
QSO: 21000 RY 2019-09-29 1203 SP2QCW        599 15 DX      S51A          599 15 DX        0
QSO: 21000 RY 2019-09-29 1215 SP2QCW        599 15 DX      IQ2CJ         599 15 DX        0
QSO: 14000 RY 2019-09-29 1218 SP2QCW        599 15 DX      EI8KF         599 14 DX        0
QSO: 14000 RY 2019-09-29 1220 SP2QCW        599 15 DX      K1SFA         599 05 MA        0
QSO: 14000 RY 2019-09-29 1224 SP2QCW        599 15 DX      MW2I          599 14 DX        0
QSO: 14000 RY 2019-09-29 1226 SP2QCW        599 15 DX      N1IXF         599 05 CT        0
QSO: 14000 RY 2019-09-29 1227 SP2QCW        599 15 DX      KW1DX         599 05 NH        0
QSO: 14000 RY 2019-09-29 1229 SP2QCW        599 15 DX      G4RS          599 14 DX        0
QSO: 14000 RY 2019-09-29 1232 SP2QCW        599 15 DX      YW1K          599 09 DX        0
QSO: 14000 RY 2019-09-29 1236 SP2QCW        599 15 DX      KA2KON        599 05 NH        0
QSO: 14000 RY 2019-09-29 1237 SP2QCW        599 15 DX      S50W          599 15 DX        0
QSO: 14000 RY 2019-09-29 1239 SP2QCW        599 15 DX      K2ADA         599 05 FL        0
QSO: 14000 RY 2019-09-29 1243 SP2QCW        599 15 DX      WW4LL         599 05 ME        0
QSO: 14000 RY 2019-09-29 1249 SP2QCW        599 15 DX      HQ9X          599 7  DX        0
QSO: 14000 RY 2019-09-29 1252 SP2QCW        599 15 DX      IU2IBU        599 15 DX        0
QSO: 14000 RY 2019-09-29 1300 SP2QCW        599 15 DX      N6AR          599 05 FL        0
QSO: 14000 RY 2019-09-29 1304 SP2QCW        599 15 DX      NW8S          599 04 OH        0
QSO: 14000 RY 2019-09-29 1305 SP2QCW        599 15 DX      N3QE          599 05 MD        0
QSO: 14000 RY 2019-09-29 1310 SP2QCW        599 15 DX      NR4M          599 05 VA        0
QSO: 14000 RY 2019-09-29 1311 SP2QCW        599 15 DX      NE3H          599 05 PA        0
QSO: 14000 RY 2019-09-29 1315 SP2QCW        599 15 DX      W3GH          599 05 PA        0
QSO: 14000 RY 2019-09-29 1318 SP2QCW        599 15 DX      ED1R          599 14 DX        0
QSO: 14000 RY 2019-09-29 1320 SP2QCW        599 15 DX      W3FIZ         599 05 PA        0
QSO: 14000 RY 2019-09-29 1324 SP2QCW        599 15 DX      AA3B          599 05 PA        0
QSO: 14000 RY 2019-09-29 1333 SP2QCW        599 15 DX      G4UJS         599 14 DX        0
QSO: 14000 RY 2019-09-29 1346 SP2QCW        599 15 DX      VE3UTT        599 04 ON        0
QSO: 14000 RY 2019-09-29 1347 SP2QCW        599 15 DX      K5ZD          599 05 MA        0
QSO: 14000 RY 2019-09-29 1349 SP2QCW        599 15 DX      WV4P          599 04 TN        0
QSO: 14000 RY 2019-09-29 1415 SP2QCW        599 15 DX      K9CT          599 04 IL        0
QSO: 14000 RY 2019-09-29 1419 SP2QCW        599 15 DX      VE2GSO        599 05 QC        0
QSO: 14000 RY 2019-09-29 1430 SP2QCW        599 15 DX      HB2K          599 14 DX        0
QSO: 21000 RY 2019-09-29 1444 SP2QCW        599 15 DX      CW4MAX        599 13 DX        0
QSO: 14000 RY 2019-09-29 1456 SP2QCW        599 15 DX      EA7ZY         599 14 DX        0
QSO: 14000 RY 2019-09-29 1501 SP2QCW        599 15 DX      WX8C/0        599 04 MO        0
QSO: 14000 RY 2019-09-29 1507 SP2QCW        599 15 DX      VE2FK         599 05 QC        0
QSO: 14000 RY 2019-09-29 1513 SP2QCW        599 15 DX      EI7M          599 14 DX        0
QSO: 14000 RY 2019-09-29 1514 SP2QCW        599 15 DX      EA1CJ         599 14 DX        0
QSO: 14000 RY 2019-09-29 1519 SP2QCW        599 15 DX      CT7AUP        599 14 DX        0
QSO: 14000 RY 2019-09-29 1521 SP2QCW        599 15 DX      EA5HRT        599 14 DX        0
QSO: 14000 RY 2019-09-29 1523 SP2QCW        599 15 DX      AG4W          599 04 AL        0
QSO: 14000 RY 2019-09-29 1559 SP2QCW        599 15 DX      EA5GIE        599 14 DX        0
QSO: 14000 RY 2019-09-29 1603 SP2QCW        599 15 DX      P49X          599 09 DX        0
QSO: 14000 RY 2019-09-29 1611 SP2QCW        599 15 DX      CT1ILT        599 14 DX        0
QSO: 14000 RY 2019-09-29 1614 SP2QCW        599 15 DX      MI0SAI        599 14 DX        0
QSO: 14000 RY 2019-09-29 1651 SP2QCW        599 15 DX      EE5O          599 14 DX        0
QSO: 14000 RY 2019-09-29 1652 SP2QCW        599 15 DX      CS25ARR       599 14 DX        0
QSO: 14000 RY 2019-09-29 1656 SP2QCW        599 15 DX      ON5GQ         599 14 DX        0
QSO: 14000 RY 2019-09-29 1659 SP2QCW        599 15 DX      ED4T          599 14 DX        0
QSO: 14000 RY 2019-09-29 1714 SP2QCW        599 15 DX      EA8ZS         599 33 DX        0
QSO: 14000 RY 2019-09-29 1716 SP2QCW        599 15 DX      EA7OT         599 14 DX        0
QSO: 14000 RY 2019-09-29 1722 SP2QCW        599 15 DX      N1MD          599 05 CT        0
QSO: 14000 RY 2019-09-29 1726 SP2QCW        599 15 DX      CR3W          599 33 DX        0
QSO: 14000 RY 2019-09-29 1730 SP2QCW        599 15 DX      OL9A          599 15 DX        0
QSO: 14000 RY 2019-09-29 1744 SP2QCW        599 15 DX      DK3T          599 14 DX        0
QSO:  3500 RY 2019-09-29 1815 SP2QCW        599 15 DX      HA8BT         599 15 DX        0
QSO:  3500 RY 2019-09-29 1815 SP2QCW        599 15 DX      EB3CW         599 14 DX        0
QSO:  3500 RY 2019-09-29 1816 SP2QCW        599 15 DX      R7AB          599 16 DX        0
QSO:  3500 RY 2019-09-29 1816 SP2QCW        599 15 DX      F1AKK         599 14 DX        0
QSO:  3500 RY 2019-09-29 1817 SP2QCW        599 15 DX      DL5XJ         599 14 DX        0
QSO:  3500 RY 2019-09-29 1818 SP2QCW        599 15 DX      SP6IHE        599 15 DX        0
QSO:  3500 RY 2019-09-29 1818 SP2QCW        599 15 DX      UX2X          599 16 DX        0
QSO:  3500 RY 2019-09-29 1819 SP2QCW        599 15 DX      DP7D          599 14 DX        0
QSO:  7000 RY 2019-09-29 1842 SP2QCW        599 15 DX      P33W          599 20 DX        0
QSO:  7000 RY 2019-09-29 1844 SP2QCW        599 15 DX      HB2U          599 14 DX        0
QSO:  7000 RY 2019-09-29 1845 SP2QCW        599 15 DX      IR9K          599 15 DX        0
QSO:  7000 RY 2019-09-29 1848 SP2QCW        599 15 DX      A44A          599 21 DX        0
QSO:  7000 RY 2019-09-29 1849 SP2QCW        599 15 DX      G0HDV         599 14 DX        0
QSO:  7000 RY 2019-09-29 1850 SP2QCW        599 15 DX      US7IID        599 16 DX        0
QSO:  7000 RY 2019-09-29 1853 SP2QCW        599 15 DX      M7T           599 14 DX        0
QSO:  7000 RY 2019-09-29 1854 SP2QCW        599 15 DX      G4MKP         599 14 DX        0
QSO:  7000 RY 2019-09-29 1854 SP2QCW        599 15 DX      Z33F          599 15 DX        0
QSO:  7000 RY 2019-09-29 1857 SP2QCW        599 15 DX      R7CD          599 16 DX        0
QSO:  7000 RY 2019-09-29 1903 SP2QCW        599 15 DX      T6A           599 21 DX        0
QSO:  7000 RY 2019-09-29 1906 SP2QCW        599 15 DX      TM7Y          599 14 DX        0
QSO:  7000 RY 2019-09-29 1911 SP2QCW        599 15 DX      C37NL         599 14 DX        0
QSO:  7000 RY 2019-09-29 1912 SP2QCW        599 15 DX      F4DVX         599 14 DX        0
QSO:  7000 RY 2019-09-29 1920 SP2QCW        599 15 DX      ED1R          599 14 DX        0
QSO:  7000 RY 2019-09-29 1924 SP2QCW        599 15 DX      RA6GA         599 16 DX        0
QSO: 14000 RY 2019-09-29 1929 SP2QCW        599 15 DX      PY2NY         599 11 DX        0
QSO:  7000 RY 2019-09-29 1940 SP2QCW        599 15 DX      ED3D          599 14 DX        0
QSO:  7000 RY 2019-09-29 1940 SP2QCW        599 15 DX      EB1EB         599 14 DX        0
QSO:  7000 RY 2019-09-29 1942 SP2QCW        599 15 DX      EA3HWE        599 14 DX        0
QSO:  7000 RY 2019-09-29 1949 SP2QCW        599 15 DX      EA1CJ         599 14 DX        0
QSO:  7000 RY 2019-09-29 1950 SP2QCW        599 15 DX      EA3CI         599 14 DX        0
QSO:  7000 RY 2019-09-29 1952 SP2QCW        599 15 DX      TC2Y          599 20 DX        0
QSO:  7000 RY 2019-09-29 1953 SP2QCW        599 15 DX      TM6V          599 14 DX        0
QSO:  7000 RY 2019-09-29 1956 SP2QCW        599 15 DX      CR3W          599 33 DX        0
QSO:  7000 RY 2019-09-29 2006 SP2QCW        599 15 DX      TA3NEB        599 20 DX        0
QSO:  7000 RY 2019-09-29 2009 SP2QCW        599 15 DX      EA7KI         599 14 DX        0
QSO:  7000 RY 2019-09-29 2015 SP2QCW        599 15 DX      IT9STX        599 15 DX        0
QSO:  7000 RY 2019-09-29 2016 SP2QCW        599 15 DX      G4DBW         599 14 DX        0
QSO:  7000 RY 2019-09-29 2017 SP2QCW        599 15 DX      ON3DI         599 14 DX        0
QSO:  7000 RY 2019-09-29 2025 SP2QCW        599 15 DX      S50A          599 15 DX        0
END-OF-LOG:
