START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: YT4T
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YT4T
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2018.
QSO:  7049 RY 2018-09-29 1400 YT4T          599 15 DX SN2M          599 15 DX
QSO:  7050 RY 2018-09-29 1717 YT4T          599 15 DX EU1WW         599 16 DX
QSO: 14135 RY 2018-09-29 2013 YT4T          599 15 DX W0LSD         599 4 CO
QSO: 14127 RY 2018-09-30 1900 YT4T          599 15 DX VE3TM         599 04 ON
QSO: 14128 RY 2018-09-30 1902 YT4T          599 15 DX W7XQ          599 03 OR
QSO: 14127 RY 2018-09-30 1905 YT4T          599 15 DX N7AT          599 03 AZ
QSO: 14127 RY 2018-09-30 1907 YT4T          599 15 DX W4LC          599 04 KY
QSO: 14126 RY 2018-09-30 1908 YT4T          599 15 DX LY5W          599 15 DX
QSO: 14127 RY 2018-09-30 1910 YT4T          599 15 DX 9H1AE         599 15 DX
QSO: 14127 RY 2018-09-30 1911 YT4T          599 15 DX K4QD          599 05 FL
QSO: 14127 RY 2018-09-30 1911 YT4T          599 15 DX KA6BIM        599 03 OR
QSO: 14127 RY 2018-09-30 1912 YT4T          599 15 DX K0KX          599 04 MN
QSO: 14127 RY 2018-09-30 1912 YT4T          599 15 DX W4RTN         599 04 TN
QSO: 14127 RY 2018-09-30 1912 YT4T          599 15 DX W7VXS         599 03 WA
QSO: 14128 RY 2018-09-30 1913 YT4T          599 15 DX VE3SST        599 04 ON
QSO: 14127 RY 2018-09-30 1914 YT4T          599 15 DX VA1XH         599 05 NS
QSO: 14127 RY 2018-09-30 1915 YT4T          599 15 DX K7LFY         599 03 WA
QSO: 14000 RY 2018-09-30 1916 YT4T          599 15 DX N3MWQ         599 05 DE
QSO: 14000 RY 2018-09-30 1917 YT4T          599 15 DX F5PVJ         599 14 DX
QSO: 14127 RY 2018-09-30 1920 YT4T          599 15 DX W1AJT         599 05 NC
QSO: 14129 RY 2018-09-30 1921 YT4T          599 15 DX WB8JUI        599 04 OH
QSO: 14128 RY 2018-09-30 1922 YT4T          599 15 DX WB2NFL        599 05 NY
QSO: 14123 RY 2018-09-30 1934 YT4T          599 15 DX N8LRG         599 4 OH
QSO: 14119 RY 2018-09-30 1937 YT4T          599 15 DX K5EK          599 05 NC
QSO: 14118 RY 2018-09-30 1940 YT4T          599 15 DX K3PP          599 05 PA
QSO: 14118 RY 2018-09-30 1940 YT4T          599 15 DX K8KI          599 04 AL
QSO: 14118 RY 2018-09-30 1941 YT4T          599 15 DX W1SS          599 05 MA
QSO: 14118 RY 2018-09-30 1942 YT4T          599 15 DX K9CT          599 04 IL
QSO: 14119 RY 2018-09-30 1943 YT4T          599 15 DX KD0UWZ        599 04 MN
QSO: 14118 RY 2018-09-30 1945 YT4T          599 15 DX K8PK          599 04 OH
QSO: 14118 RY 2018-09-30 1946 YT4T          599 15 DX KG4SS         599 08 DX
QSO: 14118 RY 2018-09-30 1947 YT4T          599 15 DX AA3S          599 05 MD
QSO: 14118 RY 2018-09-30 1949 YT4T          599 15 DX K4GM          599 05 VA
QSO: 14118 RY 2018-09-30 1949 YT4T          599 15 DX WD9CIR        599 04 IL
END-OF-LOG:
