START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: VA2UR
LOCATION: QC
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 3167142
NAME: Guy Lemieux
OPERATORS: DL7VOA K1LI K9EL VA2CZ VA2EK VE2CAQ VE2BWL
CLUB: SPLIT 5/7 Yankee Clipper Contest Club SPLIT 2/7 Bavarian Contest Club
QSO:  7200 PH 2019-10-26 0127 VA2UR         59  5      N5WNG         59  04     0
QSO:  3769 PH 2019-10-26 0127 VA2UR         59  5      KP2M          59  08     1
QSO:  7200 PH 2019-10-26 0127 VA2UR         59  5      W2AAB         59  05     0
QSO:  7200 PH 2019-10-26 0127 VA2UR         59  5      W1FM          59  05     0
QSO:  7200 PH 2019-10-26 0127 VA2UR         59  5      WB8WKQ        59  04     0
QSO:  7200 PH 2019-10-26 0127 VA2UR         59  5      KC9EOQ        59  04     0
QSO:  7200 PH 2019-10-26 0128 VA2UR         59  5      W1PEF         59  05     0
QSO:  7200 PH 2019-10-26 0128 VA2UR         59  5      NX2X          59  05     0
QSO:  7200 PH 2019-10-26 0128 VA2UR         59  5      KC9ADB        59  04     0
QSO:  7200 PH 2019-10-26 0128 VA2UR         59  5      K1IR          59  05     0
QSO:  7200 PH 2019-10-26 0128 VA2UR         59  5      K9RS          59  05     0
QSO:  7200 PH 2019-10-26 0129 VA2UR         59  5      K5GN          59  04     0
QSO:  7200 PH 2019-10-26 0129 VA2UR         59  5      N8GLS         59  04     0
QSO:  7200 PH 2019-10-26 0129 VA2UR         59  5      AA3B          59  05     0
QSO:  7200 PH 2019-10-26 0129 VA2UR         59  5      K8AZ          59  04     0
QSO:  7200 PH 2019-10-26 0129 VA2UR         59  5      WB2LZM        59  05     0
QSO:  7200 PH 2019-10-26 0130 VA2UR         59  5      N1PGA         59  05     0
QSO:  7200 PH 2019-10-26 0130 VA2UR         59  5      W2ZQ          59  05     0
QSO:  7200 PH 2019-10-26 0131 VA2UR         59  5      W2OIB         59  05     0
QSO:  7200 PH 2019-10-26 0131 VA2UR         59  5      W0ZEN         59  05     0
QSO:  7200 PH 2019-10-26 0131 VA2UR         59  5      K3FMQ         59  05     0
QSO:  7200 PH 2019-10-26 0132 VA2UR         59  5      N8CL          59  05     0
QSO:  7200 PH 2019-10-26 0132 VA2UR         59  5      W3MF          59  05     0
QSO:  7200 PH 2019-10-26 0132 VA2UR         59  5      K3MD          59  05     0
QSO:  7200 PH 2019-10-26 0133 VA2UR         59  5      K5TR          59  04     0
QSO:  7200 PH 2019-10-26 0133 VA2UR         59  5      W8BI          59  04     0
QSO:  7200 PH 2019-10-26 0133 VA2UR         59  5      NJ3I          59  05     0
QSO:  7200 PH 2019-10-26 0133 VA2UR         59  5      K3ZU          59  05     0
QSO:  7200 PH 2019-10-26 0134 VA2UR         59  5      KC3HXF        59  05     0
QSO:  7200 PH 2019-10-26 0134 VA2UR         59  5      KR2Q          59  05     0
QSO:  7200 PH 2019-10-26 0134 VA2UR         59  5      KC1G          59  05     0
QSO:  7200 PH 2019-10-26 0135 VA2UR         59  5      WA1CT         59  04     0
QSO:  7200 PH 2019-10-26 0135 VA2UR         59  5      NV9L          59  04     0
QSO:  7200 PH 2019-10-26 0135 VA2UR         59  5      N1RGK         59  05     0
QSO:  7200 PH 2019-10-26 0135 VA2UR         59  5      VE3HG         59  04     0
QSO:  7200 PH 2019-10-26 0136 VA2UR         59  5      VA3ROC        59  04     0
QSO:  7200 PH 2019-10-26 0136 VA2UR         59  5      K2RET         59  05     0
QSO:  7200 PH 2019-10-26 0136 VA2UR         59  5      KG1E          59  05     0
QSO:  7200 PH 2019-10-26 0136 VA2UR         59  5      W2MV          59  05     0
QSO:  3787 PH 2019-10-26 0137 VA2UR         59  5      PJ4K          59  09     1
QSO:  7200 PH 2019-10-26 0137 VA2UR         59  5      N4TZ          59  04     0
QSO:  7200 PH 2019-10-26 0137 VA2UR         59  5      KB5KYX        59  04     0
QSO:  7200 PH 2019-10-26 0137 VA2UR         59  5      N1DC          59  05     0
QSO:  7200 PH 2019-10-26 0138 VA2UR         59  5      WB2BEW        59  05     0
QSO:  7200 PH 2019-10-26 0138 VA2UR         59  5      WA2EUJ        59  05     0
QSO:  7200 PH 2019-10-26 0139 VA2UR         59  5      K5KG          59  05     0
QSO:  7200 PH 2019-10-26 0139 VA2UR         59  5      AC3BQ         59  05     0
QSO:  7200 PH 2019-10-26 0139 VA2UR         59  5      KC3KJQ        59  05     0
QSO:  7200 PH 2019-10-26 0139 VA2UR         59  5      W9RE          59  04     0
QSO:  7200 PH 2019-10-26 0139 VA2UR         59  5      K2RB          59  05     0
QSO:  7200 PH 2019-10-26 0140 VA2UR         59  5      KB3Z          59  05     0
QSO:  7200 PH 2019-10-26 0140 VA2UR         59  5      K9XN          59  04     0
QSO:  7200 PH 2019-10-26 0140 VA2UR         59  5      AA9A          59  04     0
QSO:  7200 PH 2019-10-26 0141 VA2UR         59  5      K5PS          59  04     0
QSO:  7200 PH 2019-10-26 0141 VA2UR         59  5      N5AW          59  04     0
QSO:  7200 PH 2019-10-26 0141 VA2UR         59  5      W8UF          59  04     0
QSO:  7200 PH 2019-10-26 0141 VA2UR         59  5      W1GD          59  05     0
QSO:  7200 PH 2019-10-26 0142 VA2UR         59  5      N2NKX         59  05     0
QSO:  7200 PH 2019-10-26 0142 VA2UR         59  5      WX3B          59  05     0
QSO:  7200 PH 2019-10-26 0142 VA2UR         59  5      W2MGF         59  05     0
QSO:  7200 PH 2019-10-26 0142 VA2UR         59  5      KA3UTS        59  05     0
QSO:  7200 PH 2019-10-26 0143 VA2UR         59  5      N2SJH         59  05     0
QSO:  7200 PH 2019-10-26 0143 VA2UR         59  5      KA8YNW        59  04     0
QSO:  7200 PH 2019-10-26 0144 VA2UR         59  5      W1ARY         59  05     0
QSO:  7200 PH 2019-10-26 0144 VA2UR         59  5      N4JOW         59  05     0
QSO:  7200 PH 2019-10-26 0144 VA2UR         59  5      W9MK          59  04     0
QSO:  7200 PH 2019-10-26 0144 VA2UR         59  5      K9CJ          59  04     0
QSO:  7200 PH 2019-10-26 0145 VA2UR         59  5      KD2SFF        59  05     0
QSO:  7200 PH 2019-10-26 0145 VA2UR         59  5      KA3D          59  05     0
QSO:  7200 PH 2019-10-26 0146 VA2UR         59  5      KB3SQX        59  05     0
QSO:  7200 PH 2019-10-26 0146 VA2UR         59  5      K8LJ          59  04     0
QSO:  7200 PH 2019-10-26 0146 VA2UR         59  5      NW3Y          59  05     0
QSO:  7200 PH 2019-10-26 0146 VA2UR         59  5      W8LJZ         59  04     0
QSO:  7200 PH 2019-10-26 0147 VA2UR         59  5      K8YLK         59  04     0
QSO:  7200 PH 2019-10-26 0147 VA2UR         59  5      KB8EMD        59  04     0
QSO:  7200 PH 2019-10-26 0147 VA2UR         59  5      K8LY          59  04     0
QSO:  7200 PH 2019-10-26 0147 VA2UR         59  5      K5WA          59  04     0
QSO:  7200 PH 2019-10-26 0148 VA2UR         59  5      WA3C          59  04     0
QSO:  7200 PH 2019-10-26 0148 VA2UR         59  5      AA2AW         59  05     0
QSO:  7200 PH 2019-10-26 0148 VA2UR         59  5      K9IMM         59  04     0
QSO:  7200 PH 2019-10-26 0148 VA2UR         59  5      N3FTO         59  05     0
QSO:  7200 PH 2019-10-26 0148 VA2UR         59  5      W5UJ          59  03     0
QSO:  7200 PH 2019-10-26 0149 VA2UR         59  5      KC3GUU        59  05     0
QSO:  7200 PH 2019-10-26 0149 VA2UR         59  5      K3ZMJ         59  05     0
QSO:  7200 PH 2019-10-26 0149 VA2UR         59  5      WD3LC         59  05     0
QSO:  7200 PH 2019-10-26 0149 VA2UR         59  5      KZ3W          59  05     0
QSO:  7200 PH 2019-10-26 0150 VA2UR         59  5      WA5JMZ        59  04     0
QSO:  7200 PH 2019-10-26 0150 VA2UR         59  5      N3AC          59  05     0
QSO:  7200 PH 2019-10-26 0151 VA2UR         59  5      W4MIS         59  05     0
QSO:  7200 PH 2019-10-26 0151 VA2UR         59  5      N2EI          59  05     0
QSO:  7200 PH 2019-10-26 0151 VA2UR         59  5      WA2FZB        59  05     0
QSO:  7200 PH 2019-10-26 0151 VA2UR         59  5      WA5LFD        59  04     0
QSO:  7200 PH 2019-10-26 0152 VA2UR         59  5      W8AJT         59  04     0
QSO:  7200 PH 2019-10-26 0152 VA2UR         59  5      KC2TN         59  05     0
QSO:  7200 PH 2019-10-26 0152 VA2UR         59  5      K0EJ          59  04     0
QSO:  7200 PH 2019-10-26 0153 VA2UR         59  5      KD2FWG        59  05     0
QSO:  7200 PH 2019-10-26 0153 VA2UR         59  5      W6KW          59  05     0
QSO:  7200 PH 2019-10-26 0153 VA2UR         59  5      WV4P          59  04     0
QSO:  7200 PH 2019-10-26 0154 VA2UR         59  5      N5ATM         59  04     0
QSO:  7200 PH 2019-10-26 0154 VA2UR         59  5      KB3CS         59  05     0
QSO:  3777 PH 2019-10-26 0154 VA2UR         59  5      DF0HQ         59  14     1
QSO:  7200 PH 2019-10-26 0155 VA2UR         59  5      AB9RP         59  04     0
QSO:  7200 PH 2019-10-26 0155 VA2UR         59  5      KE3GK         59  05     0
QSO:  7200 PH 2019-10-26 0155 VA2UR         59  5      AB8OU         59  04     0
QSO:  7200 PH 2019-10-26 0155 VA2UR         59  5      ND4Y          59  04     0
QSO:  7200 PH 2019-10-26 0155 VA2UR         59  5      N4BCD         59  04     0
QSO:  7200 PH 2019-10-26 0156 VA2UR         59  5      KR8J          59  04     0
QSO:  7200 PH 2019-10-26 0157 VA2UR         59  5      KV3T          59  04     0
QSO:  7200 PH 2019-10-26 0157 VA2UR         59  5      N3CB          59  05     0
QSO:  7200 PH 2019-10-26 0158 VA2UR         59  5      KA5TCF        59  04     0
QSO:  7200 PH 2019-10-26 0158 VA2UR         59  5      N1RJK         59  05     0
QSO:  7200 PH 2019-10-26 0158 VA2UR         59  5      W3DDF         59  05     0
QSO:  7200 PH 2019-10-26 0158 VA2UR         59  5      K4MI          59  05     0
QSO:  7200 PH 2019-10-26 0159 VA2UR         59  5      W3LES         59  05     0
QSO:  7200 PH 2019-10-26 0159 VA2UR         59  5      W3IUU         59  05     0
QSO:  7200 PH 2019-10-26 0159 VA2UR         59  5      K3TC          59  05     0
QSO:  7200 PH 2019-10-26 0200 VA2UR         59  5      AB7E          59  03     0
QSO:  7200 PH 2019-10-26 0200 VA2UR         59  5      W3JX          59  05     0
QSO:  3793 PH 2019-10-26 0200 VA2UR         59  5      HH2AA         59  08     1
QSO:  7200 PH 2019-10-26 0200 VA2UR         59  5      W2MSA         59  05     0
QSO:  7200 PH 2019-10-26 0200 VA2UR         59  5      W9PA          59  04     0
QSO:  7200 PH 2019-10-26 0200 VA2UR         59  5      WU3U          59  05     0
QSO:  7200 PH 2019-10-26 0201 VA2UR         59  5      WB8TNF        59  04     0
QSO:  7200 PH 2019-10-26 0201 VA2UR         59  5      WA8MCD        59  04     0
QSO:  7200 PH 2019-10-26 0201 VA2UR         59  5      K4ORD         59  05     0
QSO:  7200 PH 2019-10-26 0202 VA2UR         59  5      KD8QCF        59  04     0
QSO:  7200 PH 2019-10-26 0202 VA2UR         59  5      KA0TIX        59  04     0
QSO:  7200 PH 2019-10-26 0203 VA2UR         59  5      WU9W          59  04     0
QSO:  7200 PH 2019-10-26 0203 VA2UR         59  5      KM4IAJ        59  05     0
QSO:  7200 PH 2019-10-26 0204 VA2UR         59  5      N3YUG         59  05     0
QSO:  7200 PH 2019-10-26 0204 VA2UR         59  5      K4JLD         59  05     0
QSO:  7200 PH 2019-10-26 0204 VA2UR         59  5      WW9F          59  04     0
QSO:  7200 PH 2019-10-26 0204 VA2UR         59  5      WA3AAN        59  05     0
QSO:  7200 PH 2019-10-26 0205 VA2UR         59  5      N5IT          59  04     0
QSO:  7200 PH 2019-10-26 0205 VA2UR         59  5      K1BZ          59  05     0
QSO:  7200 PH 2019-10-26 0205 VA2UR         59  5      N2SR          59  05     0
QSO:  7200 PH 2019-10-26 0205 VA2UR         59  5      WA3GM         59  05     0
QSO:  7200 PH 2019-10-26 0205 VA2UR         59  5      KD9LA         59  05     0
QSO:  7200 PH 2019-10-26 0206 VA2UR         59  5      W3VC          59  05     0
QSO:  7200 PH 2019-10-26 0206 VA2UR         59  5      K2XR          59  05     0
QSO:  7200 PH 2019-10-26 0206 VA2UR         59  5      KC3HRV        59  05     0
QSO:  7200 PH 2019-10-26 0206 VA2UR         59  5      AC9S          59  04     0
QSO:  7200 PH 2019-10-26 0207 VA2UR         59  5      WN3DX         59  05     0
QSO:  7200 PH 2019-10-26 0207 VA2UR         59  5      W2GFJ         59  05     0
QSO:  7200 PH 2019-10-26 0207 VA2UR         59  5      KG5ELN        59  04     0
QSO:  7200 PH 2019-10-26 0207 VA2UR         59  5      N3HUG         59  05     0
QSO:  7200 PH 2019-10-26 0208 VA2UR         59  5      N3FCP         59  05     0
QSO:  7200 PH 2019-10-26 0208 VA2UR         59  5      NR4O          59  05     0
QSO:  3774 PH 2019-10-26 0208 VA2UR         59  5      K8UR          59  05     1
QSO:  7200 PH 2019-10-26 0208 VA2UR         59  5      K8DTW         59  04     0
QSO:  7200 PH 2019-10-26 0209 VA2UR         59  5      N3KBF         59  05     0
QSO:  7200 PH 2019-10-26 0209 VA2UR         59  5      K4DCP         59  05     0
QSO:  7200 PH 2019-10-26 0209 VA2UR         59  5      NT0K          59  05     0
QSO:  7200 PH 2019-10-26 0209 VA2UR         59  5      K3UKO         59  05     0
QSO:  7200 PH 2019-10-26 0210 VA2UR         59  5      K3TCE         59  05     0
QSO:  7200 PH 2019-10-26 0210 VA2UR         59  5      K2AX          59  05     0
QSO:  7200 PH 2019-10-26 0210 VA2UR         59  5      N9SJ          59  04     0
QSO:  7200 PH 2019-10-26 0210 VA2UR         59  5      WA2VYA        59  04     0
QSO:  7200 PH 2019-10-26 0211 VA2UR         59  5      KB3RCT        59  05     0
QSO:  7200 PH 2019-10-26 0211 VA2UR         59  5      N3OAW         59  05     0
QSO:  7200 PH 2019-10-26 0211 VA2UR         59  5      W8JMD         59  04     0
QSO:  7200 PH 2019-10-26 0211 VA2UR         59  5      K2GER         59  05     0
QSO:  7200 PH 2019-10-26 0212 VA2UR         59  5      N3XF          59  05     0
QSO:  7200 PH 2019-10-26 0212 VA2UR         59  5      KD8ZWI        59  04     0
QSO:  7200 PH 2019-10-26 0212 VA2UR         59  5      N3NR          59  05     0
QSO:  7200 PH 2019-10-26 0213 VA2UR         59  5      KE8MFN        59  05     0
QSO:  7200 PH 2019-10-26 0213 VA2UR         59  5      WY3A          59  05     0
QSO:  7200 PH 2019-10-26 0214 VA2UR         59  5      K6DTT         59  05     0
QSO:  7200 PH 2019-10-26 0214 VA2UR         59  5      NF3R          59  05     0
QSO:  7200 PH 2019-10-26 0214 VA2UR         59  5      N4CW          59  05     0
QSO:  7200 PH 2019-10-26 0215 VA2UR         59  5      K4TXL         59  04     0
QSO:  7200 PH 2019-10-26 0215 VA2UR         59  5      KC9QQ         59  04     0
QSO:  7200 PH 2019-10-26 0215 VA2UR         59  5      W3TAS         59  05     0
QSO:  7200 PH 2019-10-26 0215 VA2UR         59  5      K2WK          59  05     0
QSO:  7200 PH 2019-10-26 0216 VA2UR         59  5      WT8WV         59  05     0
QSO:  7200 PH 2019-10-26 0216 VA2UR         59  5      N3AM          59  05     0
QSO:  7200 PH 2019-10-26 0216 VA2UR         59  5      AD4TJ         59  05     0
QSO:  7200 PH 2019-10-26 0217 VA2UR         59  5      KB2RHN        59  05     0
QSO:  7200 PH 2019-10-26 0217 VA2UR         59  5      K9BGL         59  04     0
QSO:  7200 PH 2019-10-26 0218 VA2UR         59  5      N4CQ          59  04     0
QSO:  7200 PH 2019-10-26 0218 VA2UR         59  5      KC8HQS        59  04     0
QSO:  7200 PH 2019-10-26 0218 VA2UR         59  5      W9TC          59  04     0
QSO:  7200 PH 2019-10-26 0218 VA2UR         59  5      W4BTW         59  05     0
QSO:  7200 PH 2019-10-26 0219 VA2UR         59  5      W4NC          59  05     0
QSO:  7200 PH 2019-10-26 0219 VA2UR         59  5      W5IDX         59  04     0
QSO:  7200 PH 2019-10-26 0219 VA2UR         59  5      K5KU          59  04     0
QSO:  7200 PH 2019-10-26 0219 VA2UR         59  5      KJ4YLR        59  04     0
QSO:  7200 PH 2019-10-26 0220 VA2UR         59  5      KD4CE         59  05     0
QSO:  7200 PH 2019-10-26 0220 VA2UR         59  5      WA4WPG        59  05     0
QSO:  7200 PH 2019-10-26 0220 VA2UR         59  5      K3CCR         59  05     0
QSO:  7200 PH 2019-10-26 0221 VA2UR         59  5      K4JKB         59  05     0
QSO:  7200 PH 2019-10-26 0221 VA2UR         59  5      W5PAA         59  04     0
QSO:  7200 PH 2019-10-26 0221 VA2UR         59  5      K8TMW         59  04     0
QSO:  7200 PH 2019-10-26 0221 VA2UR         59  5      KZ2I          59  05     0
QSO:  7200 PH 2019-10-26 0222 VA2UR         59  5      KE8JIT        59  05     0
QSO:  7200 PH 2019-10-26 0223 VA2UR         59  5      WA5LXS        59  04     0
QSO:  7200 PH 2019-10-26 0223 VA2UR         59  5      WS4WW         59  05     0
QSO:  7200 PH 2019-10-26 0223 VA2UR         59  5      WF1G          59  05     0
QSO:  7200 PH 2019-10-26 0223 VA2UR         59  5      N4IJ          59  05     0
QSO:  7200 PH 2019-10-26 0224 VA2UR         59  5      N1XL          59  05     0
QSO:  7200 PH 2019-10-26 0224 VA2UR         59  5      W8LLX         59  05     0
QSO:  7200 PH 2019-10-26 0224 VA2UR         59  5      N4XL          59  05     0
QSO:  7200 PH 2019-10-26 0225 VA2UR         59  5      NW8U          59  05     0
QSO:  7200 PH 2019-10-26 0225 VA2UR         59  5      KD4DRJ        59  05     0
QSO:  7200 PH 2019-10-26 0226 VA2UR         59  5      KB0OTY        59  04     0
QSO:  7200 PH 2019-10-26 0227 VA2UR         59  5      W5ABA         59  04     0
QSO:  7200 PH 2019-10-26 0227 VA2UR         59  5      KE0HTG        59  04     0
QSO:  7200 PH 2019-10-26 0227 VA2UR         59  5      N3TTT         59  05     0
QSO:  7200 PH 2019-10-26 0228 VA2UR         59  5      N5XJ          59  04     0
QSO:  7200 PH 2019-10-26 0229 VA2UR         59  5      K1TTT         59  05     0
QSO:  7200 PH 2019-10-26 0229 VA2UR         59  5      W4RN          59  05     0
QSO:  7200 PH 2019-10-26 0230 VA2UR         59  5      AK2U          59  05     0
QSO:  7200 PH 2019-10-26 0230 VA2UR         59  5      W3PP          59  05     0
QSO:  7200 PH 2019-10-26 0230 VA2UR         59  5      NI2S          59  05     0
QSO:  7200 PH 2019-10-26 0230 VA2UR         59  5      KB4ISV        59  05     0
QSO:  7200 PH 2019-10-26 0231 VA2UR         59  5      WB4DES        59  05     0
QSO:  7200 PH 2019-10-26 0231 VA2UR         59  5      K3WW          59  05     0
QSO:  7200 PH 2019-10-26 0232 VA2UR         59  5      N4RA          59  05     0
QSO:  7200 PH 2019-10-26 0232 VA2UR         59  5      KN4FWV        59  05     0
QSO:  7200 PH 2019-10-26 0234 VA2UR         59  5      N5RZ          59  04     0
QSO:  7200 PH 2019-10-26 0234 VA2UR         59  5      WA4JA         59  04     0
QSO:  7200 PH 2019-10-26 0235 VA2UR         59  5      KT0G          59  04     0
QSO:  7200 PH 2019-10-26 0236 VA2UR         59  5      WG4MC         59  05     0
QSO:  7200 PH 2019-10-26 0236 VA2UR         59  5      K4MM          59  05     0
QSO:  7200 PH 2019-10-26 0236 VA2UR         59  5      N3AE          59  05     0
QSO:  7200 PH 2019-10-26 0237 VA2UR         59  5      W7CSA         59  05     0
QSO:  7200 PH 2019-10-26 0237 VA2UR         59  5      KC0HFC        59  04     0
QSO:  7200 PH 2019-10-26 0238 VA2UR         59  5      K4KDJ         59  05     0
QSO:  7200 PH 2019-10-26 0238 VA2UR         59  5      NX3A          59  05     0
QSO:  7200 PH 2019-10-26 0238 VA2UR         59  5      K0SCO         59  04     0
QSO:  7200 PH 2019-10-26 0238 VA2UR         59  5      KN4LCX        59  05     0
QSO:  7200 PH 2019-10-26 0240 VA2UR         59  5      KV4JW         59  04     0
QSO:  7200 PH 2019-10-26 0240 VA2UR         59  5      N1MM          59  05     0
QSO:  7200 PH 2019-10-26 0241 VA2UR         59  5      K9BAY         59  04     0
QSO:  7200 PH 2019-10-26 0241 VA2UR         59  5      KG4RML        59  05     0
QSO:  7200 PH 2019-10-26 0242 VA2UR         59  5      K4AB          59  04     0
QSO:  7200 PH 2019-10-26 0244 VA2UR         59  5      KT4O          59  04     0
QSO:  3772 PH 2019-10-26 0246 VA2UR         59  5      D4C           59  35     1
QSO:  7177 PH 2019-10-26 0248 VA2UR         59  5      FY5KE         59  09     0
QSO:  3776 PH 2019-10-26 0249 VA2UR         59  5      HK6P          59  09     1
QSO:  3783 PH 2019-10-26 0250 VA2UR         59  5      KP3ZM         59  08     1
QSO:  7211 PH 2019-10-26 0252 VA2UR         59  5      J68MD         59  08     0
QSO:  7221 PH 2019-10-26 0256 VA2UR         59  5      VP5W          59  08     0
QSO:  7204 PH 2019-10-26 0258 VA2UR         59  5      KP3Z          59  08     0
QSO:  7171 PH 2019-10-26 0303 VA2UR         59  5      HP3AK         59  07     0
QSO:  7162 PH 2019-10-26 0303 VA2UR         59  5      TO1J          59  08     0
QSO:  1863 PH 2019-10-26 0305 VA2UR         59  5      K3LR          59  05     1
QSO:  1869 PH 2019-10-26 0306 VA2UR         59  5      PJ2T          59  09     1
QSO:  7182 PH 2019-10-26 0310 VA2UR         59  5      ZW2T          59  11     0
QSO:  1878 PH 2019-10-26 0311 VA2UR         59  5      EF8R          59  33     1
QSO:  7182 PH 2019-10-26 0314 VA2UR         59  5      KT4ZB         59  05     0
QSO:  7182 PH 2019-10-26 0315 VA2UR         59  5      WW5C          59  04     0
QSO:  7182 PH 2019-10-26 0315 VA2UR         59  5      KK4JFM        59  05     0
QSO:  1836 PH 2019-10-26 0317 VA2UR         59  5      NP2J          59  08     1
QSO:  7182 PH 2019-10-26 0318 VA2UR         59  5      K5GN          59  04     0
QSO:  7182 PH 2019-10-26 0319 VA2UR         59  5      K4MMW         59  04     0
QSO:  1827 PH 2019-10-26 0319 VA2UR         59  5      VE3EJ         59  04     1
QSO:  7182 PH 2019-10-26 0323 VA2UR         59  5      KN4ZJE        59  05     0
QSO:  1830 PH 2019-10-26 0326 VA2UR         59  5      VP9AD         59  05     1
QSO:  1857 PH 2019-10-26 0329 VA2UR         59  5      V26B          59  08     1
QSO:  7182 PH 2019-10-26 0329 VA2UR         59  5      N4WW          59  05     0
QSO:  3791 PH 2019-10-26 0336 VA2UR         59  5      M6T           59  14     0
QSO: 14210 PH 2019-10-26 0336 VA2UR         59  5      PJ4NG         59  09     1
QSO:  3758 PH 2019-10-26 0338 VA2UR         59  5      V3M           59  07     0
