START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: VK2AU
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 104110
NAME: Craig Valosin
OPERATORS: VK2ND VK2KDP VK2PR
CLUB: Ted Powell Memorial Contesters and Dx'ers
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: Amazingly poor conditions.  First time ever we pulled the plug.
QSO:  7199 PH 2019-10-26 0842 VK2AU         59  30     VK4ZS         59  30     0
QSO:  7199 PH 2019-10-26 0842 VK2AU         59  30     N6BT          59  03     0
QSO:  7199 PH 2019-10-26 0852 VK2AU         59  30     VK2NNW        59  30     0
QSO:  7199 PH 2019-10-26 0853 VK2AU         59  30     VK2IA         59  30     0
QSO:  7166 PH 2019-10-26 0854 VK2AU         59  30     EF8R          59  33     0
QSO:  7200 PH 2019-10-26 0856 VK2AU         59  30     M6T           59  14     0
QSO: 14227 PH 2019-10-26 0901 VK2AU         59  30     9V1YC         59  28     0
QSO: 14112 PH 2019-10-26 0905 VK2AU         59  30     JH4UYB        59  25     0
QSO:  7131 PH 2019-10-26 0918 VK2AU         59  30     KH7XS         59  31     0
QSO:  7160 PH 2019-10-26 0922 VK2AU         59  30     K6XX          59  03     0
QSO:  7198 PH 2019-10-26 0926 VK2AU         59  30     JA3YBK        59  25     0
QSO:  7204 PH 2019-10-26 0927 VK2AU         59  30     W7RM          59  03     0
QSO:  7179 PH 2019-10-26 0932 VK2AU         59  30     AH0K          59  27     0
QSO:  7139 PH 2019-10-26 0936 VK2AU         59  30     D4C           59  35     0
QSO: 14207 PH 2019-10-26 0940 VK2AU         59  30     RK0UT         59  18     0
QSO: 14150 PH 2019-10-26 0941 VK2AU         59  30     RU1A          59  16     0
QSO: 14164 PH 2019-10-26 0943 VK2AU         59  30     OH1F          59  15     0
QSO: 14173 PH 2019-10-26 0945 VK2AU         59  30     3W9QR         59  26     0
QSO: 14173 PH 2019-10-26 0945 VK2AU         59  30     JN3DSH        59  25     0
QSO: 14195 PH 2019-10-26 0948 VK2AU         59  30     DR1A          59  14     0
QSO: 14211 PH 2019-10-26 0952 VK2AU         59  30     R0UR          59  18     0
QSO: 14234 PH 2019-10-26 0953 VK2AU         59  30     EI7M          59  14     0
QSO: 14238 PH 2019-10-26 0954 VK2AU         59  30     7A2A          59  28     0
QSO: 14242 PH 2019-10-26 0955 VK2AU         59  30     OH8L          59  15     0
QSO: 14247 PH 2019-10-26 0955 VK2AU         59  30     RM9I          59  18     0
QSO: 14249 PH 2019-10-26 0956 VK2AU         59  30     B7P           59  24     0
QSO: 14262 PH 2019-10-26 0957 VK2AU         59  30     RW9JZ         59  17     0
QSO: 14298 PH 2019-10-26 0959 VK2AU         59  30     OH0W          59  15     0
QSO: 14301 PH 2019-10-26 1000 VK2AU         59  30     OH8X          59  15     0
QSO: 14318 PH 2019-10-26 1001 VK2AU         59  30     OH0V          59  15     0
QSO: 14334 PH 2019-10-26 1002 VK2AU         59  30     OZ5E          59  14     0
QSO: 14335 PH 2019-10-26 1002 VK2AU         59  30     OH2PQ         59  15     0
QSO: 14345 PH 2019-10-26 1003 VK2AU         59  30     SN2B          59  15     0
QSO: 14286 PH 2019-10-26 1004 VK2AU         59  30     BG7JJW        59  24     0
QSO: 14286 PH 2019-10-26 1008 VK2AU         59  30     XU7AMO        59  26     0
QSO: 14286 PH 2019-10-26 1014 VK2AU         59  30     YB4AS         59  28     0
QSO: 14286 PH 2019-10-26 1014 VK2AU         59  30     DG7LAN        59  14     0
QSO: 14300 PH 2019-10-26 1023 VK2AU         59  30     RL3A          59  16     0
QSO: 14282 PH 2019-10-26 1026 VK2AU         59  30     RW3XZ         59  16     0
QSO: 14269 PH 2019-10-26 1029 VK2AU         59  30     SJ0X          59  14     0
QSO: 14264 PH 2019-10-26 1030 VK2AU         59  30     SQ2A          59  15     0
QSO: 14252 PH 2019-10-26 1031 VK2AU         59  30     UP2L          59  17     0
QSO: 14244 PH 2019-10-26 1032 VK2AU         59  30     YL4U          59  15     0
QSO: 14204 PH 2019-10-26 1035 VK2AU         59  30     BY8DX         59  24     0
QSO:  7147 PH 2019-10-26 1037 VK2AU         59  30     JA7NVF        59  25     0
QSO:  7171 PH 2019-10-26 1039 VK2AU         59  30     DX1J          59  27     0
QSO:  7188 PH 2019-10-26 1041 VK2AU         59  30     JH4UYB        59  25     0
QSO:  7194 PH 2019-10-26 1046 VK2AU         59  30     KH6J          59  31     0
QSO:  7182 PH 2019-10-26 1048 VK2AU         59  30     VK5KLT        59  30     0
QSO:  7176 PH 2019-10-26 1053 VK2AU         59  30     JA7YRR        59  25     0
QSO:  7185 PH 2019-10-26 1054 VK2AU         59  30     UA9CDC        59  17     0
QSO:  7150 PH 2019-10-26 1059 VK2AU         59  30     9V1YC         59  28     0
QSO:  7174 PH 2019-10-26 1111 VK2AU         59  30     JA7ZFN        59  25     0
QSO:  3787 PH 2019-10-26 1120 VK2AU         59  30     VK3GK         59  30     0
QSO:  3795 PH 2019-10-26 1122 VK2AU         59  30     JT5DX         59  23     0
QSO:  3799 PH 2019-10-26 1124 VK2AU         59  30     VP6R          59  32     0
QSO:  3776 PH 2019-10-26 1126 VK2AU         59  30     RT0F          59  19     0
QSO: 14243 PH 2019-10-26 1138 VK2AU         59  30     OM0M          59  15     0
QSO: 14272 PH 2019-10-26 1139 VK2AU         59  30     DF0HQ         59  14     0
QSO: 14118 PH 2019-10-26 1204 VK2AU         59  30     Z30A          59  15     0
QSO: 14129 PH 2019-10-26 1205 VK2AU         59  30     YU5R          59  15     0
QSO: 14156 PH 2019-10-26 1209 VK2AU         59  30     UW7LL         59  16     0
QSO: 14201 PH 2019-10-26 1214 VK2AU         59  30     UW2M          59  16     0
QSO: 14240 PH 2019-10-26 1219 VK2AU         59  30     TM6M          59  14     0
QSO: 14244 PH 2019-10-26 1223 VK2AU         59  30     HA8A          59  15     0
QSO: 14257 PH 2019-10-26 1225 VK2AU         59  30     RK9AX         59  17     0
QSO: 14267 PH 2019-10-26 1226 VK2AU         59  30     G6XX          59  14     0
QSO: 14291 PH 2019-10-26 1231 VK2AU         59  30     S53MM         59  15     0
QSO: 14300 PH 2019-10-26 1232 VK2AU         59  30     UB7K          59  16     0
QSO: 14307 PH 2019-10-26 1233 VK2AU         59  30     OM7M          59  15     0
QSO: 14309 PH 2019-10-26 1234 VK2AU         59  30     ES9C          59  15     0
QSO: 14311 PH 2019-10-26 1235 VK2AU         59  30     DL2ARD        59  14     0
QSO: 14324 PH 2019-10-26 1236 VK2AU         59  30     DK3T          59  14     0
QSO: 14338 PH 2019-10-26 1237 VK2AU         59  30     OK7K          59  15     0
QSO:  7087 PH 2019-10-26 1250 VK2AU         59  30     UW1M          59  16     0
QSO:  7112 PH 2019-10-26 1251 VK2AU         59  30     JH4UTP        59  25     0
QSO:  7121 PH 2019-10-26 1253 VK2AU         59  30     RM4HZ         59  16     0
QSO:  7132 PH 2019-10-26 1255 VK2AU         59  30     LY7Z          59  15     0
QSO:  7145 PH 2019-10-26 1258 VK2AU         59  30     UA4S          59  16     0
QSO:  7156 PH 2019-10-26 1300 VK2AU         59  30     RL3A          59  16     0
QSO:  7160 PH 2019-10-26 1300 VK2AU         59  30     YD2ELT        59  28     0
QSO:  7174 PH 2019-10-26 1302 VK2AU         59  30     UP2L          59  17     0
QSO:  7182 PH 2019-10-26 1303 VK2AU         59  30     UA4M          59  16     0
QSO:  7141 PH 2019-10-26 1326 VK2AU         59  30     RM9I          59  18     0
QSO:  7152 PH 2019-10-26 1328 VK2AU         59  30     LY4ZF         59  15     0
QSO:  7181 PH 2019-10-26 1332 VK2AU         59  30     RA4AR         59  16     0
QSO:  7104 PH 2019-10-26 1341 VK2AU         59  30     SV2CLJ        59  20     0
QSO:  7105 PH 2019-10-26 1411 VK2AU         59  30     YT5A          59  15     0
QSO:  7114 PH 2019-10-26 1411 VK2AU         59  30     UW7LL         59  16     0
QSO:  7116 PH 2019-10-26 1413 VK2AU         59  30     UW2M          59  16     0
QSO:  7120 PH 2019-10-26 1414 VK2AU         59  30     OL9Z          59  15     0
QSO:  7146 PH 2019-10-26 1419 VK2AU         59  30     RL4F          59  16     0
QSO:  7171 PH 2019-10-26 1422 VK2AU         59  30     LZ9W          59  20     0
QSO:  7188 PH 2019-10-26 1424 VK2AU         59  30     UV5U          59  16     0
QSO:  7195 PH 2019-10-26 1426 VK2AU         59  30     JE6RPM        59  25     0
QSO:  3799 PH 2019-10-26 1431 VK2AU         59  30     JA7ZFN        59  25     0
QSO:  7058 PH 2019-10-26 1915 VK2AU         59  30     EI7M          59  14     0
QSO:  7058 PH 2019-10-26 1915 VK2AU         59  30     HG6N          59  15     0
QSO:  7060 PH 2019-10-26 1916 VK2AU         59  30     YT7A          59  15     0
QSO:  7062 PH 2019-10-26 1916 VK2AU         59  30     UB7K          59  16     0
QSO:  7067 PH 2019-10-26 1918 VK2AU         59  30     EU1WW         59  16     0
QSO:  7069 PH 2019-10-26 1918 VK2AU         59  30     RA7A          59  16     0
QSO:  7072 PH 2019-10-26 1919 VK2AU         59  30     II2S          59  15     0
QSO:  7080 PH 2019-10-26 1920 VK2AU         59  30     OE5T          59  15     0
QSO:  7089 PH 2019-10-26 1921 VK2AU         59  30     US5D          59  16     0
QSO:  7104 PH 2019-10-26 1923 VK2AU         59  30     A44A          59  21     0
QSO:  7107 PH 2019-10-26 1924 VK2AU         59  30     RT6A          59  16     0
QSO:  7109 PH 2019-10-26 1924 VK2AU         59  30     S50A          59  15     0
QSO:  7112 PH 2019-10-26 1926 VK2AU         59  30     HB9H          59  14     0
QSO:  7125 PH 2019-10-26 1927 VK2AU         59  30     EU1A          59  16     0
QSO:  7131 PH 2019-10-26 1930 VK2AU         59  30     HG5A          59  15     0
QSO:  7132 PH 2019-10-26 1930 VK2AU         59  30     OM0M          59  15     0
QSO:  7145 PH 2019-10-26 1933 VK2AU         59  30     OT5A          59  14     0
QSO:  7150 PH 2019-10-26 1934 VK2AU         59  30     OM7M          59  15     0
QSO:  7155 PH 2019-10-26 1936 VK2AU         59  30     SZ1A          59  20     0
QSO:  7159 PH 2019-10-26 1939 VK2AU         59  30     9A7A          59  15     0
QSO:  7163 PH 2019-10-26 1940 VK2AU         59  30     IR2L          59  15     0
QSO:  7174 PH 2019-10-26 1944 VK2AU         59  30     ES9C          59  15     0
QSO:  7178 PH 2019-10-26 1947 VK2AU         59  30     IR4M          59  15     0
QSO:  7181 PH 2019-10-26 1948 VK2AU         59  30     EA7PP         59  14     0
QSO:  7196 PH 2019-10-26 1951 VK2AU         59  30     LY1FW         59  15     0
QSO:  7065 PH 2019-10-26 1956 VK2AU         59  30     YO9HP         59  20     0
QSO:  7088 PH 2019-10-26 2000 VK2AU         59  30     BY8DX         59  24     0
QSO:  7101 PH 2019-10-26 2001 VK2AU         59  30     JR2GRX        59  25     0
QSO:  7085 PH 2019-10-26 2011 VK2AU         59  30     UA3RC         59  16     0
QSO:  7123 PH 2019-10-26 2014 VK2AU         59  30     R3KM          59  16     0
QSO:  7191 PH 2019-10-26 2021 VK2AU         59  30     DP7D          59  14     0
QSO:  7158 PH 2019-10-26 2028 VK2AU         59  30     S53M          59  15     0
QSO:  7153 PH 2019-10-26 2031 VK2AU         59  30     IK3ZAQ        59  15     0
QSO:  7113 PH 2019-10-26 2041 VK2AU         59  30     UW5ZM         59  16     0
QSO:  7111 PH 2019-10-26 2041 VK2AU         59  30     DJ5MW         59  14     0
QSO:  7110 PH 2019-10-26 2042 VK2AU         59  30     DQ4W          59  14     0
QSO: 14280 PH 2019-10-27 0521 VK2AU         59  30     US1I          59  16     0
QSO: 14297 PH 2019-10-27 0607 VK2AU         59  30     KH6J          59  31     0
END-OF-LOG:
