START-OF-LOG: 3.0
CALLSIGN: PA3GEO
CLUB: None
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 11700
OPERATORS: PA3GEO
SOAPBOX: Many activity on the bands! 15 meters strong USA stations.
QSO: 14000 PH 2010-10-30 1630 PA3GEO        59  14     SV9DJO        59  20
QSO: 14000 PH 2010-10-30 1643 PA3GEO        59  14     C4W           59  20
QSO: 14000 PH 2010-10-30 1740 PA3GEO        59  14     K1RX          59  05
QSO: 14000 PH 2010-10-30 1743 PA3GEO        59  14     SN8R          59  15
QSO: 14000 PH 2010-10-30 1747 PA3GEO        59  14     SO8A          59  15
QSO:  7000 PH 2010-10-30 1759 PA3GEO        59  14     S51CK         59  15
QSO:  7000 PH 2010-10-30 1809 PA3GEO        59  14     OH0JFP        59  15
QSO:  7000 PH 2010-10-30 1810 PA3GEO        59  14     YL3FT         59  15
QSO:  3500 PH 2010-10-30 1822 PA3GEO        59  14     PI4D          59  14
QSO:  3500 PH 2010-10-30 1826 PA3GEO        59  14     PA1NL         59  14
QSO:  3500 PH 2010-10-30 1837 PA3GEO        59  14     M9X           59  14
QSO:  3500 PH 2010-10-30 1854 PA3GEO        59  14     ON6BR         59  14
QSO:  3500 PH 2010-10-30 1855 PA3GEO        59  14     PI4DX         59  14
QSO:  3500 PH 2010-10-30 1900 PA3GEO        59  14     DL0CS         59  14
QSO:  3500 PH 2010-10-31 0841 PA3GEO        59  14     DF0HQ         59  14
QSO:  7000 PH 2010-10-31 0851 PA3GEO        59  14     TM9R          59  14
QSO:  7000 PH 2010-10-31 0853 PA3GEO        59  14     DL3G          59  14
QSO:  7000 PH 2010-10-31 0856 PA3GEO        59  14     IK3UNA/1      59  15
QSO:  7000 PH 2010-10-31 0858 PA3GEO        59  14     DJ3HJ         59  14
QSO:  7000 PH 2010-10-31 0901 PA3GEO        59  14     IZ1GAR        59  15
QSO:  7000 PH 2010-10-31 0903 PA3GEO        59  14     OT5A          59  14
QSO:  7000 PH 2010-10-31 0905 PA3GEO        59  14     G5FZ          59  14
QSO:  7000 PH 2010-10-31 0907 PA3GEO        59  14     HB0/HB9AON    59  14
QSO:  7000 PH 2010-10-31 0909 PA3GEO        59  14     DR1A          59  14
QSO: 14000 PH 2010-10-31 0918 PA3GEO        59  14     SM0DSB        59  14
QSO: 14000 PH 2010-10-31 0920 PA3GEO        59  14     8S0C          59  14
QSO: 14000 PH 2010-10-31 0921 PA3GEO        59  14     EC6AAE        59  14
QSO: 14000 PH 2010-10-31 0924 PA3GEO        59  14     RM3F          59  16
QSO: 14000 PH 2010-10-31 0928 PA3GEO        59  14     CQ9T          59  33
QSO: 14000 PH 2010-10-31 0929 PA3GEO        59  14     OE4A          59  15
QSO: 14000 PH 2010-10-31 0931 PA3GEO        59  14     OM5M          59  15
QSO: 14000 PH 2010-10-31 0934 PA3GEO        59  14     S57AL         59  15
QSO: 14000 PH 2010-10-31 0935 PA3GEO        59  14     YT1A          59  15
QSO: 28000 PH 2010-10-31 0938 PA3GEO        59  14     RW4W          59  16
QSO: 21000 PH 2010-10-31 0948 PA3GEO        59  14     RM5A          59  16
QSO: 21000 PH 2010-10-31 1041 PA3GEO        59  14     OG5B          59  15
QSO: 21000 PH 2010-10-31 1044 PA3GEO        59  14     EA7ISH        59  14
QSO: 21000 PH 2010-10-31 1045 PA3GEO        59  14     RW3DU         59  16
QSO: 21000 PH 2010-10-31 1050 PA3GEO        59  14     CQ9T          59  33
QSO: 21000 PH 2010-10-31 1051 PA3GEO        59  14     Z35T          59  15
QSO: 21000 PH 2010-10-31 1055 PA3GEO        59  14     UW5ZM         59  16
QSO: 21000 PH 2010-10-31 1228 PA3GEO        59  14     RL3A          59  16
QSO: 21000 PH 2010-10-31 1248 PA3GEO        59  14     RN3T          59  16
QSO: 21000 PH 2010-10-31 1253 PA3GEO        59  14     UU7J          59  16
QSO: 21000 PH 2010-10-31 1301 PA3GEO        59  14     UT7EZ         59  16
QSO: 21000 PH 2010-10-31 1348 PA3GEO        59  14     CR2X          59  14
QSO: 21000 PH 2010-10-31 1349 PA3GEO        59  14     LZ5K          59  20
QSO: 14000 PH 2010-10-31 1406 PA3GEO        59  14     HG6V          59  15
QSO: 14000 PH 2010-10-31 1408 PA3GEO        59  14     IU9T          59  15
QSO: 14000 PH 2010-10-31 1409 PA3GEO        59  14     Z37M          59  15
QSO: 14000 PH 2010-10-31 1412 PA3GEO        59  14     ED1R          59  14
QSO: 14000 PH 2010-10-31 1414 PA3GEO        59  14     HA9PP         59  15
QSO: 14000 PH 2010-10-31 1418 PA3GEO        59  14     IR8R          59  15
QSO: 14000 PH 2010-10-31 1420 PA3GEO        59  14     EA4RCT        59  14
QSO: 21000 PH 2010-10-31 1436 PA3GEO        59  14     SX1L          59  20
QSO: 21000 PH 2010-10-31 1428 PA3GEO        59  14     K1KI          59  05
QSO: 14000 PH 2010-10-31 1508 PA3GEO        59  14     YT9A          59  15
QSO: 14000 PH 2010-10-31 1523 PA3GEO        59  14     IQ7DV         59  15
QSO: 14000 PH 2010-10-31 1906 PA3GEO        59  14     K3LR          59  05
QSO: 14000 PH 2010-10-31 1908 PA3GEO        59  14     K1LZ          59  05
QSO: 14000 PH 2010-10-31 1910 PA3GEO        59  14     ON4UN         59  14
QSO: 14000 PH 2010-10-31 1912 PA3GEO        59  14     DL5RBW        59  14
END-OF-LOG:
