START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: OE3DXA
CLUB:
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 472374
OPERATORS: OE3DXA
SOAPBOX: was a hard one this times, had only an windom antenna as inverted v @
SOAPBOX: 10m on the top, costs a lot of time to get the rare stations with this
SOAPBOX: antenna and a lot of them i cant't get, anyway it was a lot of fun to
SOAPBOX: participate thanks to all for the points, 73 wern, oe3dxa
QSO: 14146 PH 2013-10-26 1500 OE3DXA        59  15     RF9C          59  17
QSO: 14148 PH 2013-10-26 1501 OE3DXA        59  15     EA5DFV        59  14
QSO: 14151 PH 2013-10-26 1502 OE3DXA        59  15     LA6KOA        59  14
QSO: 14153 PH 2013-10-26 1502 OE3DXA        59  15     IG9Y          59  33
QSO: 14157 PH 2013-10-26 1503 OE3DXA        59  15     R1NA          59  16
QSO: 14168 PH 2013-10-26 1504 OE3DXA        59  15     LA3T          59  14
QSO: 14174 PH 2013-10-26 1506 OE3DXA        59  15     UP9L          59  17
QSO: 14177 PH 2013-10-26 1506 OE3DXA        59  15     OL7T          59  15
QSO: 14183 PH 2013-10-26 1507 OE3DXA        59  15     4L0A          59  21
QSO: 14184 PH 2013-10-26 1507 OE3DXA        59  15     PI4COM        59  14
QSO: 14205 PH 2013-10-26 1509 OE3DXA        59  15     W7WA          59  03
QSO: 14209 PH 2013-10-26 1510 OE3DXA        59  15     OH0LIH        59  15
QSO: 14200 PH 2013-10-26 1510 OE3DXA        59  15     IZ7ZKW        59  15
QSO: 14216 PH 2013-10-26 1511 OE3DXA        59  15     PA7JWC        59  14
QSO: 14226 PH 2013-10-26 1512 OE3DXA        59  15     ON4UN         59  14
QSO: 14235 PH 2013-10-26 1512 OE3DXA        59  15     RC9O          59  18
QSO: 14241 PH 2013-10-26 1514 OE3DXA        59  15     7Z1CQ         59  21
QSO: 14246 PH 2013-10-26 1515 OE3DXA        59  15     IK3UNA/1      59  15
QSO: 14239 PH 2013-10-26 1516 OE3DXA        59  15     EA6SX         59  14
QSO: 14258 PH 2013-10-26 1517 OE3DXA        59  15     ES9C          59  15
QSO: 14263 PH 2013-10-26 1517 OE3DXA        59  15     DL0CS         59  14
QSO: 14254 PH 2013-10-26 1518 OE3DXA        59  15     US1I          59  16
QSO: 14257 PH 2013-10-26 1519 OE3DXA        59  15     C4A           59  20
QSO: 14275 PH 2013-10-26 1520 OE3DXA        59  15     D4C           59  35
QSO: 14276 PH 2013-10-26 1520 OE3DXA        59  15     RT4F          59  16
QSO: 14278 PH 2013-10-26 1521 OE3DXA        59  15     PI4DX         59  14
QSO: 14282 PH 2013-10-26 1521 OE3DXA        59  15     HZ1XB         59  21
QSO: 14285 PH 2013-10-26 1522 OE3DXA        59  15     DR1A          59  14
QSO: 14294 PH 2013-10-26 1523 OE3DXA        59  15     A73A          59  21
QSO: 14299 PH 2013-10-26 1524 OE3DXA        59  15     JA8WKE        59  25
QSO: 14297 PH 2013-10-26 1524 OE3DXA        59  15     TM1A          59  14
QSO: 14324 PH 2013-10-26 1526 OE3DXA        59  15     EE3C          59  14
QSO: 14330 PH 2013-10-26 1526 OE3DXA        59  15     9A5Y          59  15
QSO: 14337 PH 2013-10-26 1527 OE3DXA        59  15     NH2T          59  27
QSO: 14340 PH 2013-10-26 1528 OE3DXA        59  15     F5CCX         59  14
QSO: 14349 PH 2013-10-26 1528 OE3DXA        59  15     RK9AX         59  17
QSO: 14343 PH 2013-10-26 1529 OE3DXA        59  15     EW6GF         59  16
QSO: 14334 PH 2013-10-26 1529 OE3DXA        59  15     EA6/S53R      59  14
QSO: 14312 PH 2013-10-26 1530 OE3DXA        59  15     ES1LS         59  15
QSO: 14308 PH 2013-10-26 1531 OE3DXA        59  15     HA30S         59  15
QSO: 14309 PH 2013-10-26 1531 OE3DXA        59  15     CR5CW         59  14
QSO: 14288 PH 2013-10-26 1532 OE3DXA        59  15     R9AE          59  17
QSO: 14290 PH 2013-10-26 1532 OE3DXA        59  15     UP2L          59  17
QSO: 14269 PH 2013-10-26 1533 OE3DXA        59  15     JA1YPA        59  25
QSO: 14270 PH 2013-10-26 1534 OE3DXA        59  15     EE5T          59  14
QSO: 14273 PH 2013-10-26 1537 OE3DXA        59  15     XW0YJY        59  26
QSO: 28268 PH 2013-10-26 1610 OE3DXA        59  15     VE3MMQ        59  04
QSO: 28271 PH 2013-10-26 1612 OE3DXA        59  15     VP5DX         59  08
QSO: 28285 PH 2013-10-26 1613 OE3DXA        59  15     VE3HG         59  04
QSO: 28288 PH 2013-10-26 1614 OE3DXA        59  15     VE3BW         59  04
QSO: 28293 PH 2013-10-26 1618 OE3DXA        59  15     VE3RZ         59  04
QSO: 28320 PH 2013-10-26 1620 OE3DXA        59  15     KA2EYH        59  04
QSO: 28323 PH 2013-10-26 1620 OE3DXA        59  15     N5RZ          59  04
QSO: 28356 PH 2013-10-26 1624 OE3DXA        59  15     K3ZO          59  05
QSO: 28374 PH 2013-10-26 1628 OE3DXA        59  15     HD2A          59  10
QSO: 28383 PH 2013-10-26 1630 OE3DXA        59  15     PJ6A          59  08
QSO: 28433 PH 2013-10-26 1632 OE3DXA        59  15     PR7AA         59  11
QSO: 21192 PH 2013-10-26 1647 OE3DXA        59  15     HR2WW         59  07
QSO: 21348 PH 2013-10-26 1649 OE3DXA        59  15     EF7X          59  14
QSO: 21418 PH 2013-10-26 1650 OE3DXA        59  15     K8AZ          59  04
QSO: 21345 PH 2013-10-26 1652 OE3DXA        59  15     PJ2T          59  09
QSO: 21268 PH 2013-10-26 1655 OE3DXA        59  15     K3LR          59  05
QSO: 21157 PH 2013-10-26 1659 OE3DXA        59  15     VE2IM         59  02
QSO: 21122 PH 2013-10-26 1700 OE3DXA        59  15     VE6SV         59  04
QSO: 21187 PH 2013-10-26 1703 OE3DXA        59  15     OM5M          59  15
QSO: 21209 PH 2013-10-26 1704 OE3DXA        59  15     N7DD          59  03
QSO: 21215 PH 2013-10-26 1705 OE3DXA        59  15     PT2CM         59  11
QSO: 21334 PH 2013-10-26 1711 OE3DXA        59  15     D4C           59  35
QSO: 21420 PH 2013-10-26 1818 OE3DXA        59  15     AA3B          59  05
QSO: 21376 PH 2013-10-26 1823 OE3DXA        59  15     KL7KY         59  01
QSO: 21289 PH 2013-10-26 1827 OE3DXA        59  15     K3EST         59  03
QSO: 21273 PH 2013-10-26 1830 OE3DXA        59  15     PS2T          59  11
QSO: 21136 PH 2013-10-26 1838 OE3DXA        59  15     VE3JM         59  04
QSO: 21145 PH 2013-10-26 1838 OE3DXA        59  15     CJ3T          59  04
QSO: 21163 PH 2013-10-26 1840 OE3DXA        59  15     LP1H          59  13
QSO: 21174 PH 2013-10-26 1841 OE3DXA        59  15     VE7GL         59  03
QSO: 21207 PH 2013-10-26 1842 OE3DXA        59  15     K7RL          59  03
QSO: 21209 PH 2013-10-26 1845 OE3DXA        59  15     K7CF          59  03
QSO: 21245 PH 2013-10-26 1846 OE3DXA        59  15     N2IC          59  04
QSO: 21397 PH 2013-10-26 1850 OE3DXA        59  15     W1NA          59  05
QSO: 21337 PH 2013-10-26 1855 OE3DXA        59  15     KB1H          59  05
QSO: 21329 PH 2013-10-26 1858 OE3DXA        59  15     K3CR          59  05
QSO: 21355 PH 2013-10-26 1858 OE3DXA        59  15     KD2RD         59  05
QSO: 21246 PH 2013-10-26 1908 OE3DXA        59  15     W3LPL         59  05
QSO: 21248 PH 2013-10-26 1909 OE3DXA        59  15     NX2X          59  05
QSO: 14102 PH 2013-10-26 1917 OE3DXA        59  15     VE2IM         59  02
QSO: 14109 PH 2013-10-26 1919 OE3DXA        59  15     VE3CX         59  04
QSO: 14124 PH 2013-10-26 1920 OE3DXA        59  15     EF5Y          59  14
QSO: 14138 PH 2013-10-26 1920 OE3DXA        59  15     FM5AJ         59  08
QSO: 14151 PH 2013-10-26 1922 OE3DXA        59  15     K3LR          59  05
QSO: 14150 PH 2013-10-26 1923 OE3DXA        59  15     EA8BTQ        59  33
QSO: 14116 PH 2013-10-26 1925 OE3DXA        59  15     9Y4D          59  09
QSO: 14215 PH 2013-10-26 1927 OE3DXA        59  15     E77A          59  15
QSO: 14237 PH 2013-10-26 1928 OE3DXA        59  15     ED1R          59  14
QSO: 14298 PH 2013-10-26 1930 OE3DXA        59  15     PJ2T          59  09
QSO: 14339 PH 2013-10-26 1933 OE3DXA        59  15     P33W          59  20
QSO: 14294 PH 2013-10-26 1935 OE3DXA        59  15     KL7RA         59  01
QSO: 14241 PH 2013-10-26 1937 OE3DXA        59  15     CR5T          59  14
QSO: 14165 PH 2013-10-26 1946 OE3DXA        59  15     PY2EX         59  11
QSO: 14114 PH 2013-10-26 1947 OE3DXA        59  15     8P5A          59  08
QSO:  7194 PH 2013-10-26 1953 OE3DXA        59  15     ES9C          59  15
QSO:  3794 PH 2013-10-26 1954 OE3DXA        59  15     ES9C          59  15
QSO:  7198 PH 2013-10-26 1955 OE3DXA        59  15     GM2T          59  14
QSO:  7192 PH 2013-10-26 1956 OE3DXA        59  15     OH8X          59  15
QSO:  7188 PH 2013-10-26 1957 OE3DXA        59  15     IT9XTP        59  15
QSO:  7166 PH 2013-10-26 1959 OE3DXA        59  15     UT7E          59  16
QSO:  7169 PH 2013-10-26 2000 OE3DXA        59  15     IG9Y          59  33
QSO:  7171 PH 2013-10-26 2000 OE3DXA        59  15     UA4M          59  16
QSO:  7160 PH 2013-10-26 2004 OE3DXA        59  15     C4A           59  20
QSO:  7161 PH 2013-10-26 2004 OE3DXA        59  15     RM4I          59  16
QSO:  7163 PH 2013-10-26 2005 OE3DXA        59  15     ED1R          59  14
QSO:  7158 PH 2013-10-26 2005 OE3DXA        59  15     UP0L          59  17
QSO:  7151 PH 2013-10-26 2006 OE3DXA        59  15     EC2DX         59  14
QSO:  7148 PH 2013-10-26 2006 OE3DXA        59  15     UW5ZM         59  16
QSO:  7144 PH 2013-10-26 2007 OE3DXA        59  15     JH4UYB        59  25
QSO:  7132 PH 2013-10-26 2011 OE3DXA        59  15     JA1YPA        59  25
QSO:  7129 PH 2013-10-26 2012 OE3DXA        59  15     RU1A          59  16
QSO:  7128 PH 2013-10-26 2012 OE3DXA        59  15     RL3A          59  16
QSO:  7123 PH 2013-10-26 2013 OE3DXA        59  15     RT7T          59  16
QSO:  7122 PH 2013-10-26 2014 OE3DXA        59  15     BY0AA         59  23
QSO:  7109 PH 2013-10-26 2016 OE3DXA        59  15     LN8W          59  14
QSO:  7106 PH 2013-10-26 2016 OE3DXA        59  15     UP2L          59  17
QSO:  7104 PH 2013-10-26 2017 OE3DXA        59  15     ED3B          59  14
QSO:  7099 PH 2013-10-26 2019 OE3DXA        59  15     AH0BT         59  27
QSO:  7100 PH 2013-10-26 2019 OE3DXA        59  15     AH2R          59  27
QSO:  7095 PH 2013-10-26 2020 OE3DXA        59  15     RA8T          59  16
QSO:  7094 PH 2013-10-26 2020 OE3DXA        59  15     RA5B          59  16
QSO:  7093 PH 2013-10-26 2021 OE3DXA        59  15     JA0QNJ        59  25
QSO:  7086 PH 2013-10-26 2023 OE3DXA        59  15     PI4DX         59  14
QSO:  7079 PH 2013-10-26 2024 OE3DXA        59  15     RN0CT         59  19
QSO:  7068 PH 2013-10-26 2024 OE3DXA        59  15     3V7A          59  33
QSO:  7072 PH 2013-10-26 2025 OE3DXA        59  15     SJ2W          59  14
QSO:  7062 PH 2013-10-26 2026 OE3DXA        59  15     OR1Z          59  14
QSO:  7056 PH 2013-10-26 2027 OE3DXA        59  15     GM0B          59  14
QSO:  7044 PH 2013-10-26 2031 OE3DXA        59  15     IG9R          59  33
QSO:  7048 PH 2013-10-26 2032 OE3DXA        59  15     MW0EDX        59  14
QSO:  7057 PH 2013-10-26 2036 OE3DXA        59  15     B9/BY9GA      59  23
QSO:  3797 PH 2013-10-26 2052 OE3DXA        59  15     YU7U          59  15
QSO:  3780 PH 2013-10-26 2053 OE3DXA        59  15     S51ST         59  15
QSO:  3778 PH 2013-10-26 2054 OE3DXA        59  15     SP3GEM        59  15
QSO:  3773 PH 2013-10-26 2054 OE3DXA        59  15     II9K          59  15
QSO:  3774 PH 2013-10-26 2056 OE3DXA        59  15     ER3CT         59  16
QSO:  3759 PH 2013-10-26 2057 OE3DXA        59  15     HB0A          59  14
QSO:  3745 PH 2013-10-26 2058 OE3DXA        59  15     RW0A          59  18
QSO:  3742 PH 2013-10-26 2058 OE3DXA        59  15     RN4AA         59  16
QSO:  3740 PH 2013-10-26 2059 OE3DXA        59  15     9K2HN         59  21
QSO:  3747 PH 2013-10-26 2100 OE3DXA        59  15     RU1A          59  16
QSO:  3735 PH 2013-10-26 2100 OE3DXA        59  15     HA8JV         59  15
QSO:  3732 PH 2013-10-26 2101 OE3DXA        59  15     II2I          59  15
QSO:  3727 PH 2013-10-26 2102 OE3DXA        59  15     EF8S          59  33
QSO:  3720 PH 2013-10-26 2102 OE3DXA        59  15     UX9Q          59  16
QSO:  3708 PH 2013-10-26 2106 OE3DXA        59  15     SV5DKL        59  20
QSO:  3717 PH 2013-10-26 2106 OE3DXA        59  15     YU5R          59  15
QSO:  3703 PH 2013-10-26 2109 OE3DXA        59  15     UT7E          59  16
QSO:  3730 PH 2013-10-26 2112 OE3DXA        59  15     SK3W          59  14
QSO:  7198 PH 2013-10-26 2119 OE3DXA        59  15     JR4OZR        59  25
QSO:  7191 PH 2013-10-26 2119 OE3DXA        59  15     TM1O          59  14
QSO:  7189 PH 2013-10-26 2121 OE3DXA        59  15     D4C           59  35
QSO:  7131 PH 2013-10-26 2122 OE3DXA        59  15     WE3C          59  05
QSO:  7135 PH 2013-10-26 2123 OE3DXA        59  15     P33W          59  20
QSO:  7120 PH 2013-10-26 2124 OE3DXA        59  15     SV9OFS        59  20
QSO:  7119 PH 2013-10-26 2125 OE3DXA        59  15     M3W           59  14
QSO:  7102 PH 2013-10-26 2125 OE3DXA        59  15     CN2R          59  33
QSO:  7077 PH 2013-10-26 2133 OE3DXA        59  15     TF3AM         59  40
QSO:  7124 PH 2013-10-26 2141 OE3DXA        59  15     A71BX         59  21
QSO: 14166 PH 2013-10-26 2148 OE3DXA        59  15     LP1H          59  13
QSO: 14122 PH 2013-10-26 2149 OE3DXA        59  15     HK1NA         59  09
QSO: 14129 PH 2013-10-26 2150 OE3DXA        59  15     HI3TEJ        59  08
QSO: 14111 PH 2013-10-26 2151 OE3DXA        59  15     TO5A          59  08
QSO: 14275 PH 2013-10-26 2157 OE3DXA        59  15     CR3A          59  33
QSO: 14256 PH 2013-10-26 2200 OE3DXA        59  15     ZW8T          59  11
QSO:  3743 PH 2013-10-26 2208 OE3DXA        59  15     UP2L          59  17
QSO:  3748 PH 2013-10-26 2208 OE3DXA        59  15     HF9Q          59  15
QSO:  3751 PH 2013-10-26 2209 OE3DXA        59  15     S51A          59  15
QSO:  3799 PH 2013-10-26 2211 OE3DXA        59  15     IH9B          59  33
