START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: SB0A
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 11628
CLUB: None
CONTEST: EUHFC
OPERATORS: SM0LPO 
NAME: Mikael Karlsson
ADDRESS: Skogvaktarvagen 4, 1 trappa 15147 Sodertalje, S W E D E N
ADDRESS: 
E-MAIL: sm0lpo@hotmail.com
SOAPBOX: Nice contest but strange condition because of some heavy thunderstorms.
QSO: 14054 CW 2014-08-02 1341 SB0A          599 80     RW4WA         599 78
QSO: 14054 CW 2014-08-02 1344 SB0A          599 80     UT1IA         599 76
QSO: 14055 CW 2014-08-02 1348 SB0A          599 80     PA5WT         599 77
QSO: 14057 CW 2014-08-02 1353 SB0A          599 80     G3GLL         599 49
QSO: 14060 CW 2014-08-02 1401 SB0A          599 80     US2IZ         599 73
QSO: 14057 CW 2014-08-02 1404 SB0A          599 80     LZ2PS         599 87
QSO: 14054 CW 2014-08-02 1408 SB0A          599 80     IK2HKT        599 86
QSO: 14053 CW 2014-08-02 1410 SB0A          599 80     UT4LW         599 98
QSO: 14053 CW 2014-08-02 1412 SB0A          599 80     IZ4JMA        599 06
QSO: 14051 CW 2014-08-02 1416 SB0A          599 80     UT2UB         599 73
QSO: 14050 CW 2014-08-02 1419 SB0A          599 80     LZ1QN         599 87
QSO: 14050 CW 2014-08-02 1420 SB0A          599 80     US4IRT        599 83
QSO: 14050 CW 2014-08-02 1422 SB0A          599 80     I1WQR         599 79
QSO: 14050 CW 2014-08-02 1423 SB0A          599 80     UT5UQV        599 93
QSO: 14050 CW 2014-08-02 1424 SB0A          599 80     OM2AW         599 97
QSO: 14050 CW 2014-08-02 1425 SB0A          599 80     HA8GY         599 70
QSO: 14049 CW 2014-08-02 1431 SB0A          599 80     F8AOF         599 96
QSO: 14047 CW 2014-08-02 1433 SB0A          599 80     EA5IIK        599 85
QSO: 14047 CW 2014-08-02 1434 SB0A          599 80     RM4R          599 84
QSO: 14047 CW 2014-08-02 1437 SB0A          599 80     F6EAZ         599 75
QSO: 14047 CW 2014-08-02 1438 SB0A          599 80     DL5MAM        599 79
QSO: 14047 CW 2014-08-02 1439 SB0A          599 80     YU1EA         599 70
QSO: 14047 CW 2014-08-02 1442 SB0A          599 80     UR4IZ         599 76
QSO: 14047 CW 2014-08-02 1444 SB0A          599 80     RA4AR         599 75
QSO: 14045 CW 2014-08-02 1446 SB0A          599 80     SP9LJD        599 79
QSO: 14045 CW 2014-08-02 1448 SB0A          599 80     HA1TI         599 64
QSO: 14038 CW 2014-08-02 1501 SB0A          599 80     HG7T          599 73
QSO: 14035 CW 2014-08-02 1503 SB0A          599 80     OE6RDD        599 85
QSO: 14022 CW 2014-08-02 1507 SB0A          599 80     RW4CLF        599 99
QSO: 14020 CW 2014-08-02 1509 SB0A          599 80     IK0GDG        599 85
QSO: 21017 CW 2014-08-02 1510 SB0A          599 80     HA6P          599 85
QSO: 14018 CW 2014-08-02 1520 SB0A          599 80     R5GA          599 85
QSO: 14019 CW 2014-08-02 1521 SB0A          599 80     UA4ARF        599 87
QSO: 14020 CW 2014-08-02 1525 SB0A          599 80     UT4ZG         599 97
QSO: 14022 CW 2014-08-02 1527 SB0A          599 80     RT3T          599 77
QSO: 14023 CW 2014-08-02 1527 SB0A          599 80     OM5WW         599 89
QSO: 14027 CW 2014-08-02 1531 SB0A          599 80     LZ3ZZ         599 91
QSO: 14028 CW 2014-08-02 1535 SB0A          599 80     YU7AU         599 67
QSO: 14035 CW 2014-08-02 1537 SB0A          599 80     OQ5M          599 99
QSO: 14042 CW 2014-08-02 1540 SB0A          599 80     UA4NBA        599 81
QSO: 21021 CW 2014-08-02 1555 SB0A          599 80     9A5C          599 85
QSO: 21020 CW 2014-08-02 1626 SB0A          599 80     OE8Q          599 89
QSO: 21024 CW 2014-08-02 1627 SB0A          599 80     S53A          599 69
QSO: 21024 CW 2014-08-02 1629 SB0A          599 80     F8AEE         599 95
QSO: 21044 CW 2014-08-02 1632 SB0A          599 80     S53EO         599 63
QSO: 21027 CW 2014-08-02 1638 SB0A          599 80     S53M          599 90
QSO: 21029 CW 2014-08-02 1640 SB0A          599 80     F5IN          599 65
QSO:  7030 CW 2014-08-02 1643 SB0A          599 80     SP2LNW        599 79
QSO:  7029 CW 2014-08-02 1645 SB0A          599 80     OG6N          599 85
QSO:  7024 CW 2014-08-02 1649 SB0A          599 80     SM2T          599 71
QSO:  7023 CW 2014-08-02 1651 SB0A          599 80     OH8A          599 88
QSO:  7022 CW 2014-08-02 1654 SB0A          599 80     LY2BKT        599 82
QSO:  7014 CW 2014-08-02 1659 SB0A          599 80     OH1HS         599 73
QSO:  7013 CW 2014-08-02 1701 SB0A          599 80     LY2J          599 84
QSO:  7010 CW 2014-08-02 1706 SB0A          599 80     YL3FT         599 05
QSO:  7036 CW 2014-08-02 1719 SB0A          599 80     LY2MM         599 70
QSO:  7034 CW 2014-08-02 1721 SB0A          599 80     LY2DX         599 83
QSO:  7030 CW 2014-08-02 1724 SB0A          599 80     SP2AYC        599 56
QSO:  7030 CW 2014-08-02 1725 SB0A          599 80     UA5C          599 63
QSO:  7036 CW 2014-08-02 1727 SB0A          599 80     YT7R          599 82
QSO:  7039 CW 2014-08-02 1730 SB0A          599 80     HA6NL         599 72
QSO:  7029 CW 2014-08-02 1734 SB0A          599 80     RD1A          599 98
QSO:  7028 CW 2014-08-02 1737 SB0A          599 80     UA2FL         599 64
QSO:  7018 CW 2014-08-02 1743 SB0A          599 80     LY9Y          599 65
QSO:  7042 CW 2014-08-02 1825 SB0A          599 80     LY25D         599 83
QSO:  7041 CW 2014-08-02 1828 SB0A          599 80     SM0S          599 57
QSO: 14057 CW 2014-08-02 1833 SB0A          599 80     HB9ARF        599 71
QSO: 14059 CW 2014-08-02 1835 SB0A          599 80     S55N          599 81
QSO: 14060 CW 2014-08-02 1837 SB0A          599 80     S53MM         599 92
QSO: 14058 CW 2014-08-02 1842 SB0A          599 80     S51Z          599 77
QSO: 14057 CW 2014-08-02 1844 SB0A          599 80     UX1AA         599 82
QSO: 14057 CW 2014-08-02 1846 SB0A          599 80     LZ5XQ         599 94
QSO: 14056 CW 2014-08-02 1849 SB0A          599 80     MM0AMW        599 85
QSO: 14051 CW 2014-08-02 1850 SB0A          599 80     YO2LEA        599 90
QSO: 14050 CW 2014-08-02 1852 SB0A          599 80     S58T          599 68
QSO: 14048 CW 2014-08-02 1855 SB0A          599 80     E74Y          599 70
QSO: 14048 CW 2014-08-02 1855 SB0A          599 80     UA4W          599 05
QSO: 14048 CW 2014-08-02 1856 SB0A          599 80     UA4FER        599 75
QSO: 14048 CW 2014-08-02 1857 SB0A          599 80     E74GZ         599 65
QSO: 14048 CW 2014-08-02 1858 SB0A          599 80     S56A          599 62
QSO: 14048 CW 2014-08-02 1900 SB0A          599 80     YO5NY         599 60
QSO: 14048 CW 2014-08-02 1902 SB0A          599 80     CR7AJL        599 14
QSO: 14048 CW 2014-08-02 1904 SB0A          599 80     RC4AC         599 76
QSO: 14048 CW 2014-08-02 1905 SB0A          599 80     IN3ZWF        599 76
QSO: 14048 CW 2014-08-02 1908 SB0A          599 80     S52W          599 80
QSO: 14048 CW 2014-08-02 1911 SB0A          599 80     RZ6MX         599 96
QSO: 14048 CW 2014-08-02 1912 SB0A          599 80     RA7R          599 93
QSO: 14050 CW 2014-08-02 1915 SB0A          599 80     F5VKT         599 69
QSO: 14055 CW 2014-08-02 1917 SB0A          599 80     F5OZC         599 85
QSO: 14061 CW 2014-08-02 1919 SB0A          599 80     F5SGI/P       599 95
QSO: 14052 CW 2014-08-02 1926 SB0A          599 80     Z33A          599 62
QSO: 14052 CW 2014-08-02 1930 SB0A          599 80     9A/S53AR      599 77
QSO: 14052 CW 2014-08-02 1932 SB0A          599 80     I5VX          599 82
QSO: 14052 CW 2014-08-02 1933 SB0A          599 80     IK5QLO        599 02
QSO: 14052 CW 2014-08-02 1934 SB0A          599 80     LZ1DQ         599 64
QSO: 14052 CW 2014-08-02 1935 SB0A          599 80     F5ILS         599 93
QSO: 14052 CW 2014-08-02 1936 SB0A          599 80     UX2MF         599 77
QSO: 14052 CW 2014-08-02 1937 SB0A          599 80     UV5U          599 70
QSO: 14052 CW 2014-08-02 1939 SB0A          599 80     IZ1CLA        599 95
QSO: 14052 CW 2014-08-02 1940 SB0A          599 80     EA2CW         599 79
QSO: 14052 CW 2014-08-02 1942 SB0A          599 80     S51NP         599 55
QSO: 14052 CW 2014-08-02 1944 SB0A          599 80     YT7M          599 77
QSO: 14052 CW 2014-08-02 1945 SB0A          599 80     S51WO         599 57
QSO: 14052 CW 2014-08-02 1946 SB0A          599 80     G3RLE         599 62
QSO: 14052 CW 2014-08-02 1947 SB0A          599 80     RU7KD         599 80
QSO: 14052 CW 2014-08-02 1948 SB0A          599 80     OE/DF7TS      599 78
QSO: 14052 CW 2014-08-02 1950 SB0A          599 80     IK1RGK        599 91
QSO: 14052 CW 2014-08-02 1951 SB0A          599 80     UA4C          599 81
QSO: 14052 CW 2014-08-02 1952 SB0A          599 80     LZ2NG         599 81
QSO: 14051 CW 2014-08-02 1954 SB0A          599 80     LZ2TU         599 80
QSO: 14055 CW 2014-08-02 1955 SB0A          599 80     F5VLY         599 82
QSO: 14059 CW 2014-08-02 1956 SB0A          599 80     M0TJU         599 07
QSO:  3512 CW 2014-08-02 2001 SB0A          599 80     HG7T          599 73
QSO:  3521 CW 2014-08-02 2012 SB0A          599 80     LI3C          599 86
QSO:  3528 CW 2014-08-02 2020 SB0A          599 80     DM200TSV      599 74
QSO:  3542 CW 2014-08-02 2033 SB0A          599 80     LY2SA         599 68
QSO:  3543 CW 2014-08-02 2036 SB0A          599 80     LY2K          599 79
QSO:  3543 CW 2014-08-02 2037 SB0A          599 80     SE2I          599 76
END-OF-LOG:
