START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.5.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: BA7IO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 98280
OPERATORS:
NAME:
SOAPBOX:
QSO:  7006 CW 2010-11-27 0028 BA7IO         599 24     EF8M          599 33
QSO:  7013 CW 2010-11-27 0033 BA7IO         599 24     RZ0SR         599 18
QSO: 21002 CW 2010-11-27 0037 BA7IO         599 24     JN1KWR        599 25
QSO: 21002 CW 2010-11-27 0046 BA7IO         599 24     VK3FM         599 30
QSO: 21002 CW 2010-11-27 0047 BA7IO         599 24     JR2TRC        599 25
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     PX2A          599 11
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     JM3QML        599 25
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     JI3OGI        599 25
QSO: 21002 CW 2010-11-27 0049 BA7IO         599 24     JH1OLB        599 25
QSO: 21002 CW 2010-11-27 0049 BA7IO         599 24     JA0KJE        599 25
QSO: 21002 CW 2010-11-27 0050 BA7IO         599 24     VK4AN         599 30
QSO: 21002 CW 2010-11-27 0051 BA7IO         599 24     9M6XRO        599 28
QSO: 21002 CW 2010-11-27 0052 BA7IO         599 24     KH6CO         599 31
QSO: 21002 CW 2010-11-27 0052 BA7IO         599 24     JH9KVF        599 25
QSO: 21002 CW 2010-11-27 0053 BA7IO         599 24     JI4HKA        599 25
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     JA7GAX        599 25
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     RW0LT         599 19
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     JQ1NGT        599 25
QSO: 21002 CW 2010-11-27 0055 BA7IO         599 24     JA1CC         599 25
QSO: 21002 CW 2010-11-27 0056 BA7IO         599 24     N7BV          599  3
QSO: 21002 CW 2010-11-27 0058 BA7IO         599 24     JA3JM         599 25
QSO: 21002 CW 2010-11-27 0058 BA7IO         599 24     JI3BFC        599 25
QSO: 21002 CW 2010-11-27 0059 BA7IO         599 24     JE4MHL        599 25
QSO: 21002 CW 2010-11-27 0101 BA7IO         599 24     JJ3OFL        599 25
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     VK4BUI        599 30
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     JJ5GWP        599 25
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     JA4XHF/3      599 25
QSO: 21002 CW 2010-11-27 0104 BA7IO         599 24     JA5DQH        599 25
QSO: 21002 CW 2010-11-27 0104 BA7IO         599 24     JA7ACM        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JA1BJI        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JE2HXL        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JE1CKA        599 25
QSO: 21002 CW 2010-11-27 0106 BA7IO         599 24     ZX5J          599 11
QSO: 21002 CW 2010-11-27 0106 BA7IO         599 24     JA7AEM        599 25
QSO: 21002 CW 2010-11-27 0107 BA7IO         599 24     9M2JKL        599 28
QSO: 21002 CW 2010-11-27 0107 BA7IO         599 24     JR2FJC        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JF3BFS        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JA3JOT        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JA0CVC        599 25
QSO: 21002 CW 2010-11-27 0109 BA7IO         599 24     JS1KQQ        599 25
QSO: 28017 CW 2010-11-27 0727 BA7IO         599 24     B1Z           599 24     0
QSO: 28017 CW 2010-11-27 0729 BA7IO         599 24     LZ4TL         599 20     0
QSO: 28017 CW 2010-11-27 0732 BA7IO         599 24     8Q7DV         599 22     0
QSO: 28008 CW 2010-11-27 0733 BA7IO         599 24     HA8IE         599 15     0
QSO: 28008 CW 2010-11-27 0733 BA7IO         599 24     UT8IV         599 16     0
QSO: 28008 CW 2010-11-27 0734 BA7IO         599 24     9A2JK         599 15     0
QSO: 28008 CW 2010-11-27 0734 BA7IO         599 24     R7MA          599 16     0
QSO: 28008 CW 2010-11-27 0735 BA7IO         599 24     UW7CN         599 16     0
QSO: 28008 CW 2010-11-27 0735 BA7IO         599 24     RG6G          599 16     0
QSO: 28008 CW 2010-11-27 0736 BA7IO         599 24     ER4A          599 16     0
QSO: 28008 CW 2010-11-27 0736 BA7IO         599 24     S57L          599 15     0
QSO: 28008 CW 2010-11-27 0737 BA7IO         599 24     RY9C          599 17     0
QSO: 28008 CW 2010-11-27 0738 BA7IO         599 24     UW3U          599 16     0
QSO: 28008 CW 2010-11-27 0738 BA7IO         599 24     UY2UQ         599 16     0
QSO: 28008 CW 2010-11-27 0738 BA7IO         599 24     UT7ND         599 16     0
QSO: 28008 CW 2010-11-27 0739 BA7IO         599 24     RA6MA         599 16     0
QSO: 28008 CW 2010-11-27 0739 BA7IO         599 24     R3KM          599 16     0
QSO: 28008 CW 2010-11-27 0740 BA7IO         599 24     VR2XLN        599 24     0
QSO: 28008 CW 2010-11-27 0740 BA7IO         599 24     9A1A          599 15     0
QSO: 28008 CW 2010-11-27 0745 BA7IO         599 24     RU3QR         599 16     0
QSO: 28008 CW 2010-11-27 0747 BA7IO         599 24     YO8BPK        599 20     0
QSO: 28008 CW 2010-11-27 0748 BA7IO         599 24     A73A          599 21     0
QSO: 28008 CW 2010-11-27 0751 BA7IO         599 24     RW6MBC        599 16     0
QSO: 28008 CW 2010-11-27 0752 BA7IO         599 24     US5CB         599 16     0
QSO: 28008 CW 2010-11-27 0752 BA7IO         599 24     YU1FW         599 15     0
QSO: 28008 CW 2010-11-27 0754 BA7IO         599 24     VK4PN         599 30     0
QSO: 28008 CW 2010-11-27 0755 BA7IO         599 24     UR5LCZ        599 16     0
QSO: 28008 CW 2010-11-27 0755 BA7IO         599 24     R7HF          599 16     0
QSO: 28008 CW 2010-11-27 0757 BA7IO         599 24     8N5A          599 25     0
QSO: 28031 CW 2010-11-27 0759 BA7IO         599 24     VU2PTT        599 22     0
QSO: 28031 CW 2010-11-27 0800 BA7IO         599 24     YO3FRI        599 20     0
QSO: 28031 CW 2010-11-27 0801 BA7IO         599 24     UY5QZ         599 16     0
QSO: 28031 CW 2010-11-27 0801 BA7IO         599 24     UA3EDQ        599 16     0
QSO: 28031 CW 2010-11-27 0802 BA7IO         599 24     UR0EV         599 16     0
QSO: 28024 CW 2010-11-27 0802 BA7IO         599 24     RA3GD         599 16     0
QSO: 28020 CW 2010-11-27 0803 BA7IO         599 24     YO9IF         599 20     0
QSO: 28022 CW 2010-11-27 0806 BA7IO         599 24     OM4EY         599 15     0
QSO: 28022 CW 2010-11-27 0806 BA7IO         599 24     UR6IM         599 16     0
QSO: 28022 CW 2010-11-27 0807 BA7IO         599 24     OM8A          599 15     0
QSO: 28017 CW 2010-11-27 0924 BA7IO         599 24     ZL1TM         599 32     0
QSO:  7040 CW 2010-11-27 0931 BA7IO         599 24     JA6DIJ        599 25     0
QSO:  7040 CW 2010-11-27 0932 BA7IO         599 24     JS1KQQ        599 25     0
QSO:  7040 CW 2010-11-27 0932 BA7IO         599 24     R3HD/0        599 19     0
QSO:  7040 CW 2010-11-27 0936 BA7IO         599 24     JH1TXG/9      599 25     0
QSO:  7040 CW 2010-11-27 0936 BA7IO         599 24     JA1NRH        599 25     0
QSO:  7040 CW 2010-11-27 0937 BA7IO         599 24     AA6XX         599 03     0
QSO:  7058 CW 2010-11-27 0941 BA7IO         599 24     N7BV          599 03     0
QSO:  7058 CW 2010-11-27 0943 BA7IO         599 24     JA1BNW        599 25     0
QSO:  7058 CW 2010-11-27 0944 BA7IO         599 24     KC6X          599 03     0
QSO:  7058 CW 2010-11-27 0946 BA7IO         599 24     HL1VAU        599 25     0
QSO: 21030 CW 2010-11-27 1424 BA7IO         599 24     5R8WW         599 39     0
QSO: 21018 CW 2010-11-27 1431 BA7IO         599 24     ZS6C          599 38     0
QSO: 21026 CW 2010-11-27 1456 BA7IO         599 24     PY5FB         599 11     0
QSO:  1830 CW 2010-11-27 1630 BA7IO         599 24     B1Z           599 24     0
QSO:  7024 CW 2010-11-27 1730 BA7IO         599 24     A45XR         599 21     0
QSO:  7024 CW 2010-11-27 1734 BA7IO         599 24     EI5DI         599 14     0
QSO: 21002 CW 2010-11-27 2342 BA7IO         599 24     JO4CFV        599 25     0
QSO: 21002 CW 2010-11-27 2343 BA7IO         599 24     VE7SV         599 03     0
QSO: 21002 CW 2010-11-27 2343 BA7IO         599 24     JN1MSO        599 25     0
QSO: 21002 CW 2010-11-27 2344 BA7IO         599 24     N6JV          599 03     0
QSO: 21002 CW 2010-11-27 2344 BA7IO         599 24     HL2SU         599 25     0
QSO: 21002 CW 2010-11-27 2344 BA7IO         599 24     JF1SCB/7      599 25     0
QSO: 21002 CW 2010-11-27 2345 BA7IO         599 24     K5TR          599 05     0
QSO: 21002 CW 2010-11-27 2346 BA7IO         599 24     AK7AZ         599 03     0
QSO: 21002 CW 2010-11-27 2346 BA7IO         599 24     HL2ST         599 25     0
QSO: 21002 CW 2010-11-27 2347 BA7IO         599 24     JH1NXU        599 25     0
QSO: 21002 CW 2010-11-27 2348 BA7IO         599 24     PP5BK         599 11     0
QSO: 21002 CW 2010-11-27 2348 BA7IO         599 24     NX9P          599 03     0
QSO: 21002 CW 2010-11-27 2349 BA7IO         599 24     JM1KNI        599 25     0
QSO: 21002 CW 2010-11-27 2349 BA7IO         599 24     JR1NKN        599 25     0
QSO: 21002 CW 2010-11-27 2350 BA7IO         599 24     JG4QFG        599 25     0
QSO: 21002 CW 2010-11-27 2352 BA7IO         599 24     JI1DBG        599 25     0
QSO: 21002 CW 2010-11-27 2353 BA7IO         599 24     JA0IOF        599 25     0
QSO: 21002 CW 2010-11-27 2354 BA7IO         599 24     K7JPF         599 03     0
QSO: 21002 CW 2010-11-27 2354 BA7IO         599 24     N7RT          599 03     0
QSO: 21002 CW 2010-11-27 2355 BA7IO         599 24     HL5UOG        599 25     0
QSO: 21002 CW 2010-11-27 2357 BA7IO         599 24     JH0NEC        599 25     0
QSO: 21002 CW 2010-11-27 2357 BA7IO         599 24     JH1SBE        599 25     0
QSO: 21002 CW 2010-11-27 2358 BA7IO         599 24     N6ZAE         599 03     0
QSO: 21002 CW 2010-11-27 2358 BA7IO         599 24     NR5M          599 04     0
QSO: 21002 CW 2010-11-27 2359 BA7IO         599 24     W7SW          599 03     0
QSO: 21002 CW 2010-11-27 2359 BA7IO         599 24     K4XU          599 03     0
QSO: 21002 CW 2010-11-27 2359 BA7IO         599 24     WD5COV        599 04     0
QSO: 21002 CW 2010-11-28 0000 BA7IO         599 24     XE1EE         599 06     0
QSO: 21002 CW 2010-11-28 0001 BA7IO         599 24     W6GRV         599 03     0
QSO: 21002 CW 2010-11-28 0001 BA7IO         599 24     K7VIT         599 03     0
QSO: 21002 CW 2010-11-28 0002 BA7IO         599 24     W7JDE         599 03     0
QSO: 21002 CW 2010-11-28 0002 BA7IO         599 24     K0OK          599 03     0
QSO: 21002 CW 2010-11-28 0003 BA7IO         599 24     JR1BTG        599 25     0
QSO: 21002 CW 2010-11-28 0003 BA7IO         599 24     VK2PN         599 30     0
QSO: 21002 CW 2010-11-28 0004 BA7IO         599 24     NT6X          599 03     0
QSO: 21002 CW 2010-11-28 0005 BA7IO         599 24     KR7RK         599 03     0
QSO: 21002 CW 2010-11-28 0006 BA7IO         599 24     K6RIM         599 03     0
QSO: 21002 CW 2010-11-28 0007 BA7IO         599 24     AD6E          599 03     0
QSO: 21002 CW 2010-11-28 0007 BA7IO         599 24     JO1VRL        599 25     0
QSO: 21002 CW 2010-11-28 0008 BA7IO         599 24     K6NV          599 03     0
QSO: 21002 CW 2010-11-28 0008 BA7IO         599 24     KD6UO         599 03     0
QSO: 21002 CW 2010-11-28 0008 BA7IO         599 24     JR3XEX        599 25     0
QSO: 21002 CW 2010-11-28 0009 BA7IO         599 24     JR4PDP        599 25     0
QSO: 21002 CW 2010-11-28 0010 BA7IO         599 24     YB3XM         599 28     0
QSO: 21002 CW 2010-11-28 0011 BA7IO         599 24     W7BX          599 03     0
QSO: 21002 CW 2010-11-28 0012 BA7IO         599 24     K7ACZ         599 03     0
QSO: 21002 CW 2010-11-28 0012 BA7IO         599 24     KL7AC         599 01     0
QSO: 21002 CW 2010-11-28 0013 BA7IO         599 24     PY2ADR        599 11     0
QSO: 21002 CW 2010-11-28 0013 BA7IO         599 24     W7RN          599 03     0
QSO: 21002 CW 2010-11-28 0013 BA7IO         599 24     JP1QDH        599 25     0
QSO: 21002 CW 2010-11-28 0014 BA7IO         599 24     JQ1PCX        599 25     0
QSO: 21002 CW 2010-11-28 0014 BA7IO         599 24     AA6PW         599 03     0
QSO: 21002 CW 2010-11-28 0014 BA7IO         599 24     K7HP          599 03     0
QSO: 21002 CW 2010-11-28 0015 BA7IO         599 24     K6ANP         599 03     0
QSO: 21002 CW 2010-11-28 0015 BA7IO         599 24     N6NG          599 03     0
QSO: 21002 CW 2010-11-28 0015 BA7IO         599 24     N6AN          599 03     0
QSO: 21002 CW 2010-11-28 0015 BA7IO         599 24     N6TU          599 03     0
QSO: 21002 CW 2010-11-28 0016 BA7IO         599 24     JA7GAX        599 25     0
QSO: 21002 CW 2010-11-28 0016 BA7IO         599 24     W7OM          599 03     0
QSO: 21002 CW 2010-11-28 0016 BA7IO         599 24     W7NUW         599 03     0
QSO: 21002 CW 2010-11-28 0017 BA7IO         599 24     W6RKC         599 03     0
QSO: 21002 CW 2010-11-28 0017 BA7IO         599 24     JH1MTR/4      599 25     0
QSO: 21002 CW 2010-11-28 0017 BA7IO         599 24     N6HE          599 03     0
QSO: 21002 CW 2010-11-28 0017 BA7IO         599 24     JE2UWN/1      599 25     0
QSO: 21002 CW 2010-11-28 0018 BA7IO         599 24     N5KO          599 04     0
QSO: 21002 CW 2010-11-28 0019 BA7IO         599 24     R3HD/0        599 19     0
QSO: 21002 CW 2010-11-28 0019 BA7IO         599 24     W6DCC         599 03     0
QSO: 21002 CW 2010-11-28 0020 BA7IO         599 24     JS6GIM        599 25     0
QSO: 21002 CW 2010-11-28 0020 BA7IO         599 24     N7ZG          599 03     0
QSO: 21002 CW 2010-11-28 0020 BA7IO         599 24     PS2T          599 11     0
QSO: 21002 CW 2010-11-28 0021 BA7IO         599 24     JA5INF/1      599 25     0
QSO: 21002 CW 2010-11-28 0022 BA7IO         599 24     JE1JAC        599 25     0
QSO: 21002 CW 2010-11-28 0023 BA7IO         599 24     KM6I          599 03     0
QSO: 21002 CW 2010-11-28 0024 BA7IO         599 24     W7VY          599 03     0
QSO: 21002 CW 2010-11-28 0024 BA7IO         599 24     N6ZD          599 03     0
QSO: 21003 CW 2010-11-28 0747 BA7IO         599 24     ED9M          599 33     0
QSO: 28042 CW 2010-11-28 0750 BA7IO         599 24     9M2TO         599 28     0
QSO: 28022 CW 2010-11-28 0831 BA7IO         599 24     RT3D          599 16     0
QSO: 28022 CW 2010-11-28 0833 BA7IO         599 24     EW2A          599 16     0
QSO: 28022 CW 2010-11-28 0833 BA7IO         599 24     UY1HY         599 16     0
QSO: 28022 CW 2010-11-28 0833 BA7IO         599 24     R3PA          599 16     0
QSO: 28022 CW 2010-11-28 0834 BA7IO         599 24     RK3ZZ         599 16     0
QSO: 28022 CW 2010-11-28 0835 BA7IO         599 24     RK3QY         599 16     0
QSO: 28022 CW 2010-11-28 0835 BA7IO         599 24     US0HZ         599 16     0
QSO: 28022 CW 2010-11-28 0835 BA7IO         599 24     RX3APM        599 16     0
QSO: 28022 CW 2010-11-28 0837 BA7IO         599 24     UT2UB         599 16     0
QSO: 28022 CW 2010-11-28 0837 BA7IO         599 24     UR4EI         599 16     0
QSO: 28022 CW 2010-11-28 0838 BA7IO         599 24     EA7TG         599 14     0
QSO: 28022 CW 2010-11-28 0839 BA7IO         599 24     RC3W          599 16     0
QSO: 28022 CW 2010-11-28 0839 BA7IO         599 24     EA3NW         599 14     0
QSO: 28022 CW 2010-11-28 0839 BA7IO         599 24     RO3DX         599 16     0
QSO: 28022 CW 2010-11-28 0840 BA7IO         599 24     EA3EEE        599 14     0
QSO: 28022 CW 2010-11-28 0841 BA7IO         599 24     RW2F          599 15     0
QSO: 28022 CW 2010-11-28 0841 BA7IO         599 24     SN8B          599 15     0
QSO: 28022 CW 2010-11-28 0841 BA7IO         599 24     RK3R          599 16     0
QSO: 28022 CW 2010-11-28 0842 BA7IO         599 24     US5E          599 16     0
QSO: 28022 CW 2010-11-28 0843 BA7IO         599 24     D4C           599 35     0
QSO: 28022 CW 2010-11-28 0844 BA7IO         599 24     UA6JFG        599 16     0
QSO: 28022 CW 2010-11-28 0844 BA7IO         599 24     UT0AZA        599 16     0
QSO: 28022 CW 2010-11-28 0845 BA7IO         599 24     TK5MH         599 15     0
QSO: 28022 CW 2010-11-28 0846 BA7IO         599 24     UA6XT         599 16     0
QSO: 28022 CW 2010-11-28 0847 BA7IO         599 24     F5JSD         599 14     0
QSO: 28022 CW 2010-11-28 0849 BA7IO         599 24     RV3ZA         599 16     0
QSO: 28022 CW 2010-11-28 0850 BA7IO         599 24     UA3ECJ        599 16     0
QSO: 28022 CW 2010-11-28 0850 BA7IO         599 24     UX5OF         599 16     0
QSO: 28022 CW 2010-11-28 0851 BA7IO         599 24     TM2Y          599 14     0
QSO: 28022 CW 2010-11-28 0851 BA7IO         599 24     LY9Y          599 15     0
QSO: 28022 CW 2010-11-28 0853 BA7IO         599 24     AM5M          599 14     0
QSO: 28022 CW 2010-11-28 0855 BA7IO         599 24     PW2F          599 11     0
QSO: 28022 CW 2010-11-28 0855 BA7IO         599 24     UA3QUO        599 16     0
QSO: 28022 CW 2010-11-28 0857 BA7IO         599 24     UT3UX         599 16     0
QSO: 28022 CW 2010-11-28 0858 BA7IO         599 24     RM3Q          599 16     0
QSO: 28022 CW 2010-11-28 0901 BA7IO         599 24     UR5QA         599 16     0
QSO: 28022 CW 2010-11-28 0902 BA7IO         599 24     EW4AA         599 16     0
QSO: 28022 CW 2010-11-28 0903 BA7IO         599 24     EA2IF         599 14     0
QSO: 28022 CW 2010-11-28 0903 BA7IO         599 24     SN8R          599 15     0
QSO: 28022 CW 2010-11-28 0903 BA7IO         599 24     F1JKJ         599 14     0
QSO: 28027 CW 2010-11-28 0905 BA7IO         599 24     UW7RV         599 16     0
QSO: 28027 CW 2010-11-28 0905 BA7IO         599 24     US7LM         599 16     0
QSO: 28027 CW 2010-11-28 0907 BA7IO         599 24     ZS2DL         599 38     0
QSO: 28025 CW 2010-11-28 0908 BA7IO         599 24     SO4B          599 15     0
QSO: 28025 CW 2010-11-28 0909 BA7IO         599 24     9V1CZ         599 28     0
QSO: 28025 CW 2010-11-28 0911 BA7IO         599 24     IK7JTF        599 15     0
QSO: 28025 CW 2010-11-28 0912 BA7IO         599 24     IZ8JAI        599 15     0
QSO: 28025 CW 2010-11-28 0913 BA7IO         599 24     UT4WT         599 16     0
QSO: 28025 CW 2010-11-28 0915 BA7IO         599 24     UR7ZO         599 16     0
QSO: 28025 CW 2010-11-28 0916 BA7IO         599 24     S50A          599 15     0
QSO: 28025 CW 2010-11-28 0917 BA7IO         599 24     UX4U          599 16     0
QSO: 28025 CW 2010-11-28 0918 BA7IO         599 24     YU1LA         599 15     0
QSO: 28025 CW 2010-11-28 0919 BA7IO         599 24     9A2U          599 15     0
QSO: 28025 CW 2010-11-28 0920 BA7IO         599 24     YO3ND         599 20     0
QSO: 28025 CW 2010-11-28 0922 BA7IO         599 24     EA5CW         599 14     0
QSO: 28025 CW 2010-11-28 0922 BA7IO         599 24     YO2AOB        599 20     0
QSO: 28025 CW 2010-11-28 0924 BA7IO         599 24     HS8KGG        599 26     0
QSO: 28025 CW 2010-11-28 0925 BA7IO         599 24     YQ6A          599 20     0
QSO: 28025 CW 2010-11-28 0926 BA7IO         599 24     UX1UF         599 16     0
