START-OF-LOG: 3.0
CREATED-BY:    NA Version 10.66
CONTEST:       CQ-WW-SSB
CALLSIGN:      N0IJ
OPERATORS:     N0IJ, N0IM, AF9T, K0JJR, AA0AW
CLAIMED-SCORE: 1652120
CLUB:          Minnesota Wireless Assn
SOAPBOX: Operating from vacation home in far NW Wisconsin near Lake Superior.
QSO:  1834 PH 2008-10-25 0307 N0IJ         59  04     F6CTT        59  14   0
QSO:  7037 PH 2008-10-25 0307 N0IJ         59  04     LT1F         59  13   1
QSO:  7043 PH 2008-10-25 0308 N0IJ         59  04     PJ2T         59  09   1
QSO:  7046 PH 2008-10-25 0310 N0IJ         59  04     HQ3Z         59  07   1
QSO:  1822 PH 2008-10-25 0313 N0IJ         59  04     G4PWA        59  14   0
QSO:  7067 PH 2008-10-25 0317 N0IJ         59  04     AY4D         59  13   1
QSO:  7085 PH 2008-10-25 0322 N0IJ         59  04     KP2M         59  08   1
QSO:  1843 PH 2008-10-25 0323 N0IJ         59  04     VE3TA        59  04   0
QSO:  1850 PH 2008-10-25 0323 N0IJ         59  04     CN2R         59  33   0
QSO:  7091 PH 2008-10-25 0324 N0IJ         59  04     CE3BFZ       59  12   1
QSO:  1809 PH 2008-10-25 0325 N0IJ         59  04     VE3MGY       59  04   0
QSO:  1812 PH 2008-10-25 0328 N0IJ         59  04     VY2ZM        59  05   0
QSO:  7098 PH 2008-10-25 0330 N0IJ         59  04     KH7B         59  31   1
QSO:  7090 PH 2008-10-25 0332 N0IJ         59  04     XE2K         59  06   1
QSO:  1816 PH 2008-10-25 0338 N0IJ         59  04     ES5TV        59  15   0
QSO:  7088 PH 2008-10-25 0338 N0IJ         59  04     LP1H         59  13   1
QSO:  7072 PH 2008-10-25 0342 N0IJ         59  04     OA4WW        59  10   1
QSO:  1852 PH 2008-10-25 0342 N0IJ         59  04     VP5T         59  08   0
QSO:  7086 PH 2008-10-25 0343 N0IJ         59  04     PP5AR        59  11   1
QSO:  7029 PH 2008-10-25 0345 N0IJ         59  04     P40A         59  09   1
QSO:  7213 PH 2008-10-25 0348 N0IJ         59  04     HK3O         59  09   1
QSO:  1840 PH 2008-10-25 0354 N0IJ         59  04     CM6RCR       59  08   0
QSO:  1829 PH 2008-10-25 0357 N0IJ         59  04     LA9Z         59  14   0
QSO:  7152 PH 2008-10-25 0359 N0IJ         59  04     ZY7C         59  11   1
QSO:  1863 PH 2008-10-25 0400 N0IJ         59  04     NQ4I         59  05   0
QSO:  1844 PH 2008-10-25 0400 N0IJ         59  04     VE3UTT       59  04   0
QSO:  7144 PH 2008-10-25 0404 N0IJ         59  04     TO4X         59  08   1
QSO:  7147 PH 2008-10-25 0406 N0IJ         59  04     PV8DX        59  11   1
QSO:  7172 PH 2008-10-25 0412 N0IJ         59  04     PY7VI        59  11   1
QSO:  7170 PH 2008-10-25 0413 N0IJ         59  04     V26B         59  08   1
QSO:  3797 PH 2008-10-25 0429 N0IJ         59  04     ZY7C         59  11   0
QSO:  3637 PH 2008-10-25 0429 N0IJ         59  04     V47JA        59  08   0
QSO:  3795 PH 2008-10-25 0437 N0IJ         59  04     IT9EQO       59  15   0
QSO:  7156 PH 2008-10-25 0443 N0IJ         59  04     NP4Z         59  08   1
QSO:  7027 PH 2008-10-25 0450 N0IJ         59  04     ZW5B         59  11   1
QSO:  7035 PH 2008-10-25 0454 N0IJ         59  04     PY3DX        59  11   1
QSO:  3668 PH 2008-10-25 0455 N0IJ         59  04     HC8A         59  10   0
QSO:  7061 PH 2008-10-25 0459 N0IJ         59  04     PW2D         59  11   1
QSO:  7020 PH 2008-10-25 0508 N0IJ         59  04     6W1RY        59  35   1
QSO:  7063 PH 2008-10-25 0513 N0IJ         59  04     HT2N         59  07   1
QSO:  7074 PH 2008-10-25 0516 N0IJ         59  04     ZX7A         59  11   1
QSO:  7085 PH 2008-10-25 0521 N0IJ         59  04     PP5MQ        59  11   1
QSO:  7091 PH 2008-10-25 0524 N0IJ         59  04     KH6MB        59  31   1
QSO:  7125 PH 2008-10-25 0529 N0IJ         59  04     PY2SEX       59  11   1
QSO:  7129 PH 2008-10-25 0530 N0IJ         59  04     NQ4I         59  05   1
QSO:  1874 PH 2008-10-25 0535 N0IJ         59  04     6Y1V         59  08   0
QSO:  7017 PH 2008-10-25 0538 N0IJ         59  04     HI3T         59  08   1
QSO:  7039 PH 2008-10-25 0539 N0IJ         59  04     PY1ZV        59  11   1
QSO:  1854 PH 2008-10-25 0541 N0IJ         59  04     VC6R         59  04   0
QSO:  7042 PH 2008-10-25 0543 N0IJ         59  04     CE1KR        59  12   1
QSO:  7056 PH 2008-10-25 0545 N0IJ         59  04     D4C          59  35   1
QSO:  3785 PH 2008-10-25 0548 N0IJ         59  04     TI1R         59  07   0
QSO:  3684 PH 2008-10-25 0549 N0IJ         59  04     PZ5Z         59  09   0
QSO:  3812 PH 2008-10-25 0550 N0IJ         59  04     CJ7FC        59  03   0
QSO:  3713 PH 2008-10-25 0553 N0IJ         59  04     HG1S         59  15   0
QSO:  3647 PH 2008-10-25 0553 N0IJ         59  04     CT8K         59  14   0
QSO:  3606 PH 2008-10-25 0553 N0IJ         59  04     VE3EJ        59  04   0
QSO:  7088 PH 2008-10-25 0555 N0IJ         59  04     LR2F         59  13   1
QSO:  7269 PH 2008-10-25 0606 N0IJ         59  04     XE3N         59  06   1
QSO:  7179 PH 2008-10-25 0608 N0IJ         59  04     KH6FI        59  31   1
QSO:  3727 PH 2008-10-25 0613 N0IJ         59  04     OH4A         59  15   0
QSO:  3740 PH 2008-10-25 0615 N0IJ         59  04     EE9E         59  33   0
QSO:  7083 PH 2008-10-25 0622 N0IJ         59  04     VP2V/SP7VC   59  08   1
QSO:  3779 PH 2008-10-25 0623 N0IJ         59  04     ZL1AIX       59  32   0
QSO:  3752 PH 2008-10-25 0623 N0IJ         59  04     KH7X         59  31   0
QSO:  3714 PH 2008-10-25 0625 N0IJ         59  04     YV4A         59  09   0
QSO:  3681 PH 2008-10-25 0626 N0IJ         59  04     M6T          59  14   0
QSO:  3791 PH 2008-10-25 0628 N0IJ         59  04     FY5KE        59  09   0
QSO:  3706 PH 2008-10-25 0629 N0IJ         59  04     HK6P         59  09   0
QSO:  3776 PH 2008-10-25 0630 N0IJ         59  04     TI5N         59  07   0
QSO:  3797 PH 2008-10-25 0631 N0IJ         59  04     CQ9K         59  33   0
QSO:  3788 PH 2008-10-25 0631 N0IJ         59  04     VE6FI        59  04   0
QSO:  3738 PH 2008-10-25 0633 N0IJ         59  04     TM6M         59  14   0
QSO:  7092 PH 2008-10-25 0636 N0IJ         59  04     TI1R         59  07   1
QSO:  3703 PH 2008-10-25 0636 N0IJ         59  04     EI7M         59  14   0
QSO:  3752 PH 2008-10-25 0640 N0IJ         59  04     VE3NE        59  04   0
QSO:  3755 PH 2008-10-25 0640 N0IJ         59  04     VE3UTT       59  04   0
QSO:  3712 PH 2008-10-25 0640 N0IJ         59  04     VE7SCC       59  03   0
QSO:  7036 PH 2008-10-25 0643 N0IJ         59  04     ZL3A         59  32   1
QSO:  3694 PH 2008-10-25 0649 N0IJ         59  04     MD0CCE       59  14   0
QSO:  3708 PH 2008-10-25 0650 N0IJ         59  04     VE7SV        59  03   0
QSO:  3758 PH 2008-10-25 0651 N0IJ         59  04     KH6MB        59  31   0
QSO:  3763 PH 2008-10-25 0652 N0IJ         59  04     XE1KK        59  06   0
QSO:  3775 PH 2008-10-25 0654 N0IJ         59  04     CU2X         59  14   0
QSO:  3724 PH 2008-10-25 0654 N0IJ         59  04     CK3AT        59  04   0
QSO:  3729 PH 2008-10-25 0654 N0IJ         59  04     VC6R         59  04   0
QSO:  7224 PH 2008-10-25 0700 N0IJ         59  04     VK1CC        59  30   1
QSO:  3765 PH 2008-10-25 0712 N0IJ         59  04     VE3CX        59  04   0
QSO:  3794 PH 2008-10-25 0712 N0IJ         59  04     VA7OO        59  03   0
QSO:  3759 PH 2008-10-25 0714 N0IJ         59  04     EA4KD        59  14   0
QSO:  3765 PH 2008-10-25 0715 N0IJ         59  04     JA7YRR       59  25   0
QSO:  3799 PH 2008-10-25 0718 N0IJ         59  04     JH1OGC       59  25   0
QSO:  3746 PH 2008-10-25 0720 N0IJ         59  04     JR5VHU       59  25   0
QSO:  1846 PH 2008-10-25 0726 N0IJ         59  04     KH6MB        59  31   0
QSO:  1855 PH 2008-10-25 0735 N0IJ         59  04     VE3DC        59  04   0
QSO:  3783 PH 2008-10-25 0739 N0IJ         59  04     XE2K         59  06   0
QSO:  3694 PH 2008-10-25 0740 N0IJ         59  04     VK4MA        59  30   0
QSO:  3737 PH 2008-10-25 0742 N0IJ         59  04     VE3RM        59  04   0
QSO:  3763 PH 2008-10-25 0743 N0IJ         59  04     VP5DX        59  08   0
QSO:  3801 PH 2008-10-25 0745 N0IJ         59  04     VA3SK        59  04   0
QSO:  3797 PH 2008-10-25 0749 N0IJ         59  04     XE2MX        59  06   0
QSO:  3730 PH 2008-10-25 0749 N0IJ         59  04     VA7ST        59  03   0
QSO:  3790 PH 2008-10-25 0750 N0IJ         59  04     VK4KW        59  30   0
QSO:  7180 PH 2008-10-25 0754 N0IJ         59  04     CU2X         59  14   1
QSO:  7029 PH 2008-10-25 0757 N0IJ         59  04     HC8A         59  10   1
QSO:  7023 PH 2008-10-25 0801 N0IJ         59  04     CT9L         59  33   1
QSO:  7095 PH 2008-10-25 0805 N0IJ         59  04     AH7C         59  31   1
QSO:  3720 PH 2008-10-25 0817 N0IJ         59  04     VE3CR        59  04   0
QSO:  1849 PH 2008-10-25 0821 N0IJ         59  04     HC8A         59  10   0
QSO:  1841 PH 2008-10-25 0822 N0IJ         59  04     FY5KE        59  09   0
QSO:  7155 PH 2008-10-25 0833 N0IJ         59  04     8P5A         59  08   1
QSO:  1846 PH 2008-10-25 0839 N0IJ         59  04     N6BV         59  03   0
QSO:  3721 PH 2008-10-25 0847 N0IJ         59  04     J88DR        59  08   0
QSO:  3787 PH 2008-10-25 0850 N0IJ         59  04     VA3SWG       59  04   0
QSO:  3788 PH 2008-10-25 0850 N0IJ         59  04     CO6CAC       59  08   0
QSO:  1845 PH 2008-10-25 0905 N0IJ         59  04     VA7OO        59  03   0
QSO:  1836 PH 2008-10-25 0905 N0IJ         59  04     VA7XX        59  03   0
QSO:  3793 PH 2008-10-25 0910 N0IJ         59  04     LP1H         59  13   0
QSO:  3762 PH 2008-10-25 0911 N0IJ         59  04     HQ2W         59  07   0
QSO:  3759 PH 2008-10-25 0912 N0IJ         59  04     KH6LC        59  31   0
QSO:  3715 PH 2008-10-25 1057 N0IJ         59  04     PJ2T         59  09   0
QSO:  3773 PH 2008-10-25 1107 N0IJ         59  04     KL7AF        59  01   0
QSO:  3766 PH 2008-10-25 1119 N0IJ         59  04     WH2DX        59  27   0
QSO:  3791 PH 2008-10-25 1124 N0IJ         59  04     VE3EL        59  04   0
QSO:  3796 PH 2008-10-25 1127 N0IJ         59  04     ZM2M         59  32   0
QSO:  3812 PH 2008-10-25 1131 N0IJ         59  04     VK9DWX       59  30   0
QSO:  3783 PH 2008-10-25 1137 N0IJ         59  04     HP3AK        59  07   0
QSO:  3790 PH 2008-10-25 1138 N0IJ         59  04     VE3KPP       59  04   0
QSO:  7037 PH 2008-10-25 1153 N0IJ         59  04     T32CXX       59  31   1
QSO:  7070 PH 2008-10-25 1204 N0IJ         59  04     VE3UTT       59  04   1
QSO:  3796 PH 2008-10-25 1209 N0IJ         59  04     VK7ZE        59  30   0
QSO: 14204 PH 2008-10-25 1211 N0IJ         59  04     PJ4E         59  09   0
QSO: 14182 PH 2008-10-25 1214 N0IJ         59  04     EA3DUM       59  14   0
QSO: 14182 PH 2008-10-25 1215 N0IJ         59  04     DJ8OG        59  14   0
QSO: 14188 PH 2008-10-25 1216 N0IJ         59  04     OM7M         59  15   0
QSO: 14190 PH 2008-10-25 1216 N0IJ         59  04     OT2A         59  14   0
QSO: 14204 PH 2008-10-25 1217 N0IJ         59  04     PJ4E         59  09   0
QSO: 14214 PH 2008-10-25 1218 N0IJ         59  04     TM6M         59  14   0
QSO: 14223 PH 2008-10-25 1219 N0IJ         59  04     EA3RR        59  14   0
QSO: 14226 PH 2008-10-25 1220 N0IJ         59  04     9A9A         59  15   0
QSO: 14233 PH 2008-10-25 1221 N0IJ         59  04     TM2Y         59  14   0
QSO:  7063 PH 2008-10-25 1221 N0IJ         59  04     VE7SV        59  03   1
QSO: 14254 PH 2008-10-25 1224 N0IJ         59  04     DJ4PT        59  14   0
QSO: 14262 PH 2008-10-25 1224 N0IJ         59  04     AO5B         59  14   0
QSO: 14264 PH 2008-10-25 1225 N0IJ         59  04     EA1FDI       59  14   0
QSO: 14280 PH 2008-10-25 1228 N0IJ         59  04     9A7A         59  15   0
QSO:  7066 PH 2008-10-25 1230 N0IJ         59  04     VE3DC        59  04   1
QSO:  3791 PH 2008-10-25 1234 N0IJ         59  04     VK6ANC       59  29   0
QSO:  7072 PH 2008-10-25 1235 N0IJ         59  04     VK4TI        59  30   1
QSO:  7072 PH 2008-10-25 1235 N0IJ         59  04     KH6LC        59  31   1
QSO: 14344 PH 2008-10-25 1241 N0IJ         59  04     DL/N0HJZ     59  14   0
QSO: 14278 PH 2008-10-25 1242 N0IJ         59  04     UA9CLB       59  17   0
QSO: 14176 PH 2008-10-25 1242 N0IJ         59  04     E71A         59  15   0
QSO: 14235 PH 2008-10-25 1244 N0IJ         59  04     G5W          59  14   0
QSO:  7032 PH 2008-10-25 1245 N0IJ         59  04     JA0QNJ       59  25   1
QSO: 14241 PH 2008-10-25 1245 N0IJ         59  04     E7DX         59  15   0
QSO: 14269 PH 2008-10-25 1246 N0IJ         59  04     ES5TV        59  15   0
QSO: 14276 PH 2008-10-25 1250 N0IJ         59  04     IR2M         59  15   0
QSO: 14279 PH 2008-10-25 1250 N0IJ         59  04     YR1C         59  20   0
QSO: 14282 PH 2008-10-25 1251 N0IJ         59  04     AM3SSB       59  14   0
QSO: 14285 PH 2008-10-25 1251 N0IJ         59  04     RK3DZB       59  16   0
QSO: 14287 PH 2008-10-25 1252 N0IJ         59  04     DF3CB        59  14   0
QSO: 14289 PH 2008-10-25 1253 N0IJ         59  04     OH4A         59  15   0
QSO: 14291 PH 2008-10-25 1253 N0IJ         59  04     RW1AC        59  16   0
QSO: 14297 PH 2008-10-25 1254 N0IJ         59  04     OZ1ADL       59  14   0
QSO: 14312 PH 2008-10-25 1255 N0IJ         59  04     E77XZ        59  15   0
QSO: 14317 PH 2008-10-25 1256 N0IJ         59  04     YL6W         59  15   0
QSO: 14318 PH 2008-10-25 1257 N0IJ         59  04     OQ5M         59  14   0
QSO: 14320 PH 2008-10-25 1257 N0IJ         59  04     DL1QQ        59  14   0
QSO: 14321 PH 2008-10-25 1257 N0IJ         59  04     S53MM        59  15   0
QSO: 14323 PH 2008-10-25 1258 N0IJ         59  04     OL9Z         59  15   0
QSO: 14325 PH 2008-10-25 1259 N0IJ         59  04     PA0AGA       59  14   0
QSO: 14329 PH 2008-10-25 1300 N0IJ         59  04     IS0T         59  15   0
QSO: 14334 PH 2008-10-25 1300 N0IJ         59  04     P33W         59  20   0
QSO: 14336 PH 2008-10-25 1301 N0IJ         59  04     YR9P         59  20   0
QSO: 14342 PH 2008-10-25 1302 N0IJ         59  04     YT1BB        59  15   0
QSO: 14343 PH 2008-10-25 1302 N0IJ         59  04     DL1LH        59  14   0
QSO: 14347 PH 2008-10-25 1303 N0IJ         59  04     YL4U         59  15   0
QSO: 14341 PH 2008-10-25 1304 N0IJ         59  04     OG5B         59  15   0
QSO:  7042 PH 2008-10-25 1306 N0IJ         59  04     VK6DXI       59  29   1
QSO: 14250 PH 2008-10-25 1307 N0IJ         59  04     LY9Y         59  15   0
QSO: 14213 PH 2008-10-25 1307 N0IJ         59  04     LZ9W         59  20   0
QSO: 14190 PH 2008-10-25 1308 N0IJ         59  04     SP3LPG       59  15   0
QSO: 14302 PH 2008-10-25 1309 N0IJ         59  04     UU7J         59  16   0
QSO: 14331 PH 2008-10-25 1310 N0IJ         59  04     4L0A         59  21   0
QSO: 14284 PH 2008-10-25 1311 N0IJ         59  04     OE4A         59  15   0
QSO: 14341 PH 2008-10-25 1312 N0IJ         59  04     HG5B         59  15   0
QSO: 14300 PH 2008-10-25 1313 N0IJ         59  04     SK3W         59  14   0
QSO: 14324 PH 2008-10-25 1314 N0IJ         59  04     CT1DIZ       59  14   0
QSO: 14240 PH 2008-10-25 1315 N0IJ         59  04     PZ5Z         59  09   0
QSO: 14210 PH 2008-10-25 1315 N0IJ         59  04     DR5Z         59  14   0
QSO: 14347 PH 2008-10-25 1316 N0IJ         59  04     US5D         59  16   0
QSO: 14303 PH 2008-10-25 1316 N0IJ         59  04     RK3XWO       59  16   0
QSO: 14315 PH 2008-10-25 1317 N0IJ         59  04     9A1P         59  15   0
QSO: 14197 PH 2008-10-25 1318 N0IJ         59  04     EO3Q         59  16   0
QSO: 14252 PH 2008-10-25 1319 N0IJ         59  04     LX7I         59  14   0
QSO: 14188 PH 2008-10-25 1319 N0IJ         59  04     S57RTH       59  15   0
QSO: 14140 PH 2008-10-25 1320 N0IJ         59  04     OK1OUE       59  15   0
QSO: 14257 PH 2008-10-25 1320 N0IJ         59  04     HG6N         59  15   0
QSO: 14296 PH 2008-10-25 1321 N0IJ         59  04     OT5A         59  14   0
QSO: 14261 PH 2008-10-25 1322 N0IJ         59  04     SM2EKM       59  14   0
QSO: 14173 PH 2008-10-25 1323 N0IJ         59  04     HT2N         59  07   0
QSO: 14333 PH 2008-10-25 1323 N0IJ         59  04     HI3T         59  08   0
QSO: 14280 PH 2008-10-25 1324 N0IJ         59  04     GW4BLE       59  14   0
QSO: 14262 PH 2008-10-25 1325 N0IJ         59  04     PI4CC        59  14   0
QSO: 14204 PH 2008-10-25 1325 N0IJ         59  04     IU1U         59  15   0
QSO: 14258 PH 2008-10-25 1326 N0IJ         59  04     DK5TX        59  14   0
