START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WW-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 650076
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars  Purinsh
SOAPBOX: TRX: Yaesu FT-920, Acom 1000, antennas: GAP Titan DX, Delta 80m,
QSO: 21288 PH 2011-10-29 0635 YL3DR         59  15     A52AB         59  22     0
QSO: 21300 PH 2011-10-29 0636 YL3DR         59  15     IR8A          59  15     0
QSO: 21300 PH 2011-10-29 0636 YL3DR         59  15     3V8SS         59  33     0
QSO: 21302 PH 2011-10-29 0637 YL3DR         59  15     EY8MM         59  17     0
QSO: 21311 PH 2011-10-29 0637 YL3DR         59  15     II9K          59  15     0
QSO: 21419 PH 2011-10-29 0639 YL3DR         59  15     RW0CWA        59  19     0
QSO: 21416 PH 2011-10-29 0641 YL3DR         59  15     AH2R          59  27     0
QSO: 21374 PH 2011-10-29 0642 YL3DR         59  15     JA3YBK        59  25     0
QSO: 21325 PH 2011-10-29 0643 YL3DR         59  15     IT9RYJ        59  15     0
QSO: 21295 PH 2011-10-29 0644 YL3DR         59  15     UO5L          59  17     0
QSO: 21263 PH 2011-10-29 0645 YL3DR         59  15     YL2SM         59  15     0
QSO: 21206 PH 2011-10-29 0646 YL3DR         59  15     P33W          59  20     0
QSO: 21161 PH 2011-10-29 0647 YL3DR         59  15     RT9S          59  16     0
QSO: 21164 PH 2011-10-29 0647 YL3DR         59  15     JN1NDY        59  25     0
QSO: 21202 PH 2011-10-29 0648 YL3DR         59  15     EA3HCY        59  14     0
QSO: 21228 PH 2011-10-29 0649 YL3DR         59  15     UA6YE         59  16     0
QSO: 21245 PH 2011-10-29 0649 YL3DR         59  15     TM2T          59  14     0
QSO: 21257 PH 2011-10-29 0650 YL3DR         59  15     IZ8DPL        59  15     0
QSO: 21251 PH 2011-10-29 0651 YL3DR         59  15     RN6HCW        59  16     0
QSO: 21221 PH 2011-10-29 0655 YL3DR         59  15     LZ5K          59  20     0
QSO: 21196 PH 2011-10-29 0656 YL3DR         59  15     R0AA          59  17     0
QSO: 28448 PH 2011-10-29 0657 YL3DR         59  15     UA9CDV        59  17     0
QSO: 28465 PH 2011-10-29 0658 YL3DR         59  15     B7P           59  24     0
QSO: 28475 PH 2011-10-29 0658 YL3DR         59  15     UA9QCQ/9      59  17     0
QSO: 28490 PH 2011-10-29 0700 YL3DR         59  15     A65BP         59  21     0
QSO: 28375 PH 2011-10-29 0707 YL3DR         59  15     JT1DX         59  23     0
QSO: 28357 PH 2011-10-29 0709 YL3DR         59  15     JA5FDJ        59  25     0
QSO: 28322 PH 2011-10-29 0710 YL3DR         59  15     UP0L          59  17     0
QSO: 28341 PH 2011-10-29 0711 YL3DR         59  15     UA0SR         59  18     0
QSO: 28362 PH 2011-10-29 0711 YL3DR         59  15     UO5L          59  17     0
QSO: 28608 PH 2011-10-29 0720 YL3DR         59  15     JM1LPN        59  25     0
QSO: 14219 PH 2011-10-29 0721 YL3DR         59  15     S57Z          59  15     0
QSO: 14128 PH 2011-10-29 0723 YL3DR         59  15     DL5AN         59  14     0
QSO: 14156 PH 2011-10-29 0724 YL3DR         59  15     YP7P          59  20     0
QSO: 14164 PH 2011-10-29 0724 YL3DR         59  15     TA1CQ         59  20     0
QSO: 14172 PH 2011-10-29 0725 YL3DR         59  15     DM3MM         59  14     0
QSO: 14181 PH 2011-10-29 0725 YL3DR         59  15     PI4DX         59  14     0
QSO: 14199 PH 2011-10-29 0726 YL3DR         59  15     US1I          59  16     0
QSO: 14207 PH 2011-10-29 0726 YL3DR         59  15     YL3FT         59  15     0
QSO: 14222 PH 2011-10-29 0727 YL3DR         59  15     YU0T          59  15     0
QSO: 14232 PH 2011-10-29 0728 YL3DR         59  15     UI9I          59  18     0
QSO: 14246 PH 2011-10-29 0728 YL3DR         59  15     OE5T          59  15     0
QSO: 14252 PH 2011-10-29 0729 YL3DR         59  15     UP2L          59  17     0
QSO: 14267 PH 2011-10-29 0729 YL3DR         59  15     DC4A          59  14     0
QSO: 14278 PH 2011-10-29 0730 YL3DR         59  15     S57SU         59  15     0
QSO: 14286 PH 2011-10-29 0731 YL3DR         59  15     RW4PL         59  16     0
QSO: 14298 PH 2011-10-29 0731 YL3DR         59  15     EA5URT        59  14     0
QSO: 14304 PH 2011-10-29 0732 YL3DR         59  15     RT5Z          59  16     0
QSO: 14315 PH 2011-10-29 0733 YL3DR         59  15     9A1P          59  15     0
QSO: 14330 PH 2011-10-29 0734 YL3DR         59  15     ES2MC         59  15     0
QSO: 14339 PH 2011-10-29 0734 YL3DR         59  15     S57DX         59  15     0
QSO: 14349 PH 2011-10-29 0736 YL3DR         59  15     TC1C          59  20     0
QSO: 14348 PH 2011-10-29 0737 YL3DR         59  15     UT7Y          59  16     0
QSO: 14333 PH 2011-10-29 0738 YL3DR         59  15     SX5P          59  20     0
QSO: 14282 PH 2011-10-29 0739 YL3DR         59  15     II9P          59  15     0
QSO: 14276 PH 2011-10-29 0739 YL3DR         59  15     Z37M          59  15     0
QSO: 14265 PH 2011-10-29 0740 YL3DR         59  15     EE9Z          59  33     0
QSO: 14233 PH 2011-10-29 0741 YL3DR         59  15     LZ9W          59  20     0
QSO: 14225 PH 2011-10-29 0742 YL3DR         59  15     C37N          59  14     0
QSO: 14212 PH 2011-10-29 0742 YL3DR         59  15     SI9AM         59  14     0
QSO: 14196 PH 2011-10-29 0743 YL3DR         59  15     CN3A          59  33     0
QSO: 14186 PH 2011-10-29 0744 YL3DR         59  15     DF0HQ         59  14     0
QSO: 14143 PH 2011-10-29 0745 YL3DR         59  15     GM2T          59  14     0
QSO: 14139 PH 2011-10-29 0746 YL3DR         59  15     HB0/HB9AON    59  14     0
QSO: 14128 PH 2011-10-29 0746 YL3DR         59  15     OK1IC         59  15     0
QSO: 14185 PH 2011-10-29 0747 YL3DR         59  15     YO3VU         59  20     0
QSO: 14215 PH 2011-10-29 0748 YL3DR         59  15     TM2S          59  14     0
QSO: 14224 PH 2011-10-29 0748 YL3DR         59  15     IR4M          59  15     0
QSO: 14248 PH 2011-10-29 0749 YL3DR         59  15     SO4M          59  15     0
QSO: 21206 PH 2011-10-29 0750 YL3DR         59  15     A65EE         59  21     0
QSO: 21238 PH 2011-10-29 0751 YL3DR         59  15     IR3Z          59  15     0
QSO: 21242 PH 2011-10-29 0751 YL3DR         59  15     IR4X          59  15     0
QSO: 21273 PH 2011-10-29 0752 YL3DR         59  15     C5A           59  35     0
QSO: 21320 PH 2011-10-29 0755 YL3DR         59  15     OJ0X          59  15     0
QSO: 21344 PH 2011-10-29 0756 YL3DR         59  15     C4Z           59  20     0
QSO: 21393 PH 2011-10-29 0759 YL3DR         59  15     R9DA          59  17     0
QSO: 21314 PH 2011-10-29 0801 YL3DR         59  15     YT7AW         59  15     0
QSO: 14243 PH 2011-10-29 0801 YL3DR         59  15     OG37X         59  15     0
QSO: 14259 PH 2011-10-29 0804 YL3DR         59  15     LY7A          59  15     0
QSO: 28574 PH 2011-10-29 0805 YL3DR         59  15     TS2A          59  33     0
QSO: 28510 PH 2011-10-29 0808 YL3DR         59  15     C4N           59  20     0
QSO: 28468 PH 2011-10-29 0809 YL3DR         59  15     IR4X          59  15     0
QSO: 28456 PH 2011-10-29 0810 YL3DR         59  15     IR9Y          59  15     0
QSO: 28434 PH 2011-10-29 0810 YL3DR         59  15     RC9F          59  17     0
QSO: 28419 PH 2011-10-29 0811 YL3DR         59  15     RA9AE         59  17     0
QSO: 28413 PH 2011-10-29 0812 YL3DR         59  15     R9FT          59  17     0
QSO: 28400 PH 2011-10-29 0812 YL3DR         59  15     EK6TA         59  21     0
QSO: 28406 PH 2011-10-29 0814 YL3DR         59  15     RC6U          59  16     0
QSO: 28498 PH 2011-10-29 0819 YL3DR         59  15     3V8SS         59  33     0
QSO: 28574 PH 2011-10-29 0824 YL3DR         59  15     SV9GPV        59  20     0
QSO:  7126 PH 2011-10-29 0825 YL3DR         59  15     SO8N          59  15     0
QSO:  7175 PH 2011-10-29 0826 YL3DR         59  15     LY9Y          59  15     0
QSO:  7105 PH 2011-10-29 0827 YL3DR         59  15     SP5ELA        59  15     0
QSO:  7079 PH 2011-10-29 0827 YL3DR         59  15     OH8A          59  15     0
QSO:  7168 PH 2011-10-29 0828 YL3DR         59  15     LZ9W          59  20     0
QSO: 14165 PH 2011-10-29 0829 YL3DR         59  15     RK9DM         59  17     0
QSO: 14127 PH 2011-10-29 0830 YL3DR         59  15     DP6T          59  14     0
QSO: 14255 PH 2011-10-29 0831 YL3DR         59  15     HG1S          59  15     0
QSO: 14328 PH 2011-10-29 0832 YL3DR         59  15     YL2BJ         59  15     0
QSO: 14294 PH 2011-10-29 0833 YL3DR         59  15     F5TTI         59  14     0
QSO: 14167 PH 2011-10-29 0835 YL3DR         59  15     YT8WW         59  15     0
QSO: 21311 PH 2011-10-29 0836 YL3DR         59  15     GM2T          59  14     0
QSO: 21339 PH 2011-10-29 0836 YL3DR         59  15     UV0I          59  16     0
QSO: 21361 PH 2011-10-29 0837 YL3DR         59  15     S50K          59  15     0
QSO: 21365 PH 2011-10-29 0837 YL3DR         59  15     A47RS         59  21     0
QSO: 21372 PH 2011-10-29 0838 YL3DR         59  15     EB1WW         59  14     0
QSO: 21382 PH 2011-10-29 0839 YL3DR         59  15     CS2C          59  14     0
QSO: 21429 PH 2011-10-29 0839 YL3DR         59  15     LX1NO         59  14     0
QSO: 21440 PH 2011-10-29 0840 YL3DR         59  15     TM7F          59  14     0
QSO: 21432 PH 2011-10-29 0842 YL3DR         59  15     CR2X          59  14     0
QSO: 21410 PH 2011-10-29 0842 YL3DR         59  15     G4ERW         59  14     0
QSO: 21346 PH 2011-10-29 0843 YL3DR         59  15     EA7LL         59  14     0
QSO: 21278 PH 2011-10-29 0845 YL3DR         59  15     RG9A          59  17     0
QSO: 21258 PH 2011-10-29 0845 YL3DR         59  15     EX2T          59  17     0
QSO: 21254 PH 2011-10-29 0846 YL3DR         59  15     IR5T          59  15     0
QSO: 21187 PH 2011-10-29 0848 YL3DR         59  15     CR3A          59  33     0
QSO: 21158 PH 2011-10-29 0849 YL3DR         59  15     YU5R          59  15     0
QSO: 21159 PH 2011-10-29 0850 YL3DR         59  15     CS2P          59  14     0
QSO: 21165 PH 2011-10-29 0851 YL3DR         59  15     YO4DW         59  20     0
QSO: 21235 PH 2011-10-29 0852 YL3DR         59  15     UA9TF         59  16     0
QSO: 21333 PH 2011-10-29 0854 YL3DR         59  15     DL2ARD        59  14     0
QSO: 28540 PH 2011-10-29 0854 YL3DR         59  15     H2T           59  20     0
QSO: 28601 PH 2011-10-29 0855 YL3DR         59  15     EA1BLI        59  14     0
QSO: 28629 PH 2011-10-29 0856 YL3DR         59  15     RU0LQ         59  19     0
QSO: 28617 PH 2011-10-29 0857 YL3DR         59  15     YL3FX         59  15     0
QSO: 28644 PH 2011-10-29 0902 YL3DR         59  15     8Q7DV         59  22     0
QSO: 28551 PH 2011-10-29 0903 YL3DR         59  15     LZ9W          59  20     0
QSO: 28524 PH 2011-10-29 0904 YL3DR         59  15     RL9AA         59  17     0
QSO: 28458 PH 2011-10-29 0909 YL3DR         59  15     YT0W          59  15     0
QSO: 28431 PH 2011-10-29 0911 YL3DR         59  15     E7DX          59  15     0
QSO: 28566 PH 2011-10-29 0914 YL3DR         59  15     ZD8O          59  36     0
QSO: 28570 PH 2011-10-29 0915 YL3DR         59  15     A65CA         59  21     0
QSO: 28662 PH 2011-10-29 0916 YL3DR         59  15     IO3X          59  15     0
QSO: 28696 PH 2011-10-29 0917 YL3DR         59  15     YL7X          59  15     0
QSO: 28732 PH 2011-10-29 0918 YL3DR         59  15     P3J           59  20     0
QSO: 28752 PH 2011-10-29 0919 YL3DR         59  15     EA5BY         59  14     0
QSO: 28770 PH 2011-10-29 0919 YL3DR         59  15     EA3AKA        59  14     0
QSO: 28795 PH 2011-10-29 0922 YL3DR         59  15     A65BU         59  21     0
QSO: 28755 PH 2011-10-29 0924 YL3DR         59  15     BD7NWF        59  24     0
QSO: 28614 PH 2011-10-29 0925 YL3DR         59  15     SV2DCD        59  20     0
QSO: 28553 PH 2011-10-29 0926 YL3DR         59  15     SX5P          59  20     0
QSO: 28542 PH 2011-10-29 0927 YL3DR         59  15     EE9Z          59  33     0
QSO: 21352 PH 2011-10-29 0930 YL3DR         59  15     7Z1SJ         59  21     0
QSO: 21320 PH 2011-10-29 0930 YL3DR         59  15     OT5A          59  14     0
QSO: 21294 PH 2011-10-29 0931 YL3DR         59  15     CN1C          59  33     0
QSO: 21238 PH 2011-10-29 0933 YL3DR         59  15     DL6EZ         59  14     0
QSO: 21265 PH 2011-10-29 0933 YL3DR         59  15     TM1T          59  14     0
QSO: 21290 PH 2011-10-29 0934 YL3DR         59  15     EA8LS         59  33     0
QSO: 21345 PH 2011-10-29 0936 YL3DR         59  15     EA6SX         59  14     0
QSO: 21367 PH 2011-10-29 0936 YL3DR         59  15     TM4CW         59  14     0
QSO: 21419 PH 2011-10-29 0943 YL3DR         59  15     ES5G          59  15     0
QSO: 21430 PH 2011-10-29 0945 YL3DR         59  15     EK3GM         59  21     0
QSO:  7179 PH 2011-10-29 0946 YL3DR         59  15     LN9Z          59  14     0
QSO: 28445 PH 2011-10-29 0948 YL3DR         59  15     RG9A          59  17     0
QSO: 28440 PH 2011-10-29 0948 YL3DR         59  15     IU9A          59  15     0
QSO: 28508 PH 2011-10-29 0950 YL3DR         59  15     B3C           59  24     0
QSO: 28568 PH 2011-10-29 0953 YL3DR         59  15     9A1P          59  15     0
QSO: 28647 PH 2011-10-29 0954 YL3DR         59  15     JY4NE         59  20     0
QSO: 28670 PH 2011-10-29 0956 YL3DR         59  15     RK9CYA        59  17     0
QSO: 28628 PH 2011-10-29 0957 YL3DR         59  15     RZ9YF         59  18     0
QSO: 28506 PH 2011-10-29 0959 YL3DR         59  15     EC7ZK         59  14     0
QSO: 28485 PH 2011-10-29 1000 YL3DR         59  15     EI7M          59  14     0
QSO: 28433 PH 2011-10-29 1001 YL3DR         59  15     E2E           59  26     0
QSO: 28392 PH 2011-10-29 1006 YL3DR         59  15     EF9A          59  33     0
QSO: 28473 PH 2011-10-29 1011 YL3DR         59  15     ED1R          59  14     0
QSO: 28495 PH 2011-10-29 1011 YL3DR         59  15     RT9J          59  17     0
QSO: 28535 PH 2011-10-29 1014 YL3DR         59  15     TF4X          59  40     0
QSO: 28563 PH 2011-10-29 1015 YL3DR         59  15     C5A           59  35     0
QSO: 28548 PH 2011-10-29 1020 YL3DR         59  15     CN1C          59  33     0
QSO: 28500 PH 2011-10-29 1021 YL3DR         59  15     A73A          59  21     0
QSO: 28460 PH 2011-10-29 1024 YL3DR         59  15     EC8CQ         59  33     0
QSO: 28442 PH 2011-10-29 1027 YL3DR         59  15     IR4C          59  15     0
QSO: 28405 PH 2011-10-29 1028 YL3DR         59  15     EC2DX         59  14     0
QSO:  7147 PH 2011-10-29 1029 YL3DR         59  15     UA3MIF        59  16     0
QSO:  7158 PH 2011-10-29 1029 YL3DR         59  15     UT5U          59  16     0
QSO:  7056 PH 2011-10-29 1031 YL3DR         59  15     G3TXF         59  14     0
QSO:  7162 PH 2011-10-29 1032 YL3DR         59  15     DP6T          59  14     0
QSO: 14293 PH 2011-10-29 1035 YL3DR         59  15     OE9R          59  15     0
QSO: 14285 PH 2011-10-29 1035 YL3DR         59  15     HG6N          59  15     0
QSO: 14264 PH 2011-10-29 1036 YL3DR         59  15     YP9W          59  20     0
QSO: 14241 PH 2011-10-29 1037 YL3DR         59  15     RT4F          59  16     0
QSO: 14184 PH 2011-10-29 1044 YL3DR         59  15     SJ2W          59  14     0
QSO: 14164 PH 2011-10-29 1045 YL3DR         59  15     G2F           59  14     0
QSO: 21375 PH 2011-10-29 1047 YL3DR         59  15     E74AA         59  15     0
QSO: 21308 PH 2011-10-29 1048 YL3DR         59  15     9A7A          59  15     0
QSO: 21271 PH 2011-10-29 1049 YL3DR         59  15     D4C           59  35     0
QSO: 21256 PH 2011-10-29 1050 YL3DR         59  15     LZ5R          59  20     0
QSO: 21252 PH 2011-10-29 1051 YL3DR         59  15     IS0HQJ        59  15     0
QSO: 28393 PH 2011-10-29 1052 YL3DR         59  15     IZ1GCV        59  15     0
QSO: 28471 PH 2011-10-29 1056 YL3DR         59  15     PW7T          59  11     0
QSO: 28394 PH 2011-10-29 1057 YL3DR         59  15     TM6M          59  14     0
QSO: 28346 PH 2011-10-29 1102 YL3DR         59  15     CR3A          59  33     0
QSO: 14189 PH 2011-10-29 1103 YL3DR         59  15     RN3F          59  16     0
QSO: 14218 PH 2011-10-29 1104 YL3DR         59  15     9A1A          59  15     0
QSO: 14262 PH 2011-10-29 1105 YL3DR         59  15     DR1A          59  14     0
QSO: 14330 PH 2011-10-29 1106 YL3DR         59  15     UW5U          59  16     0
QSO: 14339 PH 2011-10-29 1106 YL3DR         59  15     EI2CN         59  14     0
QSO: 14346 PH 2011-10-29 1107 YL3DR         59  15     US5D          59  16     0
QSO: 14296 PH 2011-10-29 1108 YL3DR         59  15     LN3Z          59  14     0
QSO: 14270 PH 2011-10-29 1108 YL3DR         59  15     DJ4PT         59  14     0
QSO: 14179 PH 2011-10-29 1110 YL3DR         59  15     YT4W          59  15     0
QSO: 14225 PH 2011-10-29 1111 YL3DR         59  15     IQ8MD         59  15     0
QSO: 14263 PH 2011-10-29 1113 YL3DR         59  15     PI4COM        59  14     0
QSO: 14272 PH 2011-10-29 1114 YL3DR         59  15     DJ8OG         59  14     0
QSO: 14311 PH 2011-10-29 1115 YL3DR         59  15     S53M          59  15     0
QSO: 14322 PH 2011-10-29 1116 YL3DR         59  15     SN7Q          59  15     0
QSO: 14292 PH 2011-10-29 1116 YL3DR         59  15     SO8A          59  15     0
QSO: 14236 PH 2011-10-29 1118 YL3DR         59  15     K3CR          59  05     0
QSO: 14196 PH 2011-10-29 1118 YL3DR         59  15     ER4A          59  16     0
QSO: 14136 PH 2011-10-29 1120 YL3DR         59  15     SN7H          59  15     0
QSO: 28411 PH 2011-10-29 1131 YL3DR         59  15     GW4OH         59  14     0
QSO: 28433 PH 2011-10-29 1132 YL3DR         59  15     TK5KP         59  15     0
QSO: 28478 PH 2011-10-29 1134 YL3DR         59  15     ED2A          59  14     0
QSO: 28492 PH 2011-10-29 1136 YL3DR         59  15     4O3A          59  15     0
QSO: 28527 PH 2011-10-29 1137 YL3DR         59  15     ST2AR         59  34     0
QSO: 28605 PH 2011-10-29 1140 YL3DR         59  15     RA9JBA        59  17     0
QSO: 28692 PH 2011-10-29 1142 YL3DR         59  15     CX3AL         59  13     0
QSO: 28641 PH 2011-10-29 1144 YL3DR         59  15     VK4MA         59  30     0
QSO: 28516 PH 2011-10-29 1145 YL3DR         59  15     LT1F          59  13     0
QSO: 28462 PH 2011-10-29 1148 YL3DR         59  15     EI9E          59  14     0
QSO: 28381 PH 2011-10-29 1152 YL3DR         59  15     RW9QC         59  17     0
QSO: 28314 PH 2011-10-29 1154 YL3DR         59  15     IG9/I2ADN     59  33     0
QSO: 28298 PH 2011-10-29 1156 YL3DR         59  15     W2PV          59  05     0
QSO: 28313 PH 2011-10-29 1157 YL3DR         59  15     F5BZB         59  14     0
QSO: 28360 PH 2011-10-29 1158 YL3DR         59  15     EA6XQ         59  14     0
QSO: 21314 PH 2011-10-29 1200 YL3DR         59  15     K1KP          59  05     0
QSO: 21251 PH 2011-10-29 1202 YL3DR         59  15     K2LE          59  05     0
QSO: 21306 PH 2011-10-29 1204 YL3DR         59  15     GI5K          59  14     0
QSO: 21365 PH 2011-10-29 1206 YL3DR         59  15     B7M           59  24     0
QSO: 21430 PH 2011-10-29 1208 YL3DR         59  15     MM0EAX        59  14     0
QSO: 21446 PH 2011-10-29 1209 YL3DR         59  15     T70A          59  15     0
QSO: 21435 PH 2011-10-29 1210 YL3DR         59  15     NP4Z          59  08     0
QSO: 28460 PH 2011-10-29 1214 YL3DR         59  15     D4C           59  35     0
QSO: 28397 PH 2011-10-29 1216 YL3DR         59  15     K1RM          59  05     0
QSO: 28329 PH 2011-10-29 1219 YL3DR         59  15     LS1D          59  13     0
QSO: 28343 PH 2011-10-29 1220 YL3DR         59  15     H22H          59  20     0
QSO: 21336 PH 2011-10-29 1224 YL3DR         59  15     KK1KW         59  05     0
QSO: 21430 PH 2011-10-29 1227 YL3DR         59  15     TF3CY         59  40     0
QSO: 21443 PH 2011-10-29 1228 YL3DR         59  15     HG1S          59  15     0
QSO: 14266 PH 2011-10-29 1231 YL3DR         59  15     A73A          59  21     0
QSO: 21380 PH 2011-10-29 1235 YL3DR         59  15     CS5DX         59  14     0
QSO: 21345 PH 2011-10-29 1235 YL3DR         59  15     RL3A          59  16     0
QSO: 21232 PH 2011-10-29 1236 YL3DR         59  15     YT0Z          59  15     0
QSO: 21186 PH 2011-10-29 1238 YL3DR         59  15     PW7T          59  11     0
QSO: 21223 PH 2011-10-29 1239 YL3DR         59  15     9A1P          59  15     0
QSO: 14241 PH 2011-10-29 1240 YL3DR         59  15     RA3PCI        59  16     0
QSO: 14166 PH 2011-10-29 1243 YL3DR         59  15     ZM4T          59  32     0
QSO: 14119 PH 2011-10-29 1244 YL3DR         59  15     PA6Y          59  14     0
QSO: 14271 PH 2011-10-29 1245 YL3DR         59  15     DF2UU         59  14     0
QSO: 14274 PH 2011-10-29 1248 YL3DR         59  15     OT5A          59  14     0
QSO: 14335 PH 2011-10-29 1249 YL3DR         59  15     UO5L          59  17     0
QSO: 14235 PH 2011-10-29 1252 YL3DR         59  15     R3GZ          59  16     0
QSO: 14337 PH 2011-10-29 1253 YL3DR         59  15     OM7M          59  15     0
QSO: 14325 PH 2011-10-29 1254 YL3DR         59  15     CT1IUA        59  14     0
QSO: 14121 PH 2011-10-29 1257 YL3DR         59  15     OZ5GX         59  14     0
QSO: 14134 PH 2011-10-29 1323 YL3DR         59  15     ER4LX         59  16     0
QSO: 14140 PH 2011-10-29 1326 YL3DR         59  15     E74AA         59  15     0
QSO: 14221 PH 2011-10-29 1328 YL3DR         59  15     9K2K          59  21     0
QSO: 14301 PH 2011-10-29 1336 YL3DR         59  15     OL9Z          59  15     0
QSO: 21288 PH 2011-10-29 1337 YL3DR         59  15     IO1T          59  15     0
QSO: 21324 PH 2011-10-29 1338 YL3DR         59  15     S53MM         59  15     0
QSO: 21334 PH 2011-10-29 1338 YL3DR         59  15     EA3QP         59  14     0
QSO: 21421 PH 2011-10-29 1340 YL3DR         59  15     WP2Z          59  08     0
QSO: 21376 PH 2011-10-29 1346 YL3DR         59  15     DG3FK         59  14     0
QSO: 21360 PH 2011-10-29 1347 YL3DR         59  15     E7DX          59  15     0
QSO: 21427 PH 2011-10-29 1348 YL3DR         59  15     IV3UHL        59  15     0
QSO: 21435 PH 2011-10-29 1348 YL3DR         59  15     LZ1BJ         59  20     0
QSO: 21377 PH 2011-10-29 1349 YL3DR         59  15     EA1HOE        59  14     0
QSO: 21170 PH 2011-10-29 1351 YL3DR         59  15     HB0/HB9AON    59  14     0
QSO:  7167 PH 2011-10-29 1422 YL3DR         59  15     4L0A          59  21     0
QSO:  7141 PH 2011-10-29 1423 YL3DR         59  15     YT8A          59  15     0
QSO:  7114 PH 2011-10-29 1424 YL3DR         59  15     UA9XL         59  17     0
QSO:  7131 PH 2011-10-29 1425 YL3DR         59  15     TM9R          59  14     0
QSO:  7108 PH 2011-10-29 1426 YL3DR         59  15     OZ5GX         59  14     0
QSO:  7165 PH 2011-10-29 1427 YL3DR         59  15     OH6K          59  15     0
QSO: 14331 PH 2011-10-29 1428 YL3DR         59  15     YT1A          59  15     0
QSO: 14338 PH 2011-10-29 1429 YL3DR         59  15     DL/JK2VOC     59  14     0
QSO: 14254 PH 2011-10-29 1431 YL3DR         59  15     YT7B          59  15     0
QSO: 14227 PH 2011-10-29 1432 YL3DR         59  15     RC9O          59  18     0
QSO: 14158 PH 2011-10-29 1434 YL3DR         59  15     EC6AAE        59  14     0
QSO:  7127 PH 2011-10-29 1448 YL3DR         59  15     UP0L          59  17     0
QSO:  7139 PH 2011-10-29 1528 YL3DR         59  15     RC9O          59  18     0
QSO:  7092 PH 2011-10-29 1529 YL3DR         59  15     EI9HX         59  14     0
