START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: DL7LX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL7LX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2011.
QSO:  7001 CW 2011-05-28 0127 DL7LX         599 WC1M          599 155
QSO: 14013 CW 2011-05-28 0850 DL7LX         599 030 RU1A          599 1074
QSO: 14018 CW 2011-05-28 0855 DL7LX         599 0032 EF1A          599 0283
QSO: 14020 CW 2011-05-28 0856 DL7LX         599 0033 EO3Q          599 0567
QSO: 14020 CW 2011-05-28 0900 DL7LX         599 0034 GI0RQK        599 0152
QSO: 14000 CW 2011-05-28 0903 DL7LX         599 035 IR4M          599 825
QSO: 14023 CW 2011-05-28 0906 DL7LX         599 36 US6EX         599 297
QSO: 14025 CW 2011-05-28 0908 DL7LX         599 037 UY5AA         599 316
QSO: 14026 CW 2011-05-28 0913 DL7LX         599 038 IR4X          599 1016
QSO: 14027 CW 2011-05-28 0915 DL7LX         599 39 4L8A          599 855
QSO: 14029 CW 2011-05-28 0917 DL7LX         599 040 EI2CN         599 0177
QSO: 14033 CW 2011-05-28 0923 DL7LX         599 0041 CR3L          599 0334
QSO: 14035 CW 2011-05-28 0925 DL7LX         599 0042 UY1U          599 0304
QSO: 14037 CW 2011-05-28 0929 DL7LX         599 043 SJ2W          599 1012
QSO: 14038 CW 2011-05-28 0930 DL7LX         599 44 EW8DX         599 643
QSO: 14000 CW 2011-05-28 0931 DL7LX         599 45 ES6Q          599 0555
QSO: 14043 CW 2011-05-28 0934 DL7LX         599 046 IR9Y          599 923
QSO: 14043 CW 2011-05-28 0935 DL7LX         599 0047 UT0RM         599 0598
QSO: 14048 CW 2011-05-28 0938 DL7LX         599 048 CR6K          599 0683
QSO: 14050 CW 2011-05-28 0940 DL7LX         599 0049 SV1ENG        599 0397
QSO: 14051 CW 2011-05-28 0941 DL7LX         599 0050 GM3ZBE        599 0134
QSO: 21001 CW 2011-05-28 0947 DL7LX         599 0051 UZ5I          599 0410
QSO: 21022 CW 2011-05-28 0958 DL7LX         599 052 3V8SS         599 0481
QSO: 21033 CW 2011-05-28 1014 DL7LX         599 53 UN8GV         599 608
QSO: 21035 CW 2011-05-28 1019 DL7LX         599 054 II9T          599 381
QSO: 21037 CW 2011-05-28 1020 DL7LX         599 0055 UY7C          599 0288
QSO: 21039 CW 2011-05-28 1021 DL7LX         599 0056 EM2G          599 0792
QSO: 21040 CW 2011-05-28 1023 DL7LX         599 57 EW8DX         599 698
QSO: 21041 CW 2011-05-28 1028 DL7LX         599 0058 A65CA         599 0719
QSO: 21010 CW 2011-05-28 1454 DL7LX         599 059 4L0A          599 1216
QSO: 21023 CW 2011-05-28 1503 DL7LX         599 060 OG8X          599 0927
QSO: 21000 CW 2011-05-28 1506 DL7LX         599 062 IT9INO        599 278
QSO: 21033 CW 2011-05-28 1508 DL7LX         599 062 EF8M          599 1311
QSO: 21000 CW 2011-05-28 1512 DL7LX         599 0063 PS2T          599 1134
QSO: 21042 CW 2011-05-28 1514 DL7LX         599 064 ED8A          599 0711
QSO: 21046 CW 2011-05-28 1515 DL7LX         599 65 UR5IFX        599 497
QSO: 21053 CW 2011-05-28 1517 DL7LX         599 66 OG0Z          599 1023
QSO: 21053 CW 2011-05-28 1519 DL7LX         599 067 OH1F          599 0945
QSO: 21065 CW 2011-05-28 1523 DL7LX         599 0068 LA9BM         599 0090
QSO: 21066 CW 2011-05-28 1524 DL7LX         599 069 LN5O          599 0028
QSO: 28012 CW 2011-05-28 1529 DL7LX         599 070 SK3W          599 0189
QSO: 28009 CW 2011-05-28 1533 DL7LX         599 0071 UY5QO         599 0043
QSO: 28027 CW 2011-05-28 1536 DL7LX         599 072 OH2XX         599 0116
QSO: 28033 CW 2011-05-28 1537 DL7LX         599 073 RU7A          599 0368
QSO: 28035 CW 2011-05-28 1540 DL7LX         599 074 SB3W          599 0095
QSO: 14000 CW 2011-05-28 1553 DL7LX         599 075 Z33A          599 0319
QSO: 14002 CW 2011-05-28 1555 DL7LX         599 076 LY2XW         599 0519
QSO: 14004 CW 2011-05-28 1558 DL7LX         599 77 LY2J          599 781
QSO: 14010 CW 2011-05-28 1609 DL7LX         599 0078 4Z5TK         599 0858
QSO: 14011 CW 2011-05-28 1610 DL7LX         599 0069 SE0X          599 0637
QSO: 14000 CW 2011-05-28 1615 DL7LX         599 80 6W/RK4FF      599 1208
QSO: 14020 CW 2011-05-28 1624 DL7LX         599 081 SK3W          599 0987
QSO: 14031 CW 2011-05-28 1642 DL7LX         599 083 E7DX          599 1692
QSO: 14000 CW 2011-05-28 1644 DL7LX         599 84 EU1AZ         599 940
QSO: 14035 CW 2011-05-28 1646 DL7LX         599 085 IK6MNB        599 0629
QSO: 14037 CW 2011-05-28 1647 DL7LX         599 0086 CN8KD         599 0513
QSO: 14000 CW 2011-05-28 1650 DL7LX         599 088 Z35X          599 0649
QSO: 14039 CW 2011-05-28 1650 DL7LX         599 0087 CR3L          599 0821
QSO: 14000 CW 2011-05-28 1653 DL7LX         599 089 T70A          599 1075
QSO: 14042 CW 2011-05-28 1656 DL7LX         599 090 E73W          599 0796
QSO: 14042 CW 2011-05-28 1658 DL7LX         599 091 SZ1A          599 1131
QSO: 14045 CW 2011-05-28 1750 DL7LX         599 0092 UZ2M          599 1623
QSO: 14048 CW 2011-05-28 1753 DL7LX         599 93 S50A          599 1058
QSO: 14049 CW 2011-05-28 1754 DL7LX         599 0094 YO3APJ        599 0596
QSO: 14051 CW 2011-05-28 1758 DL7LX         599 096 OH5Z          599 0936
QSO: 14054 CW 2011-05-28 1800 DL7LX         599 097 G5D           599 1163
QSO: 14001 CW 2011-05-28 2017 DL7LX         599 088 K3WW          599 639
QSO: 14002 CW 2011-05-28 2019 DL7LX         599 0099 N2WQ/VE3      599 0545
QSO: 14003 CW 2011-05-28 2025 DL7LX         599 0100 MD2C          599 1344
QSO: 14000 CW 2011-05-28 2032 DL7LX         599 101 LG5LG         599 1029
QSO: 14000 CW 2011-05-28 2036 DL7LX         599 102 J48HW         599 926
QSO: 14012 CW 2011-05-28 2042 DL7LX         599 0103 CW5W          599 1531
QSO: 14012 CW 2011-05-28 2045 DL7LX         599 104 W8MJ          599 0952
QSO: 14014 CW 2011-05-28 2047 DL7LX         599 105 NQ4I          599 1084
QSO: 14000 CW 2011-05-28 2049 DL7LX         599 106 IR4M          599 1593
QSO:  3509 CW 2011-05-29 0054 DL7LX         599 107 E7DX          599 2485
QSO:  3510 CW 2011-05-29 0056 DL7LX         599 108 OH6MW         599 0503
QSO:  3500 CW 2011-05-29 0058 DL7LX         599 109 F2DX          599 0668
QSO:  3500 CW 2011-05-29 0100 DL7LX         599 110 4L5O          599 297
QSO:  7003 CW 2011-05-29 2020 DL7LX         599 0111 OM3IAG        599 0905
QSO:  7004 CW 2011-05-29 2023 DL7LX         599 0112 UX5D          599 1209
QSO:  7000 CW 2011-05-29 2025 DL7LX         599 0113 IZ3DBA        599 1034
QSO:  7006 CW 2011-05-29 2027 DL7LX         599 114 YL0Y          599 3484
QSO:  7007 CW 2011-05-29 2032 DL7LX         599 115 S58Q          599 487
QSO:  7008 CW 2011-05-29 2032 DL7LX         599 116 EW8DJ         599 1130
QSO:  7009 CW 2011-05-29 2033 DL7LX         599 0117 YL2KO         599 2615
QSO:  7000 CW 2011-05-29 2036 DL7LX         599 0116 ER6A          599 1016
END-OF-LOG:
