START-OF-LOG: 3.0
CALLSIGN: PZ5V
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 19476758
NAME: Ned Stearns
LOCATION: DX
OPERATORS: AA7A, G4IRN, N4QS, N7CW, KY7M
CLUB: 3/5 ARIZONA OUTLAWS CONTEST CLUB, 1/5 WEY VALLEY AMATEUR RADIO GROUP
QSO: 14030 CW 2016-11-26 0008 PZ5V          599 09     N6GQ          599 03     0
QSO:  7031 CW 2016-11-26 0008 PZ5V          599 09     PY4ARS        599 11     1
QSO:  7031 CW 2016-11-26 0008 PZ5V          599 09     VE1DT         599 05     1
QSO: 14030 CW 2016-11-26 0008 PZ5V          599 09     WT9Q          599 04     0
QSO: 14030 CW 2016-11-26 0009 PZ5V          599 09     K6WSC         599 03     0
QSO: 14030 CW 2016-11-26 0009 PZ5V          599 09     N8BJQ         599 04     0
QSO:  7031 CW 2016-11-26 0009 PZ5V          599 09     PR7GY         599 11     1
QSO:  7031 CW 2016-11-26 0009 PZ5V          599 09     VE3KI         599 04     1
QSO:  7031 CW 2016-11-26 0009 PZ5V          599 09     VE9HF         599 05     1
QSO:  7031 CW 2016-11-26 0010 PZ5V          599 09     K0ZR          599 05     1
QSO: 14030 CW 2016-11-26 0010 PZ5V          599 09     KM6Z          599 03     0
QSO: 14030 CW 2016-11-26 0010 PZ5V          599 09     NW3Y          599 05     0
QSO:  7031 CW 2016-11-26 0010 PZ5V          599 09     SO4R          599 15     1
QSO:  7031 CW 2016-11-26 0010 PZ5V          599 09     UA4M          599 16     1
QSO: 14030 CW 2016-11-26 0010 PZ5V          599 09     WE6EZ         599 04     0
QSO:  7033 CW 2016-11-26 0011 PZ5V          599 09     DL2HYH        599 14     1
QSO: 14030 CW 2016-11-26 0011 PZ5V          599 09     K3UL          599 05     0
QSO: 14030 CW 2016-11-26 0011 PZ5V          599 09     K9QVB         599 04     0
QSO: 14030 CW 2016-11-26 0011 PZ5V          599 09     N2TK          599 05     0
QSO:  7033 CW 2016-11-26 0011 PZ5V          599 09     SO4R          599 15     1
QSO: 14030 CW 2016-11-26 0012 PZ5V          599 09     AA0AI         599 04     0
QSO:  7033 CW 2016-11-26 0012 PZ5V          599 09     K0DQ          599 05     1
QSO:  7033 CW 2016-11-26 0012 PZ5V          599 09     K3SW          599 05     1
QSO: 14030 CW 2016-11-26 0012 PZ5V          599 09     K6RC          599 03     0
QSO: 14030 CW 2016-11-26 0012 PZ5V          599 09     K8AZ          599 04     0
QSO:  7033 CW 2016-11-26 0012 PZ5V          599 09     OM7M          599 15     1
QSO: 14030 CW 2016-11-26 0012 PZ5V          599 09     WC1M          599 05     0
QSO: 14030 CW 2016-11-26 0013 PZ5V          599 09     AA0AW         599 04     0
QSO:  7033 CW 2016-11-26 0013 PZ5V          599 09     DF9ZP         599 14     1
QSO:  7033 CW 2016-11-26 0013 PZ5V          599 09     RT0C          599 19     1
QSO: 14030 CW 2016-11-26 0013 PZ5V          599 09     VE1RSM        599 05     0
QSO:  7033 CW 2016-11-26 0014 PZ5V          599 09     9M8K          599 28     1
QSO: 14030 CW 2016-11-26 0014 PZ5V          599 09     K0NM          599 04     0
QSO: 14030 CW 2016-11-26 0014 PZ5V          599 09     K3LR          599 05     0
QSO: 14030 CW 2016-11-26 0014 PZ5V          599 09     KF2O          599 05     0
QSO:  7033 CW 2016-11-26 0014 PZ5V          599 09     KX1E          599 05     1
QSO:  7033 CW 2016-11-26 0014 PZ5V          599 09     RT5Z          599 16     1
QSO:  7033 CW 2016-11-26 0014 PZ5V          599 09     W3KB          599 05     1
QSO: 14030 CW 2016-11-26 0015 PZ5V          599 09     K5WA          599 04     0
QSO: 14030 CW 2016-11-26 0015 PZ5V          599 09     K6JS          599 03     0
QSO: 14030 CW 2016-11-26 0015 PZ5V          599 09     K7LFY         599 03     0
QSO:  7033 CW 2016-11-26 0015 PZ5V          599 09     LY5Q          599 15     1
QSO:  7033 CW 2016-11-26 0015 PZ5V          599 09     W1JQ          599 05     1
QSO: 14030 CW 2016-11-26 0015 PZ5V          599 09     W6OAT         599 03     0
QSO:  7033 CW 2016-11-26 0016 PZ5V          599 09     SP3A          599 15     1
QSO: 14030 CW 2016-11-26 0016 PZ5V          599 09     VE9XX         599 05     0
QSO:  7033 CW 2016-11-26 0016 PZ5V          599 09     W0AIH         599 04     1
QSO: 14030 CW 2016-11-26 0016 PZ5V          599 09     W0CZE         599 03     0
QSO: 14030 CW 2016-11-26 0016 PZ5V          599 09     W6XR          599 05     0
QSO:  7033 CW 2016-11-26 0017 PZ5V          599 09     K3LR          599 05     1
QSO: 14030 CW 2016-11-26 0017 PZ5V          599 09     K4LRX         599 04     0
QSO:  7033 CW 2016-11-26 0017 PZ5V          599 09     LY60K         599 15     1
QSO: 14030 CW 2016-11-26 0017 PZ5V          599 09     N1MM          599 05     0
QSO:  7033 CW 2016-11-26 0017 PZ5V          599 09     NE3H          599 05     1
QSO:  7033 CW 2016-11-26 0017 PZ5V          599 09     PY5XH         599 11     1
QSO: 14030 CW 2016-11-26 0018 PZ5V          599 09     K5ML          599 03     0
QSO:  7033 CW 2016-11-26 0018 PZ5V          599 09     N4IQ          599 05     1
QSO: 14030 CW 2016-11-26 0018 PZ5V          599 09     N4KG          599 04     0
QSO:  7033 CW 2016-11-26 0018 PZ5V          599 09     N7WA          599 03     1
QSO: 14030 CW 2016-11-26 0018 PZ5V          599 09     W1FJ          599 05     0
QSO:  7033 CW 2016-11-26 0019 PZ5V          599 09     K1YT          599 05     1
QSO:  7033 CW 2016-11-26 0019 PZ5V          599 09     K2NV          599 05     1
QSO: 14030 CW 2016-11-26 0019 PZ5V          599 09     K3OO          599 05     0
QSO: 14030 CW 2016-11-26 0019 PZ5V          599 09     K6NO          599 03     0
QSO:  7033 CW 2016-11-26 0019 PZ5V          599 09     LX7I          599 14     1
QSO: 14030 CW 2016-11-26 0019 PZ5V          599 09     N2MM          599 05     0
QSO: 14030 CW 2016-11-26 0019 PZ5V          599 09     NA8V          599 04     0
QSO:  7033 CW 2016-11-26 0020 PZ5V          599 09     DL1MGB        599 14     1
QSO:  7033 CW 2016-11-26 0020 PZ5V          599 09     S58N          599 15     1
QSO: 14030 CW 2016-11-26 0020 PZ5V          599 09     VE3GFN        599 04     0
QSO: 14030 CW 2016-11-26 0020 PZ5V          599 09     W1WMU         599 04     0
QSO: 14030 CW 2016-11-26 0020 PZ5V          599 09     W9AV          599 04     0
QSO:  7033 CW 2016-11-26 0020 PZ5V          599 09     WT5L          599 05     1
QSO:  7033 CW 2016-11-26 0021 PZ5V          599 09     K2ZF          599 05     1
QSO: 14030 CW 2016-11-26 0021 PZ5V          599 09     N7ELL         599 03     0
QSO:  7033 CW 2016-11-26 0021 PZ5V          599 09     VE3KP         599 04     1
QSO: 14030 CW 2016-11-26 0021 PZ5V          599 09     VE3VEE        599 04     0
QSO:  7033 CW 2016-11-26 0021 PZ5V          599 09     W9AEB         599 04     1
QSO: 14030 CW 2016-11-26 0022 PZ5V          599 09     K5MV          599 04     0
QSO: 14030 CW 2016-11-26 0022 PZ5V          599 09     K7LOL         599 03     0
QSO: 14030 CW 2016-11-26 0022 PZ5V          599 09     K8GM          599 04     0
QSO:  7033 CW 2016-11-26 0022 PZ5V          599 09     RK3IR         599 16     1
QSO:  7033 CW 2016-11-26 0022 PZ5V          599 09     W2TA          599 05     1
QSO:  7033 CW 2016-11-26 0022 PZ5V          599 09     W3JX          599 05     1
QSO: 14030 CW 2016-11-26 0023 PZ5V          599 09     K6RIM         599 03     0
QSO: 14030 CW 2016-11-26 0023 PZ5V          599 09     N4WW          599 05     0
QSO: 14030 CW 2016-11-26 0023 PZ5V          599 09     N8TR          599 04     0
QSO:  7033 CW 2016-11-26 0023 PZ5V          599 09     PR7HR         599 11     1
QSO: 14030 CW 2016-11-26 0023 PZ5V          599 09     PR9M          599 11     0
QSO: 14030 CW 2016-11-26 0024 PZ5V          599 09     K1ZZ          599 05     0
QSO: 14030 CW 2016-11-26 0024 PZ5V          599 09     N4FZ          599 05     0
QSO:  7033 CW 2016-11-26 0024 PZ5V          599 09     PY6TS         599 11     1
QSO:  7033 CW 2016-11-26 0024 PZ5V          599 09     S56K          599 15     1
QSO: 14030 CW 2016-11-26 0024 PZ5V          599 09     VE7VR         599 03     0
QSO: 14030 CW 2016-11-26 0024 PZ5V          599 09     W8MJ          599 04     0
QSO: 14030 CW 2016-11-26 0025 PZ5V          599 09     K9CT          599 04     0
QSO: 14030 CW 2016-11-26 0025 PZ5V          599 09     KG7NV         599 03     0
QSO: 14030 CW 2016-11-26 0025 PZ5V          599 09     KI6QDH        599 03     0
QSO:  7033 CW 2016-11-26 0025 PZ5V          599 09     RG6G          599 16     1
QSO:  7033 CW 2016-11-26 0026 PZ5V          599 09     AA9A          599 04     1
QSO: 14030 CW 2016-11-26 0026 PZ5V          599 09     K2UV          599 05     0
QSO:  7033 CW 2016-11-26 0026 PZ5V          599 09     N0IJ          599 04     1
QSO:  7033 CW 2016-11-26 0026 PZ5V          599 09     N2NI          599 05     1
QSO: 14030 CW 2016-11-26 0026 PZ5V          599 09     ND8L          599 04     0
QSO: 14030 CW 2016-11-26 0026 PZ5V          599 09     NU7P          599 03     0
QSO: 14030 CW 2016-11-26 0026 PZ5V          599 09     VE3JM         599 04     0
QSO: 14030 CW 2016-11-26 0027 PZ5V          599 09     AC4G          599 04     0
QSO:  7033 CW 2016-11-26 0027 PZ5V          599 09     K4YFH         599 05     1
QSO: 14030 CW 2016-11-26 0027 PZ5V          599 09     KN1CBR        599 04     0
QSO:  7033 CW 2016-11-26 0027 PZ5V          599 09     N8UM          599 04     1
QSO:  7033 CW 2016-11-26 0027 PZ5V          599 09     VA3DF         599 04     1
QSO:  7033 CW 2016-11-26 0027 PZ5V          599 09     W2YC          599 05     1
QSO: 14030 CW 2016-11-26 0027 PZ5V          599 09     WP3E          599 08     0
QSO: 14030 CW 2016-11-26 0027 PZ5V          599 09     WW2Y          599 05     0
QSO: 14030 CW 2016-11-26 0028 PZ5V          599 09     K1RU          599 05     0
QSO: 14030 CW 2016-11-26 0028 PZ5V          599 09     K3FMQ         599 05     0
QSO:  7033 CW 2016-11-26 0028 PZ5V          599 09     K3SWZ         599 05     1
QSO:  7033 CW 2016-11-26 0028 PZ5V          599 09     K4WMS         599 05     1
QSO: 14030 CW 2016-11-26 0028 PZ5V          599 09     W3LPL         599 05     0
QSO:  7033 CW 2016-11-26 0028 PZ5V          599 09     W9IX          599 04     1
QSO: 14030 CW 2016-11-26 0029 PZ5V          599 09     AF4HL         599 05     0
QSO:  7033 CW 2016-11-26 0029 PZ5V          599 09     K2EP          599 05     1
QSO:  7033 CW 2016-11-26 0029 PZ5V          599 09     K3CR          599 05     1
QSO: 14030 CW 2016-11-26 0029 PZ5V          599 09     K6XX          599 03     0
QSO: 14030 CW 2016-11-26 0029 PZ5V          599 09     K7WP          599 03     0
QSO: 14030 CW 2016-11-26 0029 PZ5V          599 09     N0IW          599 04     0
QSO:  7033 CW 2016-11-26 0029 PZ5V          599 09     N4VV          599 04     1
QSO:  7033 CW 2016-11-26 0029 PZ5V          599 09     W1EBI         599 05     1
QSO:  7033 CW 2016-11-26 0029 PZ5V          599 09     WK4Y          599 05     1
QSO:  7033 CW 2016-11-26 0030 PZ5V          599 09     IK6JOT        599 15     1
QSO: 14030 CW 2016-11-26 0030 PZ5V          599 09     K2QPN         599 05     0
QSO: 14030 CW 2016-11-26 0030 PZ5V          599 09     KB4GYT        599 05     0
QSO: 14030 CW 2016-11-26 0030 PZ5V          599 09     PT2AP         599 11     0
QSO:  7033 CW 2016-11-26 0030 PZ5V          599 09     W0CZE         599 03     1
QSO:  7033 CW 2016-11-26 0031 PZ5V          599 09     F6KDL         599 14     1
QSO:  7033 CW 2016-11-26 0031 PZ5V          599 09     I1NVU         599 15     1
QSO: 14030 CW 2016-11-26 0031 PZ5V          599 09     K7OX          599 03     0
QSO: 14030 CW 2016-11-26 0031 PZ5V          599 09     K9MA          599 04     0
QSO: 14030 CW 2016-11-26 0031 PZ5V          599 09     KD0EE         599 04     0
QSO:  7033 CW 2016-11-26 0031 PZ5V          599 09     W4EAB         599 05     1
QSO:  7033 CW 2016-11-26 0032 PZ5V          599 09     DL1NKS        599 14     1
QSO:  7033 CW 2016-11-26 0032 PZ5V          599 09     I5ZUF         599 15     1
QSO:  7033 CW 2016-11-26 0032 PZ5V          599 09     KQ2M          599 05     1
QSO: 14030 CW 2016-11-26 0032 PZ5V          599 09     W6FA          599 03     0
QSO: 14030 CW 2016-11-26 0032 PZ5V          599 09     W8JH          599 04     0
QSO: 14030 CW 2016-11-26 0032 PZ5V          599 09     WO4O          599 05     0
QSO: 14030 CW 2016-11-26 0033 PZ5V          599 09     K4LQ          599 05     0
QSO:  7033 CW 2016-11-26 0033 PZ5V          599 09     K6ND          599 05     1
QSO: 14030 CW 2016-11-26 0033 PZ5V          599 09     K6RB          599 03     0
QSO:  7033 CW 2016-11-26 0033 PZ5V          599 09     KC4TEO        599 04     1
QSO: 14030 CW 2016-11-26 0033 PZ5V          599 09     W2GS          599 04     0
QSO: 14030 CW 2016-11-26 0033 PZ5V          599 09     WA8RCN        599 04     0
QSO:  7033 CW 2016-11-26 0034 PZ5V          599 09     K9CT          599 04     1
QSO: 14030 CW 2016-11-26 0034 PZ5V          599 09     N0AV          599 04     0
QSO: 14030 CW 2016-11-26 0034 PZ5V          599 09     N3AE          599 05     0
QSO:  7033 CW 2016-11-26 0034 PZ5V          599 09     RM9A          599 17     1
QSO: 14030 CW 2016-11-26 0034 PZ5V          599 09     W2GS          599 04     0
QSO:  7033 CW 2016-11-26 0034 PZ5V          599 09     W3FIZ         599 05     1
QSO: 14030 CW 2016-11-26 0034 PZ5V          599 09     W5VQ          599 04     0
QSO:  7033 CW 2016-11-26 0034 PZ5V          599 09     W7WA          599 03     1
QSO:  7033 CW 2016-11-26 0035 PZ5V          599 09     AA8OY         599 04     1
QSO: 14030 CW 2016-11-26 0035 PZ5V          599 09     KB1EFS        599 05     0
QSO:  7033 CW 2016-11-26 0035 PZ5V          599 09     OE1SZW        599 15     1
QSO: 14030 CW 2016-11-26 0035 PZ5V          599 09     W2JU          599 05     0
QSO: 14030 CW 2016-11-26 0035 PZ5V          599 09     W8RTJ         599 04     0
QSO: 14030 CW 2016-11-26 0035 PZ5V          599 09     WX1S          599 05     0
QSO: 14030 CW 2016-11-26 0036 PZ5V          599 09     K1GU          599 04     0
QSO: 14030 CW 2016-11-26 0036 PZ5V          599 09     K2ZR          599 05     0
QSO:  7033 CW 2016-11-26 0036 PZ5V          599 09     K8GL          599 04     1
QSO: 14030 CW 2016-11-26 0036 PZ5V          599 09     N6WS          599 03     0
QSO:  7033 CW 2016-11-26 0036 PZ5V          599 09     SV1BJW        599 20     1
QSO:  7033 CW 2016-11-26 0037 PZ5V          599 09     N4ADC         599 05     1
QSO: 14030 CW 2016-11-26 0037 PZ5V          599 09     N7RD          599 03     0
QSO:  7033 CW 2016-11-26 0037 PZ5V          599 09     NE8O/4        599 05     1
QSO: 14030 CW 2016-11-26 0037 PZ5V          599 09     W1RH          599 03     0
QSO: 14030 CW 2016-11-26 0037 PZ5V          599 09     W2FU          599 05     0
QSO: 14030 CW 2016-11-26 0037 PZ5V          599 09     W2TZ          599 05     0
QSO: 14030 CW 2016-11-26 0037 PZ5V          599 09     WY3A          599 05     0
QSO: 14030 CW 2016-11-26 0038 PZ5V          599 09     K5OA          599 03     0
QSO:  7033 CW 2016-11-26 0038 PZ5V          599 09     KU2K          599 05     1
QSO:  7033 CW 2016-11-26 0038 PZ5V          599 09     KV2K          599 05     1
QSO: 14030 CW 2016-11-26 0038 PZ5V          599 09     N2VW          599 05     0
QSO: 14030 CW 2016-11-26 0038 PZ5V          599 09     W4AAW         599 05     0
QSO:  7033 CW 2016-11-26 0039 PZ5V          599 09     K2LE          599 05     1
QSO: 14030 CW 2016-11-26 0039 PZ5V          599 09     K4LM          599 05     0
QSO:  7033 CW 2016-11-26 0039 PZ5V          599 09     N3RS          599 05     1
QSO: 14030 CW 2016-11-26 0039 PZ5V          599 09     VE3MIS        599 04     0
QSO:  7033 CW 2016-11-26 0039 PZ5V          599 09     VE3MIS        599 04     1
QSO: 14030 CW 2016-11-26 0039 PZ5V          599 09     W1GD          599 05     0
QSO:  7033 CW 2016-11-26 0039 PZ5V          599 09     W8MJ          599 04     1
QSO: 14030 CW 2016-11-26 0040 PZ5V          599 09     K4TCG         599 04     0
QSO: 14030 CW 2016-11-26 0040 PZ5V          599 09     K4WI          599 04     0
QSO: 14030 CW 2016-11-26 0040 PZ5V          599 09     N1UR          599 05     0
QSO:  7033 CW 2016-11-26 0040 PZ5V          599 09     NJ1T          599 05     1
QSO:  7033 CW 2016-11-26 0040 PZ5V          599 09     NR5M          599 04     1
QSO: 14030 CW 2016-11-26 0040 PZ5V          599 09     NZ3O          599 05     0
QSO:  7033 CW 2016-11-26 0041 PZ5V          599 09     K8CX          599 04     1
QSO: 14030 CW 2016-11-26 0041 PZ5V          599 09     LT1F          599 13     0
QSO:  7033 CW 2016-11-26 0041 PZ5V          599 09     LZ2FL         599 20     1
QSO: 14030 CW 2016-11-26 0041 PZ5V          599 09     N6AR          599 05     0
QSO:  7033 CW 2016-11-26 0041 PZ5V          599 09     W1GD          599 05     1
QSO: 14030 CW 2016-11-26 0041 PZ5V          599 09     W3EA          599 05     0
QSO: 14030 CW 2016-11-26 0041 PZ5V          599 09     W3W           599 05     0
QSO: 14030 CW 2016-11-26 0042 PZ5V          599 09     K2NV          599 05     0
QSO:  7033 CW 2016-11-26 0042 PZ5V          599 09     KA9O          599 04     1
QSO: 14030 CW 2016-11-26 0042 PZ5V          599 09     N1LN          599 05     0
QSO:  7033 CW 2016-11-26 0042 PZ5V          599 09     N3AD          599 05     1
QSO: 14030 CW 2016-11-26 0042 PZ5V          599 09     N9SE          599 04     0
QSO:  7033 CW 2016-11-26 0042 PZ5V          599 09     W1ZT          599 05     1
QSO: 14030 CW 2016-11-26 0042 PZ5V          599 09     W2LE          599 05     0
QSO:  7033 CW 2016-11-26 0042 PZ5V          599 09     W3LL          599 05     1
QSO: 14030 CW 2016-11-26 0043 PZ5V          599 09     K9MMS         599 04     0
QSO: 14030 CW 2016-11-26 0043 PZ5V          599 09     KU2C          599 05     0
QSO: 14030 CW 2016-11-26 0043 PZ5V          599 09     N4VV          599 04     0
QSO:  7033 CW 2016-11-26 0043 PZ5V          599 09     TM1EA         599 14     1
QSO:  7033 CW 2016-11-26 0043 PZ5V          599 09     W1MD          599 05     1
QSO:  7033 CW 2016-11-26 0043 PZ5V          599 09     W2FU          599 05     1
QSO:  7033 CW 2016-11-26 0044 PZ5V          599 09     AA4R          599 05     1
QSO: 14030 CW 2016-11-26 0044 PZ5V          599 09     K2TQC         599 05     0
QSO: 14030 CW 2016-11-26 0044 PZ5V          599 09     K5KG          599 05     0
QSO:  7033 CW 2016-11-26 0044 PZ5V          599 09     KM4JA         599 04     1
QSO: 14030 CW 2016-11-26 0044 PZ5V          599 09     NA3M          599 05     0
QSO: 14030 CW 2016-11-26 0044 PZ5V          599 09     PY2LW         599 11     0
QSO:  7033 CW 2016-11-26 0044 PZ5V          599 09     UA2F          599 15     1
QSO: 14030 CW 2016-11-26 0044 PZ5V          599 09     W4VIC         599 05     0
QSO: 14030 CW 2016-11-26 0045 PZ5V          599 09     K1GQ          599 05     0
QSO: 14030 CW 2016-11-26 0045 PZ5V          599 09     KB3Z          599 05     0
QSO:  7033 CW 2016-11-26 0045 PZ5V          599 09     KG4CUY        599 04     1
QSO:  7033 CW 2016-11-26 0045 PZ5V          599 09     TK0C          599 15     1
QSO: 14030 CW 2016-11-26 0045 PZ5V          599 09     VE3KZ         599 04     0
QSO: 14030 CW 2016-11-26 0045 PZ5V          599 09     W3GQ          599 05     0
QSO:  7033 CW 2016-11-26 0045 PZ5V          599 09     W9PA          599 04     1
QSO:  7033 CW 2016-11-26 0046 PZ5V          599 09     K0AD          599 04     1
QSO:  7033 CW 2016-11-26 0046 PZ5V          599 09     LY8O          599 15     1
QSO:  7033 CW 2016-11-26 0046 PZ5V          599 09     NO7R          599 03     1
QSO:  7033 CW 2016-11-26 0047 PZ5V          599 09     AB3CX         599 05     1
QSO:  7033 CW 2016-11-26 0047 PZ5V          599 09     K2UF          599 05     1
QSO:  7033 CW 2016-11-26 0047 PZ5V          599 09     K8MFO         599 04     1
QSO: 14030 CW 2016-11-26 0047 PZ5V          599 09     N3RJ          599 05     0
QSO:  7033 CW 2016-11-26 0047 PZ5V          599 09     NN3W          599 05     1
QSO:  7033 CW 2016-11-26 0048 PZ5V          599 09     CE3CT         599 12     1
QSO:  7033 CW 2016-11-26 0048 PZ5V          599 09     DL0GL         599 14     1
QSO:  7033 CW 2016-11-26 0049 PZ5V          599 09     AF4RK         599 05     1
QSO:  7033 CW 2016-11-26 0049 PZ5V          599 09     N2TK          599 05     1
QSO:  7033 CW 2016-11-26 0049 PZ5V          599 09     RX7K          599 16     1
QSO:  7033 CW 2016-11-26 0050 PZ5V          599 09     N4LA          599 05     1
QSO:  7033 CW 2016-11-26 0050 PZ5V          599 09     N5TJ          599 04     1
QSO:  3516 CW 2016-11-26 0050 PZ5V          599 09     UP0L          599 17     0
QSO:  3531 CW 2016-11-26 0051 PZ5V          599 09     EF8R          599 33     0
QSO:  7033 CW 2016-11-26 0051 PZ5V          599 09     LZ1HW         599 20     1
QSO:  7033 CW 2016-11-26 0052 PZ5V          599 09     K2XR          599 05     1
QSO:  7033 CW 2016-11-26 0052 PZ5V          599 09     KC1XX         599 05     1
QSO:  7033 CW 2016-11-26 0052 PZ5V          599 09     KI1G          599 05     1
QSO:  3531 CW 2016-11-26 0052 PZ5V          599 09     OM7M          599 15     0
QSO:  3531 CW 2016-11-26 0052 PZ5V          599 09     RV3FF         599 16     0
QSO:  3531 CW 2016-11-26 0052 PZ5V          599 09     W0BV          599 04     0
QSO:  7033 CW 2016-11-26 0053 PZ5V          599 09     N1API         599 05     1
QSO:  7033 CW 2016-11-26 0053 PZ5V          599 09     N2MF          599 05     1
QSO:  3531 CW 2016-11-26 0053 PZ5V          599 09     OM8A          599 15     0
QSO:  3531 CW 2016-11-26 0053 PZ5V          599 09     WG3J          599 05     0
QSO:  3531 CW 2016-11-26 0054 PZ5V          599 09     CN2R          599 33     0
QSO:  3531 CW 2016-11-26 0054 PZ5V          599 09     CR3W          599 33     0
QSO:  7033 CW 2016-11-26 0054 PZ5V          599 09     N7US          599 04     1
QSO:  7033 CW 2016-11-26 0054 PZ5V          599 09     VA2AM         599 05     1
QSO:  7033 CW 2016-11-26 0054 PZ5V          599 09     ZX2F          599 11     1
QSO:  3531 CW 2016-11-26 0055 PZ5V          599 09     9A1P          599 15     0
QSO:  3531 CW 2016-11-26 0055 PZ5V          599 09     K3LR          599 05     0
QSO:  3531 CW 2016-11-26 0055 PZ5V          599 09     N5JR          599 04     0
QSO:  7033 CW 2016-11-26 0055 PZ5V          599 09     N9NE          599 04     1
QSO:  7033 CW 2016-11-26 0055 PZ5V          599 09     RN9N          599 17     1
QSO:  7033 CW 2016-11-26 0056 PZ5V          599 09     IZ2DII        599 15     1
QSO:  7033 CW 2016-11-26 0056 PZ5V          599 09     K9NU          599 04     1
QSO:  3531 CW 2016-11-26 0056 PZ5V          599 09     LY9Y          599 15     0
