START-OF-LOG: 3.0
CALLSIGN: N4PSE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 691169
NAME: Jim Cast
LOCATION: NC
OPERATORS: N4PSE
CLUB:
CERTIFICATE: NO
CREATED-BY: N3FJP's CQ WW DX Contest Log 5.5
SOAPBOX: Good way to spend a rainy weekend at our mountain house!
QSO: 21289 PH 2017-10-28 1448 N4PSE         59  05     SP9KAO        59  15     0
QSO: 21294 PH 2017-10-28 1448 N4PSE         59  05     PJ4G          59  09     0
QSO: 21302 PH 2017-10-28 1449 N4PSE         59  05     SN7D          59  15     0
QSO: 21300 PH 2017-10-28 1450 N4PSE         59  05     ON6ZK         59  14     0
QSO: 21336 PH 2017-10-28 1450 N4PSE         59  05     TM4Q          59  14     0
QSO: 21346 PH 2017-10-28 1451 N4PSE         59  05     EF7T          59  14     0
QSO: 21370 PH 2017-10-28 1452 N4PSE         59  05     YT0Z          59  15     0
QSO: 21448 PH 2017-10-28 1454 N4PSE         59  05     GJ2A          59  14     0
QSO: 21384 PH 2017-10-28 1459 N4PSE         59  05     UA2FZ         59  15     0
QSO: 21389 PH 2017-10-28 1459 N4PSE         59  05     TG9IIN        59  07     0
QSO: 21407 PH 2017-10-28 1500 N4PSE         59  05     LY7Z          59  15     0
QSO: 21341 PH 2017-10-28 1502 N4PSE         59  05     I2WIJ         59  15     0
QSO: 21317 PH 2017-10-28 1503 N4PSE         59  05     F4GGQ         59  14     0
QSO: 21378 PH 2017-10-28 1505 N4PSE         59  05     DJ5MW         59  14     0
QSO: 21390 PH 2017-10-28 1507 N4PSE         59  05     OE3IDE        59  15     0
QSO: 21426 PH 2017-10-28 1510 N4PSE         59  05     PJ2T          59  09     0
QSO: 21283 PH 2017-10-28 1510 N4PSE         59  05     S56K          59  15     0
QSO: 21365 PH 2017-10-28 1512 N4PSE         59  05     OE6Z          59  15     0
QSO: 21291 PH 2017-10-28 1513 N4PSE         59  05     HG6Y          59  15     0
QSO: 21442 PH 2017-10-28 1513 N4PSE         59  05     IS0BSR        59  15     0
QSO: 21304 PH 2017-10-28 1515 N4PSE         59  05     II9P          59  15     0
QSO: 21358 PH 2017-10-28 1517 N4PSE         59  05     OE3GCU        59  15     0
QSO: 14153 PH 2017-10-28 1525 N4PSE         59  05     IB2T          59  15     0
QSO: 14317 PH 2017-10-28 1526 N4PSE         59  05     IU4HMP        59  15     0
QSO: 21333 PH 2017-10-28 1530 N4PSE         59  05     IB4X          59  15     0
QSO: 21309 PH 2017-10-28 1531 N4PSE         59  05     LY5T          59  15     0
QSO: 21337 PH 2017-10-28 1532 N4PSE         59  05     YT6T          59  15     0
QSO: 21323 PH 2017-10-28 1533 N4PSE         59  05     TM6M          59  14     0
QSO: 21290 PH 2017-10-28 1535 N4PSE         59  05     CN3A          59  33     0
QSO: 21318 PH 2017-10-28 1538 N4PSE         59  05     HA9A          59  15     0
QSO: 21257 PH 2017-10-28 1539 N4PSE         59  05     ZP5BVK        59  11     0
QSO: 21222 PH 2017-10-28 1539 N4PSE         59  05     TI2CC         59  07     0
QSO: 21332 PH 2017-10-28 1540 N4PSE         59  05     YT7R          59  15     0
QSO: 21339 PH 2017-10-28 1541 N4PSE         59  05     S58N          59  15     0
QSO: 21402 PH 2017-10-28 1543 N4PSE         59  05     9A8A          59  15     0
QSO: 21330 PH 2017-10-28 1543 N4PSE         59  05     EC2DX         59  14     0
QSO: 21331 PH 2017-10-28 1546 N4PSE         59  05     HZ1DG         59  21     0
QSO: 21410 PH 2017-10-28 1548 N4PSE         59  05     OL0M          59  15     0
QSO: 21335 PH 2017-10-28 1549 N4PSE         59  05     S51A          59  15     0
QSO: 21372 PH 2017-10-28 1551 N4PSE         59  05     II8M          59  15     0
QSO: 21391 PH 2017-10-28 1552 N4PSE         59  05     TK9R          59  15     0
QSO: 21422 PH 2017-10-28 1553 N4PSE         59  05     S59A          59  15     0
QSO: 21278 PH 2017-10-28 1556 N4PSE         59  05     8P5A          59  08     0
QSO: 21220 PH 2017-10-28 1557 N4PSE         59  05     EA5IGO        59  14     0
QSO: 21351 PH 2017-10-28 1600 N4PSE         59  05     6Y5IC         59  08     0
QSO: 21355 PH 2017-10-28 1601 N4PSE         59  05     DL4YAO        59  14     0
QSO: 21228 PH 2017-10-28 1602 N4PSE         59  05     HR1AAB        59  07     0
QSO: 21396 PH 2017-10-28 1602 N4PSE         59  05     DL6FBL        59  14     0
QSO: 21236 PH 2017-10-28 1605 N4PSE         59  05     II4A          59  15     0
QSO: 14234 PH 2017-10-28 1611 N4PSE         59  05     HB9DUR        59  14     0
QSO: 14217 PH 2017-10-28 1613 N4PSE         59  05     OH3Z          59  15     0
QSO: 14242 PH 2017-10-28 1614 N4PSE         59  05     EA8JR         59  33     0
QSO: 14155 PH 2017-10-28 1615 N4PSE         59  05     S58Y          59  15     0
QSO: 14295 PH 2017-10-28 1617 N4PSE         59  05     OR1X          59  14     0
QSO: 14303 PH 2017-10-28 1617 N4PSE         59  05     OM3RM         59  15     0
QSO: 14328 PH 2017-10-28 1618 N4PSE         59  05     M5B           59  14     0
QSO: 14227 PH 2017-10-28 1621 N4PSE         59  05     6Y4T          59  08     0
QSO: 14340 PH 2017-10-28 1623 N4PSE         59  05     LN8W          59  14     0
QSO: 14274 PH 2017-10-28 1624 N4PSE         59  05     9A7A          59  15     0
QSO: 14290 PH 2017-10-28 1629 N4PSE         59  05     PI4COM        59  14     0
QSO: 14218 PH 2017-10-28 1632 N4PSE         59  05     DJ7UC         59  14     0
QSO: 14265 PH 2017-10-28 1633 N4PSE         59  05     SJ0X          59  14     0
QSO: 14161 PH 2017-10-28 1634 N4PSE         59  05     F6DZU         59  14     0
QSO: 14258 PH 2017-10-28 1638 N4PSE         59  05     4L0A          59  21     0
QSO: 28433 PH 2017-10-28 1640 N4PSE         59  05     PY3FOX        59  11     0
QSO: 28363 PH 2017-10-28 1642 N4PSE         59  05     LQ0D          59  13     0
QSO: 28480 PH 2017-10-28 1643 N4PSE         59  05     CW1DC         59  13     0
QSO: 14308 PH 2017-10-28 1647 N4PSE         59  05     CU4DX         59  14     0
QSO: 14283 PH 2017-10-28 1648 N4PSE         59  05     S57AL         59  15     0
QSO: 14281 PH 2017-10-28 1649 N4PSE         59  05     S52NR         59  15     0
QSO: 14277 PH 2017-10-28 1649 N4PSE         59  05     DL2ARD        59  14     0
QSO: 14218 PH 2017-10-28 1654 N4PSE         59  05     HI3K          59  08     0
QSO: 21238 PH 2017-10-28 1658 N4PSE         59  05     CN2R          59  33     0
QSO: 21210 PH 2017-10-28 1658 N4PSE         59  05     M0NKR         59  14     0
QSO: 21235 PH 2017-10-28 1658 N4PSE         59  05     M6T           59  14     0
QSO: 21262 PH 2017-10-28 1700 N4PSE         59  05     YY1MTX        59  09     0
QSO: 21308 PH 2017-10-28 1700 N4PSE         59  05     G5O           59  14     0
QSO: 21351 PH 2017-10-28 1701 N4PSE         59  05     PJ4K          59  09     0
QSO: 21335 PH 2017-10-28 1703 N4PSE         59  05     PX2A          59  11     0
QSO: 21438 PH 2017-10-28 1704 N4PSE         59  05     DM4X          59  14     0
QSO: 21360 PH 2017-10-28 1704 N4PSE         59  05     IO9A          59  15     0
QSO: 21232 PH 2017-10-28 1704 N4PSE         59  05     EE2K          59  14     0
QSO: 21420 PH 2017-10-28 1705 N4PSE         59  05     FM5BH         59  08     0
QSO: 21393 PH 2017-10-28 1708 N4PSE         59  05     EA8CMX        59  33     0
QSO: 21291 PH 2017-10-28 1709 N4PSE         59  05     EA5TS         59  14     0
QSO: 21256 PH 2017-10-28 1710 N4PSE         59  05     P49Y          59  09     0
QSO: 21313 PH 2017-10-28 1711 N4PSE         59  05     EI9E          59  14     0
QSO: 21415 PH 2017-10-28 1714 N4PSE         59  05     EF8R          59  33     0
QSO: 21397 PH 2017-10-28 1715 N4PSE         59  05     EI1A          59  14     0
QSO: 21397 PH 2017-10-28 1716 N4PSE         59  05     EC5AN         59  14     0
QSO: 21344 PH 2017-10-28 1720 N4PSE         59  05     NH6V          59  31     0
QSO: 21213 PH 2017-10-28 1725 N4PSE         59  05     IN3FOX        59  15     0
QSO: 21217 PH 2017-10-28 1726 N4PSE         59  05     PJ4Q          59  09     0
QSO: 21278 PH 2017-10-28 1728 N4PSE         59  05     GM0V          59  14     0
QSO: 21221 PH 2017-10-28 1728 N4PSE         59  05     VE6FI         59  04     0
QSO: 14165 PH 2017-10-28 1734 N4PSE         59  05     EF5T          59  14     0
QSO: 14194 PH 2017-10-28 1734 N4PSE         59  05     YT0Z          59  15     0
QSO: 14298 PH 2017-10-28 1735 N4PSE         59  05     LX7I          59  14     0
QSO: 14301 PH 2017-10-28 1737 N4PSE         59  05     RT6A          59  16     0
QSO: 14273 PH 2017-10-28 1743 N4PSE         59  05     OH0Z          59  15     0
QSO: 14304 PH 2017-10-28 1744 N4PSE         59  05     S53M          59  15     0
QSO: 14314 PH 2017-10-28 1746 N4PSE         59  05     IO5O          59  15     0
QSO: 14322 PH 2017-10-28 1748 N4PSE         59  05     G3B           59  14     0
QSO: 14266 PH 2017-10-28 1751 N4PSE         59  05     VE2IDX        59  02     0
QSO: 14185 PH 2017-10-28 1804 N4PSE         59  05     LZ5R          59  20     0
QSO: 21236 PH 2017-10-28 1813 N4PSE         59  05     ZX5J          59  11     0
QSO: 21340 PH 2017-10-28 1814 N4PSE         59  05     IK4GRO        59  15     0
QSO: 21265 PH 2017-10-28 1814 N4PSE         59  05     P40T          59  09     0
QSO: 21250 PH 2017-10-28 1817 N4PSE         59  05     HI3K          59  08     0
QSO: 21244 PH 2017-10-28 1818 N4PSE         59  05     HK4CMB        59  09     0
QSO: 21225 PH 2017-10-28 1819 N4PSE         59  05     YV2CAR        59  09     0
QSO: 21430 PH 2017-10-28 1820 N4PSE         59  05     PZ5K          59  09     0
QSO: 21231 PH 2017-10-28 1821 N4PSE         59  05     CF7FC         59  03     0
QSO: 21354 PH 2017-10-28 1822 N4PSE         59  05     VE6WZL        59  04     0
QSO: 21358 PH 2017-10-28 1828 N4PSE         59  05     FY5KE         59  09     0
QSO: 21289 PH 2017-10-28 1829 N4PSE         59  05     9Y4D          59  09     0
QSO: 21349 PH 2017-10-28 1836 N4PSE         59  05     CV7S          59  13     0
QSO: 14195 PH 2017-10-28 1908 N4PSE         59  05     J42T          59  20     0
QSO: 14248 PH 2017-10-28 1909 N4PSE         59  05     CF7RR         59  03     0
QSO: 14304 PH 2017-10-28 1909 N4PSE         59  05     CR3W          59  33     0
QSO: 14347 PH 2017-10-28 1910 N4PSE         59  05     S50K          59  15     0
QSO: 14268 PH 2017-10-28 1910 N4PSE         59  05     PJ4Q          59  09     0
QSO: 14288 PH 2017-10-28 1911 N4PSE         59  05     TK9R          59  15     0
QSO: 14260 PH 2017-10-28 1914 N4PSE         59  05     E7PD          59  15     0
QSO: 14315 PH 2017-10-28 1915 N4PSE         59  05     UR3GU         59  16     0
QSO: 14181 PH 2017-10-28 1915 N4PSE         59  05     YT1A          59  15     0
QSO: 21279 PH 2017-10-28 2223 N4PSE         59  05     VK4KW         59  30     0
QSO: 21418 PH 2017-10-28 2224 N4PSE         59  05     LO7H          59  13     0
QSO: 21268 PH 2017-10-28 2227 N4PSE         59  05     HC0E          59  10     0
QSO: 21240 PH 2017-10-28 2230 N4PSE         59  05     YV4YC         59  09     0
QSO: 21345 PH 2017-10-28 2234 N4PSE         59  05     LU8YE         59  13     0
QSO: 21438 PH 2017-10-28 2234 N4PSE         59  05     CX2DK         59  13     0
QSO: 14230 PH 2017-10-28 2238 N4PSE         59  05     HK4W          59  09     0
QSO: 14202 PH 2017-10-28 2239 N4PSE         59  05     PJ4K          59  09     0
QSO: 14185 PH 2017-10-28 2239 N4PSE         59  05     V26B          59  08     0
QSO: 14246 PH 2017-10-28 2240 N4PSE         59  05     WP4OFO        59  08     0
QSO: 14240 PH 2017-10-28 2242 N4PSE         59  05     ZV5O          59  11     0
QSO: 14176 PH 2017-10-28 2243 N4PSE         59  05     CE3NR         59  12     0
QSO: 14198 PH 2017-10-28 2243 N4PSE         59  05     ZF9CW         59  08     0
QSO: 14292 PH 2017-10-28 2244 N4PSE         59  05     LU7MT         59  13     0
QSO: 14333 PH 2017-10-28 2244 N4PSE         59  05     VA7ST         59  03     0
QSO: 14254 PH 2017-10-28 2245 N4PSE         59  05     VP2MDG        59  08     0
QSO: 14227 PH 2017-10-28 2246 N4PSE         59  05     KH7XS         59  31     0
QSO: 14224 PH 2017-10-28 2251 N4PSE         59  05     TI5M          59  07     0
QSO: 14167 PH 2017-10-28 2252 N4PSE         59  05     ZP6A          59  11     0
QSO: 14212 PH 2017-10-28 2254 N4PSE         59  05     KL7RA         59  01     0
QSO: 14273 PH 2017-10-28 2300 N4PSE         59  05     PJ2T          59  09     0
QSO: 14232 PH 2017-10-28 2302 N4PSE         59  05     OA4SS         59  10     0
QSO: 14290 PH 2017-10-28 2302 N4PSE         59  05     P49Y          59  09     0
QSO: 14303 PH 2017-10-28 2303 N4PSE         59  05     CX5UA         59  13     0
QSO: 14173 PH 2017-10-28 2304 N4PSE         59  05     VE6SV         59  04     0
QSO: 14152 PH 2017-10-28 2305 N4PSE         59  05     HC0E          59  10     0
QSO: 14237 PH 2017-10-28 2307 N4PSE         59  05     FY5KE         59  09     0
QSO: 14280 PH 2017-10-29 0023 N4PSE         59  05     KH6J          59  31     0
QSO: 14340 PH 2017-10-29 0025 N4PSE         59  05     KH6LC         59  31     0
QSO:  3759 PH 2017-10-29 0029 N4PSE         59  05     HI3K          59  08     0
QSO:  3752 PH 2017-10-29 0033 N4PSE         59  05     VE9CB         59  05     0
QSO:  3500 PH 2017-10-29 0034 N4PSE         59  05     P40T          59  09     0
QSO:  3795 PH 2017-10-29 0037 N4PSE         59  05     VA3TIC        59  04     0
QSO:  7142 PH 2017-10-29 0045 N4PSE         59  05     CN3A          59  33     0
QSO:  7133 PH 2017-10-29 0046 N4PSE         59  05     EA3QP         59  14     0
QSO:  7000 PH 2017-10-29 0051 N4PSE         59  05     LZ5K          59  20     0
QSO:  7000 PH 2017-10-29 0052 N4PSE         59  05     CN2AA         59  33     0
QSO:  7214 PH 2017-10-29 0055 N4PSE         59  05     8P5A          59  08     0
QSO:  7156 PH 2017-10-29 0057 N4PSE         59  05     A73A          59  21     0
QSO:  7000 PH 2017-10-29 0058 N4PSE         59  05     TK9R          59  15     0
QSO:  7000 PH 2017-10-29 0109 N4PSE         59  05     IR1Y          59  15     0
QSO:  7000 PH 2017-10-29 0116 N4PSE         59  05     LZ9W          59  20     0
QSO:  7110 PH 2017-10-29 0120 N4PSE         59  05     RW2F          59  15     0
QSO:  7204 PH 2017-10-29 0121 N4PSE         59  05     VC3C2C        59  04     0
QSO:  7000 PH 2017-10-29 0126 N4PSE         59  05     DL6FBL        59  14     0
QSO:  7000 PH 2017-10-29 0127 N4PSE         59  05     F4DVX         59  14     0
QSO:  7000 PH 2017-10-29 0128 N4PSE         59  05     IZ1GAR        59  15     0
QSO:  7000 PH 2017-10-29 0129 N4PSE         59  05     SZ1A          59  20     0
QSO:  7000 PH 2017-10-29 0133 N4PSE         59  05     IR4M          59  15     0
