START-OF-LOG: 3.0
CALLSIGN: PA1P
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 109208
NAME: Jan Mol
LOCATION: DX
OPERATORS: PA1P
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6858.0
SOAPBOX: Could not take part all hours. Enjoyed every QSO!
QSO: 21000 PH 2017-10-28 1147 PA1P          59  14     YU1JW         59  15
QSO: 21000 PH 2017-10-28 1149 PA1P          59  14     UA3R          59  16
QSO: 21000 PH 2017-10-28 1151 PA1P          59  14     EY8MM         59  17
QSO: 21000 PH 2017-10-28 1152 PA1P          59  14     IO9R          59  15
QSO: 21000 PH 2017-10-28 1158 PA1P          59  14     C4A           59  20
QSO: 21000 PH 2017-10-28 1159 PA1P          59  14     IT9XTP        59  15
QSO: 21000 PH 2017-10-28 1159 PA1P          59  14     EA5KV         59  14
QSO: 21000 PH 2017-10-28 1201 PA1P          59  14     NR3X          59  05
QSO: 21000 PH 2017-10-28 1202 PA1P          59  14     4L0A          59  21
QSO: 21000 PH 2017-10-28 1202 PA1P          59  14     YP0C          59  20
QSO: 14000 PH 2017-10-28 1205 PA1P          59  14     UX1UX         59  16
QSO: 14000 PH 2017-10-28 1206 PA1P          59  14     HG6N          59  15
QSO: 14000 PH 2017-10-28 1207 PA1P          59  14     ES6RW         59  15
QSO: 14000 PH 2017-10-28 1207 PA1P          59  14     LY5Y          59  15
QSO: 14000 PH 2017-10-28 1209 PA1P          59  14     S53EO         59  15
QSO: 14000 PH 2017-10-28 1210 PA1P          59  14     S58Y          59  15
QSO: 14000 PH 2017-10-28 1211 PA1P          59  14     S57DX         59  15
QSO: 14000 PH 2017-10-28 1212 PA1P          59  14     OM7M          59  15
QSO: 14000 PH 2017-10-28 1213 PA1P          59  14     HG3DX         59  15
QSO: 14000 PH 2017-10-28 1215 PA1P          59  14     IZ6BXV        59  15
QSO: 14000 PH 2017-10-28 1216 PA1P          59  14     9A4M          59  15
QSO: 14000 PH 2017-10-28 1217 PA1P          59  14     LZ9W          59  20
QSO: 14000 PH 2017-10-28 1217 PA1P          59  14     IR4X          59  15
QSO: 14000 PH 2017-10-28 1219 PA1P          59  14     UA4M          59  16
QSO: 14000 PH 2017-10-28 1222 PA1P          59  14     9A7A          59  15
QSO: 14000 PH 2017-10-28 1222 PA1P          59  14     UD4FD         59  16
QSO: 14000 PH 2017-10-28 1225 PA1P          59  14     K1KP          59  05
QSO: 14000 PH 2017-10-28 1226 PA1P          59  14     YL3CW         59  15
QSO: 14000 PH 2017-10-28 1228 PA1P          59  14     LY2DX         59  15
QSO: 14000 PH 2017-10-28 1229 PA1P          59  14     OK7W          59  15
QSO: 14000 PH 2017-10-28 1230 PA1P          59  14     UR2Y          59  16
QSO: 14000 PH 2017-10-28 1230 PA1P          59  14     LY7Z          59  15
QSO: 14000 PH 2017-10-28 1232 PA1P          59  14     UY5ZZ         59  16
QSO: 14000 PH 2017-10-28 1233 PA1P          59  14     YR8D          59  20
QSO: 14000 PH 2017-10-28 1234 PA1P          59  14     YT6T          59  15
QSO: 14000 PH 2017-10-28 1235 PA1P          59  14     IB4A          59  15
QSO: 14000 PH 2017-10-28 1236 PA1P          59  14     OF6MW         59  15
QSO: 14000 PH 2017-10-28 1237 PA1P          59  14     OH8X          59  15
QSO: 14000 PH 2017-10-28 1237 PA1P          59  14     YT1A          59  15
QSO: 28000 PH 2017-10-28 1240 PA1P          59  14     EF8R          59  33
QSO: 28000 PH 2017-10-28 1241 PA1P          59  14     UT5EL         59  16
QSO: 28000 PH 2017-10-28 1246 PA1P          59  14     CT9/DJ2YA     59  33
QSO: 28000 PH 2017-10-28 1247 PA1P          59  14     EA5DFV        59  14
QSO:  7000 PH 2017-10-28 1249 PA1P          59  14     OT1L          59  14
QSO:  7000 PH 2017-10-28 1250 PA1P          59  14     RU1A          59  16
QSO:  7000 PH 2017-10-28 1251 PA1P          59  14     DL0SLG        59  14
QSO:  7000 PH 2017-10-28 1252 PA1P          59  14     M4J           59  14
QSO:  7000 PH 2017-10-28 1253 PA1P          59  14     GW4BKG        59  14
QSO:  7000 PH 2017-10-28 1254 PA1P          59  14     M6T           59  14
QSO:  7000 PH 2017-10-28 1255 PA1P          59  14     IK3ZAQ        59  15
QSO:  7000 PH 2017-10-28 1258 PA1P          59  14     F4FLF         59  14
QSO: 28000 PH 2017-10-28 1303 PA1P          59  14     EA8DED        59  33
QSO: 21000 PH 2017-10-28 1306 PA1P          59  14     8P5A          59  08
QSO: 21000 PH 2017-10-28 1319 PA1P          59  14     EA7RU         59  14
QSO: 21000 PH 2017-10-28 1333 PA1P          59  14     CN3A          59  33
QSO: 21000 PH 2017-10-28 1338 PA1P          59  14     SV8DTD        59  20
QSO: 21000 PH 2017-10-28 1340 PA1P          59  14     RT5A          59  16
QSO: 21000 PH 2017-10-28 1343 PA1P          59  14     UT3C          59  16
QSO: 21000 PH 2017-10-28 1344 PA1P          59  14     7Z1SJ         59  21
QSO: 28000 PH 2017-10-28 1349 PA1P          59  14     CU4DX         59  14
QSO: 14000 PH 2017-10-28 1352 PA1P          59  14     A73A          59  21
QSO: 14000 PH 2017-10-28 1353 PA1P          59  14     EA1BP         59  14
QSO: 14000 PH 2017-10-28 1354 PA1P          59  14     EV1R          59  16
QSO: 14000 PH 2017-10-28 1356 PA1P          59  14     R2VA          59  16
QSO: 14000 PH 2017-10-28 1358 PA1P          59  14     S57K          59  15
QSO: 14000 PH 2017-10-28 1359 PA1P          59  14     IO9A          59  15
QSO: 14000 PH 2017-10-28 1400 PA1P          59  14     EB5KT         59  14
QSO: 14000 PH 2017-10-28 1401 PA1P          59  14     IF9A          59  15
QSO: 14000 PH 2017-10-28 1402 PA1P          59  14     IQ8CS         59  15
QSO: 14000 PH 2017-10-28 1404 PA1P          59  14     OM1DK         59  15
QSO: 14000 PH 2017-10-28 1407 PA1P          59  14     IT9STX        59  15
QSO: 14000 PH 2017-10-28 1407 PA1P          59  14     S50G          59  15
QSO:  7000 PH 2017-10-28 1412 PA1P          59  14     S54ZZ         59  15
QSO:  7000 PH 2017-10-28 1413 PA1P          59  14     G8X           59  14
QSO:  7000 PH 2017-10-28 1414 PA1P          59  14     YT5X          59  15
QSO:  7000 PH 2017-10-28 1415 PA1P          59  14     PA0AA         59  14
QSO: 28000 PH 2017-10-28 1417 PA1P          59  14     LY2J          59  15
QSO: 28000 PH 2017-10-28 1418 PA1P          59  14     EU1WW         59  16
QSO: 14000 PH 2017-10-28 1852 PA1P          59  14     R7CA          59  16
QSO: 14000 PH 2017-10-28 1855 PA1P          59  14     UA7K          59  16
QSO:  7000 PH 2017-10-28 1859 PA1P          59  14     LZ8A          59  20
QSO:  7000 PH 2017-10-28 1902 PA1P          59  14     SN8B          59  15
QSO:  7000 PH 2017-10-28 1903 PA1P          59  14     OE3K          59  15
QSO:  7000 PH 2017-10-28 1904 PA1P          59  14     SJ0X          59  14
QSO:  7000 PH 2017-10-28 1906 PA1P          59  14     IP0P          59  15
QSO:  7000 PH 2017-10-28 1907 PA1P          59  14     OM7M          59  15
QSO:  7000 PH 2017-10-28 1908 PA1P          59  14     RW2F          59  15
QSO:  7000 PH 2017-10-28 1910 PA1P          59  14     US1I          59  16
QSO:  7000 PH 2017-10-28 1911 PA1P          59  14     ES9C          59  15
QSO:  7000 PH 2017-10-28 1914 PA1P          59  14     EW2W          59  16
QSO:  7000 PH 2017-10-28 1916 PA1P          59  14     HB9DUR        59  14
QSO:  7000 PH 2017-10-28 1919 PA1P          59  14     LY2J          59  15
QSO:  3500 PH 2017-10-28 1923 PA1P          59  14     OT5A          59  14
QSO:  3500 PH 2017-10-28 1923 PA1P          59  14     DK0AE         59  14
QSO:  3500 PH 2017-10-28 1924 PA1P          59  14     M6T           59  14
QSO:  3500 PH 2017-10-28 1926 PA1P          59  14     LY8O          59  15
QSO:  3500 PH 2017-10-28 1927 PA1P          59  14     PA4HM         59  14
QSO:  3500 PH 2017-10-28 1929 PA1P          59  14     F4HJC/P       59  14
QSO:  3500 PH 2017-10-28 1930 PA1P          59  14     PA9M          59  14
QSO:  1800 PH 2017-10-28 1933 PA1P          59  14     LA5YJ         59  14
QSO:  1800 PH 2017-10-28 1934 PA1P          59  14     OZ4MD         59  14
QSO:  1800 PH 2017-10-28 1936 PA1P          59  14     PI4COM        59  14
QSO:  7000 PH 2017-10-28 1940 PA1P          59  14     S57O          59  15
QSO:  7000 PH 2017-10-28 1942 PA1P          59  14     SQ6H          59  15
QSO:  7000 PH 2017-10-28 1945 PA1P          59  14     EI9HX         59  14
QSO:  7000 PH 2017-10-28 1947 PA1P          59  14     IO1C          59  15
QSO:  7000 PH 2017-10-28 1948 PA1P          59  14     S56Y          59  15
QSO:  7000 PH 2017-10-28 1950 PA1P          59  14     F4DVX         59  14
QSO:  7000 PH 2017-10-28 1952 PA1P          59  14     IR1Y          59  15
QSO:  7000 PH 2017-10-29 0620 PA1P          59  14     YL3FT         59  15
QSO:  7000 PH 2017-10-29 0621 PA1P          59  14     LA4O          59  14
QSO:  7000 PH 2017-10-29 0623 PA1P          59  14     II2S          59  15
QSO:  7000 PH 2017-10-29 0624 PA1P          59  14     IU4FLO        59  15
QSO:  7000 PH 2017-10-29 0625 PA1P          59  14     SN3A          59  15
QSO:  7000 PH 2017-10-29 0627 PA1P          59  14     LZ9W          59  20
QSO:  7000 PH 2017-10-29 0628 PA1P          59  14     HG5A          59  15
QSO:  7000 PH 2017-10-29 0629 PA1P          59  14     EA3HJO        59  14
QSO:  7000 PH 2017-10-29 0631 PA1P          59  14     EA3QP         59  14
QSO:  7000 PH 2017-10-29 0635 PA1P          59  14     EE3E          59  14
QSO:  7000 PH 2017-10-29 0636 PA1P          59  14     IR3Z          59  15
QSO:  7000 PH 2017-10-29 0636 PA1P          59  14     LY7Z          59  15
QSO:  7000 PH 2017-10-29 0637 PA1P          59  14     OE2S          59  15
QSO:  7000 PH 2017-10-29 0639 PA1P          59  14     LY1R          59  15
QSO:  7000 PH 2017-10-29 0640 PA1P          59  14     YU1EW         59  15
QSO:  7000 PH 2017-10-29 0641 PA1P          59  14     DA0WRTC       59  14
QSO:  7000 PH 2017-10-29 0642 PA1P          59  14     OE5XRL        59  15
QSO:  7000 PH 2017-10-29 0643 PA1P          59  14     S54ZO         59  15
QSO: 21000 PH 2017-10-29 0647 PA1P          59  14     9K2HN         59  21
QSO: 14000 PH 2017-10-29 0652 PA1P          59  14     EW6F          59  16
QSO: 14000 PH 2017-10-29 0653 PA1P          59  14     YT6W          59  15
QSO: 14000 PH 2017-10-29 0654 PA1P          59  14     OF2IPA        59  15
QSO: 14000 PH 2017-10-29 0655 PA1P          59  14     UW6E          59  16
QSO: 14000 PH 2017-10-29 0656 PA1P          59  14     ED9E          59  33
QSO: 14000 PH 2017-10-29 0657 PA1P          59  14     CN2AA         59  33
QSO: 14000 PH 2017-10-29 0658 PA1P          59  14     RM2U          59  16
QSO: 14000 PH 2017-10-29 0659 PA1P          59  14     IT9ESW        59  15
QSO: 14000 PH 2017-10-29 0659 PA1P          59  14     EF5I          59  14
QSO: 14000 PH 2017-10-29 0659 PA1P          59  14     LZ5R          59  20
QSO: 14000 PH 2017-10-29 0700 PA1P          59  14     R5AJ          59  16
QSO: 14000 PH 2017-10-29 0701 PA1P          59  14     UW7W          59  16
QSO: 14000 PH 2017-10-29 0702 PA1P          59  14     UT4U          59  16
QSO: 14000 PH 2017-10-29 0703 PA1P          59  14     R2AD          59  16
QSO: 14000 PH 2017-10-29 0705 PA1P          59  14     UP2L          59  17
QSO: 14000 PH 2017-10-29 0705 PA1P          59  14     EU1A          59  16
QSO: 14000 PH 2017-10-29 0707 PA1P          59  14     RW4WA         59  16
QSO: 14000 PH 2017-10-29 0709 PA1P          59  14     OG3MS         59  15
QSO: 14000 PH 2017-10-29 0710 PA1P          59  14     IZ8XXE        59  15
QSO: 14000 PH 2017-10-29 0710 PA1P          59  14     RT9T/3        59  16
QSO: 14000 PH 2017-10-29 0711 PA1P          59  14     UX7U          59  16
QSO: 21000 PH 2017-10-29 0712 PA1P          59  14     RD4F          59  16
QSO:  7000 PH 2017-10-29 0721 PA1P          59  14     YL3FT         59  15
QSO: 21000 PH 2017-10-29 0724 PA1P          59  14     UA4ACP        59  16
QSO: 21000 PH 2017-10-29 0727 PA1P          59  14     UA4M          59  16
QSO: 21000 PH 2017-10-29 0728 PA1P          59  14     HZ1TL         59  21
QSO: 21000 PH 2017-10-29 0731 PA1P          59  14     SZ1A          59  20
QSO: 14000 PH 2017-10-29 0734 PA1P          59  14     RA3XM         59  16
QSO: 14000 PH 2017-10-29 0734 PA1P          59  14     YT4B          59  15
QSO: 14000 PH 2017-10-29 0736 PA1P          59  14     LY2BIS        59  15
QSO: 14000 PH 2017-10-29 0736 PA1P          59  14     LY1R          59  15
QSO: 14000 PH 2017-10-29 0739 PA1P          59  14     EA5DFV        59  14
QSO: 14000 PH 2017-10-29 0739 PA1P          59  14     EA4SV         59  14
QSO: 14000 PH 2017-10-29 0741 PA1P          59  14     ES4RD         59  15
QSO: 14000 PH 2017-10-29 0742 PA1P          59  14     OF1F          59  15
QSO: 14000 PH 2017-10-29 0744 PA1P          59  14     CR6P          59  14
QSO: 14000 PH 2017-10-29 0744 PA1P          59  14     EW6W          59  16
QSO: 14000 PH 2017-10-29 0745 PA1P          59  14     II0M          59  15
QSO: 14000 PH 2017-10-29 0746 PA1P          59  14     HG5A          59  15
QSO: 21000 PH 2017-10-29 0751 PA1P          59  14     RC9F          59  17
QSO: 21000 PH 2017-10-29 0751 PA1P          59  14     RA3RBL        59  16
QSO: 21000 PH 2017-10-29 0753 PA1P          59  14     UR6IJ         59  16
QSO: 21000 PH 2017-10-29 0756 PA1P          59  14     RA3W          59  16
QSO: 21000 PH 2017-10-29 0758 PA1P          59  14     SV9COL        59  20
QSO:  7000 PH 2017-10-29 0803 PA1P          59  14     KC1XX         59  05
QSO:  7000 PH 2017-10-29 0805 PA1P          59  14     LN8W          59  14
QSO:  7000 PH 2017-10-29 0808 PA1P          59  14     4U1ITU        59  14
QSO:  7000 PH 2017-10-29 0809 PA1P          59  14     LX7I          59  14
QSO: 21000 PH 2017-10-29 0855 PA1P          59  14     F5RAG         59  14
QSO: 21000 PH 2017-10-29 0857 PA1P          59  14     CR7AMH        59  14
QSO: 21000 PH 2017-10-29 0858 PA1P          59  14     US3EW         59  16
QSO: 21000 PH 2017-10-29 0906 PA1P          59  14     RO3G          59  16
QSO: 21000 PH 2017-10-29 0909 PA1P          59  14     D1DX          59  16
QSO: 21000 PH 2017-10-29 0911 PA1P          59  14     EC2DX         59  14
QSO: 21000 PH 2017-10-29 0919 PA1P          59  14     R2DX          59  16
QSO: 21000 PH 2017-10-29 0920 PA1P          59  14     EE7Y          59  14
QSO: 21000 PH 2017-10-29 0921 PA1P          59  14     UC0A          59  18
QSO: 21000 PH 2017-10-29 0921 PA1P          59  14     RM3F          59  16
QSO: 14000 PH 2017-10-29 0923 PA1P          59  14     EC3CVD        59  14
QSO: 14000 PH 2017-10-29 0924 PA1P          59  14     4O7CC         59  15
QSO: 14000 PH 2017-10-29 0926 PA1P          59  14     TK9R          59  15
QSO: 14000 PH 2017-10-29 0927 PA1P          59  14     US5D          59  16
QSO: 14000 PH 2017-10-29 0933 PA1P          59  14     YL2SM         59  15
QSO: 14000 PH 2017-10-29 0935 PA1P          59  14     YP0C          59  20
QSO: 14000 PH 2017-10-29 0936 PA1P          59  14     IO9Z          59  15
QSO: 14000 PH 2017-10-29 0937 PA1P          59  14     YO7SR         59  20
QSO: 14000 PH 2017-10-29 0937 PA1P          59  14     I0LYO         59  15
QSO: 14000 PH 2017-10-29 0938 PA1P          59  14     IS0XDA        59  15
QSO: 14000 PH 2017-10-29 0941 PA1P          59  14     CR3A          59  33
QSO: 14000 PH 2017-10-29 0943 PA1P          59  14     EA3HJO        59  14
QSO: 14000 PH 2017-10-29 0944 PA1P          59  14     EE5T          59  14
QSO: 14000 PH 2017-10-29 0945 PA1P          59  14     CR6K          59  14
QSO: 14000 PH 2017-10-29 0948 PA1P          59  14     EA3GHZ        59  14
QSO: 14000 PH 2017-10-29 0949 PA1P          59  14     LZ7A          59  20
QSO: 14000 PH 2017-10-29 0950 PA1P          59  14     SJ0X          59  14
QSO: 14000 PH 2017-10-29 0951 PA1P          59  14     9A3W          59  15
QSO: 14000 PH 2017-10-29 0953 PA1P          59  14     UT3EV         59  16
QSO:  7000 PH 2017-10-29 0956 PA1P          59  14     G4CWH         59  14
QSO:  7000 PH 2017-10-29 0959 PA1P          59  14     OV90EDR       59  14
QSO:  7000 PH 2017-10-29 0959 PA1P          59  14     SK6AW         59  14
QSO:  7000 PH 2017-10-29 1000 PA1P          59  14     PA2PKZ        59  14
QSO:  7000 PH 2017-10-29 1002 PA1P          59  14     HB2U          59  14
QSO:  7000 PH 2017-10-29 1003 PA1P          59  14     DM4M          59  14
QSO:  7000 PH 2017-10-29 1007 PA1P          59  14     5P2C          59  14
QSO:  7000 PH 2017-10-29 1008 PA1P          59  14     LY2MM         59  15
QSO: 21000 PH 2017-10-29 1015 PA1P          59  14     SV2ESW        59  20
QSO: 21000 PH 2017-10-29 1017 PA1P          59  14     RA3Y          59  16
QSO: 21000 PH 2017-10-29 1018 PA1P          59  14     ED9E          59  33
QSO: 21000 PH 2017-10-29 1020 PA1P          59  14     RC3W          59  16
QSO: 21000 PH 2017-10-29 1021 PA1P          59  14     TC0F          59  20
QSO: 21000 PH 2017-10-29 1026 PA1P          59  14     UR7R          59  16
QSO: 21000 PH 2017-10-29 1028 PA1P          59  14     UA3VFS        59  16
QSO: 21000 PH 2017-10-29 1029 PA1P          59  14     RT4D          59  16
QSO: 21000 PH 2017-10-29 1030 PA1P          59  14     R2AD          59  16
QSO: 21000 PH 2017-10-29 1035 PA1P          59  14     ER4A          59  16
QSO: 21000 PH 2017-10-29 1036 PA1P          59  14     R5AJ          59  16
QSO: 21000 PH 2017-10-29 1037 PA1P          59  14     UW6E          59  16
QSO: 21000 PH 2017-10-29 1037 PA1P          59  14     CR3A          59  33
QSO: 21000 PH 2017-10-29 1039 PA1P          59  14     YM3VBR        59  20
QSO: 21000 PH 2017-10-29 1039 PA1P          59  14     RV3FF         59  16
QSO: 21000 PH 2017-10-29 1040 PA1P          59  14     UW5ZM         59  16
QSO: 21000 PH 2017-10-29 1125 PA1P          59  14     YO4NF         59  20
QSO: 21000 PH 2017-10-29 1126 PA1P          59  14     RW3DU         59  16
QSO: 21000 PH 2017-10-29 1128 PA1P          59  14     RU3Q          59  16
QSO: 21000 PH 2017-10-29 1129 PA1P          59  14     RL3QI         59  16
QSO: 21000 PH 2017-10-29 1130 PA1P          59  14     VE9CB         59  05
QSO: 21000 PH 2017-10-29 1131 PA1P          59  14     YM7KA         59  20
QSO: 21000 PH 2017-10-29 1134 PA1P          59  14     IT9EWR        59  15
QSO: 21000 PH 2017-10-29 1135 PA1P          59  14     IT9FRX        59  15
QSO: 21000 PH 2017-10-29 1137 PA1P          59  14     YM2KY         59  20
QSO: 21000 PH 2017-10-29 1138 PA1P          59  14     J42T          59  20
QSO: 21000 PH 2017-10-29 1138 PA1P          59  14     II8M          59  15
QSO: 21000 PH 2017-10-29 1141 PA1P          59  14     EF8R          59  33
QSO: 21000 PH 2017-10-29 1222 PA1P          59  14     K1KI          59  05
QSO: 21000 PH 2017-10-29 1222 PA1P          59  14     P33W          59  20
QSO: 21000 PH 2017-10-29 1230 PA1P          59  14     CN2R          59  33
QSO: 21000 PH 2017-10-29 1230 PA1P          59  14     US7IA         59  16
QSO: 21000 PH 2017-10-29 1244 PA1P          59  14     W1NA          59  05
QSO: 14000 PH 2017-10-29 1250 PA1P          59  14     OM8JP         59  15
QSO: 14000 PH 2017-10-29 1251 PA1P          59  14     RT4D          59  16
QSO: 14000 PH 2017-10-29 1251 PA1P          59  14     W3LPL         59  05
QSO: 14000 PH 2017-10-29 1255 PA1P          59  14     EB1DJ         59  14
QSO: 14000 PH 2017-10-29 1257 PA1P          59  14     4L2M          59  21
QSO: 14000 PH 2017-10-29 1258 PA1P          59  14     IO5O          59  15
