START-OF-LOG: 3.0
LOCATION: NFL
CALLSIGN: K2PS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 10M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 473264
CLUB: Florida Contest Group
CONTEST: CQ-WW-CW
CREATED-BY: WriteLog V10.77H
NAME: Pete Stafford
OPERATORS: K2PS
SOAPBOX: What fabulous conditions!  The morning EU runs were
SOAPBOX: terrific - I was even called by BZ4DHI during the Saturday
SOAPBOX: morning open.  Pretty sure I never worked so many JAs
QSO: 28093 CW 2014-11-29 1201 K2PS          599     05 HD2A          599     10
QSO: 28106 CW 2014-11-29 1205 K2PS          599     05 EA8/K1LZ      599     33
QSO: 28095 CW 2014-11-29 1209 K2PS          599     05 J6/DL7VOG     599      8
QSO: 28080 CW 2014-11-29 1210 K2PS          599     05 TO7A          599     08
QSO: 28075 CW 2014-11-29 1211 K2PS          599     05 IR2C          599     15
QSO: 28075 CW 2014-11-29 1212 K2PS          599     05 IR2L          599     15
QSO: 28058 CW 2014-11-29 1214 K2PS          599     05 C44C          599     20
QSO: 28057 CW 2014-11-29 1214 K2PS          599     05 9A2KD         599     15
QSO: 28125 CW 2014-11-29 1221 K2PS          599     05 4X7R          599     20
QSO: 28127 CW 2014-11-29 1221 K2PS          599     05 OM3DX         599     15
QSO: 28137 CW 2014-11-29 1223 K2PS          599     05 4Z0DX         599     20
QSO: 28117 CW 2014-11-29 1224 K2PS          599     05 S58MU         599     15
QSO: 28107 CW 2014-11-29 1227 K2PS          599     05 HA8IB         599     15
QSO: 28102 CW 2014-11-29 1227 K2PS          599     05 5B/RN3QO      599     20
QSO: 28099 CW 2014-11-29 1227 K2PS          599     05 HB9CA         599     14
QSO: 28097 CW 2014-11-29 1228 K2PS          599     05 DK3T          599     14
QSO: 28095 CW 2014-11-29 1230 K2PS          599     05 LZ7J          599     20
QSO: 28090 CW 2014-11-29 1230 K2PS          599     05 CR6K          599     14
QSO: 28089 CW 2014-11-29 1231 K2PS          599     05 CR6A          599     14
QSO: 28088 CW 2014-11-29 1232 K2PS          599     05 DL1A          599     14
QSO: 28087 CW 2014-11-29 1232 K2PS          599     05 LZ1MS         599     20
QSO: 28084 CW 2014-11-29 1233 K2PS          599     05 E7C           599     15
QSO: 28079 CW 2014-11-29 1233 K2PS          599     05 OL4A          599     15
QSO: 28075 CW 2014-11-29 1234 K2PS          599     05 R7KU          599     16
QSO: 28072 CW 2014-11-29 1234 K2PS          599     05 9K2HN         599     21
QSO: 28069 CW 2014-11-29 1235 K2PS          599     05 LZ5XQ         599     20
QSO: 28068 CW 2014-11-29 1235 K2PS          599     05 9A5D          599     15
QSO: 28119 CW 2014-11-29 1238 K2PS          599     05 P33W          599     20
QSO: 28064 CW 2014-11-29 1240 K2PS          599     05 II9P          599     15
QSO: 28065 CW 2014-11-29 1240 K2PS          599     05 OH3JF         599     15
QSO: 28063 CW 2014-11-29 1241 K2PS          599     05 HG0R          599     15
QSO: 28062 CW 2014-11-29 1241 K2PS          599     05 US5WE         599     16
QSO: 28059 CW 2014-11-29 1243 K2PS          599     05 TM1A          599     14
QSO: 28058 CW 2014-11-29 1244 K2PS          599     05 OU4X          599     14
QSO: 28056 CW 2014-11-29 1245 K2PS          599     05 UA3R          599     16
QSO: 28054 CW 2014-11-29 1245 K2PS          599     05 SN8W          599     15
QSO: 28054 CW 2014-11-29 1246 K2PS          599     05 G4MKR         599     14
QSO: 28054 CW 2014-11-29 1247 K2PS          599     05 YT2R          599     15
QSO: 28054 CW 2014-11-29 1248 K2PS          599     05 RU3FM         599     16
QSO: 28054 CW 2014-11-29 1250 K2PS          599     05 DJ8RS         599     14
QSO: 28054 CW 2014-11-29 1252 K2PS          599     05 UF5D          599     16
QSO: 28054 CW 2014-11-29 1253 K2PS          599     05 OT6M          599     14
QSO: 28054 CW 2014-11-29 1254 K2PS          599     05 R7MC          599     16
QSO: 28054 CW 2014-11-29 1255 K2PS          599     05 GM4O          599     14
QSO: 28054 CW 2014-11-29 1256 K2PS          599     05 G4R           599     14
QSO: 28054 CW 2014-11-29 1258 K2PS          599     05 UT7NW         599     16
QSO: 28054 CW 2014-11-29 1258 K2PS          599     05 RT7T          599     16
QSO: 28054 CW 2014-11-29 1258 K2PS          599     05 DL4AAE        599     14
QSO: 28148 CW 2014-11-29 1302 K2PS          599     05 9A7DX         599     15
QSO: 28148 CW 2014-11-29 1302 K2PS          599     05 SP6NIC        599     15
QSO: 28149 CW 2014-11-29 1304 K2PS          599     05 OH5NZ         599     15
QSO: 28149 CW 2014-11-29 1305 K2PS          599     05 RT3F          599     16
QSO: 28149 CW 2014-11-29 1305 K2PS          599     05 DM8T          599     14
QSO: 28149 CW 2014-11-29 1307 K2PS          599     05 OK2BYW        599     15
QSO: 28149 CW 2014-11-29 1308 K2PS          599     05 OK1JOC        599     15
QSO: 28149 CW 2014-11-29 1308 K2PS          599     05 DK2CX         599     14
QSO: 28149 CW 2014-11-29 1310 K2PS          599     05 OK1LO         599     15
QSO: 28149 CW 2014-11-29 1310 K2PS          599     05 UT3EV         599     16
QSO: 28149 CW 2014-11-29 1311 K2PS          599     05 EW2A          599     16
QSO: 28149 CW 2014-11-29 1311 K2PS          599     05 RX9WN         599     16
QSO: 28149 CW 2014-11-29 1311 K2PS          599     05 RD4A          599     16
QSO: 28149 CW 2014-11-29 1312 K2PS          599     05 LZ2PS         599     20
QSO: 28149 CW 2014-11-29 1313 K2PS          599     05 SQ9OKV        599     15
QSO: 28149 CW 2014-11-29 1313 K2PS          599     05 4O3A          599     15
QSO: 28149 CW 2014-11-29 1314 K2PS          599     05 SP9FKQ        599     15
QSO: 28149 CW 2014-11-29 1314 K2PS          599     05 RK3QY         599     16
QSO: 28149 CW 2014-11-29 1317 K2PS          599     05 ED7C          599     14
QSO: 28149 CW 2014-11-29 1318 K2PS          599     05 SO1D          599     15
QSO: 28149 CW 2014-11-29 1319 K2PS          599     05 RV3LO         599     16
QSO: 28149 CW 2014-11-29 1319 K2PS          599     05 YT7R          599     15
QSO: 28149 CW 2014-11-29 1320 K2PS          599     05 EA4KR         599     14
QSO: 28149 CW 2014-11-29 1320 K2PS          599     05 DL3YM         599     14
QSO: 28149 CW 2014-11-29 1321 K2PS          599     05 9A4U          599     15
QSO: 28149 CW 2014-11-29 1321 K2PS          599     05 ES1CN         599     15
QSO: 28149 CW 2014-11-29 1322 K2PS          599     05 SN3R          599     15
QSO: 28149 CW 2014-11-29 1324 K2PS          599     05 IZ3NYG        599     15
QSO: 28149 CW 2014-11-29 1324 K2PS          599     05 M0OSH         599     14
QSO: 28149 CW 2014-11-29 1324 K2PS          599     05 RT4A          599     16
QSO: 28149 CW 2014-11-29 1325 K2PS          599     05 OK1TA         599     15
QSO: 28149 CW 2014-11-29 1325 K2PS          599     05 DG0KS         599     14
QSO: 28149 CW 2014-11-29 1327 K2PS          599     05 DL2AWA        599     14
QSO: 28149 CW 2014-11-29 1327 K2PS          599     05 DJ6TK         599     14
QSO: 28149 CW 2014-11-29 1329 K2PS          599     05 EU1AA         599     16
QSO: 28149 CW 2014-11-29 1330 K2PS          599     05 DM3CW         599     14
QSO: 28149 CW 2014-11-29 1331 K2PS          599     05 UY2IZ         599     16
QSO: 28149 CW 2014-11-29 1331 K2PS          599     05 UT3IJ         599     16
QSO: 28149 CW 2014-11-29 1332 K2PS          599     05 RM2T          599     16
QSO: 28149 CW 2014-11-29 1332 K2PS          599     05 SP3LWP        599     15
QSO: 28149 CW 2014-11-29 1334 K2PS          599     05 YO8MI         599     20
QSO: 28149 CW 2014-11-29 1334 K2PS          599     05 SQ9JYK        599     15
QSO: 28149 CW 2014-11-29 1335 K2PS          599     05 RA3YDA        599     16
QSO: 28149 CW 2014-11-29 1335 K2PS          599     05 OK5SA         599     15
QSO: 28149 CW 2014-11-29 1336 K2PS          599     05 RD4F          599     16
QSO: 28149 CW 2014-11-29 1336 K2PS          599     05 DJ1ZU         599     14
QSO: 28149 CW 2014-11-29 1337 K2PS          599     05 UX3IW         599     16
QSO: 28149 CW 2014-11-29 1338 K2PS          599     05 DK5WO         599     14
QSO: 28149 CW 2014-11-29 1339 K2PS          599     05 OK2TRV        599     15
QSO: 28149 CW 2014-11-29 1339 K2PS          599     05 UT4LW         599     16
QSO: 28149 CW 2014-11-29 1340 K2PS          599     05 R2EA          599     16
QSO: 28149 CW 2014-11-29 1341 K2PS          599     05 RC4AA         599     16
QSO: 28149 CW 2014-11-29 1341 K2PS          599     05 IZ4JMA        599     15
QSO: 28149 CW 2014-11-29 1342 K2PS          599     05 UA4M          599     16
QSO: 28149 CW 2014-11-29 1342 K2PS          599     05 F6GCI         599     14
QSO: 28149 CW 2014-11-29 1343 K2PS          599     05 IC8FBU        599     15
QSO: 28149 CW 2014-11-29 1343 K2PS          599     05 DL3FCB        599     14
QSO: 28149 CW 2014-11-29 1343 K2PS          599     05 R7KX          599     16
QSO: 28149 CW 2014-11-29 1344 K2PS          599     05 RT6A          599     16
QSO: 28149 CW 2014-11-29 1345 K2PS          599     05 DL4CW         599     14
QSO: 28149 CW 2014-11-29 1348 K2PS          599     05 EU7A          599     16
QSO: 28149 CW 2014-11-29 1348 K2PS          599     05 UI5F          599     16
QSO: 28149 CW 2014-11-29 1349 K2PS          599     05 YO2IS         599     20
QSO: 28149 CW 2014-11-29 1350 K2PS          599     05 9A1P          599     15
QSO: 28149 CW 2014-11-29 1350 K2PS          599     05 DL6RAI        599     14
QSO: 28149 CW 2014-11-29 1350 K2PS          599     05 DL5WS         599     14
QSO: 28149 CW 2014-11-29 1351 K2PS          599     05 EW7EW         599     16
QSO: 28149 CW 2014-11-29 1351 K2PS          599     05 DL7JV         599     14
QSO: 28149 CW 2014-11-29 1352 K2PS          599     05 OM3TZZ        599     15
QSO: 28149 CW 2014-11-29 1352 K2PS          599     05 RT3T          599     16
QSO: 28149 CW 2014-11-29 1352 K2PS          599     05 EA1BP         599     14
QSO: 28149 CW 2014-11-29 1353 K2PS          599     05 SP9DLY        599     15
QSO: 28149 CW 2014-11-29 1353 K2PS          599     05 OK1ES         599     15
QSO: 28149 CW 2014-11-29 1354 K2PS          599     05 R7TW          599     16
QSO: 28149 CW 2014-11-29 1355 K2PS          599     05 PA1CC         599     14
QSO: 28149 CW 2014-11-29 1355 K2PS          599     05 R3AT          599     16
QSO: 28149 CW 2014-11-29 1356 K2PS          599     05 UA1AIR        599     16
QSO: 28149 CW 2014-11-29 1356 K2PS          599     05 EW6CU         599     16
QSO: 28149 CW 2014-11-29 1356 K2PS          599     05 OH6OS         599     15
QSO: 28149 CW 2014-11-29 1357 K2PS          599     05 UX4U          599     16
QSO: 28149 CW 2014-11-29 1358 K2PS          599     05 DL7ALM        599     14
QSO: 28149 CW 2014-11-29 1359 K2PS          599     05 RX7M          599     16
QSO: 28149 CW 2014-11-29 1400 K2PS          599     05 OK1QM         599     15
QSO: 28149 CW 2014-11-29 1400 K2PS          599     05 DL4CF         599     14
QSO: 28149 CW 2014-11-29 1401 K2PS          599     05 YU5R          599     15
QSO: 28149 CW 2014-11-29 1402 K2PS          599     05 SP1WGM        599     15
QSO: 28149 CW 2014-11-29 1402 K2PS          599     05 IK2XDE        599     15
QSO: 28149 CW 2014-11-29 1402 K2PS          599     05 IK3HAR        599     15
QSO: 28149 CW 2014-11-29 1403 K2PS          599     05 DL5NO         599     14
QSO: 28149 CW 2014-11-29 1403 K2PS          599     05 G3R           599     14
QSO: 28149 CW 2014-11-29 1405 K2PS          599     05 DK2GZ         599     14
QSO: 28149 CW 2014-11-29 1405 K2PS          599     05 YL2014S       599     15
QSO: 28149 CW 2014-11-29 1405 K2PS          599     05 HA5JP         599     15
QSO: 28149 CW 2014-11-29 1406 K2PS          599     05 OK2SGY        599     15
QSO: 28149 CW 2014-11-29 1406 K2PS          599     05 EA/OK1GO      599     14
QSO: 28149 CW 2014-11-29 1407 K2PS          599     05 US4IQ         599     16
QSO: 28149 CW 2014-11-29 1408 K2PS          599     05 F6CWA         599     14
QSO: 28149 CW 2014-11-29 1409 K2PS          599     05 UA3QUO        599     16
QSO: 28149 CW 2014-11-29 1409 K2PS          599     05 S54O          599     15
QSO: 28149 CW 2014-11-29 1410 K2PS          599     05 PC5D          599     14
QSO: 28149 CW 2014-11-29 1410 K2PS          599     05 YQ6A          599     20
QSO: 28149 CW 2014-11-29 1410 K2PS          599     05 SM5CIL        599     14
QSO: 28149 CW 2014-11-29 1411 K2PS          599     05 DK2TX         599     14
QSO: 28149 CW 2014-11-29 1412 K2PS          599     05 SM6CMU        599     14
QSO: 28149 CW 2014-11-29 1412 K2PS          599     05 DL1MIM        599     14
QSO: 28149 CW 2014-11-29 1412 K2PS          599     05 SO9Q          599     15
QSO: 28149 CW 2014-11-29 1412 K2PS          599     05 OM7M          599     15
QSO: 28149 CW 2014-11-29 1413 K2PS          599     05 DL6ON         599     14
QSO: 28149 CW 2014-11-29 1413 K2PS          599     05 R7MM          599     16
QSO: 28149 CW 2014-11-29 1414 K2PS          599     05 HA0IT         599     15
QSO: 28149 CW 2014-11-29 1415 K2PS          599     05 UU8JW         599     16
QSO: 28149 CW 2014-11-29 1415 K2PS          599     05 BZ4DHI        599     24
QSO: 28149 CW 2014-11-29 1416 K2PS          599     05 ON3ND         599     14
QSO: 28149 CW 2014-11-29 1416 K2PS          599     05 IK2SND        599     15
QSO: 28149 CW 2014-11-29 1417 K2PS          599     05 HA9RT         599     15
QSO: 28149 CW 2014-11-29 1418 K2PS          599     05 LY1CX         599     15
QSO: 28149 CW 2014-11-29 1418 K2PS          599     05 UR3CMA        599     16
QSO: 28149 CW 2014-11-29 1418 K2PS          599     05 DL7RKK        599     14
QSO: 28149 CW 2014-11-29 1419 K2PS          599     05 IK4EWX        599     15
QSO: 28149 CW 2014-11-29 1419 K2PS          599     05 DL2OM         599     14
QSO: 28149 CW 2014-11-29 1420 K2PS          599     05 EI7CC         599     14
QSO: 28149 CW 2014-11-29 1420 K2PS          599     05 UT8UD         599     16
QSO: 28149 CW 2014-11-29 1420 K2PS          599     05 EA1CS         599     14
QSO: 28149 CW 2014-11-29 1421 K2PS          599     05 RA3NC         599     16
QSO: 28149 CW 2014-11-29 1423 K2PS          599     05 M0PNN         599     14
QSO: 28149 CW 2014-11-29 1423 K2PS          599     05 SM6LPF        599     14
QSO: 28149 CW 2014-11-29 1425 K2PS          599     05 VE2AWR        599      5
QSO: 28149 CW 2014-11-29 1425 K2PS          599     05 DJ6TB         599     14
QSO: 28149 CW 2014-11-29 1426 K2PS          599     05 IN3BFW        599     15
QSO: 28149 CW 2014-11-29 1426 K2PS          599     05 DL9MFY        599     14
QSO: 28149 CW 2014-11-29 1427 K2PS          599     05 G3TXF         599     14
QSO: 28149 CW 2014-11-29 1427 K2PS          599     05 YO3APJ        599     20
QSO: 28149 CW 2014-11-29 1428 K2PS          599     05 YU1JF         599     15
QSO: 28149 CW 2014-11-29 1428 K2PS          599     05 EW3LN         599     16
QSO: 28149 CW 2014-11-29 1428 K2PS          599     05 DJ1TU         599     14
QSO: 28149 CW 2014-11-29 1429 K2PS          599     05 SQ9FMU        599     15
QSO: 28149 CW 2014-11-29 1430 K2PS          599     05 9A5ST         599     15
QSO: 28149 CW 2014-11-29 1431 K2PS          599     05 EA8AQV        599     33
QSO: 28149 CW 2014-11-29 1432 K2PS          599     05 LY5I          599     15
QSO: 28149 CW 2014-11-29 1433 K2PS          599     05 PE3V          599     14
QSO: 28149 CW 2014-11-29 1434 K2PS          599     05 UA6FZ         599     16
QSO: 28149 CW 2014-11-29 1435 K2PS          599     05 ES2MA         599     15
QSO: 28149 CW 2014-11-29 1436 K2PS          599     05 DL4FN         599     14
QSO: 28149 CW 2014-11-29 1436 K2PS          599     05 S50XX         599     15
QSO: 28149 CW 2014-11-29 1436 K2PS          599     05 S54X          599     15
QSO: 28149 CW 2014-11-29 1436 K2PS          599     05 RG5A          599     16
QSO: 28149 CW 2014-11-29 1437 K2PS          599     05 RA3D          599     16
QSO: 28149 CW 2014-11-29 1437 K2PS          599     05 LY2X          599     15
QSO: 28149 CW 2014-11-29 1438 K2PS          599     05 DL2NBY        599     14
QSO: 28149 CW 2014-11-29 1438 K2PS          599     05 YO5OHY        599     20
QSO: 28149 CW 2014-11-29 1440 K2PS          599     05 LZ2RS         599     20
QSO: 28149 CW 2014-11-29 1441 K2PS          599     05 DG1KTS        599     14
QSO: 28149 CW 2014-11-29 1441 K2PS          599     05 DL8ZAW        599     14
QSO: 28149 CW 2014-11-29 1443 K2PS          599     05 S51WO         599     15
QSO: 28149 CW 2014-11-29 1443 K2PS          599     05 PA6Y          599     14
QSO: 28149 CW 2014-11-29 1445 K2PS          599     05 OE2BZL        599     15
QSO: 28149 CW 2014-11-29 1446 K2PS          599     05 DL1NKS        599     14
QSO: 28149 CW 2014-11-29 1446 K2PS          599     05 UX0UW         599     16
QSO: 28149 CW 2014-11-29 1446 K2PS          599     05 SM6CNN        599     14
QSO: 28149 CW 2014-11-29 1447 K2PS          599     05 EA3KN         599     14
QSO: 28149 CW 2014-11-29 1447 K2PS          599     05 SM7E          599     14
QSO: 28149 CW 2014-11-29 1448 K2PS          599     05 CR3A          599     33
QSO: 28149 CW 2014-11-29 1448 K2PS          599     05 DJ7UC         599     14
QSO: 28149 CW 2014-11-29 1450 K2PS          599     05 YU1LA         599     15
QSO: 28149 CW 2014-11-29 1451 K2PS          599     05 S51CAB        599     15
QSO: 28149 CW 2014-11-29 1451 K2PS          599     05 PA0WRS        599     14
QSO: 28149 CW 2014-11-29 1453 K2PS          599     05 RO1B          599     16
QSO: 28149 CW 2014-11-29 1454 K2PS          599     05 OZ/DJ1XT      599     14
QSO: 28149 CW 2014-11-29 1454 K2PS          599     05 SM5Q          599     14
QSO: 28149 CW 2014-11-29 1454 K2PS          599     05 SP6IEQ        599     15
QSO: 28149 CW 2014-11-29 1455 K2PS          599     05 IZ0EUX        599     15
QSO: 28149 CW 2014-11-29 1456 K2PS          599     05 DL1ARJ        599     14
QSO: 28149 CW 2014-11-29 1457 K2PS          599     05 OK2ABU        599     15
QSO: 28149 CW 2014-11-29 1457 K2PS          599     05 PA3GCV        599     14
QSO: 28149 CW 2014-11-29 1457 K2PS          599     05 OM3CM         599     15
QSO: 28149 CW 2014-11-29 1458 K2PS          599     05 CN2AA         599     33
QSO: 28149 CW 2014-11-29 1458 K2PS          599     05 DL6AG         599     14
QSO: 28149 CW 2014-11-29 1458 K2PS          599     05 DL4RDJ        599     14
QSO: 28149 CW 2014-11-29 1459 K2PS          599     05 SI5Y          599     14
QSO: 28149 CW 2014-11-29 1459 K2PS          599     05 TK4LS         599     15
QSO: 28149 CW 2014-11-29 1459 K2PS          599     05 G9F           599     14
QSO: 28149 CW 2014-11-29 1500 K2PS          599     05 DL1DTL        599     14
QSO: 28149 CW 2014-11-29 1500 K2PS          599     05 RM1Q          599     16
QSO: 28149 CW 2014-11-29 1500 K2PS          599     05 SP2LNW        599     15
QSO: 28149 CW 2014-11-29 1501 K2PS          599     05 OH2BN         599     15
QSO: 28149 CW 2014-11-29 1501 K2PS          599     05 IO1T          599     15
QSO: 28149 CW 2014-11-29 1502 K2PS          599     05 I3JSS         599     15
QSO: 28149 CW 2014-11-29 1502 K2PS          599     05 LY3BN         599     15
QSO: 28149 CW 2014-11-29 1503 K2PS          599     05 IZ3SQW        599     15
QSO: 28149 CW 2014-11-29 1503 K2PS          599     05 DF1LON        599     14
QSO: 28149 CW 2014-11-29 1504 K2PS          599     05 DG7RO         599     14
QSO: 28149 CW 2014-11-29 1504 K2PS          599     05 PA3AAV        599     14
QSO: 28149 CW 2014-11-29 1507 K2PS          599     05 UA1T          599     16
QSO: 28149 CW 2014-11-29 1507 K2PS          599     05 DL7URH        599     14
QSO: 28149 CW 2014-11-29 1508 K2PS          599     05 IO1T          599     15
QSO: 28149 CW 2014-11-29 1509 K2PS          599     05 F5ILS         599     14
QSO: 28149 CW 2014-11-29 1510 K2PS          599     05 YO5CRQ        599     20
QSO: 28149 CW 2014-11-29 1511 K2PS          599     05 UI3A          599     16
QSO: 28149 CW 2014-11-29 1512 K2PS          599     05 R3EA          599     16
QSO: 28149 CW 2014-11-29 1514 K2PS          599     05 OK2FD         599     15
QSO: 28149 CW 2014-11-29 1515 K2PS          599     05 RM5A          599     16
QSO: 28149 CW 2014-11-29 1515 K2PS          599     05 RK4FD         599     16
QSO: 28149 CW 2014-11-29 1515 K2PS          599     05 YU8NU         599     15
QSO: 28149 CW 2014-11-29 1516 K2PS          599     05 DL5ZB         599     14
QSO: 28149 CW 2014-11-29 1516 K2PS          599     05 S57DX         599     15
QSO: 28149 CW 2014-11-29 1517 K2PS          599     05 II0C          599     15
QSO: 28149 CW 2014-11-29 1518 K2PS          599     05 IK2ILH        599     15
QSO: 28149 CW 2014-11-29 1519 K2PS          599     05 OK1VD         599     15
QSO: 28149 CW 2014-11-29 1519 K2PS          599     05 DL5MAM        599     14
QSO: 28149 CW 2014-11-29 1521 K2PS          599     05 IK4UNH        599     15
QSO: 28149 CW 2014-11-29 1521 K2PS          599     05 HG7T          599     15
QSO: 28149 CW 2014-11-29 1523 K2PS          599     05 RA7KW         599     16
QSO: 28149 CW 2014-11-29 1524 K2PS          599     05 Z39A          599     15
QSO: 28149 CW 2014-11-29 1525 K2PS          599     05 LY2MM         599     15
QSO: 28149 CW 2014-11-29 1525 K2PS          599     05 OL6P          599     15
QSO: 28149 CW 2014-11-29 1526 K2PS          599     05 EB2RA         599     14
QSO: 28149 CW 2014-11-29 1527 K2PS          599     05 M6W           599     14
QSO: 28149 CW 2014-11-29 1527 K2PS          599     05 DJ8EW         599     14
QSO: 28149 CW 2014-11-29 1528 K2PS          599     05 IV3DRP        599     15
QSO: 28149 CW 2014-11-29 1529 K2PS          599     05 DF3OL         599     14
QSO: 28149 CW 2014-11-29 1532 K2PS          599     05 SM5DJZ        599     14
QSO: 28149 CW 2014-11-29 1532 K2PS          599     05 R3VO          599     16
QSO: 28149 CW 2014-11-29 1533 K2PS          599     05 G3LHJ         599     14
QSO: 28149 CW 2014-11-29 1534 K2PS          599     05 OK2HBY        599     15
QSO: 28149 CW 2014-11-29 1534 K2PS          599     05 UA3YDI        599     16
QSO: 28149 CW 2014-11-29 1535 K2PS          599     05 LN7TTT        599     14
QSO: 28149 CW 2014-11-29 1537 K2PS          599     05 S53EO         599     15
QSO: 28149 CW 2014-11-29 1538 K2PS          599     05 9A2EY         599     15
QSO: 28149 CW 2014-11-29 1539 K2PS          599     05 HA8GY         599     15
QSO: 28149 CW 2014-11-29 1539 K2PS          599     05 UT9FJ         599     16
QSO: 28149 CW 2014-11-29 1540 K2PS          599     05 RX3AP         599     16
QSO: 28149 CW 2014-11-29 1542 K2PS          599     05 PA2W          599     14
QSO: 28149 CW 2014-11-29 1542 K2PS          599     05 DL7ON         599     14
QSO: 28149 CW 2014-11-29 1542 K2PS          599     05 TM5CD         599     14
QSO: 28149 CW 2014-11-29 1544 K2PS          599     05 YU7KM         599     15
QSO: 28149 CW 2014-11-29 1544 K2PS          599     05 EW8OM         599     16
QSO: 28149 CW 2014-11-29 1546 K2PS          599     05 DF6RI         599     14
QSO: 28149 CW 2014-11-29 1547 K2PS          599     05 RA6GW         599     16
QSO: 28149 CW 2014-11-29 1548 K2PS          599     05 DL8WN         599     14
QSO: 28149 CW 2014-11-29 1548 K2PS          599     05 PD7RB         599     14
QSO: 28149 CW 2014-11-29 1550 K2PS          599     05 DM3PKK        599     14
QSO: 28163 CW 2014-11-29 1552 K2PS          599     05 YU1EL         599     15
QSO: 28163 CW 2014-11-29 1552 K2PS          599     05 SM3OKC        599     14
QSO: 28163 CW 2014-11-29 1553 K2PS          599     05 UC6A          599     16
QSO: 28163 CW 2014-11-29 1554 K2PS          599     05 HA0LZ         599     15
QSO: 28163 CW 2014-11-29 1554 K2PS          599     05 DM3SU         599     14
QSO: 28163 CW 2014-11-29 1558 K2PS          599     05 EA5WU         599     14
QSO: 28163 CW 2014-11-29 1600 K2PS          599     05 CR7AJL        599     14
QSO: 28163 CW 2014-11-29 1600 K2PS          599     05 DJ7PR         599     14
QSO: 28163 CW 2014-11-29 1602 K2PS          599     05 G4FKA         599     14
QSO: 28163 CW 2014-11-29 1602 K2PS          599     05 ED1R          599     14
QSO: 28163 CW 2014-11-29 1602 K2PS          599     05 DL1SAN        599     14
QSO: 28163 CW 2014-11-29 1603 K2PS          599     05 UR2VA         599     16
QSO: 28163 CW 2014-11-29 1604 K2PS          599     05 DK3WN         599     14
QSO: 28163 CW 2014-11-29 1604 K2PS          599     05 SP6GCU        599     15
QSO: 28163 CW 2014-11-29 1605 K2PS          599     05 OH0V          599     15
QSO: 28163 CW 2014-11-29 1606 K2PS          599     05 OE6MDF        599     15
QSO: 28163 CW 2014-11-29 1606 K2PS          599     05 YO8AXP        599     20
QSO: 28163 CW 2014-11-29 1607 K2PS          599     05 DL4HRM        599     14
QSO: 28163 CW 2014-11-29 1608 K2PS          599     05 G0TKZ         599     14
QSO: 28163 CW 2014-11-29 1610 K2PS          599     05 S52ZW         599     15
