START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: OL6D
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 25676
CLUB: OK7O
CONTEST: EUHFC
OPERATORS: OL6D 
NAME: Tom
ADDRESS:  Plzen, CZECH REPUBLIC
ADDRESS: 
E-MAIL: ok1dwq@nagano.cz
SOAPBOX: 100W Flex6400 remoted 25km far / ant / dpole/vertical/4SQ/yagi
QSO:  7018 CW 2020-08-01 2103 OL6D          599 79     DL5XJ         599 79
QSO:  7018 CW 2020-08-01 2103 OL6D          599 79     UV1IX         599 95
QSO:  7018 CW 2020-08-01 2104 OL6D          599 79     OV2T          599 07
QSO:  7000 CW 2020-08-01 2105 OL6D          599 79     RL4F          599 86
QSO:  7002 CW 2020-08-01 2106 OL6D          599 79     OP5T          599 71
QSO:  7004 CW 2020-08-01 2108 OL6D          599 79     R3FX          599 82
QSO:  7005 CW 2020-08-01 2108 OL6D          599 79     DR5X          599 80
QSO:  7008 CW 2020-08-01 2112 OL6D          599 79     CT7/DL6IAK    599 74
QSO:  7009 CW 2020-08-01 2114 OL6D          599 79     EI6JK         599 00
QSO:  7009 CW 2020-08-01 2114 OL6D          599 79     UW2M          599 84
QSO:  7011 CW 2020-08-01 2116 OL6D          599 79     YU1ED         599 65
QSO:  7011 CW 2020-08-01 2116 OL6D          599 79     YT4W          599 68
QSO:  7012 CW 2020-08-01 2118 OL6D          599 79     S51Z          599 77
QSO:  7013 CW 2020-08-01 2118 OL6D          599 79     EI8JX         599 68
QSO:  7013 CW 2020-08-01 2119 OL6D          599 79     DL8BH         599 14
QSO:  7015 CW 2020-08-01 2120 OL6D          599 79     RK3ER         599 69
QSO:  7016 CW 2020-08-01 2122 OL6D          599 79     IK1BPL        599 83
QSO:  7014 CW 2020-08-01 2124 OL6D          599 79     RW3FB         599 00
QSO:  7016 CW 2020-08-01 2125 OL6D          599 79     LZ3ZZ         599 91
QSO:  7014 CW 2020-08-01 2125 OL6D          599 79     IK2XDE        599 91
QSO:  7014 CW 2020-08-01 2127 OL6D          599 79     LY2F          599 72
QSO:  7014 CW 2020-08-01 2127 OL6D          599 79     UT4RZ         599 61
QSO:  7014 CW 2020-08-01 2127 OL6D          599 79     LY2OM         599 58
QSO:  7014 CW 2020-08-01 2129 OL6D          599 79     YO8DOH        599 84
QSO:  7013 CW 2020-08-01 2130 OL6D          599 79     Z35F          599 82
QSO:  7014 CW 2020-08-01 2130 OL6D          599 79     E74A          599 77
QSO:  7014 CW 2020-08-01 2132 OL6D          599 79     YL2QN         599 85
QSO:  7014 CW 2020-08-01 2133 OL6D          599 79     UA6LCN        599 73
QSO:  7014 CW 2020-08-01 2133 OL6D          599 79     UA4Z          599 94
QSO:  7021 CW 2020-08-01 2135 OL6D          599 79     IU8HEP        599 16
QSO:  7021 CW 2020-08-01 2136 OL6D          599 79     S50R          599 65
QSO:  7022 CW 2020-08-01 2137 OL6D          599 79     LZ7G          599 81
QSO:  7022 CW 2020-08-01 2138 OL6D          599 79     YT2AAA        599 07
QSO:  7022 CW 2020-08-01 2139 OL6D          599 79     SM5X          599 75
QSO:  7026 CW 2020-08-01 2140 OL6D          599 79     9A3SMS        599 17
QSO:  7026 CW 2020-08-01 2140 OL6D          599 79     EA1X          599 04
QSO:  3534 CW 2020-08-01 2143 OL6D          599 79     YL2VW         599 91
QSO:  3534 CW 2020-08-01 2143 OL6D          599 79     S53O          599 72
QSO:  3534 CW 2020-08-01 2144 OL6D          599 79     OH1KO         599 80
QSO:  3534 CW 2020-08-01 2145 OL6D          599 79     EU3A          599 72
QSO:  3534 CW 2020-08-01 2145 OL6D          599 79     SP9H          599 65
QSO:  3537 CW 2020-08-01 2147 OL6D          599 79     SF5O          599 71
QSO:  3534 CW 2020-08-01 2148 OL6D          599 79     HG1A          599 75
QSO:  3534 CW 2020-08-01 2148 OL6D          599 79     UX1UX         599 81
QSO:  3535 CW 2020-08-01 2149 OL6D          599 79     IV3SKB        599 98
QSO:  3534 CW 2020-08-01 2150 OL6D          599 79     YL2SM         599 88
QSO:  3534 CW 2020-08-01 2150 OL6D          599 79     LY9Y          599 65
QSO:  3534 CW 2020-08-01 2150 OL6D          599 79     DJ0BE         599 72
QSO:  3534 CW 2020-08-01 2151 OL6D          599 79     LY2MM         599 70
QSO:  3534 CW 2020-08-01 2151 OL6D          599 79     DK0MM         599 60
QSO:  3534 CW 2020-08-01 2152 OL6D          599 79     SO4P          599 69
QSO:  3535 CW 2020-08-01 2153 OL6D          599 79     S59AA         599 50
QSO:  3538 CW 2020-08-01 2154 OL6D          599 79     UR7GO         599 71
QSO:  3538 CW 2020-08-01 2155 OL6D          599 79     DR7T          599 76
QSO:  3539 CW 2020-08-01 2155 OL6D          599 79     UT3IZ         599 73
QSO:  3539 CW 2020-08-01 2156 OL6D          599 79     DL5JS         599 77
QSO:  3540 CW 2020-08-01 2156 OL6D          599 79     HB9ARF        599 71
QSO:  3541 CW 2020-08-01 2157 OL6D          599 79     YO5OHO        599 94
QSO:  3541 CW 2020-08-01 2157 OL6D          599 79     ES2MC         599 81
QSO:  3542 CW 2020-08-01 2158 OL6D          599 79     OL8M          599 82
QSO:  3534 CW 2020-08-01 2200 OL6D          599 79     DK2OY         599 67
QSO:  3534 CW 2020-08-01 2200 OL6D          599 79     DJ2AX         599 79
QSO:  3533 CW 2020-08-01 2201 OL6D          599 79     9A3SMS        599 17
QSO:  3546 CW 2020-08-01 2202 OL6D          599 79     YT6T          599 62
QSO:  3526 CW 2020-08-01 2204 OL6D          599 79     YT2AAA        599 07
QSO:  3534 CW 2020-08-01 2205 OL6D          599 79     UA6CC         599 81
QSO:  7028 CW 2020-08-01 2210 OL6D          599 79     UW7LL         599 00
QSO:  7031 CW 2020-08-01 2211 OL6D          599 79     EA1WH         599 96
QSO:  7015 CW 2020-08-01 2212 OL6D          599 79     LZ8E          599 81
QSO:  7003 CW 2020-08-01 2212 OL6D          599 79     YU3EEA        599 16
QSO:  7004 CW 2020-08-01 2213 OL6D          599 79     PA3AAV        599 77
QSO:  7008 CW 2020-08-01 2214 OL6D          599 79     OR3A          599 93
QSO:  7009 CW 2020-08-01 2215 OL6D          599 79     S51J          599 69
QSO:  7006 CW 2020-08-01 2215 OL6D          599 79     MM9I          599 93
QSO:  7005 CW 2020-08-01 2216 OL6D          599 79     YU1RA         599 72
QSO:  7008 CW 2020-08-01 2217 OL6D          599 79     E78IW         599 87
QSO:  7010 CW 2020-08-01 2218 OL6D          599 79     4O4T          599 82
QSO:  7011 CW 2020-08-01 2219 OL6D          599 79     HA5OV         599 79
QSO:  7012 CW 2020-08-01 2220 OL6D          599 79     UC5D          599 13
QSO:  7016 CW 2020-08-01 2222 OL6D          599 79     EU3X          599 86
QSO:  7023 CW 2020-08-01 2223 OL6D          599 79     UA4CC         599 75
QSO:  7026 CW 2020-08-01 2224 OL6D          599 79     UR6EA         599 88
QSO:  7029 CW 2020-08-01 2225 OL6D          599 79     IZ8EFD        599 01
QSO:  7041 CW 2020-08-01 2225 OL6D          599 79     S52WD         599 80
QSO:  7045 CW 2020-08-01 2226 OL6D          599 79     YO3GCL        599 93
QSO:  7039 CW 2020-08-01 2226 OL6D          599 79     YU7CF         599 78
QSO:  7037 CW 2020-08-01 2227 OL6D          599 79     UZ1U          599 75
QSO:  7033 CW 2020-08-01 2228 OL6D          599 79     RN4HAB        599 00
QSO:  7031 CW 2020-08-01 2229 OL6D          599 79     HB9ARF        599 71
QSO:  7031 CW 2020-08-01 2229 OL6D          599 79     LZ9W          599 89
QSO:  7028 CW 2020-08-01 2230 OL6D          599 79     YO4RDW        599 88
QSO:  7026 CW 2020-08-01 2230 OL6D          599 79     OH0R          599 59
QSO:  7022 CW 2020-08-01 2231 OL6D          599 79     HA7MF         599 67
QSO:  7022 CW 2020-08-01 2232 OL6D          599 79     YP5A          599 77
QSO:  7024 CW 2020-08-01 2234 OL6D          599 79     G3P           599 67
QSO:  7024 CW 2020-08-01 2234 OL6D          599 79     IZ4JMA        599 06
QSO:  7024 CW 2020-08-01 2235 OL6D          599 79     R7CT          599 81
QSO:  7024 CW 2020-08-01 2236 OL6D          599 79     LY5W          599 81
QSO:  7024 CW 2020-08-01 2238 OL6D          599 79     IT9BLB        599 74
QSO:  7024 CW 2020-08-01 2238 OL6D          599 79     S50B          599 86
QSO:  7024 CW 2020-08-01 2238 OL6D          599 79     UG4I          599 70
QSO:  7024 CW 2020-08-01 2239 OL6D          599 79     M0NPT         599 03
QSO:  7024 CW 2020-08-01 2239 OL6D          599 79     PA4O          599 99
QSO:  3516 CW 2020-08-01 2241 OL6D          599 79     UA6CC         599 81
QSO:  3516 CW 2020-08-01 2242 OL6D          599 79     EW8DX         599 65
QSO:  3516 CW 2020-08-01 2243 OL6D          599 79     OL5Y          599 84
QSO:  3516 CW 2020-08-01 2243 OL6D          599 79     LZ1ZJ         599 85
QSO:  3516 CW 2020-08-01 2244 OL6D          599 79     LY5R          599 75
QSO:  3516 CW 2020-08-01 2244 OL6D          599 79     DF5EG         599 82
QSO:  3516 CW 2020-08-01 2244 OL6D          599 79     UZ1U          599 75
QSO:  3516 CW 2020-08-01 2244 OL6D          599 79     LY3BN         599 84
QSO:  3516 CW 2020-08-01 2245 OL6D          599 79     SF6W          599 68
QSO:  3516 CW 2020-08-01 2245 OL6D          599 79     UT3EK         599 73
QSO:  3516 CW 2020-08-01 2247 OL6D          599 79     EW7DK         599 90
QSO:  3516 CW 2020-08-01 2247 OL6D          599 79     LY5T          599 89
QSO:  3516 CW 2020-08-01 2247 OL6D          599 79     LZ1QV         599 74
QSO:  3516 CW 2020-08-01 2248 OL6D          599 79     LZ5R          599 85
QSO:  3516 CW 2020-08-01 2249 OL6D          599 79     EA3FZT        599 85
QSO:  3516 CW 2020-08-01 2249 OL6D          599 79     HG6O          599 73
QSO:  3516 CW 2020-08-01 2250 OL6D          599 79     EW1M          599 80
QSO:  3516 CW 2020-08-01 2250 OL6D          599 79     LA5LJA        599 94
QSO:  3516 CW 2020-08-01 2251 OL6D          599 79     G0MTN         599 88
QSO:  3516 CW 2020-08-01 2251 OL6D          599 79     LY2FN         599 78
QSO:  3516 CW 2020-08-01 2252 OL6D          599 79     LZ5XQ         599 94
QSO:  3516 CW 2020-08-01 2253 OL6D          599 79     YQ6A          599 74
QSO:  3516 CW 2020-08-01 2253 OL6D          599 79     S50XX         599 93
QSO:  3516 CW 2020-08-01 2253 OL6D          599 79     EU8N          599 14
QSO:  3516 CW 2020-08-01 2254 OL6D          599 79     SM5S          599 87
QSO:  3516 CW 2020-08-01 2255 OL6D          599 79     SE6N          599 07
QSO:  3516 CW 2020-08-01 2256 OL6D          599 79     HA3HO         599 62
QSO:  3516 CW 2020-08-01 2256 OL6D          599 79     ON6NL         599 75
QSO:  3516 CW 2020-08-01 2256 OL6D          599 79     RL5A          599 82
QSO:  3516 CW 2020-08-01 2256 OL6D          599 79     RW3FB         599 00
QSO:  3516 CW 2020-08-01 2257 OL6D          599 79     UW1M          599 72
QSO:  3516 CW 2020-08-01 2257 OL6D          599 79     OK2MBP        599 95
QSO:  3516 CW 2020-08-01 2257 OL6D          599 79     ES2RR         599 82
QSO:  3516 CW 2020-08-01 2258 OL6D          599 79     EA5BY         599 81
QSO:  3516 CW 2020-08-01 2258 OL6D          599 79     RA3AN         599 71
QSO:  3516 CW 2020-08-01 2259 OL6D          599 79     OK1DOZ        599 76
QSO:  3516 CW 2020-08-01 2300 OL6D          599 79     UA4PAQ        599 86
QSO:  3516 CW 2020-08-01 2300 OL6D          599 79     LY2A          599 74
QSO:  3516 CW 2020-08-01 2301 OL6D          599 79     YO4NF         599 90
QSO:  3516 CW 2020-08-01 2301 OL6D          599 79     UA4Z          599 94
QSO:  3516 CW 2020-08-01 2302 OL6D          599 79     S50B          599 86
QSO:  3516 CW 2020-08-01 2302 OL6D          599 79     LZ7G          599 81
QSO:  3516 CW 2020-08-01 2303 OL6D          599 79     LZ1VQ         599 72
QSO:  3516 CW 2020-08-01 2303 OL6D          599 79     UZ1WW         599 68
QSO:  3516 CW 2020-08-01 2303 OL6D          599 79     PA3CXB        599 78
QSO:  3516 CW 2020-08-01 2304 OL6D          599 79     HG1G          599 72
QSO:  3516 CW 2020-08-01 2304 OL6D          599 79     LY3B          599 93
QSO:  3516 CW 2020-08-01 2305 OL6D          599 79     RA2F          599 82
QSO:  3516 CW 2020-08-01 2305 OL6D          599 79     UT4LW         599 98
QSO:  3516 CW 2020-08-01 2307 OL6D          599 79     DF5BM         599 76
QSO:  3516 CW 2020-08-01 2307 OL6D          599 79     HA8EK         599 76
QSO:  3516 CW 2020-08-01 2308 OL6D          599 79     SN7O          599 75
QSO:  3516 CW 2020-08-01 2308 OL6D          599 79     R7RF          599 67
QSO:  3516 CW 2020-08-01 2308 OL6D          599 79     DL8MBS        599 81
QSO:  3516 CW 2020-08-01 2308 OL6D          599 79     SQ9DXN        599 95
QSO:  3516 CW 2020-08-01 2309 OL6D          599 79     OM3RM         599 73
QSO:  3516 CW 2020-08-01 2309 OL6D          599 79     OK1FPS        599 89
QSO:  3523 CW 2020-08-01 2311 OL6D          599 79     IK2CLB        599 82
QSO:  3523 CW 2020-08-01 2311 OL6D          599 79     PA4O          599 99
QSO:  3523 CW 2020-08-01 2312 OL6D          599 79     DF1DT         599 76
QSO:  3523 CW 2020-08-01 2312 OL6D          599 79     S51Z          599 77
QSO:  3523 CW 2020-08-01 2313 OL6D          599 79     DJ6OZ         599 60
QSO:  3523 CW 2020-08-01 2314 OL6D          599 79     PA2W          599 84
QSO:  3523 CW 2020-08-01 2315 OL6D          599 79     OM7LW         599 93
QSO:  3523 CW 2020-08-01 2315 OL6D          599 79     RW3AI         599 80
QSO:  3523 CW 2020-08-01 2316 OL6D          599 79     DL5AXX        599 78
QSO:  3511 CW 2020-08-01 2318 OL6D          599 79     IU8HEP        599 16
QSO:  3513 CW 2020-08-01 2318 OL6D          599 79     F8DGY         599 01
QSO:  3515 CW 2020-08-01 2319 OL6D          599 79     OH0R          599 59
QSO:  3542 CW 2020-08-01 2320 OL6D          599 79     M0NPT         599 03
QSO:  3536 CW 2020-08-01 2322 OL6D          599 79     LZ7M          599 94
QSO:  3536 CW 2020-08-01 2322 OL6D          599 79     DL1NEO        599 93
QSO:  3536 CW 2020-08-01 2323 OL6D          599 79     S53A          599 69
QSO:  3536 CW 2020-08-01 2324 OL6D          599 79     R7AT          599 82
QSO:  3536 CW 2020-08-01 2324 OL6D          599 79     R7AW          599 80
QSO:  3536 CW 2020-08-01 2325 OL6D          599 79     SD6F          599 78
QSO:  3536 CW 2020-08-01 2325 OL6D          599 79     DL6RAI        599 80
QSO:  3536 CW 2020-08-01 2325 OL6D          599 79     UR8RF         599 84
QSO:  3536 CW 2020-08-01 2326 OL6D          599 79     SP2LNW        599 79
QSO:  3536 CW 2020-08-01 2326 OL6D          599 79     YL7X          599 82
QSO:  3536 CW 2020-08-01 2326 OL6D          599 79     S52W          599 80
QSO:  3536 CW 2020-08-01 2327 OL6D          599 79     DL1ROT        599 91
QSO:  3536 CW 2020-08-01 2327 OL6D          599 79     LZ5EE         599 98
QSO:  3536 CW 2020-08-01 2328 OL6D          599 79     OE1CIW        599 81
QSO:  3536 CW 2020-08-01 2328 OL6D          599 79     HG6N          599 72
QSO:  3536 CW 2020-08-01 2329 OL6D          599 79     YU5T          599 80
QSO:  3538 CW 2020-08-01 2330 OL6D          599 79     OK1DOL        599 77
QSO:  3502 CW 2020-08-01 2331 OL6D          599 79     LY5I          599 84
QSO:  3502 CW 2020-08-01 2331 OL6D          599 79     R5CA          599 14
QSO:  3505 CW 2020-08-01 2332 OL6D          599 79     EU1DX         599 86
QSO:  3505 CW 2020-08-01 2332 OL6D          599 79     UA4S          599 98
QSO:  3506 CW 2020-08-01 2333 OL6D          599 79     LY7R          599 82
QSO:  3507 CW 2020-08-01 2333 OL6D          599 79     IZ5ICH        599 06
QSO:  3507 CW 2020-08-01 2334 OL6D          599 79     SP3CW         599 87
QSO:  3508 CW 2020-08-01 2335 OL6D          599 79     YU3EEA        599 16
QSO:  3509 CW 2020-08-01 2335 OL6D          599 79     RA1AL         599 79
QSO:  3509 CW 2020-08-01 2336 OL6D          599 79     DR5X          599 80
QSO:  3510 CW 2020-08-01 2336 OL6D          599 79     YT6M          599 83
QSO:  3510 CW 2020-08-01 2336 OL6D          599 79     LY4ZZ         599 82
QSO:  3511 CW 2020-08-01 2337 OL6D          599 79     R5WW          599 83
QSO:  3512 CW 2020-08-01 2338 OL6D          599 79     HA5OV         599 79
QSO:  3512 CW 2020-08-01 2339 OL6D          599 79     RW3X          599 69
QSO:  3513 CW 2020-08-01 2340 OL6D          599 79     9A1AA         599 77
QSO:  3516 CW 2020-08-01 2340 OL6D          599 79     LZ8E          599 81
QSO:  3516 CW 2020-08-01 2341 OL6D          599 79     S50R          599 65
QSO:  3517 CW 2020-08-01 2342 OL6D          599 79     LY1CT         599 77
QSO:  3519 CW 2020-08-01 2343 OL6D          599 79     HG3N          599 92
QSO:  3519 CW 2020-08-01 2344 OL6D          599 79     Z35F          599 82
QSO:  3520 CW 2020-08-01 2344 OL6D          599 79     YL2BJ         599 72
QSO:  3521 CW 2020-08-01 2345 OL6D          599 79     HA3NU         599 72
QSO:  3522 CW 2020-08-01 2346 OL6D          599 79     DL3KWF        599 58
QSO:  3523 CW 2020-08-01 2347 OL6D          599 79     EU1AI         599 77
QSO:  3525 CW 2020-08-01 2348 OL6D          599 79     DL5JQ         599 78
QSO:  3525 CW 2020-08-01 2349 OL6D          599 79     UA5C          599 93
QSO:  3526 CW 2020-08-01 2350 OL6D          599 79     SM5CSS        599 68
QSO:  3528 CW 2020-08-01 2351 OL6D          599 79     DL6KWN        599 65
QSO:  3530 CW 2020-08-01 2352 OL6D          599 79     SM5X          599 75
QSO:  3530 CW 2020-08-01 2352 OL6D          599 79     R3QA          599 82
QSO:  3531 CW 2020-08-01 2353 OL6D          599 79     LY7W          599 84
QSO:  3531 CW 2020-08-01 2353 OL6D          599 79     OM4AZF        599 19
QSO:  3532 CW 2020-08-01 2354 OL6D          599 79     HA8FK         599 87
QSO:  3543 CW 2020-08-01 2356 OL6D          599 79     LZ8R          599 88
QSO:  3545 CW 2020-08-01 2357 OL6D          599 79     EU1A          599 95
QSO:  3545 CW 2020-08-01 2357 OL6D          599 79     IT9BLB        599 74
QSO:  3545 CW 2020-08-01 2357 OL6D          599 79     YO4RDW        599 88
QSO:  3545 CW 2020-08-01 2358 OL6D          599 79     HA6NL         599 72
QSO:  3545 CW 2020-08-01 2358 OL6D          599 79     UT5YY         599 67
QSO:  3545 CW 2020-08-01 2359 OL6D          599 79     LY2F          599 72
QSO:  3545 CW 2020-08-01 2359 OL6D          599 79     LZ9R          599 90
END-OF-LOG:
