START-OF-LOG: 3.0
CREATED-BY: QARTest 2.8.9
CONTEST: CQ-WW-RTTY
CALLSIGN: I4DZ
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: RTTY
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 8088480
NAME: Fulvio Tumidei
OPERATORS: I4DZ I4EWH I4FYF I4IFL IK3QAR IK3STG IK4DCW IK4HVR IK4MGP IK4WMH IR4M IW4EGX IZ4GWE
QSO: 14095 RY 2013-09-28 0014 I4DZ          599 15 DX  KP4BD         599 08 DX  1
QSO:  7039 RY 2013-09-28 0014 I4DZ          599 15 DX  EU4CQ         599 16 DX  0
QSO: 14096 RY 2013-09-28 0014 I4DZ          599 15 DX  N0NI          599 04 IA  1
QSO:  7039 RY 2013-09-28 0014 I4DZ          599 15 DX  VE9NC         599 05 NB  0
QSO:  7039 RY 2013-09-28 0016 I4DZ          599 15 DX  YR1A          599 20 DX  0
QSO: 14075 RY 2013-09-28 0016 I4DZ          599 15 DX  P49X          599 09 DX  1
QSO: 14095 RY 2013-09-28 0017 I4DZ          599 15 DX  HK1NA         599 09 DX  1
QSO:  7039 RY 2013-09-28 0019 I4DZ          599 15 DX  WJ4N          599 05 FL  0
QSO: 14110 RY 2013-09-28 0020 I4DZ          599 15 DX  YS1/NP3J      599 07 DX  1
QSO:  7039 RY 2013-09-28 0020 I4DZ          599 15 DX  RA9JB         599 17 DX  0
QSO:  7039 RY 2013-09-28 0021 I4DZ          599 15 DX  UR4MG         599 16 DX  0
QSO: 14082 RY 2013-09-28 0021 I4DZ          599 15 DX  TG9AXF        599 07 DX  1
QSO:  7039 RY 2013-09-28 0022 I4DZ          599 15 DX  K1PU          599 05 CT  0
QSO:  7039 RY 2013-09-28 0023 I4DZ          599 15 DX  DF2SD         599 14 DX  0
QSO: 14092 RY 2013-09-28 0025 I4DZ          599 15 DX  AD4ES         599 05 FL  1
QSO:  7039 RY 2013-09-28 0026 I4DZ          599 15 DX  VE3HG         599 04 ON  0
QSO:  7039 RY 2013-09-28 0028 I4DZ          599 15 DX  RQ3M          599 16 DX  0
QSO: 14090 RY 2013-09-28 0029 I4DZ          599 15 DX  NO7T          599 03 AZ  0
QSO: 14090 RY 2013-09-28 0030 I4DZ          599 15 DX  NT4TS         599 05 FL  0
QSO: 14090 RY 2013-09-28 0031 I4DZ          599 15 DX  N3QE          599 05 MD  0
QSO: 14090 RY 2013-09-28 0031 I4DZ          599 15 DX  AJ4CG         599 05 GA  0
QSO:  7040 RY 2013-09-28 0031 I4DZ          599 15 DX  TF2R          599 40 DX  1
QSO:  7058 RY 2013-09-28 0032 I4DZ          599 15 DX  RW0A          599 18 DX  1
QSO: 14090 RY 2013-09-28 0032 I4DZ          599 15 DX  AB0X          599 04 KS  0
QSO: 14090 RY 2013-09-28 0032 I4DZ          599 15 DX  K9DJ          599 04 WI  0
QSO:  7047 RY 2013-09-28 0032 I4DZ          599 15 DX  VY2SS         599 05 PE  1
QSO: 14090 RY 2013-09-28 0033 I4DZ          599 15 DX  KS0M          599 04 MO  0
QSO:  7056 RY 2013-09-28 0033 I4DZ          599 15 DX  AA3B          599 05 PA  1
QSO: 14090 RY 2013-09-28 0033 I4DZ          599 15 DX  N8PR          599 05 FL  0
QSO: 14090 RY 2013-09-28 0034 I4DZ          599 15 DX  W9IU          599 04 IN  0
QSO: 14090 RY 2013-09-28 0034 I4DZ          599 15 DX  KA2D          599 05 NY  0
QSO:  7059 RY 2013-09-28 0034 I4DZ          599 15 DX  W0GJ          599 04 IA  1
QSO: 14090 RY 2013-09-28 0035 I4DZ          599 15 DX  N4BCB         599 04 AL  0
QSO:  7038 RY 2013-09-28 0035 I4DZ          599 15 DX  YQ6A          599 20 DX  1
QSO: 14090 RY 2013-09-28 0036 I4DZ          599 15 DX  KA1C          599 05 ME  0
QSO: 14090 RY 2013-09-28 0036 I4DZ          599 15 DX  W0ERP         599 04 MN  0
QSO: 14090 RY 2013-09-28 0037 I4DZ          599 15 DX  VA3SB         599 04 ON  0
QSO: 14090 RY 2013-09-28 0037 I4DZ          599 15 DX  K0CN          599 04 MN  0
QSO:  7056 RY 2013-09-28 0038 I4DZ          599 15 DX  W2FU          599 05 NY  1
QSO: 14090 RY 2013-09-28 0038 I4DZ          599 15 DX  K8KY          599 04 OH  0
QSO: 14090 RY 2013-09-28 0038 I4DZ          599 15 DX  WA2MCR        599 05 NY  0
QSO: 14090 RY 2013-09-28 0039 I4DZ          599 15 DX  NA3M          599 05 MD  0
QSO: 14090 RY 2013-09-28 0039 I4DZ          599 15 DX  AC0C          599 04 KS  0
QSO: 14090 RY 2013-09-28 0040 I4DZ          599 15 DX  K2ONP         599 05 NY  0
QSO:  7065 RY 2013-09-28 0040 I4DZ          599 15 DX  HK1NA         599 09 DX  1
QSO: 14090 RY 2013-09-28 0040 I4DZ          599 15 DX  KI4SP         599 04 AL  0
QSO: 14090 RY 2013-09-28 0041 I4DZ          599 15 DX  VA3XH         599 04 ON  0
QSO:  7048 RY 2013-09-28 0041 I4DZ          599 15 DX  PI4CG         599 14 DX  1
QSO: 14090 RY 2013-09-28 0041 I4DZ          599 15 DX  VE3JI         599 04 ON  0
QSO:  7034 RY 2013-09-28 0042 I4DZ          599 15 DX  CR3A          599 33 DX  1
QSO: 14090 RY 2013-09-28 0042 I4DZ          599 15 DX  KE5PRL        599 04 MS  0
QSO: 14090 RY 2013-09-28 0043 I4DZ          599 15 DX  WB3ESR        599 05 PA  0
QSO:  7033 RY 2013-09-28 0043 I4DZ          599 15 DX  W1UE          599 05 MA  1
QSO: 14090 RY 2013-09-28 0043 I4DZ          599 15 DX  AB4GG         599 04 TN  0
QSO: 14090 RY 2013-09-28 0044 I4DZ          599 15 DX  K9EN          599 04 WI  0
QSO:  7066 RY 2013-09-28 0044 I4DZ          599 15 DX  VA2UP         599 05 QC  1
QSO: 14090 RY 2013-09-28 0044 I4DZ          599 15 DX  WB4YDL        599 04 TN  0
QSO: 14090 RY 2013-09-28 0045 I4DZ          599 15 DX  NN5T          599 04 TX  0
QSO:  7043 RY 2013-09-28 0045 I4DZ          599 15 DX  ED1R          599 14 DX  1
QSO: 14090 RY 2013-09-28 0046 I4DZ          599 15 DX  WN0L          599 04 NE  0
QSO: 14090 RY 2013-09-28 0047 I4DZ          599 15 DX  WA1ZAM        599 05 VT  0
QSO: 14090 RY 2013-09-28 0047 I4DZ          599 15 DX  K4VV          599 05 VA  0
QSO: 14090 RY 2013-09-28 0048 I4DZ          599 15 DX  K4IU          599 04 MN  0
QSO: 14090 RY 2013-09-28 0049 I4DZ          599 15 DX  K4LTE         599 05 NC  0
QSO: 14090 RY 2013-09-28 0049 I4DZ          599 15 DX  WA1Z          599 05 NH  0
QSO:  7051 RY 2013-09-28 0049 I4DZ          599 15 DX  EI8IU         599 14 DX  1
QSO: 14090 RY 2013-09-28 0050 I4DZ          599 15 DX  WO2X          599 05 NJ  0
QSO:  7036 RY 2013-09-28 0050 I4DZ          599 15 DX  LZ5R          599 20 DX  1
QSO: 14090 RY 2013-09-28 0050 I4DZ          599 15 DX  K9IUQ         599 04 IL  0
QSO: 14090 RY 2013-09-28 0051 I4DZ          599 15 DX  W3DQN         599 05 MD  0
QSO: 14090 RY 2013-09-28 0051 I4DZ          599 15 DX  K2DLS         599 05 NJ  0
QSO:  7058 RY 2013-09-28 0051 I4DZ          599 15 DX  AC0C          599 04 KS  1
QSO: 14090 RY 2013-09-28 0052 I4DZ          599 15 DX  W0HW          599 04 MN  0
QSO: 14090 RY 2013-09-28 0053 I4DZ          599 15 DX  N8WXQ         599 05 PA  0
QSO: 14090 RY 2013-09-28 0053 I4DZ          599 15 DX  KB2YAN        599 05 NJ  0
QSO: 14090 RY 2013-09-28 0054 I4DZ          599 15 DX  WA2HIP        599 05 ME  0
QSO:  7070 RY 2013-09-28 0055 I4DZ          599 15 DX  K1FWE         599 05 NH  1
QSO: 14090 RY 2013-09-28 0055 I4DZ          599 15 DX  WA3AFS        599 05 NY  0
QSO: 14090 RY 2013-09-28 0056 I4DZ          599 15 DX  KU8V          599 05 VA  0
QSO: 14090 RY 2013-09-28 0058 I4DZ          599 15 DX  VE3CV         599 04 ON  0
QSO:  7052 RY 2013-09-28 0058 I4DZ          599 15 DX  LY6A          599 15 DX  1
QSO:  7049 RY 2013-09-28 0058 I4DZ          599 15 DX  SO4M          599 15 DX  1
QSO: 14090 RY 2013-09-28 0058 I4DZ          599 15 DX  N6AR          599 05 FL  0
QSO: 14090 RY 2013-09-28 0059 I4DZ          599 15 DX  K4FTO         599 05 VA  0
QSO:  7050 RY 2013-09-28 0059 I4DZ          599 15 DX  ES9C          599 15 DX  1
QSO: 14090 RY 2013-09-28 0059 I4DZ          599 15 DX  W4IOU         599 05 GA  0
QSO: 14090 RY 2013-09-28 0100 I4DZ          599 15 DX  W3FV          599 05 PA  0
QSO: 14090 RY 2013-09-28 0100 I4DZ          599 15 DX  AB3AI         599 05 PA  0
QSO: 14090 RY 2013-09-28 0101 I4DZ          599 15 DX  K4REB         599 05 NC  0
QSO: 14090 RY 2013-09-28 0102 I4DZ          599 15 DX  N2QT          599 05 VA  0
QSO: 14090 RY 2013-09-28 0102 I4DZ          599 15 DX  NM8O          599 04 OH  0
QSO: 14090 RY 2013-09-28 0103 I4DZ          599 15 DX  K9JWI         599 04 IN  0
QSO: 14090 RY 2013-09-28 0104 I4DZ          599 15 DX  KA1QBO        599 05 NH  0
QSO: 14090 RY 2013-09-28 0105 I4DZ          599 15 DX  W8KEN         599 04 OH  0
QSO: 14090 RY 2013-09-28 0106 I4DZ          599 15 DX  W4WWQ         599 05 VA  0
QSO: 14090 RY 2013-09-28 0106 I4DZ          599 15 DX  KM7R          599 03 ID  0
QSO: 14090 RY 2013-09-28 0107 I4DZ          599 15 DX  VE3RCN        599 04 ON  0
QSO:  7045 RY 2013-09-28 0107 I4DZ          599 15 DX  TA1EE         599 20 DX  1
QSO: 14090 RY 2013-09-28 0107 I4DZ          599 15 DX  K1GU          599 04 TN  0
QSO: 14090 RY 2013-09-28 0108 I4DZ          599 15 DX  AA3B          599 05 PA  0
QSO: 14090 RY 2013-09-28 0108 I4DZ          599 15 DX  KC2SZ         599 05 NJ  0
QSO: 14090 RY 2013-09-28 0108 I4DZ          599 15 DX  WA1DRQ        599 05 MA  0
QSO: 14090 RY 2013-09-28 0109 I4DZ          599 15 DX  WA4MLD        599 04 MI  0
QSO: 14090 RY 2013-09-28 0110 I4DZ          599 15 DX  NE7X          599 03 AZ  0
QSO: 14090 RY 2013-09-28 0110 I4DZ          599 15 DX  N2MGT         599 05 NY  0
QSO: 14090 RY 2013-09-28 0111 I4DZ          599 15 DX  K9OR          599 04 IL  0
QSO: 14090 RY 2013-09-28 0111 I4DZ          599 15 DX  KA4OTB        599 04 TN  0
QSO:  7058 RY 2013-09-28 0112 I4DZ          599 15 DX  M7W           599 14 DX  1
QSO: 14090 RY 2013-09-28 0112 I4DZ          599 15 DX  K0KX          599 04 MN  0
QSO: 14090 RY 2013-09-28 0112 I4DZ          599 15 DX  K0JJR         599 04 MN  0
QSO: 14090 RY 2013-09-28 0113 I4DZ          599 15 DX  NT0F          599 04 IA  0
QSO: 14090 RY 2013-09-28 0114 I4DZ          599 15 DX  K2QQ          599 05 NY  0
QSO: 14090 RY 2013-09-28 0114 I4DZ          599 15 DX  W6TRI         599 04 IL  0
QSO: 14090 RY 2013-09-28 0115 I4DZ          599 15 DX  R4WAA         599 16 DX  0
QSO:  7039 RY 2013-09-28 0115 I4DZ          599 15 DX  W4GKM         599 04 TN  1
QSO: 14090 RY 2013-09-28 0117 I4DZ          599 15 DX  VE2ESU        599 05 QC  0
QSO:  7048 RY 2013-09-28 0118 I4DZ          599 15 DX  AB5K          599 04 TX  1
QSO: 14090 RY 2013-09-28 0118 I4DZ          599 15 DX  W1CCE         599 05 MA  0
QSO: 14090 RY 2013-09-28 0119 I4DZ          599 15 DX  W2LE          599 05 NJ  0
QSO:  7029 RY 2013-09-28 0120 I4DZ          599 15 DX  KI1G          599 05 RI  1
QSO: 14090 RY 2013-09-28 0121 I4DZ          599 15 DX  K3CWF         599 05 DE  0
QSO: 14090 RY 2013-09-28 0122 I4DZ          599 15 DX  KB4GYT        599 05 SC  0
QSO:  7072 RY 2013-09-28 0122 I4DZ          599 15 DX  SV5DKL        599 20 DX  1
QSO: 14090 RY 2013-09-28 0122 I4DZ          599 15 DX  KS2G          599 05 NY  0
QSO: 14090 RY 2013-09-28 0124 I4DZ          599 15 DX  VE3BZ         599 04 ON  0
QSO: 14090 RY 2013-09-28 0124 I4DZ          599 15 DX  N1API         599 05 CT  0
QSO:  7079 RY 2013-09-28 0125 I4DZ          599 15 DX  P49X          599 09 DX  1
QSO: 14090 RY 2013-09-28 0125 I4DZ          599 15 DX  WO2T          599 05 NJ  0
QSO: 14090 RY 2013-09-28 0125 I4DZ          599 15 DX  K1IMI         599 05 ME  0
QSO:  7034 RY 2013-09-28 0125 I4DZ          599 15 DX  W4BQF         599 05 GA  1
QSO:  7033 RY 2013-09-28 0126 I4DZ          599 15 DX  OH2K          599 15 DX  1
QSO: 14090 RY 2013-09-28 0126 I4DZ          599 15 DX  WA2LXE        599 05 NJ  0
QSO: 14090 RY 2013-09-28 0127 I4DZ          599 15 DX  N1QD          599 05 MA  0
QSO: 14090 RY 2013-09-28 0127 I4DZ          599 15 DX  W7KNX         599 03 OR  0
QSO: 14090 RY 2013-09-28 0128 I4DZ          599 15 DX  UA4M          599 16 DX  0
QSO:  7062 RY 2013-09-28 0129 I4DZ          599 15 DX  AB0RX         599 04 MO  1
QSO: 14090 RY 2013-09-28 0129 I4DZ          599 15 DX  KR4LO         599 05 NC  0
QSO: 14090 RY 2013-09-28 0129 I4DZ          599 15 DX  N0BK          599 04 MN  0
QSO:  7060 RY 2013-09-28 0129 I4DZ          599 15 DX  VE2CSI        599 02 QC  1
QSO: 14090 RY 2013-09-28 0130 I4DZ          599 15 DX  AB4SF         599 05 VA  0
QSO: 14090 RY 2013-09-28 0131 I4DZ          599 15 DX  W9SE          599 04 IL  0
QSO: 14090 RY 2013-09-28 0131 I4DZ          599 15 DX  W1DX          599 05 CT  0
QSO: 14090 RY 2013-09-28 0132 I4DZ          599 15 DX  WB2COY        599 05 NY  0
QSO:  7071 RY 2013-09-28 0133 I4DZ          599 15 DX  W8OTR         599 04 OH  1
QSO: 14090 RY 2013-09-28 0133 I4DZ          599 15 DX  NQ6N          599 05 NY  0
QSO: 14090 RY 2013-09-28 0134 I4DZ          599 15 DX  K2TWI         599 05 NJ  0
QSO: 14090 RY 2013-09-28 0134 I4DZ          599 15 DX  AJ1E          599 05 MA  0
QSO: 14090 RY 2013-09-28 0135 I4DZ          599 15 DX  N8BJQ         599 04 OH  0
QSO:  7033 RY 2013-09-28 0136 I4DZ          599 15 DX  SV1JG         599 20 DX  1
QSO:  7044 RY 2013-09-28 0137 I4DZ          599 15 DX  W6WRT         599 03 CA  1
QSO: 14090 RY 2013-09-28 0138 I4DZ          599 15 DX  KJ1J          599 05 NH  0
QSO: 14090 RY 2013-09-28 0138 I4DZ          599 15 DX  VA3VF         599 04 ON  0
QSO: 14090 RY 2013-09-28 0139 I4DZ          599 15 DX  KJ4WD         599 05 NC  0
QSO:  7051 RY 2013-09-28 0139 I4DZ          599 15 DX  KC4HW         599 04 AL  1
QSO: 14090 RY 2013-09-28 0139 I4DZ          599 15 DX  AB1J          599 05 MA  0
QSO: 14090 RY 2013-09-28 0140 I4DZ          599 15 DX  KZ2R          599 05 NY  0
QSO: 14090 RY 2013-09-28 0140 I4DZ          599 15 DX  NF0N          599 04 NE  0
QSO: 14090 RY 2013-09-28 0141 I4DZ          599 15 DX  RA4HL         599 16 DX  0
QSO: 14090 RY 2013-09-28 0142 I4DZ          599 15 DX  W3OU          599 05 MD  0
QSO: 14090 RY 2013-09-28 0143 I4DZ          599 15 DX  WB8IMY        599 05 CT  0
QSO:  7072 RY 2013-09-28 0143 I4DZ          599 15 DX  GW4SKA        599 14 DX  1
QSO: 14090 RY 2013-09-28 0144 I4DZ          599 15 DX  K7TQ          599 03 ID  0
QSO: 14090 RY 2013-09-28 0144 I4DZ          599 15 DX  VE3FJ         599 04 ON  0
QSO: 14090 RY 2013-09-28 0145 I4DZ          599 15 DX  W7HJ          599 05 VA  0
QSO: 14090 RY 2013-09-28 0145 I4DZ          599 15 DX  UN7MMM        599 17 DX  0
QSO: 14090 RY 2013-09-28 0145 I4DZ          599 15 DX  WB4YDY        599 04 TN  0
QSO: 14090 RY 2013-09-28 0146 I4DZ          599 15 DX  KF0UR         599 04 CO  0
QSO: 14090 RY 2013-09-28 0147 I4DZ          599 15 DX  KB5GA         599 04 LA  0
QSO:  7045 RY 2013-09-28 0147 I4DZ          599 15 DX  HI8PJP        599 08 DX  1
QSO: 14090 RY 2013-09-28 0147 I4DZ          599 15 DX  W2IUC         599 05 NJ  0
QSO: 14090 RY 2013-09-28 0148 I4DZ          599 15 DX  AA6MK         599 03 CA  0
QSO: 14090 RY 2013-09-28 0148 I4DZ          599 15 DX  K0NW          599 03 CA  0
QSO:  7053 RY 2013-09-28 0149 I4DZ          599 15 DX  EA1AKS        599 14 DX  0
QSO: 14090 RY 2013-09-28 0149 I4DZ          599 15 DX  N7ZO          599 03 OR  0
QSO: 14090 RY 2013-09-28 0150 I4DZ          599 15 DX  W4XMT         599 05 NC  0
QSO: 14090 RY 2013-09-28 0150 I4DZ          599 15 DX  W4HK          599 04 KY  0
QSO:  7057 RY 2013-09-28 0150 I4DZ          599 15 DX  N2WQ/VE3      599 04 ON  0
QSO: 14090 RY 2013-09-28 0151 I4DZ          599 15 DX  KC2WUF        599 05 NJ  0
QSO:  7044 RY 2013-09-28 0151 I4DZ          599 15 DX  YS1/NP3J      599 07 DX  1
QSO: 14090 RY 2013-09-28 0152 I4DZ          599 15 DX  KA9MOM        599 04 IL  0
QSO: 14090 RY 2013-09-28 0152 I4DZ          599 15 DX  W3MF          599 05 PA  0
QSO:  7063 RY 2013-09-28 0152 I4DZ          599 15 DX  LZ8E          599 20 DX  0
QSO: 14090 RY 2013-09-28 0153 I4DZ          599 15 DX  W2RTV         599 05 NY  0
QSO: 14090 RY 2013-09-28 0153 I4DZ          599 15 DX  N6QQ          599 03 CA  0
QSO:  7064 RY 2013-09-28 0153 I4DZ          599 15 DX  VE3NZ         599 04 ON  0
QSO:  7065 RY 2013-09-28 0154 I4DZ          599 15 DX  2E0SQL        599 14 DX  0
QSO: 14090 RY 2013-09-28 0154 I4DZ          599 15 DX  RC9A          599 17 DX  0
QSO: 14090 RY 2013-09-28 0155 I4DZ          599 15 DX  K0AD          599 04 MN  0
QSO:  7036 RY 2013-09-28 0156 I4DZ          599 15 DX  HG7T          599 15 DX  1
QSO: 14090 RY 2013-09-28 0156 I4DZ          599 15 DX  ND2K          599 05 NJ  0
QSO: 14090 RY 2013-09-28 0157 I4DZ          599 15 DX  K4FJW         599 05 VA  0
QSO:  7050 RY 2013-09-28 0158 I4DZ          599 15 DX  LX/OR5M       599 14 DX  1
QSO: 14090 RY 2013-09-28 0158 I4DZ          599 15 DX  K4MM          599 05 FL  0
QSO:  7056 RY 2013-09-28 0159 I4DZ          599 15 DX  OP7B          599 14 DX  1
QSO: 14090 RY 2013-09-28 0159 I4DZ          599 15 DX  WB2RHM        599 05 NC  0
QSO: 14090 RY 2013-09-28 0200 I4DZ          599 15 DX  N3XL          599 05 MD  0
QSO: 14090 RY 2013-09-28 0200 I4DZ          599 15 DX  VE3DZ         599 04 ON  0
QSO: 14090 RY 2013-09-28 0201 I4DZ          599 15 DX  W5LKB         599 04 TX  0
QSO:  7075 RY 2013-09-28 0203 I4DZ          599 15 DX  SJ2W          599 14 DX  1
QSO:  7046 RY 2013-09-28 0203 I4DZ          599 15 DX  W3LL          599 05 MD  1
QSO: 14090 RY 2013-09-28 0203 I4DZ          599 15 DX  YV5AAX        599 09 DX  0
QSO: 14090 RY 2013-09-28 0205 I4DZ          599 15 DX  K4FJ          599 05 VA  0
QSO:  7040 RY 2013-09-28 0205 I4DZ          599 15 DX  EC8CQ         599 33 DX  1
QSO: 14090 RY 2013-09-28 0205 I4DZ          599 15 DX  K3JPT         599 05 PA  0
QSO:  7043 RY 2013-09-28 0205 I4DZ          599 15 DX  W0LSD         599 04 CO  1
QSO: 14090 RY 2013-09-28 0206 I4DZ          599 15 DX  K2UF          599 05 NY  0
QSO: 14090 RY 2013-09-28 0206 I4DZ          599 15 DX  WB4HDC        599 05 NC  0
QSO: 14090 RY 2013-09-28 0207 I4DZ          599 15 DX  W4JHU         599 05 VA  0
QSO: 14090 RY 2013-09-28 0207 I4DZ          599 15 DX  KB3LIX        599 05 PA  0
QSO:  7052 RY 2013-09-28 0208 I4DZ          599 15 DX  NK7U          599 03 OR  1
QSO: 14090 RY 2013-09-28 0208 I4DZ          599 15 DX  KA0EIC        599 04 KS  0
QSO: 14090 RY 2013-09-28 0209 I4DZ          599 15 DX  WA8CLT        599 04 OH  0
QSO:  7051 RY 2013-09-28 0209 I4DZ          599 15 DX  F4SGU         599 14 DX  1
QSO: 14090 RY 2013-09-28 0211 I4DZ          599 15 DX  K0MZN         599 03 NV  0
QSO:  7076 RY 2013-09-28 0211 I4DZ          599 15 DX  A65BP         599 21 DX  1
QSO: 14090 RY 2013-09-28 0212 I4DZ          599 15 DX  W6UX          599 03 CA  0
QSO: 14090 RY 2013-09-28 0213 I4DZ          599 15 DX  KC0BMF        599 04 IA  0
QSO: 14090 RY 2013-09-28 0213 I4DZ          599 15 DX  WF1H          599 05 CT  0
QSO: 14090 RY 2013-09-28 0214 I4DZ          599 15 DX  K1GG          599 05 VA  0
QSO: 14090 RY 2013-09-28 0214 I4DZ          599 15 DX  KA8G          599 04 OH  0
QSO: 14090 RY 2013-09-28 0215 I4DZ          599 15 DX  NX0I          599 04 MO  0
QSO:  7047 RY 2013-09-28 0215 I4DZ          599 15 DX  AA5AU         599 04 LA  1
QSO: 14090 RY 2013-09-28 0216 I4DZ          599 15 DX  WX4G          599 05 NC  0
QSO: 14090 RY 2013-09-28 0217 I4DZ          599 15 DX  KC8GCR        599 05 WV  0
QSO: 14090 RY 2013-09-28 0217 I4DZ          599 15 DX  W9VQ          599 04 IL  0
QSO:  7081 RY 2013-09-28 0217 I4DZ          599 15 DX  W4UK          599 05 SC  1
QSO: 14090 RY 2013-09-28 0217 I4DZ          599 15 DX  KT9L          599 04 IN  0
QSO: 14090 RY 2013-09-28 0218 I4DZ          599 15 DX  K2RB          599 05 NY  0
QSO: 14090 RY 2013-09-28 0218 I4DZ          599 15 DX  VE3BR         599 04 ON  0
QSO: 14090 RY 2013-09-28 0220 I4DZ          599 15 DX  NY8C          599 04 OH  0
QSO: 14090 RY 2013-09-28 0220 I4DZ          599 15 DX  KB8VAO        599 04 OH  0
QSO: 14090 RY 2013-09-28 0221 I4DZ          599 15 DX  AG4W          599 04 AL  0
QSO:  7078 RY 2013-09-28 0221 I4DZ          599 15 DX  K0AD          599 04 MN  1
QSO: 14090 RY 2013-09-28 0221 I4DZ          599 15 DX  VA3DF         599 04 ON  0
QSO: 14090 RY 2013-09-28 0222 I4DZ          599 15 DX  W4PFM         599 05 VA  0
QSO: 14090 RY 2013-09-28 0222 I4DZ          599 15 DX  W7VXS         599 03 WA  0
QSO:  7077 RY 2013-09-28 0222 I4DZ          599 15 DX  FG5LA         599 08 DX  1
QSO: 14090 RY 2013-09-28 0222 I4DZ          599 15 DX  EF8U          599 33 DX  0
QSO: 14090 RY 2013-09-28 0223 I4DZ          599 15 DX  W8KHP         599 04 KY  0
QSO: 14090 RY 2013-09-28 0223 I4DZ          599 15 DX  WU9D          599 04 IN  0
QSO:  7042 RY 2013-09-28 0224 I4DZ          599 15 DX  9A5M          599 15 DX  1
QSO: 14090 RY 2013-09-28 0224 I4DZ          599 15 DX  K4EDI         599 04 TN  0
QSO:  7051 RY 2013-09-28 0224 I4DZ          599 15 DX  VE7ACN        599 03 BC  1
QSO: 14090 RY 2013-09-28 0224 I4DZ          599 15 DX  K8CX          599 04 OH  0
QSO: 14090 RY 2013-09-28 0225 I4DZ          599 15 DX  IK4UXA        599 15 DX  0
QSO: 14090 RY 2013-09-28 0225 I4DZ          599 15 DX  KE8M          599 04 OH  0
QSO:  7055 RY 2013-09-28 0226 I4DZ          599 15 DX  IQ9UI         599 15 DX  1
QSO: 14090 RY 2013-09-28 0226 I4DZ          599 15 DX  W0EM          599 04 CO  0
QSO: 14090 RY 2013-09-28 0227 I4DZ          599 15 DX  WR7Q          599 03 UT  0
QSO: 14090 RY 2013-09-28 0227 I4DZ          599 15 DX  W3SA          599 05 NC  0
QSO: 14090 RY 2013-09-28 0228 I4DZ          599 15 DX  N0ATQ         599 04 IN  0
QSO: 14090 RY 2013-09-28 0229 I4DZ          599 15 DX  W3CRZ         599 04 OH  0
QSO: 14090 RY 2013-09-28 0229 I4DZ          599 15 DX  ZL3X          599 32 DX  0
QSO: 14090 RY 2013-09-28 0231 I4DZ          599 15 DX  K8WDX         599 05 WV  0
