START-OF-LOG: 3.0
CALLSIGN: SP6DHH
CLAIMED-SCORE: 0
NAME: Ryszard Moüdzioch
OPERATORS: SP6DHH
SOAPBOX: Generated for IARU HF Contest by IARU-GEN software (c) SP7DQR
QSO: 21000 PH 2014-03-30 1217 SP6DHH        59  076    A73A          59  1040
QSO: 21000 PH 2014-03-30 1219 SP6DHH        59  077    JA3AOP        59  1040
QSO: 21000 PH 2014-03-30 1221 SP6DHH        59  078    K9CT          59  1540
QSO: 21000 PH 2014-03-30 1225 SP6DHH        59  079    K4PV          59  1527
QSO: 21000 PH 2014-03-30 1230 SP6DHH        59  080    EC2DX         59  2706
QSO: 21000 PH 2014-03-30 1233 SP6DHH        59  081    P43A          59  2174
QSO: 21000 PH 2014-03-30 1235 SP6DHH        59  082    NE5D          59  1609
QSO: 21000 PH 2014-03-30 1237 SP6DHH        59  083    EB2AM         59  1219
QSO: 21000 PH 2014-03-30 1303 SP6DHH        59  084    LI1PHA        59  494
QSO: 21000 PH 2014-03-30 1305 SP6DHH        59  085    N0MA          59  463
QSO: 21000 PH 2014-03-30 1316 SP6DHH        59  086    VE3MIS        59  102
QSO: 21000 PH 2014-03-30 1325 SP6DHH        59  087    EA7ZY         59  417
QSO: 21000 PH 2014-03-30 1326 SP6DHH        59  088    RM4HZ         59  2289
QSO: 21000 PH 2014-03-30 1330 SP6DHH        59  089    HK1NA         59  1969
QSO: 21000 PH 2014-03-30 1331 SP6DHH        59  090    UA1ORK        59  678
QSO: 21000 PH 2014-03-30 1338 SP6DHH        59  091    NQ4I          59  1477
QSO: 21000 PH 2014-03-30 1343 SP6DHH        59  092    WX3B          59  1497
QSO: 21000 PH 2014-03-30 1345 SP6DHH        59  093    RW4W          59  2471
QSO: 21000 PH 2014-03-30 1346 SP6DHH        59  094    EA8DD         59  222
QSO: 21000 PH 2014-03-30 1348 SP6DHH        59  095    SE2I          59  270
QSO: 21000 PH 2014-03-30 1349 SP6DHH        59  096    CR3A          59  1905
QSO: 21000 PH 2014-03-30 1351 SP6DHH        59  097    TC3P          59  2269
QSO: 21000 PH 2014-03-30 1355 SP6DHH        59  098    9A73P         59  4963
QSO: 21000 PH 2014-03-30 1400 SP6DHH        59  099    XP1A          59  242
QSO: 21000 PH 2014-03-30 1401 SP6DHH        59  100    SN8W          59  1626
QSO: 21000 PH 2014-03-30 1443 SP6DHH        59  102    ED2W          59  1343
QSO: 21000 PH 2014-03-30 1448 SP6DHH        59  103    RW1A          59  345
QSO: 21000 PH 2014-03-30 1450 SP6DHH        59  104    EF1W          59  1993
QSO: 21000 PH 2014-03-30 1458 SP6DHH        59  105    CQ8X          59  4244
QSO: 21000 PH 2014-03-30 1500 SP6DHH        59  106    SX8V          59  1465
QSO: 21000 PH 2014-03-30 1503 SP6DHH        59  107    OG9ZAA        59  757
QSO: 21000 PH 2014-03-30 1508 SP6DHH        59  108    C4A           59  1706
QSO: 21000 PH 2014-03-30 1510 SP6DHH        59  109    KL7RA         59  2906
QSO: 21000 PH 2014-03-30 1514 SP6DHH        59  110    UP2L          59  2606
QSO: 21000 PH 2014-03-30 1523 SP6DHH        59  111    IB9T          59  1560
QSO: 21000 PH 2014-03-30 1526 SP6DHH        59  112    N9RV          59  919
QSO: 21000 PH 2014-03-30 1532 SP6DHH        59  113    SZ3P          59  1837
QSO: 21000 PH 2014-03-30 1533 SP6DHH        59  114    EA1PP         59  848
END-OF-LOG:
