START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JAN
CALLSIGN: WA3EKL
LOCATION: MDC
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: VHF-3-BAND
CATEGORY-MODE: ALL
CATEGORY-TRANSMITTER: LIMITED
CATEGORY-STATION: FIXED
OPERATORS: WA3EKL KB3VQC K0OO K3ANI W1TRT KC3YBF W3URL N3DPB
QSO: 432 DG 2025-01-18 1956 WA3EKL FM19 KT1R FM09
QSO: 144 DG 2025-01-18 1956 WA3EKL FM19 K3TC FM19
QSO: 50 DG 2025-01-18 1956 WA3EKL FM19 W4JVN FM18
QSO: 50 DG 2025-01-18 2000 WA3EKL FM19 KB3GFK FM19
QSO: 432 DG 2025-01-18 2003 WA3EKL FM19 W3IP FM19
QSO: 50 DG 2025-01-18 2004 WA3EKL FM19 WN3A FN10
QSO: 50 DG 2025-01-18 2006 WA3EKL FM19 N3MK FM27
QSO: 144 DG 2025-01-18 2007 WA3EKL FM19 VE3MIS FN03
QSO: 144 DG 2025-01-18 2010 WA3EKL FM19 VE3CKO FN02
QSO: 50 DG 2025-01-18 2011 WA3EKL FM19 K4YT FM19
QSO: 144 DG 2025-01-18 2012 WA3EKL FM19 KF2T FM19
QSO: 50 DG 2025-01-18 2013 WA3EKL FM19 N8URE FM19
QSO: 144 DG 2025-01-18 2015 WA3EKL FM19 N4HB FM17
QSO: 50 DG 2025-01-18 2022 WA3EKL FM19 W3UCA FN20
QSO: 144 DG 2025-01-18 2025 WA3EKL FM19 KM4OZH/R FM18
QSO: 50 DG 2025-01-18 2026 WA3EKL FM19 KA3SVK FM19
QSO: 144 DG 2025-01-18 2027 WA3EKL FM19 K3JDD FM19
QSO: 144 DG 2025-01-18 2029 WA3EKL FM19 K4RCA FM06
QSO: 144 DG 2025-01-18 2031 WA3EKL FM19 N3ALN FM19
QSO: 50 DG 2025-01-18 2034 WA3EKL FM19 N4MM FM09
QSO: 50 DG 2025-01-18 2036 WA3EKL FM19 WA2OTC FM19
QSO: 144 DG 2025-01-18 2037 WA3EKL FM19 KR1ST FN21
QSO: 50 DG 2025-01-18 2038 WA3EKL FM19 N3FTI FN20
QSO: 144 DG 2025-01-18 2041 WA3EKL FM19 N3MWQ FM29
QSO: 50 DG 2025-01-18 2043 WA3EKL FM19 W3BTX FN00
QSO: 144 DG 2025-01-18 2044 WA3EKL FM19 K4TJA FM17
QSO: 50 DG 2025-01-18 2051 WA3EKL FM19 K1RA FM18
QSO: 50 DG 2025-01-18 2053 WA3EKL FM19 K4TJA FM17
QSO: 50 DG 2025-01-18 2055 WA3EKL FM19 WA2FZW FN20
QSO: 50 DG 2025-01-18 2058 WA3EKL FM19 N3FJP FM19
QSO: 144 DG 2025-01-18 2059 WA3EKL FM19 KC3OSD FM19
QSO: 50 DG 2025-01-18 2106 WA3EKL FM19 W3EAT FM19
QSO: 432 DG 2025-01-18 2107 WA3EKL FM19 W3FAY FM18
QSO: 144 DG 2025-01-18 2111 WA3EKL FM19 K2TXB FN20
QSO: 144 DG 2025-01-18 2148 WA3EKL FM19 W3ZGD FM19
QSO: 432 DG 2025-01-18 2148 WA3EKL FM19 WA3DRC FM28
QSO: 50 DG 2025-01-18 2152 WA3EKL FM19 KU4CG FM18
QSO: 50 DG 2025-01-18 2154 WA3EKL FM19 W4XP FM18
QSO: 50 DG 2025-01-18 2156 WA3EKL FM19 NF3R FN20
QSO: 50 DG 2025-01-18 2157 WA3EKL FM19 K4SO FM18
QSO: 50 DG 2025-01-18 2158 WA3EKL FM19 KC3OSD FM19
QSO: 144 DG 2025-01-18 2201 WA3EKL FM19 K1TEO FN31
QSO: 50 DG 2025-01-18 2202 WA3EKL FM19 K3TC FM19
QSO: 50 DG 2025-01-18 2203 WA3EKL FM19 W3LL FM19
QSO: 50 DG 2025-01-18 2205 WA3EKL FM19 KD3CQ FM18
QSO: 50 DG 2025-01-18 2207 WA3EKL FM19 N4HB FM17
QSO: 144 DG 2025-01-18 2208 WA3EKL FM19 KB2KIR FN22
QSO: 50 DG 2025-01-18 2210 WA3EKL FM19 AC8Y FM18
QSO: 50 DG 2025-01-18 2213 WA3EKL FM19 KB1HY FN31
QSO: 144 DG 2025-01-18 2215 WA3EKL FM19 NF3R FN20
QSO: 50 DG 2025-01-18 2222 WA3EKL FM19 N1WR FM17
QSO: 144 DG 2025-01-18 2228 WA3EKL FM19 W3LL FM19
QSO: 144 DG 2025-01-18 2229 WA3EKL FM19 WG3K FM18
QSO: 50 DG 2025-01-18 2233 WA3EKL FM19 W3ZGD FM19
QSO: 50 DG 2025-01-18 2242 WA3EKL FM19 K3ISH FN21
QSO: 432 DG 2025-01-18 2246 WA3EKL FM19 W3LL FM19
QSO: 144 DG 2025-01-18 2253 WA3EKL FM19 N8URE FM19
QSO: 50 DG 2025-01-18 2256 WA3EKL FM19 N8GA EN80
QSO: 50 DG 2025-01-18 2304 WA3EKL FM19 W2MMD FM29
QSO: 50 DG 2025-01-18 2306 WA3EKL FM19 K0LB FM18
QSO: 50 DG 2025-01-18 2313 WA3EKL FM19 KB4OLM FM08
QSO: 50 DG 2025-01-18 2317 WA3EKL FM19 K3SK FM07
QSO: 144 DG 2025-01-18 2320 WA3EKL FM19 K3SK FM07
QSO: 144 DG 2025-01-18 2327 WA3EKL FM19 KB4OLM FM08
QSO: 50 DG 2025-01-18 2331 WA3EKL FM19 KE4WMF/R FM18
QSO: 50 DG 2025-01-18 2351 WA3EKL FM19 N3ALN FM19
QSO: 144 DG 2025-01-18 2357 WA3EKL FM19 K2TER FN13
QSO: 432 DG 2025-01-18 2359 WA3EKL FM19 VE3MIS FN03
QSO: 144 DG 2025-01-19 0000 WA3EKL FM19 K3FR FM18
QSO: 144 DG 2025-01-19 0004 WA3EKL FM19 KC3YYP FM19
QSO: 50 DG 2025-01-19 0012 WA3EKL FM19 WG3K FM18
QSO: 50 DG 2025-01-19 0028 WA3EKL FM19 W2ZF FN30
QSO: 50 DG 2025-01-19 0033 WA3EKL FM19 W3ZGD FM19
QSO: 50 DG 2025-01-19 0039 WA3EKL FM19 WA3DRC FM28
QSO: 50 DG 2025-01-19 0040 WA3EKL FM19 N3NGE FN20
QSO: 144 DG 2025-01-19 0043 WA3EKL FM19 KT1R FM09
QSO: 50 DG 2025-01-19 0044 WA3EKL FM19 W3IP FM19
QSO: 144 DG 2025-01-19 0046 WA3EKL FM19 KA6AKH FM18
QSO: 50 DG 2025-01-19 0047 WA3EKL FM19 KA3HED FM29
QSO: 144 DG 2025-01-19 0049 WA3EKL FM19 W3XTT FN01
QSO: 432 DG 2025-01-19 0059 WA3EKL FM19 N8URE FM19
QSO: 50 DG 2025-01-19 0103 WA3EKL FM19 WB2RVX FM29
QSO: 50 DG 2025-01-19 0107 WA3EKL FM19 WB2RVX FM29
QSO: 144 DG 2025-01-19 0107 WA3EKL FM19 KE1LI FN41
QSO: 50 DG 2025-01-19 0109 WA3EKL FM19 N2SCJ FM29
QSO: 50 DG 2025-01-19 0113 WA3EKL FM19 N3ITT FN20
QSO: 144 DG 2025-01-19 0113 WA3EKL FM19 VE3WY FN04
QSO: 144 DG 2025-01-19 0120 WA3EKL FM19 N3XF FN00
QSO: 50 DG 2025-01-19 0123 WA3EKL FM19 N2NT FN20
QSO: 144 DG 2025-01-19 0126 WA3EKL FM19 KC2TN FM29
QSO: 144 DG 2025-01-19 0131 WA3EKL FM19 N3MK FM27
QSO: 50 DG 2025-01-19 0133 WA3EKL FM19 KW3DX FN21
QSO: 144 DG 2025-01-19 0136 WA3EKL FM19 WN3A FN10
QSO: 50 DG 2025-01-19 0138 WA3EKL FM19 W3KM FN20
QSO: 144 DG 2025-01-19 0139 WA3EKL FM19 WA3QPX FM29
QSO: 144 DG 2025-01-19 0143 WA3EKL FM19 W9KXI FN12
QSO: 50 DG 2025-01-19 0153 WA3EKL FM19 KO4PRE FM18
QSO: 144 DG 2025-01-19 0202 WA3EKL FM19 K5VIP FM16
QSO: 144 DG 2025-01-19 0206 WA3EKL FM19 K4SO FM18
QSO: 50 DG 2025-01-19 0207 WA3EKL FM19 WA3YUE FN20
QSO: 144 DG 2025-01-19 0209 WA3EKL FM19 W2MMD FM29
QSO: 50 DG 2025-01-19 0211 WA3EKL FM19 K3AYV FM19
QSO: 432 DG 2025-01-19 0218 WA3EKL FM19 N2NT FN20
QSO: 432 DG 2025-01-19 0223 WA3EKL FM19 WA3DRC FM28
QSO: 50 DG 2025-01-19 0233 WA3EKL FM19 K3MD FN10
QSO: 50 DG 2025-01-19 0241 WA3EKL FM19 KT1R FM09
QSO: 144 DG 2025-01-19 0242 WA3EKL FM19 W3JG FM29
QSO: 50 DG 2025-01-19 0244 WA3EKL FM19 W2BVH FN20
QSO: 144 DG 2025-01-19 0245 WA3EKL FM19 KQ4JAV FM19
QSO: 144 DG 2025-01-19 0251 WA3EKL FM19 KA3HED FM29
QSO: 144 DG 2025-01-19 0258 WA3EKL FM19 NA2O FM29
QSO: 432 DG 2025-01-19 0258 WA3EKL FM19 WB2RVX FM29
QSO: 144 DG 2025-01-19 0308 WA3EKL FM19 KE8RV EM89
QSO: 50 DG 2025-01-19 0312 WA3EKL FM19 N3XF FN00
QSO: 144 DG 2025-01-19 0315 WA3EKL FM19 KC4JGT FM17
QSO: 50 DG 2025-01-19 0317 WA3EKL FM19 N3DUE FM19
QSO: 144 DG 2025-01-19 0318 WA3EKL FM19 W3NJT FM19
QSO: 50 DG 2025-01-19 0318 WA3EKL FM19 N3DUE FM19
QSO: 50 DG 2025-01-19 0322 WA3EKL FM19 WA3QPX FM29
QSO: 144 DG 2025-01-19 0331 WA3EKL FM19 WA3DRC FM28
QSO: 144 DG 2025-01-19 0334 WA3EKL FM19 N2SCJ FM29
QSO: 50 DG 2025-01-19 0337 WA3EKL FM19 KB3Z FN20
QSO: 144 DG 2025-01-19 0339 WA3EKL FM19 WA2OMY FN20
QSO: 50 DG 2025-01-19 0340 WA3EKL FM19 WA3NUF FN20
QSO: 144 DG 2025-01-19 0344 WA3EKL FM19 KE8AKW EN80
QSO: 50 DG 2025-01-19 0345 WA3EKL FM19 K3GNC FN20
QSO: 144 DG 2025-01-19 0349 WA3EKL FM19 WA3NUF FN20
QSO: 432 DG 2025-01-19 0352 WA3EKL FM19 W2MMD FM29
QSO: 432 DG 2025-01-19 0358 WA3EKL FM19 W2MMD FM29
QSO: 144 DG 2025-01-19 0400 WA3EKL FM19 K3GNC FN20
QSO: 144 DG 2025-01-19 0406 WA3EKL FM19 N8LRG EN80
QSO: 144 DG 2025-01-19 0408 WA3EKL FM19 WA3GFZ FM29
QSO: 432 DG 2025-01-19 0409 WA3EKL FM19 KR1ST FN21
QSO: 432 DG 2025-01-19 0413 WA3EKL FM19 WA3NUF FN20
QSO: 144 DG 2025-01-19 0415 WA3EKL FM19 KG5TA FM19
QSO: 50 DG 2025-01-19 0417 WA3EKL FM19 KE2N FM18
QSO: 50 DG 2025-01-19 0424 WA3EKL FM19 K2WB FM29
QSO: 50 DG 2025-01-19 0424 WA3EKL FM19 K2WB FM29
QSO: 50 DG 2025-01-19 0431 WA3EKL FM19 N2JMH FN12
QSO: 144 DG 2025-01-19 0656 WA3EKL FM19 K1RZ FM19
QSO: 432 DG 2025-01-19 0704 WA3EKL FM19 K1RZ FM19
QSO: 144 DG 2025-01-19 1326 WA3EKL FM19 N3ITT FN20
QSO: 144 DG 2025-01-19 1335 WA3EKL FM19 WA3YUE FN20
QSO: 50 DG 2025-01-19 1339 WA3EKL FM19 N1EK FM19
QSO: 50 DG 2025-01-19 1344 WA3EKL FM19 W3RJW FN20
QSO: 50 DG 2025-01-19 1346 WA3EKL FM19 KM4OZH/R FM18
QSO: 144 DG 2025-01-19 1351 WA3EKL FM19 K1KG FN42
QSO: 50 DG 2025-01-19 1354 WA3EKL FM19 KC3NDU FN21
QSO: 50 DG 2025-01-19 1357 WA3EKL FM19 NT3U FM19
QSO: 50 DG 2025-01-19 1359 WA3EKL FM19 W9KXI FN12
QSO: 144 DG 2025-01-19 1412 WA3EKL FM19 N2NT FN20
QSO: 144 DG 2025-01-19 1421 WA3EKL FM19 WA3USG FN10
QSO: 144 DG 2025-01-19 1426 WA3EKL FM19 W4TTY EM97
QSO: 50 DG 2025-01-19 1429 WA3EKL FM19 W4VG FM07
QSO: 50 DG 2025-01-19 1431 WA3EKL FM19 K3TN FM19
QSO: 144 DG 2025-01-19 1432 WA3EKL FM19 K1RA FM18
QSO: 50 DG 2025-01-19 1434 WA3EKL FM19 W4VIC FM16
QSO: 144 DG 2025-01-19 1435 WA3EKL FM19 KC3SWL FM29
QSO: 144 DG 2025-01-19 1446 WA3EKL FM19 KA2ENE FN13
QSO: 50 DG 2025-01-19 1446 WA3EKL FM19 KD2LGX FN13
QSO: 50 DG 2025-01-19 1449 WA3EKL FM19 WB2FKO EL89
QSO: 50 DG 2025-01-19 1452 WA3EKL FM19 WB2FKO EL89
QSO: 144 DG 2025-01-19 1454 WA3EKL FM19 WM3M FM19
QSO: 50 DG 2025-01-19 1458 WA3EKL FM19 K3RJK FM18
QSO: 50 DG 2025-01-19 1459 WA3EKL FM19 KE8FD EN80
QSO: 50 DG 2025-01-19 1502 WA3EKL FM19 KE8AKW EN80
QSO: 144 DG 2025-01-19 1503 WA3EKL FM19 W3KM FN20
QSO: 144 DG 2025-01-19 1505 WA3EKL FM19 KW3DX FN21
QSO: 50 DG 2025-01-19 1514 WA3EKL FM19 K2PI FM18
QSO: 144 DG 2025-01-19 1519 WA3EKL FM19 W3KR FN11
QSO: 50 DG 2025-01-19 1535 WA3EKL FM19 AJ3M FM18
QSO: 50 DG 2025-01-19 1540 WA3EKL FM19 N2QT FM07
QSO: 144 DG 2025-01-19 1543 WA3EKL FM19 K2PI FM18
QSO: 50 DG 2025-01-19 1552 WA3EKL FM19 WC3N FM19
QSO: 50 DG 2025-01-19 1553 WA3EKL FM19 W8BRY FM09
QSO: 50 DG 2025-01-19 1606 WA3EKL FM19 WT3K FM19
QSO: 144 DG 2025-01-19 1608 WA3EKL FM19 N3NGE FN20
QSO: 50 DG 2025-01-19 1618 WA3EKL FM19 WT3K FM19
QSO: 144 DG 2025-01-19 1633 WA3EKL FM19 KE5NJ/R FM29
QSO: 50 DG 2025-01-19 1638 WA3EKL FM19 K1TO EL87
QSO: 144 DG 2025-01-19 1650 WA3EKL FM19 W3XTT FN01
QSO: 50 DG 2025-01-19 1653 WA3EKL FM19 AA3B FN20
QSO: 50 DG 2025-01-19 1654 WA3EKL FM19 N2NF FM29
QSO: 50 DG 2025-01-19 1658 WA3EKL FM19 N3RTW FM18
QSO: 144 DG 2025-01-19 1711 WA3EKL FM19 N3BBF FM19
QSO: 144 DG 2025-01-19 1739 WA3EKL FM19 KE5NJ FM29
QSO: 50 DG 2025-01-19 1741 WA3EKL FM19 NG4C FM16
QSO: 144 DG 2025-01-19 1754 WA3EKL FM19 W3NZL FM19
QSO: 144 DG 2025-01-19 1800 WA3EKL FM19 K3ISH FN21
QSO: 50 DG 2025-01-19 1800 WA3EKL FM19 K3EJJ FM19
QSO: 144 DG 2025-01-19 1805 WA3EKL FM19 N8GA EN80
QSO: 50 DG 2025-01-19 1807 WA3EKL FM19 WA3PTV FM19
QSO: 144 DG 2025-01-19 1811 WA3EKL FM19 W8ZN FM09
QSO: 50 DG 2025-01-19 1813 WA3EKL FM19 WO2T FN20
QSO: 144 DG 2025-01-19 1813 WA3EKL FM19 W3MEO FM18
QSO: 144 DG 2025-01-19 1816 WA3EKL FM19 K3MD FN10
QSO: 144 DG 2025-01-19 1830 WA3EKL FM19 WO2T FN20
QSO: 50 DG 2025-01-19 1831 WA3EKL FM19 W3HMS FN10
QSO: 144 DG 2025-01-19 1832 WA3EKL FM19 K0LB FM18
QSO: 144 DG 2025-01-19 1834 WA3EKL FM19 KO4ECD FM18
QSO: 144 DG 2025-01-19 1842 WA3EKL FM19 W3MEO FM18
QSO: 50 DG 2025-01-19 1845 WA3EKL FM19 KD9XB FM18
QSO: 50 DG 2025-01-19 1847 WA3EKL FM19 N3GLZ FM08
QSO: 50 DG 2025-01-19 1859 WA3EKL FM19 NA2O FM29
QSO: 144 DG 2025-01-19 1907 WA3EKL FM19 K3MD FN10
QSO: 144 DG 2025-01-19 1917 WA3EKL FM19 N3GLZ FM08
QSO: 50 DG 2025-01-19 1919 WA3EKL FM19 K3UA EN91
QSO: 144 DG 2025-01-19 1920 WA3EKL FM19 W8BRY FM09
QSO: 144 DG 2025-01-19 1922 WA3EKL FM19 KB3MXK FM19
QSO: 144 DG 2025-01-19 1926 WA3EKL FM19 N3PLM FN20
QSO: 50 DG 2025-01-19 1934 WA3EKL FM19 N3BBF FM19
QSO: 50 DG 2025-01-19 1942 WA3EKL FM19 AA3S FM19
QSO: 50 DG 2025-01-19 1948 WA3EKL FM19 NN4RB FM07
QSO: 50 DG 2025-01-19 2003 WA3EKL FM19 KR1ST FN21
QSO: 144 DG 2025-01-19 2005 WA3EKL FM19 AI3Z FM19
QSO: 50 DG 2025-01-19 2016 WA3EKL FM19 KO3T FM19
QSO: 50 DG 2025-01-19 2020 WA3EKL FM19 W3KN FM19
QSO: 144 DG 2025-01-19 2023 WA3EKL FM19 K1FMS FN32
QSO: 50 DG 2025-01-19 2025 WA3EKL FM19 W3IKE FM18
QSO: 50 DG 2025-01-19 2028 WA3EKL FM19 N8IK FM18
QSO: 50 DG 2025-01-19 2046 WA3EKL FM19 W4WWQ FM07
QSO: 144 DG 2025-01-19 2051 WA3EKL FM19 VE3WY FN04
QSO: 144 DG 2025-01-19 2106 WA3EKL FM19 KB3IAI FM19
QSO: 50 DG 2025-01-19 2120 WA3EKL FM19 N3RG FM29
QSO: 144 DG 2025-01-19 2124 WA3EKL FM19 K2DH FN13
QSO: 50 DG 2025-01-19 2158 WA3EKL FM19 AC5XK FM18
QSO: 50 DG 2025-01-19 2202 WA3EKL FM19 KB3IAI FM19
QSO: 50 DG 2025-01-19 2203 WA3EKL FM19 AI3Z FM19
QSO: 50 DG 2025-01-19 2205 WA3EKL FM19 WA3GFZ FM29
QSO: 50 DG 2025-01-19 2209 WA3EKL FM19 W8ZN FM09
QSO: 50 DG 2025-01-19 2215 WA3EKL FM19 KO3T FM19
QSO: 144 DG 2025-01-19 2225 WA3EKL FM19 KD2LGX FN13
QSO: 432 DG 2025-01-19 2251 WA3EKL FM19 WA3QPX FM29
QSO: 50 DG 2025-01-19 2253 WA3EKL FM19 N8LRG EN80
QSO: 50 DG 2025-01-19 2305 WA3EKL FM19 WX3F FM19
QSO: 144 DG 2025-01-19 2329 WA3EKL FM19 KA2UQW FN20
QSO: 50 DG 2025-01-20 0033 WA3EKL FM19 W2SJ FM29
QSO: 144 DG 2025-01-20 0034 WA3EKL FM19 N2DEQ FM29
QSO: 432 DG 2025-01-20 0037 WA3EKL FM19 AI3Z FM19
QSO: 50 DG 2025-01-20 0042 WA3EKL FM19 K8LF FM17
QSO: 144 DG 2025-01-20 0045 WA3EKL FM19 W4XP FM18
QSO: 50 DG 2025-01-20 0055 WA3EKL FM19 WD0FYV FM17
QSO: 50 DG 2025-01-20 0114 WA3EKL FM19 KA8CNI EN81
QSO: 50 DG 2025-01-20 0123 WA3EKL FM19 WA2OMY FN20
QSO: 50 DG 2025-01-20 0136 WA3EKL FM19 WM4W FM18
QSO: 144 DG 2025-01-20 0139 WA3EKL FM19 WV3P FN20
QSO: 50 DG 2025-01-20 0142 WA3EKL FM19 W3JG FM29
QSO: 144 DG 2025-01-20 0145 WA3EKL FM19 VE3SCP EN94
QSO: 144 DG 2025-01-20 0157 WA3EKL FM19 N2JMH FN12
QSO: 50 DG 2025-01-20 0206 WA3EKL FM19 K8NVR EN91
QSO: 144 DG 2025-01-20 0216 WA3EKL FM19 W2UQ FM17
QSO: 50 DG 2025-01-20 0238 WA3EKL FM19 NN3Q FN10
QSO: 50 DG 2025-01-20 0246 WA3EKL FM19 NR2C FN03
QSO: 50 DG 2025-01-20 0250 WA3EKL FM19 KD4BPZ FM17
QSO: 144 DG 2025-01-20 0321 WA3EKL FM19 W2BVH FN20
END-OF-LOG:
